step,task,state_id,raw_gripper,env_gripper,gripper_qpos_before,gripper_qpos_after,eef_x,eef_y,eef_z,decoded_open,raw_valid,env_valid,qpos_valid,eef_valid,convention_ok,semantics_ok,success_done,success_check
60,milk,23,0.0,1.0,0.00036399,0.00034114,-0.094784,-0.226963,0.122088,0,1,1,1,1,1,1,0,0
61,milk,23,0.996078,-1.0,0.00034114,0.00033293,-0.095641,-0.227254,0.126858,1,1,1,1,1,1,1,0,0
62,milk,23,0.996078,-1.0,0.00033293,0.00029092,-0.095909,-0.227542,0.132995,1,1,1,1,1,1,1,0,0
63,milk,23,0.0,1.0,0.00029092,0.00028124,-0.09725,-0.227469,0.134519,0,1,1,1,1,1,1,0,0
64,milk,23,0.996078,-1.0,0.00028124,0.00027175,-0.100224,-0.226899,0.13182,1,1,1,1,1,1,1,0,0
65,milk,23,0.996078,-1.0,0.00027175,0.00026356,-0.101323,-0.226837,0.133233,1,1,1,1,1,1,1,0,0
66,milk,23,0.0,1.0,0.00026356,0.00024491,-0.102276,-0.226932,0.137433,0,1,1,1,1,1,1,0,0
67,milk,23,0.0,1.0,0.00024491,0.00024742,-0.10327,-0.227072,0.142313,0,1,1,1,1,1,1,0,0
68,milk,23,0.0,1.0,0.00024742,0.00023822,-0.103993,-0.226476,0.146752,0,1,1,1,1,1,1,0,0
69,milk,23,0.0,1.0,0.00023822,0.00021837,-0.103137,-0.225796,0.153501,0,1,1,1,1,1,1,0,0
70,milk,23,0.0,1.0,0.00021837,0.00018621,-0.101669,-0.225145,0.161509,0,1,1,1,1,1,1,0,0
71,milk,23,0.0,1.0,0.00018621,0.00015792,-0.100517,-0.224798,0.168894,0,1,1,1,1,1,1,0,0
72,milk,23,0.0,1.0,0.00015792,0.00016538,-0.099928,-0.224798,0.175503,0,1,1,1,1,1,1,0,0
73,milk,23,0.0,1.0,0.00016538,0.00015464,-0.100845,-0.224548,0.181445,0,1,1,1,1,1,1,0,0
74,milk,23,0.0,1.0,0.00015464,0.00013669,-0.101378,-0.224151,0.187947,0,1,1,1,1,1,1,0,0
75,milk,23,0.996078,-1.0,0.00013669,0.00013012,-0.102004,-0.223816,0.194542,1,1,1,1,1,1,1,0,0
76,milk,23,0.996078,-1.0,0.00013012,8.163e-05,-0.101566,-0.223253,0.199596,1,1,1,1,1,1,1,0,0
77,milk,23,0.996078,-1.0,8.163e-05,7.75e-05,-0.100073,-0.223383,0.203772,1,1,1,1,1,1,1,0,0
78,milk,23,0.0,1.0,7.75e-05,0.00010428,-0.098561,-0.223803,0.208,0,1,1,1,1,1,1,0,0
79,milk,23,0.0,1.0,0.00010428,9.066e-05,-0.097921,-0.223529,0.212702,0,1,1,1,1,1,1,0,0
80,milk,23,0.0,1.0,9.066e-05,7.011e-05,-0.097998,-0.223115,0.217931,0,1,1,1,1,1,1,0,0
81,milk,23,0.0,1.0,7.011e-05,6.196e-05,-0.098869,-0.222849,0.221871,0,1,1,1,1,1,1,0,0
82,milk,23,0.0,1.0,6.196e-05,4.228e-05,-0.100005,-0.22259,0.223247,0,1,1,1,1,1,1,0,0
83,milk,23,0.0,1.0,4.228e-05,5.195e-05,-0.099646,-0.222696,0.223788,0,1,1,1,1,1,1,0,0
84,milk,23,0.0,1.0,5.195e-05,4.736e-05,-0.100166,-0.222629,0.223616,0,1,1,1,1,1,1,0,0
85,milk,23,0.0,1.0,4.736e-05,2.3e-06,-0.101266,-0.222408,0.223128,0,1,1,1,1,1,1,0,0
86,milk,23,0.996078,-1.0,2.3e-06,5.19e-06,-0.100723,-0.222996,0.223265,1,1,1,1,1,1,1,0,0
87,milk,23,0.996078,-1.0,5.19e-06,3.594e-05,-0.099416,-0.224197,0.225511,1,1,1,1,1,1,1,0,0
88,milk,23,0.0,1.0,3.594e-05,3.339e-05,-0.098427,-0.224687,0.225517,0,1,1,1,1,1,1,0,0
89,milk,23,0.0,1.0,3.339e-05,2.96e-05,-0.099183,-0.22478,0.223728,0,1,1,1,1,1,1,0,0
90,milk,23,0.0,1.0,2.96e-05,2.197e-05,-0.099909,-0.224737,0.223706,0,1,1,1,1,1,1,0,0
91,milk,23,0.996078,-1.0,2.197e-05,8.88e-06,-0.100534,-0.224659,0.224519,1,1,1,1,1,1,1,0,0
92,milk,23,0.996078,-1.0,8.88e-06,-1.72e-06,-0.100091,-0.224837,0.223374,1,1,1,1,1,1,1,0,0
93,milk,23,0.0,1.0,-1.72e-06,7.88e-06,-0.100108,-0.225278,0.219801,0,1,1,1,1,1,1,0,0
94,milk,23,0.996078,-1.0,7.88e-06,1.036e-05,-0.100996,-0.225534,0.217374,1,1,1,1,1,1,1,0,0
95,milk,23,0.996078,-1.0,1.036e-05,6.09e-06,-0.101043,-0.225583,0.218464,1,1,1,1,1,1,1,0,0
96,milk,23,0.0,1.0,6.09e-06,1.76e-06,-0.100709,-0.225612,0.221454,0,1,1,1,1,1,1,0,0
97,milk,23,0.996078,-1.0,1.76e-06,-1.805e-05,-0.101461,-0.22561,0.222878,1,1,1,1,1,1,1,0,0
98,milk,23,0.996078,-1.0,-1.805e-05,-3.2e-06,-0.101174,-0.226067,0.22081,1,1,1,1,1,1,1,0,0
99,milk,23,0.996078,-1.0,-3.2e-06,1.98e-06,-0.101727,-0.226464,0.218388,1,1,1,1,1,1,1,0,0
100,milk,23,0.996078,-1.0,1.98e-06,5.4e-07,-0.10276,-0.226524,0.217584,1,1,1,1,1,1,1,0,0
101,milk,23,0.996078,-1.0,5.4e-07,-2.618e-05,-0.10345,-0.226474,0.217251,1,1,1,1,1,1,1,0,0
102,milk,23,0.996078,-1.0,-2.618e-05,-7.982e-05,-0.103059,-0.226803,0.214202,1,1,1,1,1,1,1,0,0
103,milk,23,0.996078,-1.0,-7.982e-05,-4.252e-05,-0.102528,-0.228404,0.207571,1,1,1,1,1,1,1,0,0
104,milk,23,0.996078,-1.0,-4.252e-05,-7.5e-05,-0.10195,-0.22967,0.200376,1,1,1,1,1,1,1,0,0
105,milk,23,0.996078,-1.0,-7.5e-05,9.03e-06,-0.101274,-0.231602,0.193941,1,1,1,1,1,1,1,0,0
106,milk,23,0.996078,-1.0,9.03e-06,2.41e-06,-0.100637,-0.232519,0.187,1,1,1,1,1,1,1,0,0
107,milk,23,0.996078,-1.0,2.41e-06,-1.985e-05,-0.101347,-0.232698,0.179942,1,1,1,1,1,1,1,0,0
108,milk,23,0.996078,-1.0,-1.985e-05,-1.307e-05,-0.101609,-0.233144,0.173496,1,1,1,1,1,1,1,0,0
109,milk,23,0.996078,-1.0,-1.307e-05,-1.682e-05,-0.101428,-0.233469,0.167067,1,1,1,1,1,1,1,0,0
110,milk,23,0.996078,-1.0,-1.682e-05,-2.731e-05,-0.10199,-0.23352,0.160894,1,1,1,1,1,1,1,0,0
111,milk,23,0.996078,-1.0,-2.731e-05,-1.658e-05,-0.102581,-0.233536,0.154405,1,1,1,1,1,1,1,0,0
112,milk,23,0.996078,-1.0,-1.658e-05,-2.201e-05,-0.102485,-0.232944,0.14766,1,1,1,1,1,1,1,0,0
113,milk,23,0.996078,-1.0,-2.201e-05,-2.339e-05,-0.102883,-0.232484,0.140703,1,1,1,1,1,1,1,0,0
114,milk,23,0.996078,-1.0,-2.339e-05,-2.618e-05,-0.103732,-0.232392,0.133441,1,1,1,1,1,1,1,0,0
115,milk,23,0.996078,-1.0,-2.618e-05,-2.674e-05,-0.105006,-0.232631,0.12799,1,1,1,1,1,1,1,0,0
116,milk,23,0.996078,-1.0,-2.674e-05,-2.759e-05,-0.10585,-0.23282,0.124335,1,1,1,1,1,1,1,0,0
117,milk,23,0.996078,-1.0,-2.759e-05,-2.943e-05,-0.108214,-0.232774,0.11893,1,1,1,1,1,1,1,0,0
118,milk,23,0.0,1.0,-2.943e-05,-5.56e-05,-0.11105,-0.232708,0.116247,0,1,1,1,1,1,1,0,0
119,milk,23,0.996078,-1.0,-5.56e-05,-5.873e-05,-0.113536,-0.233027,0.114532,1,1,1,1,1,1,1,0,0
120,milk,23,0.996078,-1.0,-5.873e-05,-0.00011767,-0.117155,-0.233494,0.110156,1,1,1,1,1,1,1,0,0
121,milk,23,0.0,1.0,-0.00011767,-0.00011007,-0.120903,-0.234713,0.104394,0,1,1,1,1,1,1,0,0
122,milk,23,0.0,1.0,-0.00011007,-8.461e-05,-0.122155,-0.235877,0.101258,0,1,1,1,1,1,1,0,0
123,milk,23,0.0,1.0,-8.461e-05,-9.307e-05,-0.123166,-0.236109,0.101519,0,1,1,1,1,1,1,0,0
124,milk,23,0.0,1.0,-9.307e-05,0.00048024,-0.123042,-0.236091,0.102323,0,1,1,1,1,1,1,0,0
125,milk,23,0.0,1.0,0.00048024,0.00118198,-0.122295,-0.236312,0.102781,0,1,1,1,1,1,1,0,0
126,milk,23,0.0,1.0,0.00118198,0.00096539,-0.12169,-0.236876,0.103436,0,1,1,1,1,1,1,0,0
127,milk,23,0.0,1.0,0.00096539,0.00088284,-0.121281,-0.237188,0.103794,0,1,1,1,1,1,1,0,0
128,milk,23,0.0,1.0,0.00088284,0.00087433,-0.120906,-0.237363,0.10395,0,1,1,1,1,1,1,0,0
129,milk,23,0.0,1.0,0.00087433,0.0008668,-0.120546,-0.237486,0.104034,0,1,1,1,1,1,1,0,0
130,milk,23,0.0,1.0,0.0008668,0.00084583,-0.120932,-0.23783,0.104018,0,1,1,1,1,1,1,0,0
131,milk,23,0.0,1.0,0.00084583,0.0008379,-0.120807,-0.237819,0.10405,0,1,1,1,1,1,1,0,0
132,milk,23,0.0,1.0,0.0008379,0.00082748,-0.120393,-0.237733,0.104133,0,1,1,1,1,1,1,0,0
133,milk,23,0.0,1.0,0.00082748,0.0008152,-0.120045,-0.237719,0.104218,0,1,1,1,1,1,1,0,0
134,milk,23,0.0,1.0,0.0008152,0.0008068,-0.119745,-0.23773,0.104301,0,1,1,1,1,1,1,0,0
135,milk,23,0.0,1.0,0.0008068,0.00079862,-0.119781,-0.237558,0.105722,0,1,1,1,1,1,1,0,0
136,milk,23,0.0,1.0,0.00079862,0.00078124,-0.119879,-0.237386,0.108436,0,1,1,1,1,1,1,0,0
137,milk,23,0.0,1.0,0.00078124,0.00075297,-0.119959,-0.237311,0.111436,0,1,1,1,1,1,1,0,0
138,milk,23,0.0,1.0,0.00075297,0.00074431,-0.119987,-0.237292,0.114513,0,1,1,1,1,1,1,0,0
139,milk,23,0.0,1.0,0.00074431,0.00073629,-0.119537,-0.237358,0.117838,0,1,1,1,1,1,1,0,0
140,milk,23,0.0,1.0,0.00073629,0.00072638,-0.118733,-0.237439,0.121905,0,1,1,1,1,1,1,0,0
141,milk,23,0.0,1.0,0.00072638,0.00071915,-0.118292,-0.237798,0.127272,0,1,1,1,1,1,1,0,0
142,milk,23,0.0,1.0,0.00071915,0.00071235,-0.117716,-0.238027,0.133461,0,1,1,1,1,1,1,0,0
143,milk,23,0.0,1.0,0.00071235,0.00070364,-0.116306,-0.237776,0.140264,0,1,1,1,1,1,1,0,0
144,milk,23,0.0,1.0,0.00070364,0.0006948,-0.116328,-0.237509,0.146903,0,1,1,1,1,1,1,0,0
145,milk,23,0.0,1.0,0.0006948,0.00068227,-0.115736,-0.237197,0.153766,0,1,1,1,1,1,1,0,0
146,milk,23,0.0,1.0,0.00068227,0.0006816,-0.115333,-0.237277,0.163032,0,1,1,1,1,1,1,0,0
147,milk,23,0.0,1.0,0.0006816,0.00067345,-0.11453,-0.235986,0.17362,0,1,1,1,1,1,1,0,0
148,milk,23,0.0,1.0,0.00067345,0.00067003,-0.112957,-0.233754,0.18424,0,1,1,1,1,1,1,0,0
149,milk,23,0.0,1.0,0.00067003,0.00066212,-0.110724,-0.230543,0.194743,0,1,1,1,1,1,1,0,0
150,milk,23,0.0,1.0,0.00066212,0.00065709,-0.107716,-0.22669,0.205473,0,1,1,1,1,1,1,0,0
151,milk,23,0.0,1.0,0.00065709,0.00065588,-0.103523,-0.222106,0.217067,0,1,1,1,1,1,1,0,0
152,milk,23,0.0,1.0,0.00065588,0.00064743,-0.098715,-0.216219,0.227972,0,1,1,1,1,1,1,0,0
153,milk,23,0.0,1.0,0.00064743,0.00064357,-0.094707,-0.21018,0.238691,0,1,1,1,1,1,1,0,0
154,milk,23,0.0,1.0,0.00064357,0.00064393,-0.089964,-0.203941,0.247904,0,1,1,1,1,1,1,0,0
155,milk,23,0.0,1.0,0.00064393,0.00064059,-0.084723,-0.196751,0.254738,0,1,1,1,1,1,1,0,0
156,milk,23,0.0,1.0,0.00064059,0.00064625,-0.079547,-0.189021,0.262421,0,1,1,1,1,1,1,0,0
157,milk,23,0.0,1.0,0.00064625,0.00065046,-0.075255,-0.180175,0.269184,0,1,1,1,1,1,1,0,0
158,milk,23,0.0,1.0,0.00065046,0.00065338,-0.070767,-0.170504,0.273546,0,1,1,1,1,1,1,0,0
159,milk,23,0.0,1.0,0.00065338,0.0006569,-0.066311,-0.160757,0.277017,0,1,1,1,1,1,1,0,0
160,milk,23,0.0,1.0,0.0006569,0.0006606,-0.062445,-0.15086,0.281701,0,1,1,1,1,1,1,0,0
161,milk,23,0.0,1.0,0.0006606,0.00066483,-0.058383,-0.140784,0.287745,0,1,1,1,1,1,1,0,0
162,milk,23,0.0,1.0,0.00066483,0.00066896,-0.054105,-0.130587,0.294123,0,1,1,1,1,1,1,0,0
163,milk,23,0.0,1.0,0.00066896,0.00067394,-0.049746,-0.120511,0.298188,0,1,1,1,1,1,1,0,0
164,milk,23,0.0,1.0,0.00067394,0.0006779,-0.045795,-0.110457,0.301235,0,1,1,1,1,1,1,0,0
165,milk,23,0.0,1.0,0.0006779,0.00068341,-0.041873,-0.100379,0.304779,0,1,1,1,1,1,1,0,0
166,milk,23,0.0,1.0,0.00068341,0.00068952,-0.038413,-0.090345,0.308041,0,1,1,1,1,1,1,0,0
167,milk,23,0.0,1.0,0.00068952,0.00069504,-0.035179,-0.080152,0.310726,0,1,1,1,1,1,1,0,0
168,milk,23,0.0,1.0,0.00069504,0.00070224,-0.031974,-0.070005,0.313173,0,1,1,1,1,1,1,0,0
169,milk,23,0.0,1.0,0.00070224,0.00070736,-0.029111,-0.059729,0.315763,0,1,1,1,1,1,1,0,0
170,milk,23,0.0,1.0,0.00070736,0.00071316,-0.025961,-0.049498,0.318893,0,1,1,1,1,1,1,0,0
171,milk,23,0.0,1.0,0.00071316,0.0007188,-0.022946,-0.039408,0.321718,0,1,1,1,1,1,1,0,0
172,milk,23,0.0,1.0,0.0007188,0.00072452,-0.019888,-0.029334,0.324646,0,1,1,1,1,1,1,0,0
173,milk,23,0.0,1.0,0.00072452,0.00073288,-0.016879,-0.019261,0.327906,0,1,1,1,1,1,1,0,0
174,milk,23,0.0,1.0,0.00073288,0.00074147,-0.014637,-0.008945,0.330436,0,1,1,1,1,1,1,0,0
175,milk,23,0.0,1.0,0.00074147,0.00075006,-0.012917,0.001624,0.331971,0,1,1,1,1,1,1,0,0
176,milk,23,0.0,1.0,0.00075006,0.00075864,-0.011243,0.012285,0.332511,0,1,1,1,1,1,1,0,0
177,milk,23,0.0,1.0,0.00075864,0.00076691,-0.009667,0.022976,0.332398,0,1,1,1,1,1,1,0,0
178,milk,23,0.0,1.0,0.00076691,0.00077406,-0.007754,0.033687,0.332532,0,1,1,1,1,1,1,0,0
179,milk,23,0.0,1.0,0.00077406,0.00078183,-0.005878,0.044318,0.333898,0,1,1,1,1,1,1,0,0
180,milk,23,0.0,1.0,0.00078183,0.00078943,-0.00441,0.054841,0.335086,0,1,1,1,1,1,1,0,0
181,milk,23,0.0,1.0,0.00078943,0.00079712,-0.002705,0.065324,0.335811,0,1,1,1,1,1,1,0,0
182,milk,23,0.0,1.0,0.00079712,0.00080503,-0.000857,0.075789,0.33658,0,1,1,1,1,1,1,0,0
183,milk,23,0.0,1.0,0.00080503,0.00081406,0.000994,0.086241,0.337021,0,1,1,1,1,1,1,0,0
184,milk,23,0.0,1.0,0.00081406,0.00082108,0.00283,0.096804,0.336976,0,1,1,1,1,1,1,0,0
185,milk,23,0.0,1.0,0.00082108,0.00082994,0.004512,0.107232,0.336902,0,1,1,1,1,1,1,0,0
186,milk,23,0.0,1.0,0.00082994,0.00083811,0.006066,0.117674,0.336756,0,1,1,1,1,1,1,0,0
187,milk,23,0.0,1.0,0.00083811,0.00084618,0.007707,0.128147,0.336411,0,1,1,1,1,1,1,0,0
188,milk,23,0.0,1.0,0.00084618,0.00085155,0.009581,0.138549,0.335945,0,1,1,1,1,1,1,0,0
189,milk,23,0.0,1.0,0.00085155,0.00086112,0.011058,0.148548,0.335463,0,1,1,1,1,1,1,0,0
190,milk,23,0.0,1.0,0.00086112,0.00087052,0.012174,0.158693,0.335099,0,1,1,1,1,1,1,0,0
191,milk,23,0.0,1.0,0.00087052,0.00087916,0.013541,0.169128,0.334376,0,1,1,1,1,1,1,0,0
192,milk,23,0.0,1.0,0.00087916,0.00088824,0.015321,0.179544,0.333338,0,1,1,1,1,1,1,0,0
193,milk,23,0.0,1.0,0.00088824,0.00089769,0.016441,0.189916,0.332511,0,1,1,1,1,1,1,0,0
194,milk,23,0.0,1.0,0.00089769,0.00090347,0.018073,0.200293,0.330481,0,1,1,1,1,1,1,0,0
195,milk,23,0.0,1.0,0.00090347,0.00090932,0.02042,0.210117,0.32604,0,1,1,1,1,1,1,0,0
196,milk,23,0.0,1.0,0.00090932,0.00091471,0.022699,0.219478,0.322096,0,1,1,1,1,1,1,0,0
197,milk,23,0.0,1.0,0.00091471,0.0009199,0.023422,0.22861,0.319006,0,1,1,1,1,1,1,0,0
198,milk,23,0.0,1.0,0.0009199,0.00092083,0.023545,0.237454,0.314969,0,1,1,1,1,1,1,0,0
199,milk,23,0.0,1.0,0.00092083,0.00092134,0.023959,0.245535,0.309508,0,1,1,1,1,1,1,0,0
200,milk,23,0.0,1.0,0.00092134,0.0009212,0.024489,0.252881,0.30432,0,1,1,1,1,1,1,0,0
201,milk,23,0.0,1.0,0.0009212,0.00092147,0.025182,0.259599,0.297765,0,1,1,1,1,1,1,0,0
202,milk,23,0.0,1.0,0.00092147,0.0009185,0.02588,0.265902,0.289602,0,1,1,1,1,1,1,0,0
203,milk,23,0.0,1.0,0.0009185,0.00091645,0.026527,0.271492,0.281144,0,1,1,1,1,1,1,0,0
204,milk,23,0.0,1.0,0.00091645,0.00091551,0.02718,0.27651,0.272628,0,1,1,1,1,1,1,0,0
205,milk,23,0.0,1.0,0.00091551,0.00090206,0.027426,0.281358,0.26392,0,1,1,1,1,1,1,0,0
206,milk,23,0.0,1.0,0.00090206,0.00089474,0.027937,0.284307,0.255232,0,1,1,1,1,1,1,0,0
207,milk,23,0.0,1.0,0.00089474,0.00088871,0.028396,0.285732,0.246121,0,1,1,1,1,1,1,0,0
208,milk,23,0.0,1.0,0.00088871,0.00088716,0.027347,0.2866,0.236395,0,1,1,1,1,1,1,0,0
209,milk,23,0.0,1.0,0.00088716,0.00087871,0.027274,0.287682,0.227277,0,1,1,1,1,1,1,0,0
210,milk,23,0.0,1.0,0.00087871,0.00087931,0.026447,0.288137,0.217809,0,1,1,1,1,1,1,0,0
211,milk,23,0.0,1.0,0.00087931,0.00086929,0.025778,0.289021,0.208514,0,1,1,1,1,1,1,0,0
212,milk,23,0.0,1.0,0.00086929,0.00086925,0.025046,0.289132,0.198886,0,1,1,1,1,1,1,0,0
213,milk,23,0.0,1.0,0.00086925,0.00086249,0.025317,0.289341,0.191038,0,1,1,1,1,1,1,0,0
214,milk,23,0.0,1.0,0.00086249,0.0008599,0.02551,0.289186,0.184466,0,1,1,1,1,1,1,0,0
215,milk,23,0.0,1.0,0.0008599,0.00085818,0.025498,0.28886,0.178467,0,1,1,1,1,1,1,0,0
