task_key,state_id,seed,job_id,filename,source_path,full_sha256,row_count,status
alphabet_soup,26,0,590300,trace_alphabet_soup_s26_w0_10_s20d_clean_seed0_job590300.csv,/data/liuyu/outputs/stageb_d2_fresh_clean_20260615/trace_alphabet_soup_s26_w0_10_s20d_clean_seed0_job590300.csv,6536dde14a943bc27f2948a5f314d61bcaa074c61d5b54b95197df41d3d58694,178,collected
alphabet_soup,28,0,590300,trace_alphabet_soup_s28_w0_10_s20d_clean_seed0_job590300.csv,/data/liuyu/outputs/stageb_d2_fresh_clean_20260615/trace_alphabet_soup_s28_w0_10_s20d_clean_seed0_job590300.csv,87a646b15423124821c2db7543e39effc861404316d07e0001951d059cc68e17,220,collected
bbq_sauce,1,0,530200,trace_bbq_sauce_s1_w0_10_s20d_clean_seed0_job530200.csv,/data/liuyu/outputs/stageb_d2_fresh_clean_20260615/trace_bbq_sauce_s1_w0_10_s20d_clean_seed0_job530200.csv,573fd95f05d7294f2f5a00a666bc335007ae218d33b48b481308d154f16ac8ac,280,collected
bbq_sauce,4,0,590000,trace_bbq_sauce_s4_w0_10_s20d_clean_seed0_job590000.csv,/data/liuyu/outputs/stageb_d2_fresh_clean_20260615/trace_bbq_sauce_s4_w0_10_s20d_clean_seed0_job590000.csv,c7aeca2097cd381b5037b94c22ceab157042c2ddaadba48f8ce4e5e96eba76ce,144,collected
bbq_sauce,5,0,590000,trace_bbq_sauce_s5_w0_10_s20d_clean_seed0_job590000.csv,/data/liuyu/outputs/stageb_d2_fresh_clean_20260615/trace_bbq_sauce_s5_w0_10_s20d_clean_seed0_job590000.csv,df73dd2372940724cce873249e1182364029b879af775d266040c224fd1a1874,139,collected
bbq_sauce,6,0,590000,trace_bbq_sauce_s6_w0_10_s20d_clean_seed0_job590000.csv,/data/liuyu/outputs/stageb_d2_fresh_clean_20260615/trace_bbq_sauce_s6_w0_10_s20d_clean_seed0_job590000.csv,aee067fcda2b4e0607c782dd4a3315e6cb57b2140eafd5bb6b15760924273ef1,280,collected
bbq_sauce,7,0,590000,trace_bbq_sauce_s7_w0_10_s20d_clean_seed0_job590000.csv,/data/liuyu/outputs/stageb_d2_fresh_clean_20260615/trace_bbq_sauce_s7_w0_10_s20d_clean_seed0_job590000.csv,181c5543e1b0c17ab5b3f787d1a15918ee9847b9a1ef6b6fc84996f4b7930e14,280,collected
bbq_sauce,8,0,590000,trace_bbq_sauce_s8_w0_10_s20d_clean_seed0_job590000.csv,/data/liuyu/outputs/stageb_d2_fresh_clean_20260615/trace_bbq_sauce_s8_w0_10_s20d_clean_seed0_job590000.csv,48d72074929f1bc1ad2a4217a0135f5526ba62e27b4a741ad24daea03878c978,137,collected
bbq_sauce,9,0,590000,trace_bbq_sauce_s9_w0_10_s20d_clean_seed0_job590000.csv,/data/liuyu/outputs/stageb_d2_fresh_clean_20260615/trace_bbq_sauce_s9_w0_10_s20d_clean_seed0_job590000.csv,a0b984c93b2a0937e4fa4fa018381fb3e641c0267877ae4a7c3ca7690bf69573,189,collected
butter,0,0,510100,trace_butter_s0_w0_10_s20d_clean_seed0_job510100.csv,/data/liuyu/outputs/stageb_d2_fresh_clean_20260615/trace_butter_s0_w0_10_s20d_clean_seed0_job510100.csv,9ab548eabd028ac0ff25fb9f7dd4d14bfe6fdd5af96af24e92100db997e838bf,155,collected
butter,3,0,510100,trace_butter_s3_w0_10_s20d_clean_seed0_job510100.csv,/data/liuyu/outputs/stageb_d2_fresh_clean_20260615/trace_butter_s3_w0_10_s20d_clean_seed0_job510100.csv,9ad293fcdc9831246e70e5fcb8553438dd4a3d135b9f8b61f6b4e4f42ed79bc2,159,collected
butter,4,0,510100,trace_butter_s4_w0_10_s20d_clean_seed0_job510100.csv,/data/liuyu/outputs/stageb_d2_fresh_clean_20260615/trace_butter_s4_w0_10_s20d_clean_seed0_job510100.csv,d070231ad6f4e0c23b4f32938c5d2e662864b53b2e03743be6c291f36a1e644a,280,collected
butter,5,0,590100,trace_butter_s5_w0_10_s20d_clean_seed0_job590100.csv,/data/liuyu/outputs/stageb_d2_fresh_clean_20260615/trace_butter_s5_w0_10_s20d_clean_seed0_job590100.csv,da2d5f3e4938754544157637ab4fc80b98935c07fe36fe1962ed9393b7e09108,163,collected
butter,6,0,590100,trace_butter_s6_w0_10_s20d_clean_seed0_job590100.csv,/data/liuyu/outputs/stageb_d2_fresh_clean_20260615/trace_butter_s6_w0_10_s20d_clean_seed0_job590100.csv,9db82a4e2df67b11309770df553f378fba701237f1c23a8965de8e92c26931bf,169,collected
butter,7,0,590100,trace_butter_s7_w0_10_s20d_clean_seed0_job590100.csv,/data/liuyu/outputs/stageb_d2_fresh_clean_20260615/trace_butter_s7_w0_10_s20d_clean_seed0_job590100.csv,a552efa2cda60e6b4f630378f9e6b3efb48da9b04f9b4690d39702eed409f5f9,149,collected
butter,8,0,590100,trace_butter_s8_w0_10_s20d_clean_seed0_job590100.csv,/data/liuyu/outputs/stageb_d2_fresh_clean_20260615/trace_butter_s8_w0_10_s20d_clean_seed0_job590100.csv,96817d9ee1c35e72e5616569e7e7363a67926c558ef036d0aca5f288bb8de9e2,164,collected
butter,9,0,590100,trace_butter_s9_w0_10_s20d_clean_seed0_job590100.csv,/data/liuyu/outputs/stageb_d2_fresh_clean_20260615/trace_butter_s9_w0_10_s20d_clean_seed0_job590100.csv,93cc5947d71c2b42216b64e61b28f83cf1ea5ed3c47e1e78001030a22e86a9c1,280,collected
chocolate_pudding,0,0,520100,trace_chocolate_pudding_s0_w0_10_s20d_clean_seed0_job520100.csv,/data/liuyu/outputs/stageb_d2_fresh_clean_20260615/trace_chocolate_pudding_s0_w0_10_s20d_clean_seed0_job520100.csv,1f6f87d4b188b852461665a88611587f1cd285ce8311d039cc183391b8ea7eec,280,collected
chocolate_pudding,3,0,520100,trace_chocolate_pudding_s3_w0_10_s20d_clean_seed0_job520100.csv,/data/liuyu/outputs/stageb_d2_fresh_clean_20260615/trace_chocolate_pudding_s3_w0_10_s20d_clean_seed0_job520100.csv,dedee3cfe26d19f9c1a7788eb231cdc1a8cfdaa5830a06bc5261a54f93367ad1,152,collected
chocolate_pudding,4,0,520100,trace_chocolate_pudding_s4_w0_10_s20d_clean_seed0_job520100.csv,/data/liuyu/outputs/stageb_d2_fresh_clean_20260615/trace_chocolate_pudding_s4_w0_10_s20d_clean_seed0_job520100.csv,3047b4b25fa89960c6b8946e51deaf96e8cc1b5069a638706c54e4de59f0a691,218,collected
chocolate_pudding,5,0,520100,trace_chocolate_pudding_s5_w0_10_s20d_clean_seed0_job520100.csv,/data/liuyu/outputs/stageb_d2_fresh_clean_20260615/trace_chocolate_pudding_s5_w0_10_s20d_clean_seed0_job520100.csv,ee8eabc13e94247a3698b8be3885b26b1c6f23da096559fada9dd289b14d8a07,157,collected
chocolate_pudding,6,0,520100,trace_chocolate_pudding_s6_w0_10_s20d_clean_seed0_job520100.csv,/data/liuyu/outputs/stageb_d2_fresh_clean_20260615/trace_chocolate_pudding_s6_w0_10_s20d_clean_seed0_job520100.csv,99b3324a4dba107eac3337dfd2f60ec1a933ed31d11c431bba18f67dd2515cf9,163,collected
chocolate_pudding,7,0,520100,trace_chocolate_pudding_s7_w0_10_s20d_clean_seed0_job520100.csv,/data/liuyu/outputs/stageb_d2_fresh_clean_20260615/trace_chocolate_pudding_s7_w0_10_s20d_clean_seed0_job520100.csv,7fda8523bab4d8484b409844f2586362c033440068d3b8bf0d62bf25c057b425,235,collected
chocolate_pudding,8,0,520100,trace_chocolate_pudding_s8_w0_10_s20d_clean_seed0_job520100.csv,/data/liuyu/outputs/stageb_d2_fresh_clean_20260615/trace_chocolate_pudding_s8_w0_10_s20d_clean_seed0_job520100.csv,4ba6066c8bf153b95468237c9f55d795e0effc462f322554cfb2af5d1abc2198,280,collected
chocolate_pudding,9,0,590000,trace_chocolate_pudding_s9_w0_10_s20d_clean_seed0_job590000.csv,/data/liuyu/outputs/stageb_d2_fresh_clean_20260615/trace_chocolate_pudding_s9_w0_10_s20d_clean_seed0_job590000.csv,a5dfe972c75116ce113226f949ae28382a9c3224c91ce098853872ba66da9ed6,190,collected
chocolate_pudding,16,0,590000,trace_chocolate_pudding_s16_w0_10_s20d_clean_seed0_job590000.csv,/data/liuyu/outputs/stageb_d2_fresh_clean_20260615/trace_chocolate_pudding_s16_w0_10_s20d_clean_seed0_job590000.csv,007c5689e4e39f1a20d8c57f74111c2099a709d90520503911cd8f8af6ab6cda,141,collected
cream_cheese,0,0,540000,trace_cream_cheese_s0_w0_10_s20d_clean_seed0_job540000.csv,/data/liuyu/outputs/stageb_d2_fresh_clean_20260615/trace_cream_cheese_s0_w0_10_s20d_clean_seed0_job540000.csv,effa553e670e54dbf4d54375f8c85eaaa8a16c1e632553464e8bc7ab9f809843,153,collected
cream_cheese,3,0,540000,trace_cream_cheese_s3_w0_10_s20d_clean_seed0_job540000.csv,/data/liuyu/outputs/stageb_d2_fresh_clean_20260615/trace_cream_cheese_s3_w0_10_s20d_clean_seed0_job540000.csv,dff50038a56b35683660e1642099cd1ac4cc86d9ffe881d1968f2b35ecd88587,159,collected
cream_cheese,4,0,540000,trace_cream_cheese_s4_w0_10_s20d_clean_seed0_job540000.csv,/data/liuyu/outputs/stageb_d2_fresh_clean_20260615/trace_cream_cheese_s4_w0_10_s20d_clean_seed0_job540000.csv,4d05283a2a0d528b1c2ce0dd059c31c2a69ca48e51bee80669dbe281a67b8a15,177,collected
cream_cheese,5,0,540000,trace_cream_cheese_s5_w0_10_s20d_clean_seed0_job540000.csv,/data/liuyu/outputs/stageb_d2_fresh_clean_20260615/trace_cream_cheese_s5_w0_10_s20d_clean_seed0_job540000.csv,831bed4fbd2820fe36162822ba1fd39f091d79917fb4f3a9edd0db8007f25a96,153,collected
cream_cheese,6,0,540000,trace_cream_cheese_s6_w0_10_s20d_clean_seed0_job540000.csv,/data/liuyu/outputs/stageb_d2_fresh_clean_20260615/trace_cream_cheese_s6_w0_10_s20d_clean_seed0_job540000.csv,246747f0eba0d379d0af0702be4376ed74f9948024c8ec4eaceb1b38d7957a23,134,collected
cream_cheese,7,0,540000,trace_cream_cheese_s7_w0_10_s20d_clean_seed0_job540000.csv,/data/liuyu/outputs/stageb_d2_fresh_clean_20260615/trace_cream_cheese_s7_w0_10_s20d_clean_seed0_job540000.csv,a8a4c1d7b2ed81b98194cccc28f0c05970716d6ea0a40256d115c65595ca3d96,133,collected
cream_cheese,8,0,570000,trace_cream_cheese_s8_w0_10_s20d_clean_seed0_job570000.csv,/data/liuyu/outputs/stageb_d2_fresh_clean_20260615/trace_cream_cheese_s8_w0_10_s20d_clean_seed0_job570000.csv,79ead5f9624220cc201d8b933c8b8fdda54a37e604e92867a850c532f696d872,138,collected
cream_cheese,9,0,590100,trace_cream_cheese_s9_w0_10_s20d_clean_seed0_job590100.csv,/data/liuyu/outputs/stageb_d2_fresh_clean_20260615/trace_cream_cheese_s9_w0_10_s20d_clean_seed0_job590100.csv,d80e30d0bd3f7814bd6183a5e3f5c86b2d84a034e6f59fd25b8cce3dde9ae1fc,121,collected
ketchup,0,0,540100,trace_ketchup_s0_w0_10_s20d_clean_seed0_job540100.csv,/data/liuyu/outputs/stageb_d2_fresh_clean_20260615/trace_ketchup_s0_w0_10_s20d_clean_seed0_job540100.csv,b15ccf225778b470168d5e625ad6800f4109a6d8dc8b1dd4218fd4627dff4b55,159,collected
ketchup,1,0,540100,trace_ketchup_s1_w0_10_s20d_clean_seed0_job540100.csv,/data/liuyu/outputs/stageb_d2_fresh_clean_20260615/trace_ketchup_s1_w0_10_s20d_clean_seed0_job540100.csv,cfe5309eb8274391831119ed022071575d55ad9a93d534908fd98bb8972681e3,180,collected
ketchup,4,0,540100,trace_ketchup_s4_w0_10_s20d_clean_seed0_job540100.csv,/data/liuyu/outputs/stageb_d2_fresh_clean_20260615/trace_ketchup_s4_w0_10_s20d_clean_seed0_job540100.csv,2a4f689cf715e17ec9c095fbed0776dacb40bfa772b2ecf23923a1e3e07f4c1c,133,collected
ketchup,5,0,540100,trace_ketchup_s5_w0_10_s20d_clean_seed0_job540100.csv,/data/liuyu/outputs/stageb_d2_fresh_clean_20260615/trace_ketchup_s5_w0_10_s20d_clean_seed0_job540100.csv,adf26343f13c00517582771bc6d752dfb4a6a0a1e283584e71643f92acd93201,124,collected
ketchup,6,0,590200,trace_ketchup_s6_w0_10_s20d_clean_seed0_job590200.csv,/data/liuyu/outputs/stageb_d2_fresh_clean_20260615/trace_ketchup_s6_w0_10_s20d_clean_seed0_job590200.csv,c60e44cea69d6efe0e391a56f9ac4e3d23cb78e4b23a2925b9bdd80b9b95f7e8,269,collected
ketchup,7,0,590200,trace_ketchup_s7_w0_10_s20d_clean_seed0_job590200.csv,/data/liuyu/outputs/stageb_d2_fresh_clean_20260615/trace_ketchup_s7_w0_10_s20d_clean_seed0_job590200.csv,34a1788723829520680a4a03ae021705ac8619905f2fdb5559a899c388e5b655,152,collected
ketchup,8,0,590200,trace_ketchup_s8_w0_10_s20d_clean_seed0_job590200.csv,/data/liuyu/outputs/stageb_d2_fresh_clean_20260615/trace_ketchup_s8_w0_10_s20d_clean_seed0_job590200.csv,4f41be36f4e99e7a6a7ddd8aac3a45906085378184652ff7919f2b44ee38e25d,194,collected
ketchup,9,0,590200,trace_ketchup_s9_w0_10_s20d_clean_seed0_job590200.csv,/data/liuyu/outputs/stageb_d2_fresh_clean_20260615/trace_ketchup_s9_w0_10_s20d_clean_seed0_job590200.csv,228434bded09fdfa502211a80466da8174a673d35e40194591e9bd0beeb21c03,159,collected
milk,0,0,530000,trace_milk_s0_w0_10_s20d_clean_seed0_job530000.csv,/data/liuyu/outputs/stageb_d2_fresh_clean_20260615/trace_milk_s0_w0_10_s20d_clean_seed0_job530000.csv,5310f54b3142fc76b5046a6312913c4e1a67ec705b462002f63a89883003266e,141,collected
milk,3,0,530000,trace_milk_s3_w0_10_s20d_clean_seed0_job530000.csv,/data/liuyu/outputs/stageb_d2_fresh_clean_20260615/trace_milk_s3_w0_10_s20d_clean_seed0_job530000.csv,db00885289211db6b97eef818d44f84eef5c304907c3c958ebabb06726488b01,145,collected
milk,4,0,530000,trace_milk_s4_w0_10_s20d_clean_seed0_job530000.csv,/data/liuyu/outputs/stageb_d2_fresh_clean_20260615/trace_milk_s4_w0_10_s20d_clean_seed0_job530000.csv,6b1aae63aa7568ac33460d7ccc3e86a83a2ed306261fb1367497a198b2b020d6,126,collected
milk,5,0,530000,trace_milk_s5_w0_10_s20d_clean_seed0_job530000.csv,/data/liuyu/outputs/stageb_d2_fresh_clean_20260615/trace_milk_s5_w0_10_s20d_clean_seed0_job530000.csv,4161eff05c7265ed2240b8fe58109569b7840059838983e17b82927b80fb6403,148,collected
milk,6,0,530000,trace_milk_s6_w0_10_s20d_clean_seed0_job530000.csv,/data/liuyu/outputs/stageb_d2_fresh_clean_20260615/trace_milk_s6_w0_10_s20d_clean_seed0_job530000.csv,5c0240ab446852c50365f6893bd65b7303af077c4d0b70b63859a864a3a407c1,146,collected
milk,7,0,530000,trace_milk_s7_w0_10_s20d_clean_seed0_job530000.csv,/data/liuyu/outputs/stageb_d2_fresh_clean_20260615/trace_milk_s7_w0_10_s20d_clean_seed0_job530000.csv,6460992bccc10e0e7d3f127c2114426d5d24f631359c1aa02d5c10e31ad33b62,125,collected
milk,8,0,530000,trace_milk_s8_w0_10_s20d_clean_seed0_job530000.csv,/data/liuyu/outputs/stageb_d2_fresh_clean_20260615/trace_milk_s8_w0_10_s20d_clean_seed0_job530000.csv,a8b83cd7a6d70455c80b5672e2ae2722d2bc1d2cdf11c4fee58e2f6758c5388c,236,collected
milk,9,0,530000,trace_milk_s9_w0_10_s20d_clean_seed0_job530000.csv,/data/liuyu/outputs/stageb_d2_fresh_clean_20260615/trace_milk_s9_w0_10_s20d_clean_seed0_job530000.csv,bedfb61387ed5f3bb1d6b54bd68c3738aa9ee428e513e169d6471d9cf8f81a0d,280,collected
milk,47,0,530000,trace_milk_s47_w0_10_s20d_clean_seed0_job530000.csv,/data/liuyu/outputs/stageb_d2_fresh_clean_20260615/trace_milk_s47_w0_10_s20d_clean_seed0_job530000.csv,738a31dcc702fbb12b9ab09a3d62c4af351cde34d9740f9f7dfcf56190a49f48,280,collected
orange_juice,0,0,530100,trace_orange_juice_s0_w0_10_s20d_clean_seed0_job530100.csv,/data/liuyu/outputs/stageb_d2_fresh_clean_20260615/trace_orange_juice_s0_w0_10_s20d_clean_seed0_job530100.csv,2688c05839a025ffa1dc2469b5c7be05d7dd706ba78ac56d36b77d469b343416,177,collected
orange_juice,3,0,530100,trace_orange_juice_s3_w0_10_s20d_clean_seed0_job530100.csv,/data/liuyu/outputs/stageb_d2_fresh_clean_20260615/trace_orange_juice_s3_w0_10_s20d_clean_seed0_job530100.csv,ec420756e2ee2f2c20e87e13eed7b5c694584b141f449541b32b5774d66bc3c6,124,collected
orange_juice,4,0,530100,trace_orange_juice_s4_w0_10_s20d_clean_seed0_job530100.csv,/data/liuyu/outputs/stageb_d2_fresh_clean_20260615/trace_orange_juice_s4_w0_10_s20d_clean_seed0_job530100.csv,450a3cc0b622a975722867c054e7be1bb46920a4bd6f0f48d30c4c30490e4fea,122,collected
orange_juice,5,0,530100,trace_orange_juice_s5_w0_10_s20d_clean_seed0_job530100.csv,/data/liuyu/outputs/stageb_d2_fresh_clean_20260615/trace_orange_juice_s5_w0_10_s20d_clean_seed0_job530100.csv,a28bff853e95bf9477568fc7ea167ea8177f7f9af1303b34a2721b780657f5a8,280,collected
orange_juice,6,0,530100,trace_orange_juice_s6_w0_10_s20d_clean_seed0_job530100.csv,/data/liuyu/outputs/stageb_d2_fresh_clean_20260615/trace_orange_juice_s6_w0_10_s20d_clean_seed0_job530100.csv,78497a5d165ea5099bd7aae09839976ffc4d44b6f5770ada601cda23e3d6c0aa,280,collected
orange_juice,7,0,530100,trace_orange_juice_s7_w0_10_s20d_clean_seed0_job530100.csv,/data/liuyu/outputs/stageb_d2_fresh_clean_20260615/trace_orange_juice_s7_w0_10_s20d_clean_seed0_job530100.csv,e107f290951776f8c62aa6d1252545e60c4c7fc5c78015756fc935b6dfed4aca,280,collected
orange_juice,8,0,530100,trace_orange_juice_s8_w0_10_s20d_clean_seed0_job530100.csv,/data/liuyu/outputs/stageb_d2_fresh_clean_20260615/trace_orange_juice_s8_w0_10_s20d_clean_seed0_job530100.csv,6e90bf6b42880ae2455b832c2ef003b167e8b344b4abe6c929109a9945f74b55,110,collected
orange_juice,9,0,530100,trace_orange_juice_s9_w0_10_s20d_clean_seed0_job530100.csv,/data/liuyu/outputs/stageb_d2_fresh_clean_20260615/trace_orange_juice_s9_w0_10_s20d_clean_seed0_job530100.csv,d6487773838156f1f3d8ad14e3d67e521c3a628b557bb940f4f9040142d9cf5a,280,collected
orange_juice,33,0,530100,trace_orange_juice_s33_w0_10_s20d_clean_seed0_job530100.csv,/data/liuyu/outputs/stageb_d2_fresh_clean_20260615/trace_orange_juice_s33_w0_10_s20d_clean_seed0_job530100.csv,a5d9ac7c2686febaecc53aa8605918b56491379fb46d6a479d29950a3fd6910c,149,collected
salad_dressing,0,0,520000,trace_salad_dressing_s0_w0_10_s20d_clean_seed0_job520000.csv,/data/liuyu/outputs/stageb_d2_fresh_clean_20260615/trace_salad_dressing_s0_w0_10_s20d_clean_seed0_job520000.csv,611f8a3d0a1c8f5e7ff8ec560531af4cb7f73acf67f26457aeb854f30ad408b3,121,collected
salad_dressing,3,0,520000,trace_salad_dressing_s3_w0_10_s20d_clean_seed0_job520000.csv,/data/liuyu/outputs/stageb_d2_fresh_clean_20260615/trace_salad_dressing_s3_w0_10_s20d_clean_seed0_job520000.csv,87370d94be192ae5275433b6c5dc6794c7284d1a39908016bd726414281c9f5b,127,collected
salad_dressing,4,0,520000,trace_salad_dressing_s4_w0_10_s20d_clean_seed0_job520000.csv,/data/liuyu/outputs/stageb_d2_fresh_clean_20260615/trace_salad_dressing_s4_w0_10_s20d_clean_seed0_job520000.csv,022f6e6f4d4830ffddf4768366d61154ee378af7c6d57559017c4eb2aef8f8b2,118,collected
salad_dressing,5,0,520000,trace_salad_dressing_s5_w0_10_s20d_clean_seed0_job520000.csv,/data/liuyu/outputs/stageb_d2_fresh_clean_20260615/trace_salad_dressing_s5_w0_10_s20d_clean_seed0_job520000.csv,eb05d43e1f938bff8bc7148e23252fd5adb79bf1db7a43d451d7157205fc1f96,159,collected
salad_dressing,6,0,520000,trace_salad_dressing_s6_w0_10_s20d_clean_seed0_job520000.csv,/data/liuyu/outputs/stageb_d2_fresh_clean_20260615/trace_salad_dressing_s6_w0_10_s20d_clean_seed0_job520000.csv,82c27ac202b7a04b5b96360428dd422cef357edf268c09db3da9fa0e85b6a836,144,collected
salad_dressing,7,0,520000,trace_salad_dressing_s7_w0_10_s20d_clean_seed0_job520000.csv,/data/liuyu/outputs/stageb_d2_fresh_clean_20260615/trace_salad_dressing_s7_w0_10_s20d_clean_seed0_job520000.csv,5573b4a7b5cd15a6e7bf8ea852888c51e83596741691c2512fc6d639ae645773,138,collected
salad_dressing,8,0,520000,trace_salad_dressing_s8_w0_10_s20d_clean_seed0_job520000.csv,/data/liuyu/outputs/stageb_d2_fresh_clean_20260615/trace_salad_dressing_s8_w0_10_s20d_clean_seed0_job520000.csv,ca40bf167f2c03a8cd624ee04262ae6c3ee8a5b2b00c5ecc53925b565c8761a8,104,collected
salad_dressing,9,0,520000,trace_salad_dressing_s9_w0_10_s20d_clean_seed0_job520000.csv,/data/liuyu/outputs/stageb_d2_fresh_clean_20260615/trace_salad_dressing_s9_w0_10_s20d_clean_seed0_job520000.csv,e9b4010beb96e9509050ea1403568bc125956073d38a11eb5e8915a4912e9309,280,collected
salad_dressing,20,0,520000,trace_salad_dressing_s20_w0_10_s20d_clean_seed0_job520000.csv,/data/liuyu/outputs/stageb_d2_fresh_clean_20260615/trace_salad_dressing_s20_w0_10_s20d_clean_seed0_job520000.csv,c41d6a0889566a87409b3415e46a5481f48f744dc53c41432f930e55e734481a,128,collected
salad_dressing,22,0,520000,trace_salad_dressing_s22_w0_10_s20d_clean_seed0_job520000.csv,/data/liuyu/outputs/stageb_d2_fresh_clean_20260615/trace_salad_dressing_s22_w0_10_s20d_clean_seed0_job520000.csv,f143c2a95cf5e9bab981d528569b5a13fa6015e26ca2ba57890d0cb38a0dd393,120,collected
salad_dressing,35,0,520000,trace_salad_dressing_s35_w0_10_s20d_clean_seed0_job520000.csv,/data/liuyu/outputs/stageb_d2_fresh_clean_20260615/trace_salad_dressing_s35_w0_10_s20d_clean_seed0_job520000.csv,107bc7dae11bc984f05e9ff8fed5329899e2f57ab3d121eee791303874d64b05,136,collected
salad_dressing,36,0,520000,trace_salad_dressing_s36_w0_10_s20d_clean_seed0_job520000.csv,/data/liuyu/outputs/stageb_d2_fresh_clean_20260615/trace_salad_dressing_s36_w0_10_s20d_clean_seed0_job520000.csv,5baa2d78f566df12a7c4fad25e0a32cd95c0c20dab6f1a49781c2a841fd7ce3f,126,collected
salad_dressing,47,0,520000,trace_salad_dressing_s47_w0_10_s20d_clean_seed0_job520000.csv,/data/liuyu/outputs/stageb_d2_fresh_clean_20260615/trace_salad_dressing_s47_w0_10_s20d_clean_seed0_job520000.csv,836cda6a4f23148e05e78edc0874cb338b4dff024cf0cfdcbece752ef013b3dc,123,collected
tomato_sauce,0,0,510000,trace_tomato_sauce_s0_w0_10_s20d_clean_seed0_job510000.csv,/data/liuyu/outputs/stageb_d2_fresh_clean_20260615/trace_tomato_sauce_s0_w0_10_s20d_clean_seed0_job510000.csv,4d6cf72c3696a686c6eace427a0fe2a23813a33d95b3560d6f7ed280959995a9,153,collected
tomato_sauce,3,0,510000,trace_tomato_sauce_s3_w0_10_s20d_clean_seed0_job510000.csv,/data/liuyu/outputs/stageb_d2_fresh_clean_20260615/trace_tomato_sauce_s3_w0_10_s20d_clean_seed0_job510000.csv,dc4c7ba2e0d2ce893e36e1d6c293df40528cfa6f9273b1d3af0107480d92ee30,145,collected
tomato_sauce,4,0,510000,trace_tomato_sauce_s4_w0_10_s20d_clean_seed0_job510000.csv,/data/liuyu/outputs/stageb_d2_fresh_clean_20260615/trace_tomato_sauce_s4_w0_10_s20d_clean_seed0_job510000.csv,7db59c7eb545742d7bc2f333c7af0e48ea219d7b805f1852c08bdb27da11a79b,162,collected
