trace_id,task_key,state_id,candidate_step,candidate_index,is_teacher_p,teacher_p_criteria_pass,distance_to_teacher_p,total_score,raw_crossing_bonus,close_streak_bonus,close_onset_qpos_bonus,eef_deceleration_bonus,qpos_ready_bonus,eef_speed_now,eef_speed_prev,eef_deceleration_delta,close_streak,raw_crossing,close_onset,qpos,time_since_prev_close,time_since_last_open,selector_abstain_reason,selector_emittable,eef_to_obj_distance_at_close,grasp_privilege_local_valid,max_cumulative_vertical_dz,max_sustained_vertical_frames,eef_attachment_consistent,tp_abstain_reason
trace_alphabet_soup_s0_w0_10_s20d_clean_seed0_job500000,alphabet_soup,0,152,10,0,0,,3.3,1.5,1.0,0.5,0.0,0.3,0.015856,0.014598,0.001258,1,1,1,4.905e-05,3,1,,1,0.116454,1,0.0,0,1,eef_not_near_object_dist=0.1165
trace_alphabet_soup_s0_w0_10_s20d_clean_seed0_job500000,alphabet_soup,0,156,11,0,0,,3.3,1.5,1.0,0.5,0.0,0.3,0.014339,0.016944,-0.002605,1,1,1,3.397e-05,4,1,,1,0.132508,1,0.0,0,1,eef_not_near_object_dist=0.1325
trace_alphabet_soup_s0_w0_10_s20d_clean_seed0_job500000,alphabet_soup,0,159,12,0,0,,3.3,1.5,1.0,0.5,0.0,0.3,0.015844,0.015564,0.00028,1,1,1,6.172e-05,3,1,,1,0.145438,1,0.0,0,1,eef_not_near_object_dist=0.1454
trace_alphabet_soup_s0_w0_10_s20d_clean_seed0_job500000,alphabet_soup,0,165,13,0,0,,3.3,1.5,1.0,0.5,0.0,0.3,0.012986,0.005028,0.007958,1,1,1,2.898e-05,6,1,,1,0.159886,1,0.0,0,1,eef_not_near_object_dist=0.1599
trace_alphabet_soup_s0_w0_10_s20d_clean_seed0_job500000,alphabet_soup,0,184,14,0,1,,3.3,1.5,1.0,0.5,0.0,0.3,0.026923,0.028619,-0.001696,1,1,1,3.887e-05,19,1,,1,0.031538,1,0.010892,3,1,
trace_alphabet_soup_s0_w0_10_s20d_clean_seed0_job500000,alphabet_soup,0,187,15,0,1,,3.8,1.5,1.0,0.5,0.5,0.3,0.007034,0.015135,-0.008101,1,1,1,7.686e-05,3,1,,1,0.027074,1,0.030263,5,1,
trace_alphabet_soup_s0_w0_10_s20d_clean_seed0_job500000,alphabet_soup,0,190,16,0,1,,3.8,1.5,1.0,0.5,0.5,0.3,0.001176,0.001567,-0.000391,1,1,1,-0.00018192,3,1,,1,0.026958,1,0.065104,8,1,
trace_alphabet_soup_s3_w0_10_s20d_clean_seed0_job500000,alphabet_soup,3,57,0,1,1,0,3.3,1.5,1.0,0.5,0.0,0.3,0.025205,0.025647,-0.000442,1,1,1,-9.869e-05,,1,,1,0.03117,1,0.079192,8,1,
trace_alphabet_soup_s4_w0_10_s20d_clean_seed0_job500000,alphabet_soup,4,7,0,0,0,,3.3,1.5,1.0,0.5,0.0,0.3,0.02149,0.018275,0.003215,1,1,1,-0.00013081,,1,,1,0.316582,1,0.0,0,1,eef_not_near_object_dist=0.3166
trace_alphabet_soup_s4_w0_10_s20d_clean_seed0_job500000,alphabet_soup,4,51,1,0,0,,3.3,1.5,1.0,0.5,0.0,0.3,0.023702,0.025667,-0.001965,1,1,1,1.353e-05,44,1,,1,0.072799,1,0.002418,6,1,no_sustained_vertical_lift_type=sustained_horizontal_transport
trace_alphabet_soup_s4_w0_10_s20d_clean_seed0_job500000,alphabet_soup,4,81,2,0,0,,3.3,1.5,1.0,0.5,0.0,0.3,0.010909,0.017885,-0.006976,1,1,1,0.00011093,30,1,,1,0.12733,1,0.0,0,1,eef_not_near_object_dist=0.1273
trace_alphabet_soup_s4_w0_10_s20d_clean_seed0_job500000,alphabet_soup,4,86,3,0,0,,3.3,1.5,1.0,0.5,0.0,0.3,0.016262,0.019258,-0.002996,1,1,1,4.554e-05,5,1,,1,0.149627,1,0.0,0,1,eef_not_near_object_dist=0.1496
trace_alphabet_soup_s4_w0_10_s20d_clean_seed0_job500000,alphabet_soup,4,96,4,0,0,,3.3,1.5,1.0,0.5,0.0,0.3,0.01048,0.005791,0.004689,1,1,1,-4.13e-06,10,1,,1,0.168578,1,0.0,0,1,eef_not_near_object_dist=0.1686
trace_alphabet_soup_s4_w0_10_s20d_clean_seed0_job500000,alphabet_soup,4,104,5,0,0,,3.8,1.5,1.0,0.5,0.5,0.3,0.001321,0.008808,-0.007487,1,1,1,7.857e-05,8,1,,1,0.182544,1,0.0,0,1,eef_not_near_object_dist=0.1825
trace_alphabet_soup_s4_w0_10_s20d_clean_seed0_job500000,alphabet_soup,4,106,6,0,0,,3.8,1.5,1.0,0.5,0.5,0.3,0.003803,0.007487,-0.003684,1,1,1,7.596e-05,2,1,,1,0.184441,1,0.0,0,1,eef_not_near_object_dist=0.1844
trace_alphabet_soup_s4_w0_10_s20d_clean_seed0_job500000,alphabet_soup,4,108,7,0,0,,3.3,1.5,1.0,0.5,0.0,0.3,0.008517,0.006708,0.001809,1,1,1,7.606e-05,2,1,,1,0.189517,1,0.0,0,1,eef_not_near_object_dist=0.1895
trace_alphabet_soup_s4_w0_10_s20d_clean_seed0_job500000,alphabet_soup,4,110,8,0,0,,3.8,1.5,1.0,0.5,0.5,0.3,0.00086,0.005405,-0.004545,1,1,1,8.207e-05,2,1,,1,0.189612,1,0.0,0,1,eef_not_near_object_dist=0.1896
trace_alphabet_soup_s4_w0_10_s20d_clean_seed0_job500000,alphabet_soup,4,112,9,0,0,,3.8,1.5,1.0,0.5,0.5,0.3,0.001471,0.001769,-0.000298,1,1,1,3.929e-05,2,1,,1,0.190725,1,0.0,0,1,eef_not_near_object_dist=0.1907
trace_alphabet_soup_s4_w0_10_s20d_clean_seed0_job500000,alphabet_soup,4,114,10,0,0,,3.3,1.5,1.0,0.5,0.0,0.3,0.006071,0.003852,0.002219,1,1,1,3.11e-05,2,1,,1,0.194852,1,0.0,0,1,eef_not_near_object_dist=0.1949
trace_alphabet_soup_s4_w0_10_s20d_clean_seed0_job500000,alphabet_soup,4,127,11,0,0,,3.3,1.5,1.0,0.5,0.0,0.3,0.025284,0.033473,-0.008189,1,1,1,0.00013222,13,1,,1,0.280445,1,0.0,0,1,eef_not_near_object_dist=0.2804
trace_alphabet_soup_s4_w0_10_s20d_clean_seed0_job500000,alphabet_soup,4,133,12,0,0,,3.3,1.5,1.0,0.5,0.0,0.3,0.015008,0.009825,0.005183,1,1,1,-1.925e-05,6,1,,1,0.271206,1,0.0,0,1,eef_not_near_object_dist=0.2712
trace_alphabet_soup_s4_w0_10_s20d_clean_seed0_job500000,alphabet_soup,4,136,13,0,0,,3.8,1.5,1.0,0.5,0.5,0.3,0.00664,0.007942,-0.001302,1,1,1,-2.746e-05,3,1,,1,0.273967,1,0.0,0,1,eef_not_near_object_dist=0.2740
trace_alphabet_soup_s4_w0_10_s20d_clean_seed0_job500000,alphabet_soup,4,169,14,0,0,,3.3,1.5,1.0,0.5,0.0,0.3,0.029844,0.030972,-0.001128,1,1,1,8.206e-05,33,1,,1,0.082087,1,0.0,0,1,eef_not_near_object_dist=0.0821
trace_alphabet_soup_s4_w0_10_s20d_clean_seed0_job500000,alphabet_soup,4,172,15,0,1,,3.3,1.5,1.0,0.5,0.0,0.3,0.019144,0.02394,-0.004796,1,1,1,0.00010811,3,1,,1,0.065405,1,0.007159,4,1,
trace_alphabet_soup_s4_w0_10_s20d_clean_seed0_job500000,alphabet_soup,4,181,16,0,0,,3.3,1.5,1.0,0.5,0.0,0.3,0.007382,0.006741,0.000641,1,1,1,0.00013154,9,1,,1,0.049073,1,0.004029,6,1,no_sustained_vertical_lift_type=sustained_horizontal_transport
trace_alphabet_soup_s4_w0_10_s20d_clean_seed0_job500000,alphabet_soup,4,224,17,0,0,,3.3,1.5,1.0,0.5,0.0,0.3,0.015179,0.014929,0.00025,1,1,1,-8.663e-05,43,1,,1,0.108912,1,0.0,0,1,eef_not_near_object_dist=0.1089
trace_alphabet_soup_s4_w0_10_s20d_clean_seed0_job500000,alphabet_soup,4,240,18,0,1,,3.3,1.5,1.0,0.5,0.0,0.3,0.028188,0.02839,-0.000202,1,1,1,-0.00019295,16,1,,1,0.060993,1,0.014528,8,1,
trace_alphabet_soup_s5_w0_10_s20d_clean_seed0_job500000,alphabet_soup,5,51,0,0,0,-50,3.3,1.5,1.0,0.5,0.0,0.3,0.010196,0.012474,-0.002278,1,1,1,-0.01084783,,1,,1,0.040885,1,0.000793,0,0,no_sustained_vertical_lift_type=no_sustained_motion
trace_alphabet_soup_s5_w0_10_s20d_clean_seed0_job500000,alphabet_soup,5,74,1,0,0,-27,3.3,1.5,1.0,0.5,0.0,0.3,0.019932,0.021076,-0.001144,1,1,1,-8.098e-05,23,1,,1,0.17612,1,0.0,0,1,eef_not_near_object_dist=0.1761
trace_alphabet_soup_s5_w0_10_s20d_clean_seed0_job500000,alphabet_soup,5,101,2,1,1,0,3.3,1.5,1.0,0.5,0.0,0.3,0.026823,0.027586,-0.000763,1,1,1,-0.00011464,27,1,,1,0.046999,1,0.080492,9,1,
trace_alphabet_soup_s6_w0_10_s20d_clean_seed0_job500000,alphabet_soup,6,51,0,0,1,,3.3,1.5,1.0,0.5,0.0,0.3,0.029929,0.02929,0.000639,1,1,1,0.00014524,,1,,1,0.019927,1,0.081915,9,1,
trace_alphabet_soup_s6_w0_10_s20d_clean_seed0_job500000,alphabet_soup,6,134,1,0,1,,3.3,1.5,1.0,0.5,0.0,0.3,0.010091,0.008661,0.00143,1,1,1,0.00303574,83,1,,1,0.023959,1,0.007431,3,1,
trace_alphabet_soup_s6_w0_10_s20d_clean_seed0_job500000,alphabet_soup,6,138,2,0,1,,3.8,1.5,1.0,0.5,0.5,0.3,0.004214,0.004513,-0.000299,1,1,1,0.00232814,4,1,,1,0.024029,1,0.00962,5,1,
trace_alphabet_soup_s6_w0_10_s20d_clean_seed0_job500000,alphabet_soup,6,143,3,0,0,,3.3,1.5,1.0,0.5,0.0,0.3,0.007327,0.005779,0.001548,1,1,1,0.00180458,5,1,,1,0.024233,1,0.001223,0,1,no_sustained_vertical_lift_type=no_sustained_motion
trace_alphabet_soup_s6_w0_10_s20d_clean_seed0_job500000,alphabet_soup,6,147,4,0,0,,3.3,1.5,1.0,0.5,0.0,0.3,0.0048,0.003217,0.001583,1,1,1,0.00144824,4,1,,1,0.024323,1,0.004444,0,1,no_sustained_vertical_lift_type=no_sustained_motion
trace_alphabet_soup_s6_w0_10_s20d_clean_seed0_job500000,alphabet_soup,6,150,5,0,0,,3.3,1.5,1.0,0.5,0.0,0.3,0.004975,0.003118,0.001857,1,1,1,0.00127939,3,1,,1,0.024456,1,0.0,0,1,no_sustained_vertical_lift_type=no_sustained_motion
trace_alphabet_soup_s6_w0_10_s20d_clean_seed0_job500000,alphabet_soup,6,154,6,0,0,,3.8,1.5,1.0,0.5,0.5,0.3,0.002183,0.002266,-8.3e-05,1,1,1,0.00091222,4,1,,1,0.024622,1,0.0,0,1,no_sustained_vertical_lift_type=no_sustained_motion
trace_alphabet_soup_s7_w0_10_s20d_clean_seed0_job500000,alphabet_soup,7,89,0,0,1,,3.3,1.5,1.0,0.5,0.0,0.3,0.027915,0.029092,-0.001177,1,1,1,-1.814e-05,,1,,1,0.024263,1,0.017046,7,1,
trace_alphabet_soup_s7_w0_10_s20d_clean_seed0_job500000,alphabet_soup,7,91,1,0,1,,3.3,1.5,1.0,0.5,0.0,0.3,0.022238,0.02464,-0.002402,1,1,1,-1.233e-05,2,1,,1,0.018051,1,0.022575,9,1,
trace_alphabet_soup_s7_w0_10_s20d_clean_seed0_job500000,alphabet_soup,7,179,2,0,0,,3.3,1.5,1.0,0.5,0.0,0.3,0.01998,0.022779,-0.002799,1,1,1,-1.397e-05,88,1,,1,0.029597,1,0.0,9,1,no_sustained_vertical_lift_type=sustained_horizontal_transport
trace_alphabet_soup_s7_w0_10_s20d_clean_seed0_job500000,alphabet_soup,7,182,3,0,0,,3.3,1.5,1.0,0.5,0.0,0.3,0.012482,0.014341,-0.001859,1,1,1,-2.155e-05,3,1,,1,0.029699,1,0.0,0,1,no_sustained_vertical_lift_type=no_sustained_motion
trace_alphabet_soup_s7_w0_10_s20d_clean_seed0_job500000,alphabet_soup,7,184,4,0,0,,3.8,1.5,1.0,0.5,0.5,0.3,0.005029,0.009656,-0.004627,1,1,1,-2.644e-05,2,1,,1,0.029764,1,0.0,0,1,no_sustained_vertical_lift_type=no_sustained_motion
trace_alphabet_soup_s8_w0_10_s20d_clean_seed0_job540200,alphabet_soup,8,49,0,0,0,-185,3.3,1.5,1.0,0.5,0.0,0.3,0.018174,0.021398,-0.003224,1,1,1,0.00023681,,1,,1,0.036731,1,0.002804,3,0,no_sustained_vertical_lift_type=sustained_horizontal_transport
trace_alphabet_soup_s8_w0_10_s20d_clean_seed0_job540200,alphabet_soup,8,56,1,0,0,-178,3.3,1.5,1.0,0.5,0.0,0.3,0.017776,0.02509,-0.007314,1,1,1,0.00017096,7,1,,1,0.071831,1,0.0,0,0,no_sustained_vertical_lift_type=no_sustained_motion
trace_alphabet_soup_s8_w0_10_s20d_clean_seed0_job540200,alphabet_soup,8,91,2,0,0,-143,3.8,1.5,1.0,0.5,0.5,0.3,0.001442,0.001535,-9.3e-05,1,1,1,-0.0013489,35,1,,1,0.045997,1,0.002291,0,1,no_sustained_vertical_lift_type=no_sustained_motion
trace_alphabet_soup_s8_w0_10_s20d_clean_seed0_job540200,alphabet_soup,8,95,3,0,0,-139,3.3,1.5,1.0,0.5,0.0,0.3,0.001082,0.000974,0.000108,1,1,1,-0.00906191,4,1,,1,0.045762,1,0.002063,0,0,no_sustained_vertical_lift_type=no_sustained_motion
trace_alphabet_soup_s8_w0_10_s20d_clean_seed0_job540200,alphabet_soup,8,113,4,0,0,-121,3.3,1.5,1.0,0.5,0.0,0.3,0.012329,0.015077,-0.002748,1,1,1,1.978e-05,18,1,,1,0.109904,1,0.0,0,1,eef_not_near_object_dist=0.1099
trace_alphabet_soup_s8_w0_10_s20d_clean_seed0_job540200,alphabet_soup,8,176,5,0,0,-58,3.3,1.5,1.0,0.5,0.0,0.3,0.023259,0.02666,-0.003401,1,1,1,4.43e-06,63,1,,1,0.089898,1,0.0,0,1,eef_not_near_object_dist=0.0899
trace_alphabet_soup_s8_w0_10_s20d_clean_seed0_job540200,alphabet_soup,8,193,6,0,0,-41,3.3,1.5,1.0,0.5,0.0,0.3,0.007238,0.006747,0.000491,1,1,1,-8.474e-05,17,1,,1,0.083161,1,0.0,0,1,eef_not_near_object_dist=0.0832
trace_alphabet_soup_s8_w0_10_s20d_clean_seed0_job540200,alphabet_soup,8,196,7,0,0,-38,3.8,1.5,1.0,0.5,0.5,0.3,0.008907,0.008929,-2.2e-05,1,1,1,-8.709e-05,3,1,,1,0.09089,1,0.0,0,1,eef_not_near_object_dist=0.0909
trace_alphabet_soup_s8_w0_10_s20d_clean_seed0_job540200,alphabet_soup,8,207,8,0,0,-27,3.3,1.5,1.0,0.5,0.0,0.3,0.013638,0.013812,-0.000174,1,1,1,-8.735e-05,11,1,,1,0.153441,1,0.0,0,1,eef_not_near_object_dist=0.1534
trace_alphabet_soup_s8_w0_10_s20d_clean_seed0_job540200,alphabet_soup,8,211,9,0,0,-23,3.8,1.5,1.0,0.5,0.5,0.3,0.001297,0.011971,-0.010674,1,1,1,-8.865e-05,4,1,,1,0.160498,1,0.0,0,1,eef_not_near_object_dist=0.1605
trace_alphabet_soup_s8_w0_10_s20d_clean_seed0_job540200,alphabet_soup,8,217,10,0,0,-17,3.8,1.5,1.0,0.5,0.5,0.3,0.003969,0.005269,-0.0013,1,1,1,-9.081e-05,6,1,,1,0.167637,1,0.0,0,1,eef_not_near_object_dist=0.1676
trace_alphabet_soup_s8_w0_10_s20d_clean_seed0_job540200,alphabet_soup,8,234,11,1,1,0,3.3,1.5,1.0,0.5,0.0,0.3,0.025964,0.02796,-0.001996,1,1,1,-8.991e-05,17,1,,1,0.051921,1,0.063185,9,1,
trace_alphabet_soup_s9_w0_10_s20d_clean_seed0_job540200,alphabet_soup,9,9,0,0,0,-46,3.3,1.5,1.0,0.5,0.0,0.3,0.01226,0.011725,0.000535,1,1,1,-6.567e-05,,1,,1,0.321755,1,0.0,0,1,eef_not_near_object_dist=0.3218
trace_alphabet_soup_s9_w0_10_s20d_clean_seed0_job540200,alphabet_soup,9,50,1,0,0,-5,3.3,1.5,1.0,0.5,0.0,0.3,0.030216,0.031985,-0.001769,1,1,1,-4.15e-06,41,1,,1,0.064267,1,0.008728,9,1,no_sustained_vertical_lift_type=sustained_horizontal_transport
trace_alphabet_soup_s9_w0_10_s20d_clean_seed0_job540200,alphabet_soup,9,55,2,1,1,0,3.3,1.5,1.0,0.5,0.0,0.3,0.025433,0.023157,0.002276,1,1,1,0.00150013,5,1,,1,0.031006,1,0.05441,6,1,
trace_alphabet_soup_s9_w0_10_s20d_clean_seed0_job540200,alphabet_soup,9,128,3,0,0,73,2.5,1.5,1.0,0.0,0.0,0.0,0.017901,0.026162,-0.008261,1,1,1,0.01585692,73,1,,1,0.025117,1,0.002393,4,1,no_sustained_vertical_lift_type=sustained_horizontal_transport
trace_alphabet_soup_s9_w0_10_s20d_clean_seed0_job540200,alphabet_soup,9,134,4,0,0,79,2.5,1.5,1.0,0.0,0.0,0.0,0.003079,0.002186,0.000893,1,1,1,0.01797864,6,1,,1,0.026504,1,0.001075,10,1,no_sustained_vertical_lift_type=sustained_horizontal_transport
trace_alphabet_soup_s9_w0_10_s20d_clean_seed0_job540200,alphabet_soup,9,137,5,0,0,82,2.5,1.5,1.0,0.0,0.0,0.0,0.003577,0.002519,0.001058,1,1,1,0.01765266,3,1,,1,0.026656,1,0.002914,10,1,no_sustained_vertical_lift_type=sustained_horizontal_transport
trace_alphabet_soup_s9_w0_10_s20d_clean_seed0_job540200,alphabet_soup,9,141,6,0,0,86,3.0,1.5,1.0,0.0,0.5,0.0,0.003652,0.004346,-0.000694,1,1,1,0.01658084,4,1,,1,0.026601,1,0.002619,2,1,no_sustained_vertical_lift_type=sustained_horizontal_transport
trace_alphabet_soup_s9_w0_10_s20d_clean_seed0_job540200,alphabet_soup,9,144,7,0,0,89,3.0,1.5,1.0,0.0,0.5,0.0,0.002926,0.00346,-0.000534,1,1,1,0.01485568,3,1,,1,0.026504,1,0.0,6,1,no_sustained_vertical_lift_type=sustained_horizontal_transport
trace_alphabet_soup_s9_w0_10_s20d_clean_seed0_job540200,alphabet_soup,9,149,8,0,0,94,2.5,1.5,1.0,0.0,0.0,0.0,0.015401,0.016003,-0.000602,1,1,1,0.01234554,5,1,,1,0.026303,1,0.001152,11,1,no_sustained_vertical_lift_type=sustained_horizontal_transport
trace_alphabet_soup_s9_w0_10_s20d_clean_seed0_job540200,alphabet_soup,9,152,9,0,0,97,3.0,1.5,1.0,0.0,0.5,0.0,0.003952,0.007736,-0.003784,1,1,1,0.01157119,3,1,,1,0.026364,1,0.002792,7,1,no_sustained_vertical_lift_type=sustained_horizontal_transport
trace_alphabet_soup_s9_w0_10_s20d_clean_seed0_job540200,alphabet_soup,9,156,10,0,0,101,2.8,1.5,1.0,0.0,0.0,0.3,0.004741,0.0042,0.000541,1,1,1,0.00789819,4,1,,1,0.026344,1,0.000606,0,1,no_sustained_vertical_lift_type=no_sustained_motion
trace_alphabet_soup_s11_w0_10_s20d_clean_seed0_job540200,alphabet_soup,11,56,0,0,1,,3.3,1.5,1.0,0.5,0.0,0.3,0.034593,0.035672,-0.001079,1,1,1,-4.216e-05,,1,,1,0.031962,1,0.047982,7,1,
trace_alphabet_soup_s11_w0_10_s20d_clean_seed0_job540200,alphabet_soup,11,58,1,0,1,,3.3,1.5,1.0,0.5,0.0,0.3,0.026509,0.030421,-0.003912,1,1,1,2.446e-05,2,1,,1,0.024864,1,0.070475,9,1,
trace_alphabet_soup_s11_w0_10_s20d_clean_seed0_job540200,alphabet_soup,11,152,2,0,0,,3.8,1.5,1.0,0.5,0.5,0.3,0.00617,0.010415,-0.004245,1,1,1,0.00157982,94,1,,1,0.029049,1,0.0,0,1,no_sustained_vertical_lift_type=no_sustained_motion
trace_alphabet_soup_s11_w0_10_s20d_clean_seed0_job540200,alphabet_soup,11,157,3,0,0,,3.8,1.5,1.0,0.5,0.5,0.3,0.001852,0.003393,-0.001541,1,1,1,0.00157611,5,1,,1,0.029151,1,0.000322,0,1,no_sustained_vertical_lift_type=no_sustained_motion
trace_alphabet_soup_s11_w0_10_s20d_clean_seed0_job540200,alphabet_soup,11,161,4,0,0,,3.8,1.5,1.0,0.5,0.5,0.3,0.001266,0.001708,-0.000442,1,1,1,0.00151524,4,1,,1,0.02923,1,0.0,0,1,no_sustained_vertical_lift_type=no_sustained_motion
trace_alphabet_soup_s11_w0_10_s20d_clean_seed0_job540200,alphabet_soup,11,164,5,0,0,,3.3,1.5,1.0,0.5,0.0,0.3,0.001368,0.001243,0.000125,1,1,1,0.00141228,3,1,,1,0.029326,1,0.0,0,1,no_sustained_vertical_lift_type=no_sustained_motion
trace_alphabet_soup_s23_w0_10_s20d_clean_seed0_job540200,alphabet_soup,23,48,0,0,0,,3.3,1.5,1.0,0.5,0.0,0.3,0.018003,0.020839,-0.002836,1,1,1,0.00047456,,1,,1,0.033973,1,0.00211,12,0,no_sustained_vertical_lift_type=sustained_horizontal_transport
trace_alphabet_soup_s23_w0_10_s20d_clean_seed0_job540200,alphabet_soup,23,57,1,0,0,,3.3,1.5,1.0,0.5,0.0,0.3,0.013259,0.00268,0.010579,1,1,1,1.4e-05,9,1,,1,0.060152,1,0.0,0,0,no_sustained_vertical_lift_type=no_sustained_motion
trace_alphabet_soup_s23_w0_10_s20d_clean_seed0_job540200,alphabet_soup,23,64,2,0,0,,3.8,1.5,1.0,0.5,0.5,0.3,0.003899,0.016029,-0.01213,1,1,1,3.255e-05,7,1,,1,0.076806,1,0.0,0,0,no_sustained_vertical_lift_type=no_sustained_motion
trace_alphabet_soup_s23_w0_10_s20d_clean_seed0_job540200,alphabet_soup,23,67,3,0,0,,3.3,1.5,1.0,0.5,0.0,0.3,0.009016,0.002454,0.006562,1,1,1,-5.6e-07,3,1,,1,0.085782,1,0.0,0,1,eef_not_near_object_dist=0.0858
trace_alphabet_soup_s23_w0_10_s20d_clean_seed0_job540200,alphabet_soup,23,85,4,0,0,,3.8,1.5,1.0,0.5,0.5,0.3,0.008948,0.018378,-0.00943,1,1,1,-4.384e-05,18,1,,1,0.206158,1,0.0,0,1,eef_not_near_object_dist=0.2062
trace_alphabet_soup_s23_w0_10_s20d_clean_seed0_job540200,alphabet_soup,23,88,5,0,0,,3.8,1.5,1.0,0.5,0.5,0.3,0.007551,0.009897,-0.002346,1,1,1,-7.56e-06,3,1,,1,0.205103,1,0.0,0,1,eef_not_near_object_dist=0.2051
trace_alphabet_soup_s23_w0_10_s20d_clean_seed0_job540200,alphabet_soup,23,93,6,0,0,,3.3,1.5,1.0,0.5,0.0,0.3,0.016339,0.011831,0.004508,1,1,1,-0.0001426,5,1,,1,0.202566,1,0.0,0,1,eef_not_near_object_dist=0.2026
trace_alphabet_soup_s23_w0_10_s20d_clean_seed0_job540200,alphabet_soup,23,118,7,0,1,,3.8,1.5,1.0,0.5,0.5,0.3,0.004453,0.004708,-0.000255,1,1,1,-0.00125644,25,1,,1,0.075982,1,0.007746,7,1,
trace_alphabet_soup_s23_w0_10_s20d_clean_seed0_job540200,alphabet_soup,23,121,8,0,1,,3.8,1.5,1.0,0.5,0.5,0.3,0.006508,0.006738,-0.00023,1,1,1,-0.00347076,3,1,,1,0.077297,1,0.006201,6,1,
trace_alphabet_soup_s23_w0_10_s20d_clean_seed0_job540200,alphabet_soup,23,123,9,0,1,,3.8,1.5,1.0,0.5,0.5,0.3,0.003368,0.004809,-0.001441,1,1,1,-0.00340552,2,1,,1,0.076025,1,0.006614,5,1,
trace_alphabet_soup_s23_w0_10_s20d_clean_seed0_job540200,alphabet_soup,23,125,10,0,1,,3.3,1.5,1.0,0.5,0.0,0.3,0.007305,0.004396,0.002909,1,1,1,-0.00508841,2,1,,1,0.075732,1,0.005799,4,1,
