Warning: Permanently added '10.60.133.3' (ED25519) to the list of known hosts.
Warning: Permanently added '[10.60.2.56]:33571' (ED25519) to the list of known hosts.
sample_id,split,source_pool,task_idx,parent_state_id,perturbation_template,perturbation_seed,teacher_label,teacher_anchor,run_uuid,cell_uuid,telemetry_sha256,summary_sha256,teacher_config_sha256,labeler_sha256,hard_negative_category,task_success
train_task1_state9,train,primary,1,9,P0,42,NC,-1,,,6c141bcb6b64cfa2c668bd3fd44f05f24558f76355b3307ffac335be7bc0a913,2df6e38972c8cdeca8c68bef8608359e415656543d3372d6fed07da68785a030,ebc1ccda21cdfeae0f70f90ef0e433be3474ef0baa9cf52f609d620f863ce87a,6394fe168c727c5ee82e995a52fa14f4d94dd15fc4344fdca85c30a776fc421a,close_no_grasp,False
train_task2_state10,train,primary,2,10,P0,42,TV,68,,,0d7fc4514501846b9433da01af8428a33cb0ffaf5f5b8ffa7f219c3ae87e3361,2a70f850484f93b5e8dfcbd7bd55e17625bd9e4298164dca116753cbd03d3dce,ebc1ccda21cdfeae0f70f90ef0e433be3474ef0baa9cf52f609d620f863ce87a,6394fe168c727c5ee82e995a52fa14f4d94dd15fc4344fdca85c30a776fc421a,other,True
train_task2_state11,train,primary,2,11,P0,42,TV,85,,,54d49c2b84c59db7a7f37f10f7c21806d1d166b4b3c7d11b46c733edb0f6f661,49ddf8f1c51b5468951e9463024d38d497a2d2b73b0ac584d1a1513cf0f1b02c,ebc1ccda21cdfeae0f70f90ef0e433be3474ef0baa9cf52f609d620f863ce87a,6394fe168c727c5ee82e995a52fa14f4d94dd15fc4344fdca85c30a776fc421a,other,True
train_task2_state12,train,primary,2,12,P0,42,TV,82,,,204fb01717e3c120ea1a140bb8d1fc2df420bed30a17e8b24e24e208b490c68b,19d152d2c51342e21b1de417ab4aa372f6485644f361cd71090d68c6a9e813bc,ebc1ccda21cdfeae0f70f90ef0e433be3474ef0baa9cf52f609d620f863ce87a,6394fe168c727c5ee82e995a52fa14f4d94dd15fc4344fdca85c30a776fc421a,other,True
train_task2_state13,train,primary,2,13,P0,42,TV,71,,,c24c7ccbcf6136093562370fd4b32e43942f378a94943c9c92f491550faba2fb,a3f7b47a56fd20583a5d56685b79c53a8824977fb45b2210188f1ee241a9a8fb,ebc1ccda21cdfeae0f70f90ef0e433be3474ef0baa9cf52f609d620f863ce87a,6394fe168c727c5ee82e995a52fa14f4d94dd15fc4344fdca85c30a776fc421a,other,True
train_task2_state14,train,primary,2,14,P0,42,TV,85,,,5c61e1894d995dd9c25e2bdd9719a20ef2a5ade6ab6513a74bbf2bc16e647d69,75bd87c86ff2fdb4aa818f34c654a8561069409d799c395a409b546678372b3c,ebc1ccda21cdfeae0f70f90ef0e433be3474ef0baa9cf52f609d620f863ce87a,6394fe168c727c5ee82e995a52fa14f4d94dd15fc4344fdca85c30a776fc421a,other,True
train_task2_state15,train,primary,2,15,P0,42,TV,174,,,9776b6682c26422ec1d594c1f8af1ca0d519d3f1523cc9124d86bf135928caf0,ebae33d539cb61feac318259f3c36cdd36561ea70d43160770d4504bccced7ce,ebc1ccda21cdfeae0f70f90ef0e433be3474ef0baa9cf52f609d620f863ce87a,6394fe168c727c5ee82e995a52fa14f4d94dd15fc4344fdca85c30a776fc421a,other,True
train_task2_state16,train,primary,2,16,P0,42,TV,72,,,041137d8f1b6d301e15207c87573534cb1574a9958f898551ed8c06ac1b7cfde,ca9ab5a7abb272ec5d31c98c157873e496c6bbcb2823bea25c9c2ae83fb3aa1a,ebc1ccda21cdfeae0f70f90ef0e433be3474ef0baa9cf52f609d620f863ce87a,6394fe168c727c5ee82e995a52fa14f4d94dd15fc4344fdca85c30a776fc421a,other,True
train_task2_state17,train,primary,2,17,P0,42,TV,75,,,c9d86d9ceed2e61b0a0d62d5399ad5c6e6bbcd671f4a534cd02a6cc1798187a7,a4cddffb1a5d958cc3065372798652c912363804e83b74a3a772c71f63b0882d,ebc1ccda21cdfeae0f70f90ef0e433be3474ef0baa9cf52f609d620f863ce87a,6394fe168c727c5ee82e995a52fa14f4d94dd15fc4344fdca85c30a776fc421a,other,True
train_task2_state18,train,primary,2,18,P0,42,TV,146,,,fbf6b91f91544a7f4be671a05a62399ebdad2625114fd42e126e15244c2889dd,5ebac5871d2a34c7c3f756b2dde3af8ab39760d9c897c2a8165b0a1a8af369ff,ebc1ccda21cdfeae0f70f90ef0e433be3474ef0baa9cf52f609d620f863ce87a,6394fe168c727c5ee82e995a52fa14f4d94dd15fc4344fdca85c30a776fc421a,other,True
train_task2_state19,train,primary,2,19,P0,42,TV,72,,,52495443b6553a6d0d16d3ae59a3aec5495220562eccf3eef119d28390183741,336277580106bf77e625bd1c116da0f829181123c244d2887fd313e067a62961,ebc1ccda21cdfeae0f70f90ef0e433be3474ef0baa9cf52f609d620f863ce87a,6394fe168c727c5ee82e995a52fa14f4d94dd15fc4344fdca85c30a776fc421a,other,True
train_task2_state20,train,primary,2,20,P0,42,TV,71,,,505aa74aad0eba77e91ca6ffd48fea15b47c369c9f1b2a85f3712abf01450ef2,f683a99411a927e9ce969dcd080db14fd71264d6f2ece4aa104874b7d1e433f8,ebc1ccda21cdfeae0f70f90ef0e433be3474ef0baa9cf52f609d620f863ce87a,6394fe168c727c5ee82e995a52fa14f4d94dd15fc4344fdca85c30a776fc421a,other,True
train_task2_state21,train,primary,2,21,P0,42,TV,124,,,3755f096ff4205fbbc72d37334167ef409f578db1336ebba60d7ca17721587c2,37444bc7de9a28b99145da90a3e9cec7da240666fc66768e430b4c2471111e2b,ebc1ccda21cdfeae0f70f90ef0e433be3474ef0baa9cf52f609d620f863ce87a,6394fe168c727c5ee82e995a52fa14f4d94dd15fc4344fdca85c30a776fc421a,other,True
train_task2_state22,train,primary,2,22,P0,42,TV,68,,,23a0cd81800952c9c86237f0f474c63072e752ea9c4416ec1493da486bf9a60f,ed325d13cd1f6cce5aa286277c3aeda7607601a2045945a8a72050313b070a2e,ebc1ccda21cdfeae0f70f90ef0e433be3474ef0baa9cf52f609d620f863ce87a,6394fe168c727c5ee82e995a52fa14f4d94dd15fc4344fdca85c30a776fc421a,other,True
train_task2_state3,train,primary,2,3,P0,42,TV,81,,,f93b104a1d645da7ec59ad53777919d80a502eef954b7dd5731b00a1d303ab46,93a54efcb601935bd5e277f38708b94781bad09f1f943ffd8135a81f88bf203d,ebc1ccda21cdfeae0f70f90ef0e433be3474ef0baa9cf52f609d620f863ce87a,6394fe168c727c5ee82e995a52fa14f4d94dd15fc4344fdca85c30a776fc421a,other,True
train_task2_state4,train,primary,2,4,P0,42,TV,75,,,8a1aa80c96e90992a2c7c01423f0a844c09e96c7822d8f31b990a33561a030be,4963705cff31f71e4019b01feef0ef4eb8695a7dedb79b94ee68f0fcbcf08fd2,ebc1ccda21cdfeae0f70f90ef0e433be3474ef0baa9cf52f609d620f863ce87a,6394fe168c727c5ee82e995a52fa14f4d94dd15fc4344fdca85c30a776fc421a,other,True
train_task2_state5,train,primary,2,5,P0,42,TV,90,,,70a7a6cc2029e598690ffd577ddcda3dacec02573c2a91fb68aacdd02adfac4a,31d34d9561bc4e91c2240b70cecc4801e870a99d7a2c56289911ce9380e46e31,ebc1ccda21cdfeae0f70f90ef0e433be3474ef0baa9cf52f609d620f863ce87a,6394fe168c727c5ee82e995a52fa14f4d94dd15fc4344fdca85c30a776fc421a,other,True
train_task2_state6,train,primary,2,6,P0,42,TV,91,,,1fa51aebf545b8900527f78f2074bf2ebe34dc2d8aa9e0a107b70d60cf3800a1,07bc43071fb4ceaad408b3f0139c875d0bfcb4cb59562a02f562ebafd594b163,ebc1ccda21cdfeae0f70f90ef0e433be3474ef0baa9cf52f609d620f863ce87a,6394fe168c727c5ee82e995a52fa14f4d94dd15fc4344fdca85c30a776fc421a,other,True
train_task2_state7,train,primary,2,7,P0,42,TV,132,,,a32d6baf771758e323b61f89675f878b79e18230d04e575368e92314febe5c0d,318d0abc13024b6a6bf0cce2781a55e11ef8affc4256cce2a50881c63ce329b1,ebc1ccda21cdfeae0f70f90ef0e433be3474ef0baa9cf52f609d620f863ce87a,6394fe168c727c5ee82e995a52fa14f4d94dd15fc4344fdca85c30a776fc421a,other,True
train_task2_state8,train,primary,2,8,P0,42,TV,98,,,9cad9737bf8694d97d36d1a3ea1e8494cdb583e6a2fc09c19b66dc39830937dd,f38465fb128342eaee425efef04d7ea57e06df42b13fda4e5376d2d74d2127cb,ebc1ccda21cdfeae0f70f90ef0e433be3474ef0baa9cf52f609d620f863ce87a,6394fe168c727c5ee82e995a52fa14f4d94dd15fc4344fdca85c30a776fc421a,other,True
train_task2_state9,train,primary,2,9,P0,42,TV,129,,,e26b37c796f428917af61efe2b9a23ad8c5c944145d2e4fd8fea8e642bfebff9,129b82713f887a3cbf85da2a0f70db2167f628d96f4fcc867632f6099e75b8a4,ebc1ccda21cdfeae0f70f90ef0e433be3474ef0baa9cf52f609d620f863ce87a,6394fe168c727c5ee82e995a52fa14f4d94dd15fc4344fdca85c30a776fc421a,other,True
train_task3_state10,train,primary,3,10,P0,42,TV,76,,,62beaaaac64781e242c76f666feda3a38972bae856bb25e140ea9d2f26df27b6,8c0d4a296567dacc9af0b8d055b1dad2106164e78e247d4cc1b107828addd55e,ebc1ccda21cdfeae0f70f90ef0e433be3474ef0baa9cf52f609d620f863ce87a,6394fe168c727c5ee82e995a52fa14f4d94dd15fc4344fdca85c30a776fc421a,other,True
train_task3_state11,train,primary,3,11,P0,42,TV,195,,,cd75197354aefe7e0b0a7272ad4c589f1ef6b6e87fd03bb29c785c16510c19cf,6d50aa863d18145c1ae2dec7c59469bea84d33e944d294733255a8c27cd8bf3c,ebc1ccda21cdfeae0f70f90ef0e433be3474ef0baa9cf52f609d620f863ce87a,6394fe168c727c5ee82e995a52fa14f4d94dd15fc4344fdca85c30a776fc421a,other,True
train_task3_state12,train,primary,3,12,P0,42,NC,-1,,,359a6e8e5abcabe7568bbff57d56075854b6fbf4fa279ae0e357df982df32ba2,9ca971472621c062ee4a1b39b58a08d5db72ed4675044507a18ebf80b1886c10,ebc1ccda21cdfeae0f70f90ef0e433be3474ef0baa9cf52f609d620f863ce87a,6394fe168c727c5ee82e995a52fa14f4d94dd15fc4344fdca85c30a776fc421a,no_stable_carry,False
train_task3_state13,train,primary,3,13,P0,42,TV,134,,,bf23a8f82ae0621141772479f38d78cfd06f9756e37885b66d7a80080605905a,6ab4db85f415de5f7f56e87c15aa5ac346ba2e2e49c84f1207338b45dc3ea979,ebc1ccda21cdfeae0f70f90ef0e433be3474ef0baa9cf52f609d620f863ce87a,6394fe168c727c5ee82e995a52fa14f4d94dd15fc4344fdca85c30a776fc421a,other,True
train_task3_state14,train,primary,3,14,P0,42,TV,80,,,29c3c0b75e90885d1b6d1602c14d45112486a55e877713f4a40bea9907f85baa,39823c817ef0617f92a12018e745cb52db0f5bcdcd97dce2c6dd88b330b97621,ebc1ccda21cdfeae0f70f90ef0e433be3474ef0baa9cf52f609d620f863ce87a,6394fe168c727c5ee82e995a52fa14f4d94dd15fc4344fdca85c30a776fc421a,other,False
