task_idx,state_id,official_init_state_sha256,hash_serialization_spec,libero_asset,source,native_in_rollout
1,3,86649d25a91fe8f5d6e1678c6e170f88538b08f4e00819a636f13b16b6b0d5c7,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
1,4,a41646b7faa0496438d36cf3cc8ebb0cb101980141254130bf96eb5eba94fbac,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
1,5,89a2e24e4f478caf5b2cd1cacc17eb087557dffe811005124adb9b58ea16ff2a,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
1,6,70ff8c6c0a174a80ffd950b113b39ca7b3c38eafe49e301e172fbff156706b0a,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
1,7,1975bb0e16ea36959a7d80b1da257a59af2d21675101a751328e1478e2b02fc5,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
1,8,4bc136c9ea48e68e551165a06d303fc2223ac57ab224e558bd6d77bec3dc26d4,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
1,9,4d6949ee61ba9f136a805526121bd4b038106160fa0052da2fafec32b8649f0f,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
1,10,de8009d6f39ac776c5ce5d92fa097801570578577b8c467c17709360c734e4e6,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
1,11,71adb9355dd9a34f75e14528041757032ce99a2e3b356af0cff4be1275a50cdd,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
1,12,cd22ca555495d82ff3f601d6e76c4747d003eecaf18be35707fcc204390175f0,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
1,13,e23d77969b0b5d3a7fb9477c896193313e8cac1ade177fafb35dd3c3b9517d13,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
1,14,281d50339f6ae1d2950f95fd2399ef03647c3799ba2a4882aa7d051fe5a1e21b,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
1,15,473e145b566f32a27cdfd1992603400b3696eb06e208da1112a36419b2aa9893,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
1,16,9da802ea605d97633b7719400299ae053549fee0af0d9beca97772f8bbfd1eac,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
1,17,a6c1c5382b851382b5d2b9533d670073fbbac85e4a9c8eee598c869357714a89,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
1,18,d0f9efe1ea0b544d9776ae1553b8bcd563ed8045fc8ce06c7e6ec665a55d73e8,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
1,19,dfbef6aba69b95171c99d96eea93822f1e794aea632344dc871530f29ad7c061,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
1,20,b786d1fc253f9f1469f3e468440a1b43ee43980b020dec945fc43eca76079f08,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
1,21,cbc7f0ae177aab0e388f50d8be8cc8fb1544102fc525ca30514e2502dcc5cb45,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
1,22,3e5e1295813df35a6f5781e26f23cf1b9bea7bdc8f47df9419f61f65c8fd1039,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
1,23,2ad46eb09f29e0f348c04a4ffc6a37d229ee4326dff05689f2417690a1065310,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
1,24,60446a9cad19bd22375bb8b20a4855dcc83f9e18bfd2d3831cfa2c0adf383eec,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
1,25,8b77a2d77d7fd9a47a8ea3282d0a08dd7348016a06dbc1dc9807c19e738e3fa2,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
1,26,807b8f3ff4fc643a2f5adeeaa2086858583b3bb273f5a86ec45aef55c1793d97,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
1,27,8eabd2e9880a2788002be40d3574ff502c736d65a6168c2a55a51b864d51b635,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
1,28,97d019c5a27a97b51f6d1b7ee7e284a7f86c2c76ca452892d99bb1af84e14ce5,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
1,29,d5bad5041c9333123abc1c0d27773b6b41e5d2c86033d6df4140fc325547925c,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
1,30,46eded57f7f25326f87d07b3f616bdac5d0550c1856cfed69759eee46492a7df,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
1,31,db092da25e5ebacf5e04b5f09c4c3ba26976d25dc073af3a7af246a2102af253,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
1,32,435a420ee16e3f735c2ffc66ddcdac7cf7d1322f5585cf7901e6fcc80fa350c6,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
1,33,bf63b8e62eedb471ae5aec8f36073e3f554e898a7e0e8cb5394835ce55f69ec1,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
1,34,c7ce4cc4500c4dc0416fbb54685baf70700ff11059f7ed220d0db232735d45e6,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
1,35,1b940e40e18e3095d0f4bd052e0ded0275863aa19a8e87ed76a1d8e95226ff18,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
1,36,7a598653b29ddf1bc5549568f2da3aa9dbb1b042047950854fa986f4c8ec6e90,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
1,37,d2947078abc0803740d6f40f47f65f1467759a2d03f07fb980951ce781b44bef,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
1,38,7582aa78b6214db955e910064e487a89d8fd08a08200bb4446ea1b8173386d8c,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
1,39,6d259e72c631356f8cb3f811b0c8f0f83dd3112e02f4de2854f767a5c9e97d06,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
1,40,2ad7c2345de82aa331920ed3e7eb5f8be00b471560f51a39873749d43852481a,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
1,41,36cc64018b72e4ad16e0df99553f4f43d7f164635c8d96fb3621cfabb781eb95,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
1,42,6a15b5ef3545aba65274a8a78d95231d6dd6d242f2fb1ae7c4fbd643b529bbbd,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
1,43,e27a65e4f6430bca1c5c8157c723e947da2eb1e88cc8a6b290eaa790ef09a06c,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
1,44,7e1c9a7505b7f49ef143f1dfb9ab1a9851cc9037c6f68acf037e7b0ecb4a5539,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
1,45,9b1b5214fff6f6f53af347f7ededfccb14ad018764348583ff922d7120f86465,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
1,46,71451af607d4b33e4fd0652d729411947ea4f0a6430933a832bd750fd55abdf5,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
1,47,44f55845b91bff611d1b2f9473eafe4507c76a2cc2f7e6c3d3c69547fd010adb,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
1,48,c1692806525eb9c5941ff53fc07988377eec396b0a8e75bc25e1d829b9c89fcd,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
1,49,cd046d6fe39a9311d6f48fb488905fdd5810111d93119bf8d6d9953723fe4c34,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
2,0,ada6944b7d32027989fb284c16cdf2a9887d391f5cf562366da0f908140cfe29,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
2,1,c8c3525a274c39db6a0ff0a75fb1aaaaeaa2388796d8b874717f0397f3a833f0,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
2,2,5564938eb8ff6452d67900f5b291a60d9c4e6b21def7636f92598cd727ac34bf,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
2,3,05ab936805490c0e5ba4c8a34c879885820a548865ff6f4837ea62a8bbe423b4,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
2,4,52e1c986040cf9d3fae661e3b0d50b53ec58ae3a0632e48b52c0999d1f844104,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
2,5,004b30c2e769de0479efc26b29af3f1a8b5edf5c0c966cc8c8bd11f5db5cf975,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
2,6,9a94b6baaa8c62fc7a5fe14186cade94328912cbf732b6a9dd7cc3063df2a262,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
2,7,f9fb2ff76e3659930a26f1128ab1a774a528f366316e7af8c757a82d2ac4ede3,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
2,8,64f5377ba1f8e26bba92a265a3276d519cc543e5b9b1719a9951975194db38ab,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
2,9,469c526b2c4ea6e8be54d98a9b75eea3edbd3459e8d106c172bcec9386513bc9,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
2,10,f679eac2ef9606af89abd4c4eed1d7134a8286f5a039558979550a154e3cd54b,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
2,11,bc10e7602f078f14581ef45553a3f993dced297711ba0b1d7c5c2a8500d215a7,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
2,12,d81ef736e031eca5fcdd5a408712b9a2e1936f69e1c77a42c24ee28a848f4366,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
2,13,65c5ff37121402cef531b1cc3b2ca3473e3cb64e91f38da8d331de93ea4219bb,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
2,14,0eeb0af39538ac7673659fa8cc5d45209dce0d8e966e7e2b950ebd4f1a437730,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
2,15,b2f1ac8adc3ece0c493894e25d5dde9c2f12bf56997ffb90db18aab4799dbd20,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
2,16,e25a10e83abc9ecc895eb4913f5f8104e6239ddc709d774f6e623ab79c2931b3,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
2,17,c1a8746663495bc3dacf03ff47b84fe3afd30801ecd861092b7701b34f338ee5,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
2,18,0c711c871cd83d414b99b3e1ab5db8020732372556ca71d7c1b3d067bc234ab0,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
2,19,b1549bab6b99054b7b6fbe1ce61a7bcd2a446420b67f89bf7159d8d0df4e4b81,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
2,20,5ad57c5ccce9d425f6e78fa181e319eb499449f36c0a03d953fd3f2cce94fa5c,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
2,21,c775e17043927c4e920ecff13fbd52cae4e19aaf7f30912b875943bf43d9a106,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
2,22,42e6585c974fbe574e6ba21802a4dae2d4057d678ea5006ef613b502257c45ce,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
2,23,e698479a9977a9e4b1243610c4c4adb98acaef047966fc6d6393be7e4d2b43e7,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
2,24,daad3cbc85cb25b0e2feabf07bfd16d1bcb418151120de31b5fbac35595ebfe6,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
2,25,92f6d3e2514b194db51d0e31674e6892993485f33495ebe9ad993eab8214e54d,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
2,26,b416cca1afc849063928c975e9119cd432293212aeeffaf411dd0c9d6348544c,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
2,27,d8b5711ed3f999ca76d320dcc7d2539dd770744cf0135291be0cff7c2d84d08b,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
2,28,002423e16091bc33853e3baf21347fa30fd41e0d55369eb7e645b88e4a30bc78,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
2,29,b126240da2bbe9b23e6f8ffd783a864205617806428ddfc5c1f20d6e9b3fbd8e,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
2,30,5394917d3842db2d41408460c6ee20629e73e6ea5a7576e4485e5cf4c8bb601f,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
2,31,c74b96045826f959ef12fd20831a3d1852f8d178ffb7b4f9aa1cd3b5e35effc1,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
2,32,837ae45635ea84b48805a221a73e07402fa9d268cea9afd356479dc20e1a2a3e,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
2,33,0b9554825d328c42ef7f5336def82f49b9fe80d4c190288f103430051fdec77b,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
2,34,1083148dcbdbe11c244477f9f9c13622f5dd6abe9ddda916340a8220ef0d48d6,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
2,35,6e4981ae2d9be0dddbefc7f3185d40da9f2258ce560f8266249e4ae71d4f293f,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
2,36,f0ad5442ae70cdbff16ce981a8ab4241bb930d62da331d57a22154b377e74b14,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
2,37,a82c679a5b32d4810b31a17e171cbb938e1ff7e41fbae14d59da9e9354ef6be7,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
2,38,49c743d29953db6e76634b4171a9dc8b225f5b844988e615c5705ba0a6b48b9b,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
2,39,e3abd950775bda3b57b514e42103aa6309ff33bb5d341bee5187a9532cb24e4c,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
2,40,b58e720aa2daf2f797c5329914c385004cc19fb28b52b1ccb6b0ecd775b5f88a,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
2,41,9a8b3ed326e0a7789152ac1e2e1af32720c9db5430138ef78785876bc8803500,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
2,42,3c1928573382c550b67c12b00c406ad618f020e9c87b5c3844035ddf0ab68bcd,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
2,43,56e86225b0a70e4508503c32deb13fbde1b136c3330d8f34826fd09b75476d61,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
2,44,b8313b6cebecb4c9609290b4bdbf3a6c3c9d4e731cd9b9e7d8d4bd7e703c5dbd,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
2,45,2790914797556f5ac32075df0bec555c9aa67ebe60c21e2674a076c213802606,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
2,46,90266a77e24acc112407c4790403d2fc9b00ccb2c53c7a80cf64d94d0150c5c3,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
2,47,66e1ba3b44a75ec3593f09624dbc8b2374def91364f4b12ed3ed930c36f8e005,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
2,48,fbc29e570691f8eb27ae50ce15859f4c2c52b70ebb779b485e73f7c5708e58f9,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
2,49,b5e1404674587f82c6f7a1eb54268328268672616e22ee78c2fdcaaadc4223a4,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
3,0,17ba19e2cbd68e09a996f313a58ba5945f181c66ed9ab2c93b141447588c579c,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
3,1,9196ba29f65b72946bdb52b91b74bd1eb1ca542738951c48056cf4064bd33161,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
3,2,a0229f6168dd20c616938c791f1e812d290d80b57106a015f7c72f5436224a3a,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
3,3,8e239491e0a62ee28261c67ae03636dd415b042ffb93a1b7a6670b320bdc0fed,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
3,4,c3e58d97d9dfa3d40bfa14045d5f9cbb8bfb9dbadb6af768e4fe202ff34a218b,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
3,5,c577e989044da185f25a350f2d76f43c5313da064d336d14d2f3c73785d9684c,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
3,6,b35ecfcfdf5d58ee0078bf60c35836ec55c540c04eb0f49af6f8ac42483b7930,qpos.tobytes()+qvel.tobytes(),libero_object,reconstructed_from_official_init_state,false
