suite,task_id,index_task_name,official_task_name,official_task_identifier,bddl_path,bddl_sha256,exact_match,normalized_match,index_truncated,official_registry_source,official_registry_sha256,notes
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open_the_middle_drawer_of_the_cabinet,libero_goal/open_the_middle_drawer_of_the_cabinet,/mnt/sdc/dty_user/openvla_attack/envs/openvla-official-a800/lib/python3.10/site-packages/libero/libero/bddl_files/libero_goal/open_the_middle_drawer_of_the_cabinet.bddl,832ab48ec476807c767e8985666e295700f92d1f8daeae1c34eee1e75293769b,True,True,False,/mnt/sdc/dty_user/openvla_attack/envs/openvla-official-a800/lib/python3.10/site-packages/libero/libero/benchmark/libero_suite_task_map.py,0c950df0a785aa55de968bb38ccd865d2017f71ddbe6f48cfd05ac0742b6d62d,OFFICIAL_LIBERO_REGISTRY_MATCH_PASS
libero_goal,1,put_the_bowl_on_the_stove,put_the_bowl_on_the_stove,libero_goal/put_the_bowl_on_the_stove,/mnt/sdc/dty_user/openvla_attack/envs/openvla-official-a800/lib/python3.10/site-packages/libero/libero/bddl_files/libero_goal/put_the_bowl_on_the_stove.bddl,c6812d6c988be830412aa6fc4801af04d60f8c4565d2625763b6a0f2b843a87f,True,True,False,/mnt/sdc/dty_user/openvla_attack/envs/openvla-official-a800/lib/python3.10/site-packages/libero/libero/benchmark/libero_suite_task_map.py,0c950df0a785aa55de968bb38ccd865d2017f71ddbe6f48cfd05ac0742b6d62d,OFFICIAL_LIBERO_REGISTRY_MATCH_PASS
libero_goal,2,put_the_wine_bottle_on_top_of_the_cabinet,put_the_wine_bottle_on_top_of_the_cabinet,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,/mnt/sdc/dty_user/openvla_attack/envs/openvla-official-a800/lib/python3.10/site-packages/libero/libero/bddl_files/libero_goal/put_the_wine_bottle_on_top_of_the_cabinet.bddl,2ef6f403a8451e216af44158c1a6c975cf8e5058ad02d78367ac0be443d096fe,True,True,False,/mnt/sdc/dty_user/openvla_attack/envs/openvla-official-a800/lib/python3.10/site-packages/libero/libero/benchmark/libero_suite_task_map.py,0c950df0a785aa55de968bb38ccd865d2017f71ddbe6f48cfd05ac0742b6d62d,OFFICIAL_LIBERO_REGISTRY_MATCH_PASS
libero_goal,3,open_the_top_drawer_and_put_the_bowl_inside,open_the_top_drawer_and_put_the_bowl_inside,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,/mnt/sdc/dty_user/openvla_attack/envs/openvla-official-a800/lib/python3.10/site-packages/libero/libero/bddl_files/libero_goal/open_the_top_drawer_and_put_the_bowl_inside.bddl,3056e4dc72ee590432cfb18c610fd077a572c8b8f256e45328031005dd0b6757,True,True,False,/mnt/sdc/dty_user/openvla_attack/envs/openvla-official-a800/lib/python3.10/site-packages/libero/libero/benchmark/libero_suite_task_map.py,0c950df0a785aa55de968bb38ccd865d2017f71ddbe6f48cfd05ac0742b6d62d,OFFICIAL_LIBERO_REGISTRY_MATCH_PASS
libero_goal,4,put_the_bowl_on_top_of_the_cabinet,put_the_bowl_on_top_of_the_cabinet,libero_goal/put_the_bowl_on_top_of_the_cabinet,/mnt/sdc/dty_user/openvla_attack/envs/openvla-official-a800/lib/python3.10/site-packages/libero/libero/bddl_files/libero_goal/put_the_bowl_on_top_of_the_cabinet.bddl,2ffba859a154f50c3c99ffb3420743fa5aa65c70bf7d4cd26f5bc81d07be5713,True,True,False,/mnt/sdc/dty_user/openvla_attack/envs/openvla-official-a800/lib/python3.10/site-packages/libero/libero/benchmark/libero_suite_task_map.py,0c950df0a785aa55de968bb38ccd865d2017f71ddbe6f48cfd05ac0742b6d62d,OFFICIAL_LIBERO_REGISTRY_MATCH_PASS
libero_goal,5,push_the_plate_to_the_front_of_the_stove,push_the_plate_to_the_front_of_the_stove,libero_goal/push_the_plate_to_the_front_of_the_stove,/mnt/sdc/dty_user/openvla_attack/envs/openvla-official-a800/lib/python3.10/site-packages/libero/libero/bddl_files/libero_goal/push_the_plate_to_the_front_of_the_stove.bddl,26f22f8ad39a4b2b344b049115c45661a877fa0b4821fb78246725e7e87d8c0b,True,True,False,/mnt/sdc/dty_user/openvla_attack/envs/openvla-official-a800/lib/python3.10/site-packages/libero/libero/benchmark/libero_suite_task_map.py,0c950df0a785aa55de968bb38ccd865d2017f71ddbe6f48cfd05ac0742b6d62d,OFFICIAL_LIBERO_REGISTRY_MATCH_PASS
libero_goal,6,put_the_cream_cheese_in_the_bowl,put_the_cream_cheese_in_the_bowl,libero_goal/put_the_cream_cheese_in_the_bowl,/mnt/sdc/dty_user/openvla_attack/envs/openvla-official-a800/lib/python3.10/site-packages/libero/libero/bddl_files/libero_goal/put_the_cream_cheese_in_the_bowl.bddl,81c54eace32b92466598103b3b6e8435ce90f10996ef18cec4a35fe6c4d31a98,True,True,False,/mnt/sdc/dty_user/openvla_attack/envs/openvla-official-a800/lib/python3.10/site-packages/libero/libero/benchmark/libero_suite_task_map.py,0c950df0a785aa55de968bb38ccd865d2017f71ddbe6f48cfd05ac0742b6d62d,OFFICIAL_LIBERO_REGISTRY_MATCH_PASS
libero_goal,7,turn_on_the_stove,turn_on_the_stove,libero_goal/turn_on_the_stove,/mnt/sdc/dty_user/openvla_attack/envs/openvla-official-a800/lib/python3.10/site-packages/libero/libero/bddl_files/libero_goal/turn_on_the_stove.bddl,cbd2a0514d53226c5d09e17af40b22935d4cb6ff8fdaff0d55f555de1adecc13,True,True,False,/mnt/sdc/dty_user/openvla_attack/envs/openvla-official-a800/lib/python3.10/site-packages/libero/libero/benchmark/libero_suite_task_map.py,0c950df0a785aa55de968bb38ccd865d2017f71ddbe6f48cfd05ac0742b6d62d,OFFICIAL_LIBERO_REGISTRY_MATCH_PASS
libero_goal,8,put_the_bowl_on_the_plate,put_the_bowl_on_the_plate,libero_goal/put_the_bowl_on_the_plate,/mnt/sdc/dty_user/openvla_attack/envs/openvla-official-a800/lib/python3.10/site-packages/libero/libero/bddl_files/libero_goal/put_the_bowl_on_the_plate.bddl,358b7781437e412c67d6a7648c1c28796b6b1bf117a25e61316cb8dfeb940e5b,True,True,False,/mnt/sdc/dty_user/openvla_attack/envs/openvla-official-a800/lib/python3.10/site-packages/libero/libero/benchmark/libero_suite_task_map.py,0c950df0a785aa55de968bb38ccd865d2017f71ddbe6f48cfd05ac0742b6d62d,OFFICIAL_LIBERO_REGISTRY_MATCH_PASS
libero_goal,9,put_the_wine_bottle_on_the_rack,put_the_wine_bottle_on_the_rack,libero_goal/put_the_wine_bottle_on_the_rack,/mnt/sdc/dty_user/openvla_attack/envs/openvla-official-a800/lib/python3.10/site-packages/libero/libero/bddl_files/libero_goal/put_the_wine_bottle_on_the_rack.bddl,3d3ee18139056aa3780572cde17b1c50dc20ae0d299403f65e514e8471ba0e8e,True,True,False,/mnt/sdc/dty_user/openvla_attack/envs/openvla-official-a800/lib/python3.10/site-packages/libero/libero/benchmark/libero_suite_task_map.py,0c950df0a785aa55de968bb38ccd865d2017f71ddbe6f48cfd05ac0742b6d62d,OFFICIAL_LIBERO_REGISTRY_MATCH_PASS
libero_object,0,pick_up_the_alphabet_soup_and_place_it_in_the_basket,pick_up_the_alphabet_soup_and_place_it_in_the_basket,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,/mnt/sdc/dty_user/openvla_attack/envs/openvla-official-a800/lib/python3.10/site-packages/libero/libero/bddl_files/libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket.bddl,df088984da13131f8332ee0f13a7896c6a97afd02ee5007a42e8fc5e0893571e,True,True,False,/mnt/sdc/dty_user/openvla_attack/envs/openvla-official-a800/lib/python3.10/site-packages/libero/libero/benchmark/libero_suite_task_map.py,0c950df0a785aa55de968bb38ccd865d2017f71ddbe6f48cfd05ac0742b6d62d,OFFICIAL_LIBERO_REGISTRY_MATCH_PASS
libero_object,1,pick_up_the_cream_cheese_and_place_it_in_the_basket,pick_up_the_cream_cheese_and_place_it_in_the_basket,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,/mnt/sdc/dty_user/openvla_attack/envs/openvla-official-a800/lib/python3.10/site-packages/libero/libero/bddl_files/libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket.bddl,7019f37ee158d67a21338a6df0c441dd8f84979b946b5e20bb49463ef0508ea2,True,True,False,/mnt/sdc/dty_user/openvla_attack/envs/openvla-official-a800/lib/python3.10/site-packages/libero/libero/benchmark/libero_suite_task_map.py,0c950df0a785aa55de968bb38ccd865d2017f71ddbe6f48cfd05ac0742b6d62d,OFFICIAL_LIBERO_REGISTRY_MATCH_PASS
libero_object,2,pick_up_the_salad_dressing_and_place_it_in_the_basket,pick_up_the_salad_dressing_and_place_it_in_the_basket,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,/mnt/sdc/dty_user/openvla_attack/envs/openvla-official-a800/lib/python3.10/site-packages/libero/libero/bddl_files/libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket.bddl,024978e9e8f43a49b49d0965f4f426d364ce056307f0fcf5733dc4682fac437a,True,True,False,/mnt/sdc/dty_user/openvla_attack/envs/openvla-official-a800/lib/python3.10/site-packages/libero/libero/benchmark/libero_suite_task_map.py,0c950df0a785aa55de968bb38ccd865d2017f71ddbe6f48cfd05ac0742b6d62d,OFFICIAL_LIBERO_REGISTRY_MATCH_PASS
libero_object,3,pick_up_the_bbq_sauce_and_place_it_in_the_basket,pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,/mnt/sdc/dty_user/openvla_attack/envs/openvla-official-a800/lib/python3.10/site-packages/libero/libero/bddl_files/libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket.bddl,8a7e37b76fce5621e649e260dbcfcec7ce2f9a055ca09a4f1ebaf5ca74a739c2,True,True,False,/mnt/sdc/dty_user/openvla_attack/envs/openvla-official-a800/lib/python3.10/site-packages/libero/libero/benchmark/libero_suite_task_map.py,0c950df0a785aa55de968bb38ccd865d2017f71ddbe6f48cfd05ac0742b6d62d,OFFICIAL_LIBERO_REGISTRY_MATCH_PASS
libero_object,4,pick_up_the_ketchup_and_place_it_in_the_basket,pick_up_the_ketchup_and_place_it_in_the_basket,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,/mnt/sdc/dty_user/openvla_attack/envs/openvla-official-a800/lib/python3.10/site-packages/libero/libero/bddl_files/libero_object/pick_up_the_ketchup_and_place_it_in_the_basket.bddl,4a4e545483a3fe30cf0ef3dc05bfe5e6ad5e37c94b4376dfa73fe1b60e75b319,True,True,False,/mnt/sdc/dty_user/openvla_attack/envs/openvla-official-a800/lib/python3.10/site-packages/libero/libero/benchmark/libero_suite_task_map.py,0c950df0a785aa55de968bb38ccd865d2017f71ddbe6f48cfd05ac0742b6d62d,OFFICIAL_LIBERO_REGISTRY_MATCH_PASS
libero_object,5,pick_up_the_tomato_sauce_and_place_it_in_the_basket,pick_up_the_tomato_sauce_and_place_it_in_the_basket,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,/mnt/sdc/dty_user/openvla_attack/envs/openvla-official-a800/lib/python3.10/site-packages/libero/libero/bddl_files/libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket.bddl,b1f4bb69d256a05f693838de46182bb0d3de0de68eec350df1b5b1e76f6c136d,True,True,False,/mnt/sdc/dty_user/openvla_attack/envs/openvla-official-a800/lib/python3.10/site-packages/libero/libero/benchmark/libero_suite_task_map.py,0c950df0a785aa55de968bb38ccd865d2017f71ddbe6f48cfd05ac0742b6d62d,OFFICIAL_LIBERO_REGISTRY_MATCH_PASS
libero_object,6,pick_up_the_butter_and_place_it_in_the_basket,pick_up_the_butter_and_place_it_in_the_basket,libero_object/pick_up_the_butter_and_place_it_in_the_basket,/mnt/sdc/dty_user/openvla_attack/envs/openvla-official-a800/lib/python3.10/site-packages/libero/libero/bddl_files/libero_object/pick_up_the_butter_and_place_it_in_the_basket.bddl,5d8053b40ff33246fdbcc38548db84032c6bb647b4b88b6646d9cf6b73a5006c,True,True,False,/mnt/sdc/dty_user/openvla_attack/envs/openvla-official-a800/lib/python3.10/site-packages/libero/libero/benchmark/libero_suite_task_map.py,0c950df0a785aa55de968bb38ccd865d2017f71ddbe6f48cfd05ac0742b6d62d,OFFICIAL_LIBERO_REGISTRY_MATCH_PASS
libero_object,7,pick_up_the_milk_and_place_it_in_the_basket,pick_up_the_milk_and_place_it_in_the_basket,libero_object/pick_up_the_milk_and_place_it_in_the_basket,/mnt/sdc/dty_user/openvla_attack/envs/openvla-official-a800/lib/python3.10/site-packages/libero/libero/bddl_files/libero_object/pick_up_the_milk_and_place_it_in_the_basket.bddl,9910aabf6717e8ba3e24a3f8500d9bce9ee075346ea6961e8fd766f1257d2996,True,True,False,/mnt/sdc/dty_user/openvla_attack/envs/openvla-official-a800/lib/python3.10/site-packages/libero/libero/benchmark/libero_suite_task_map.py,0c950df0a785aa55de968bb38ccd865d2017f71ddbe6f48cfd05ac0742b6d62d,OFFICIAL_LIBERO_REGISTRY_MATCH_PASS
libero_object,8,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,/mnt/sdc/dty_user/openvla_attack/envs/openvla-official-a800/lib/python3.10/site-packages/libero/libero/bddl_files/libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket.bddl,674ceabc400b7b16d46e8eaf678709d4a633235c7e0a80233775044fe38b19b0,True,True,False,/mnt/sdc/dty_user/openvla_attack/envs/openvla-official-a800/lib/python3.10/site-packages/libero/libero/benchmark/libero_suite_task_map.py,0c950df0a785aa55de968bb38ccd865d2017f71ddbe6f48cfd05ac0742b6d62d,OFFICIAL_LIBERO_REGISTRY_MATCH_PASS
libero_object,9,pick_up_the_orange_juice_and_place_it_in_the_basket,pick_up_the_orange_juice_and_place_it_in_the_basket,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,/mnt/sdc/dty_user/openvla_attack/envs/openvla-official-a800/lib/python3.10/site-packages/libero/libero/bddl_files/libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket.bddl,6298533e7bcfb83e40779a77fda39216e8cd53f22bf1af6388585dad0abb0b50,True,True,False,/mnt/sdc/dty_user/openvla_attack/envs/openvla-official-a800/lib/python3.10/site-packages/libero/libero/benchmark/libero_suite_task_map.py,0c950df0a785aa55de968bb38ccd865d2017f71ddbe6f48cfd05ac0742b6d62d,OFFICIAL_LIBERO_REGISTRY_MATCH_PASS
libero_spatial,0,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,/mnt/sdc/dty_user/openvla_attack/envs/openvla-official-a800/lib/python3.10/site-packages/libero/libero/bddl_files/libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.bddl,9b59eb1287802868ad9bc78d58e6d36d4ba31134e679cfdbdf4b0feb660c959b,True,True,False,/mnt/sdc/dty_user/openvla_attack/envs/openvla-official-a800/lib/python3.10/site-packages/libero/libero/benchmark/libero_suite_task_map.py,0c950df0a785aa55de968bb38ccd865d2017f71ddbe6f48cfd05ac0742b6d62d,OFFICIAL_LIBERO_REGISTRY_MATCH_PASS
libero_spatial,1,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,/mnt/sdc/dty_user/openvla_attack/envs/openvla-official-a800/lib/python3.10/site-packages/libero/libero/bddl_files/libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate.bddl,53a7516571412a2f46a27cbf8482d3b76dbad4221858c8f6b565d506c274e61d,True,True,False,/mnt/sdc/dty_user/openvla_attack/envs/openvla-official-a800/lib/python3.10/site-packages/libero/libero/benchmark/libero_suite_task_map.py,0c950df0a785aa55de968bb38ccd865d2017f71ddbe6f48cfd05ac0742b6d62d,OFFICIAL_LIBERO_REGISTRY_MATCH_PASS
libero_spatial,2,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,/mnt/sdc/dty_user/openvla_attack/envs/openvla-official-a800/lib/python3.10/site-packages/libero/libero/bddl_files/libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.bddl,5e19880ebc844f86b89f63b172aab0b7a89f85b6e6955891f544f0ea7d0795d5,True,True,False,/mnt/sdc/dty_user/openvla_attack/envs/openvla-official-a800/lib/python3.10/site-packages/libero/libero/benchmark/libero_suite_task_map.py,0c950df0a785aa55de968bb38ccd865d2017f71ddbe6f48cfd05ac0742b6d62d,OFFICIAL_LIBERO_REGISTRY_MATCH_PASS
libero_spatial,3,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,/mnt/sdc/dty_user/openvla_attack/envs/openvla-official-a800/lib/python3.10/site-packages/libero/libero/bddl_files/libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate.bddl,3d4ccf070c3d9883ae0676f2d888588f98c696ddad71b7694f47c379fc99ef36,True,True,False,/mnt/sdc/dty_user/openvla_attack/envs/openvla-official-a800/lib/python3.10/site-packages/libero/libero/benchmark/libero_suite_task_map.py,0c950df0a785aa55de968bb38ccd865d2017f71ddbe6f48cfd05ac0742b6d62d,OFFICIAL_LIBERO_REGISTRY_MATCH_PASS
