episode_key,fold,state,detector_seed,perturbation_seed,in_true_universe,true_selected,in_early_artifacts,in_oracle_artifacts,selected_mask_match,true_summary_sha,early_summary_sha,oracle_summary_sha,true_attack_applied,early_attack_applied,oracle_attack_applied
fold_02/state_1/det_seed_3/pert_seed_1,02,1,3,1,True,True,True,True,True,0257298e63dbdea8259f5846ebc4ef0a63cef7f4a61a1f891ba8e3eff90417a9,871835bbcb2cd2c2183959e3e3c8d4a1e855f026dd76a651251f8a2cfde1b310,c0ef3774b6c50047448c051c24a44e6e7434e0edb601701ca0798787b817a9fa,False,False,False
fold_02/state_1/det_seed_3/pert_seed_2,02,1,3,2,True,True,True,True,True,0257298e63dbdea8259f5846ebc4ef0a63cef7f4a61a1f891ba8e3eff90417a9,88841d36fc162dc3c679e88fb2daeeba3b4dcf7b1360ca14d9175bad0b1bffad,c0ef3774b6c50047448c051c24a44e6e7434e0edb601701ca0798787b817a9fa,False,False,False
fold_03/state_1/det_seed_1/pert_seed_0,03,1,1,0,True,True,True,True,True,f2bc843b117a271ff65103d29c770a3dc88aba18bb2a15d2eb2105fd36f484f7,e34f1c687866647bdda9c5f9b4a6485c87c5fc0b6078d4f8d00a4b168fcffe5e,17118834eb91101c1b82ab7836f1b811e7b797033a81a90f00449f2bf1d39c4c,False,False,False
fold_03/state_1/det_seed_1/pert_seed_1,03,1,1,1,True,True,True,True,True,f2bc843b117a271ff65103d29c770a3dc88aba18bb2a15d2eb2105fd36f484f7,2767eb805e4c8d202a5da9827cf1b99e7285468fff935d3ead305ab8e2057749,17118834eb91101c1b82ab7836f1b811e7b797033a81a90f00449f2bf1d39c4c,False,False,False
fold_03/state_1/det_seed_1/pert_seed_2,03,1,1,2,True,True,True,True,True,f2bc843b117a271ff65103d29c770a3dc88aba18bb2a15d2eb2105fd36f484f7,7a581dcf4fe0615c0491a5a43410cb518092990a166d28756d2769784b344d12,17118834eb91101c1b82ab7836f1b811e7b797033a81a90f00449f2bf1d39c4c,False,False,False
fold_03/state_1/det_seed_2/pert_seed_0,03,1,2,0,True,True,True,True,True,d156a5a430cad0e54b2a9a95ea57d6a8aa8df4e3c1180fa3e8492829c44660e5,399bdec8332b09d36ee82afeba43591276bc2e1347df77f1a2a56e24fdda291b,e8d0e40ee8180a1ea139254c502bffe11e4a6678fa83b0964c18e7e92ff900ad,False,False,False
fold_03/state_1/det_seed_2/pert_seed_1,03,1,2,1,True,True,True,True,True,d156a5a430cad0e54b2a9a95ea57d6a8aa8df4e3c1180fa3e8492829c44660e5,9959a7a11002977af4f7e17e0425d1a24830b067b2695638e370e03920fd51f2,e8d0e40ee8180a1ea139254c502bffe11e4a6678fa83b0964c18e7e92ff900ad,False,False,False
fold_03/state_1/det_seed_2/pert_seed_2,03,1,2,2,True,True,True,True,True,d156a5a430cad0e54b2a9a95ea57d6a8aa8df4e3c1180fa3e8492829c44660e5,0f4a4269930d42b6dd48a6c4524aa4e622177cf6f46b5e725c6982a7f9ee43e4,e8d0e40ee8180a1ea139254c502bffe11e4a6678fa83b0964c18e7e92ff900ad,False,False,False
fold_03/state_1/det_seed_3/pert_seed_0,03,1,3,0,True,True,True,True,True,5bb2c0c36d5109929b29840436e922e79adfae81ddf54c6097a4d732c61212fe,e312eaba84980ca3b952f82bc14258e59b6802153ddbeadfb68b7ecc7264dc9c,1fdb8ea022897666d8e910ab43608af0ec8ed81b09b26c230983cf5c0fcc6acd,False,False,False
fold_03/state_1/det_seed_3/pert_seed_1,03,1,3,1,True,True,True,True,True,5bb2c0c36d5109929b29840436e922e79adfae81ddf54c6097a4d732c61212fe,c87a3f5eaf3ded55c90fc6d3b5b393707cfe7c187c0dd49d82e7e1adc19c0526,1fdb8ea022897666d8e910ab43608af0ec8ed81b09b26c230983cf5c0fcc6acd,False,False,False
fold_03/state_1/det_seed_3/pert_seed_2,03,1,3,2,True,True,True,True,True,5bb2c0c36d5109929b29840436e922e79adfae81ddf54c6097a4d732c61212fe,f2efd007c4666548b777408b92a02f1a98f2be84298f90f91c9e4086b87d9812,1fdb8ea022897666d8e910ab43608af0ec8ed81b09b26c230983cf5c0fcc6acd,False,False,False
fold_03/state_3/det_seed_1/pert_seed_0,03,3,1,0,True,True,True,True,True,fa66097954394f2a33c4c7be08a7b359af51b271ae176f445e8308ca80218456,70138c7335f5e05c39c92909c534b16be473ccadae14947bc8b60d76916ed81a,56a79984ca775963cd72c83964bbf0e044f2ccc09c88020c627756122f1cc2a4,False,False,False
fold_03/state_3/det_seed_1/pert_seed_1,03,3,1,1,True,True,True,True,True,fa66097954394f2a33c4c7be08a7b359af51b271ae176f445e8308ca80218456,899cafd009b0395c61038a5af721ad14a8b0114692ccd41fd1b4fc4077b6c1ef,56a79984ca775963cd72c83964bbf0e044f2ccc09c88020c627756122f1cc2a4,False,False,False
fold_03/state_3/det_seed_1/pert_seed_2,03,3,1,2,True,True,True,True,True,fa66097954394f2a33c4c7be08a7b359af51b271ae176f445e8308ca80218456,93cdad9bb9dfa15a9147615c80355ca205e3bffb406b184f7dbe43579bbcb8c1,56a79984ca775963cd72c83964bbf0e044f2ccc09c88020c627756122f1cc2a4,False,False,False
fold_03/state_3/det_seed_2/pert_seed_0,03,3,2,0,True,True,True,True,True,7956b2ffc8c438384e662ddaac3faa7eb41f8191fe43e162cbd5bdbb399bb28b,db3a5759c4efb7b6e2f3d5efddfc2f01a336afa4c73805f4c474c395a6590f06,e82160ce91c954e28e6dca1681b5a1235715df73a158c280f3c707e7afca4102,False,False,False
fold_03/state_3/det_seed_2/pert_seed_1,03,3,2,1,True,True,True,True,True,7956b2ffc8c438384e662ddaac3faa7eb41f8191fe43e162cbd5bdbb399bb28b,ad34eb237596e9b9e3ccbbf628776da80fb3c73dc58257f5a8882734a0f4fbf2,e82160ce91c954e28e6dca1681b5a1235715df73a158c280f3c707e7afca4102,False,False,False
fold_03/state_3/det_seed_2/pert_seed_2,03,3,2,2,True,True,True,True,True,7956b2ffc8c438384e662ddaac3faa7eb41f8191fe43e162cbd5bdbb399bb28b,2cd8346bba7334d659364c6bac8fb1bcd6f41a81480f0d5b5ee213807899f9fd,e82160ce91c954e28e6dca1681b5a1235715df73a158c280f3c707e7afca4102,False,False,False
fold_03/state_3/det_seed_3/pert_seed_0,03,3,3,0,True,True,True,True,True,00e3ad48729212ff0abce2e44496b4880b3d7e48710d6c2591a363687ea28226,b77f2f462fe8ac3f0058a48f24a0d731419174ce18dd4cfa4a0c4e73daab3c75,2ce466513f791b70804e191b7a11e1cdeb00a5196858b79051205984179f4010,False,False,False
fold_03/state_3/det_seed_3/pert_seed_1,03,3,3,1,True,True,True,True,True,00e3ad48729212ff0abce2e44496b4880b3d7e48710d6c2591a363687ea28226,9d79ea39c3ef073ddfe8ddf1fca271e9ebca49013cf544af41808acabe6cb902,2ce466513f791b70804e191b7a11e1cdeb00a5196858b79051205984179f4010,False,False,False
fold_03/state_3/det_seed_3/pert_seed_2,03,3,3,2,True,True,True,True,True,00e3ad48729212ff0abce2e44496b4880b3d7e48710d6c2591a363687ea28226,14e3ac215c980501a1bf7b1e0edbeaf0714da7a848ff5d27fedeb2d96dc8477d,2ce466513f791b70804e191b7a11e1cdeb00a5196858b79051205984179f4010,False,False,False
fold_04/state_0/det_seed_1/pert_seed_0,04,0,1,0,True,True,True,True,True,e27931526166ad62d17839a29f2a35102514fb851c66b590557ee0023a32f3d2,6229fee7bb48df62573f529eed006b26c8b584c537448c58328815dedabf024d,358107c355007f0bca9e99e658efbab75142df2802c16239c68b8d8d8e395b11,False,False,False
fold_04/state_0/det_seed_1/pert_seed_1,04,0,1,1,True,True,True,True,True,e27931526166ad62d17839a29f2a35102514fb851c66b590557ee0023a32f3d2,6229fee7bb48df62573f529eed006b26c8b584c537448c58328815dedabf024d,358107c355007f0bca9e99e658efbab75142df2802c16239c68b8d8d8e395b11,False,False,False
fold_04/state_0/det_seed_1/pert_seed_2,04,0,1,2,True,True,True,True,True,e27931526166ad62d17839a29f2a35102514fb851c66b590557ee0023a32f3d2,6229fee7bb48df62573f529eed006b26c8b584c537448c58328815dedabf024d,358107c355007f0bca9e99e658efbab75142df2802c16239c68b8d8d8e395b11,False,False,False
fold_04/state_0/det_seed_2/pert_seed_0,04,0,2,0,True,True,True,True,True,c5ea1bb1055c2363b52ce2c17837357155ede3049b5ec289782fd4b1eed28fe2,25658fdab6a9518bd17c95ecbde88b35412731aa6e6546147c54e7f47be0b5dd,56b7f5e46e203065938a84f365440a0baee5e0553c433913c0bf6053127aa2d5,False,False,False
fold_04/state_0/det_seed_2/pert_seed_1,04,0,2,1,True,True,True,True,True,df209185823bdfd0dc0cb266ced0bdc01c842cfc5336c8cccb801d4b8a5300b1,a2186c48ad8975ec49af8b3224f67c39acd442eda7dc2182671de39ac1272cf1,56b7f5e46e203065938a84f365440a0baee5e0553c433913c0bf6053127aa2d5,False,False,False
fold_04/state_0/det_seed_2/pert_seed_2,04,0,2,2,True,True,True,True,True,e89d6b2af8762189eb939c5ce180595326eaeb8556c1d304c4b22b2760381024,a2186c48ad8975ec49af8b3224f67c39acd442eda7dc2182671de39ac1272cf1,56b7f5e46e203065938a84f365440a0baee5e0553c433913c0bf6053127aa2d5,False,False,False
fold_04/state_0/det_seed_3/pert_seed_0,04,0,3,0,True,True,True,True,True,c7dcf046cb7129c7301fd00898dae85df6a1116fba37960f071025c5e9f2e3c0,d5267190bad37f3ced34347d165d5e5e07ac1f740971a7721f7101206c8e37af,46821c004a1f250ca945b3bda4d2e663688b6b4b5115c6b91ad8885a8a0bd9c3,False,False,False
fold_04/state_0/det_seed_3/pert_seed_1,04,0,3,1,True,True,True,True,True,c7dcf046cb7129c7301fd00898dae85df6a1116fba37960f071025c5e9f2e3c0,7918da2546b9ee72392f4890e13c00242ee858b0a13c6782199f2072bc87074a,46821c004a1f250ca945b3bda4d2e663688b6b4b5115c6b91ad8885a8a0bd9c3,False,False,False
fold_04/state_0/det_seed_3/pert_seed_2,04,0,3,2,True,True,True,True,True,c7dcf046cb7129c7301fd00898dae85df6a1116fba37960f071025c5e9f2e3c0,a785de49cd8b2d65e52d2487eac87fb6a7facb736a4efeeac065ca8fa7f2806d,46821c004a1f250ca945b3bda4d2e663688b6b4b5115c6b91ad8885a8a0bd9c3,False,False,False
fold_04/state_1/det_seed_1/pert_seed_0,04,1,1,0,True,True,True,True,True,346e3f8de5f2a6fb45f8df8c0abbae29fc633c0d5044143cee9f5fec933a3c17,6ecc04f2e5c8fdaa1dfb1d4372a006e6e5e29dd2296e910d82003996459dc262,2611c2e0fab82ad4d7bfa3ee1aa8f6b5a597ce0fae5c7033e4c08584f4c7076b,False,False,False
fold_04/state_1/det_seed_1/pert_seed_1,04,1,1,1,True,True,True,True,True,8461585b34e29d329e246025630729ec5213db8a591623edc1d43d01f379150c,f788df55efb43c27a9af6060edaaf6d3f35dc1da21483ff2a4afe845a91d3f48,2611c2e0fab82ad4d7bfa3ee1aa8f6b5a597ce0fae5c7033e4c08584f4c7076b,False,False,False
fold_04/state_1/det_seed_1/pert_seed_2,04,1,1,2,True,True,True,True,True,346e3f8de5f2a6fb45f8df8c0abbae29fc633c0d5044143cee9f5fec933a3c17,8c017424a4378ef2ea0b979a1058ead0072fdfc4e53dff8fcae6cfbe7f108207,2611c2e0fab82ad4d7bfa3ee1aa8f6b5a597ce0fae5c7033e4c08584f4c7076b,False,False,False
fold_04/state_1/det_seed_2/pert_seed_0,04,1,2,0,True,True,True,True,True,e7dd308839a4bd43e308b82bb3d09c079d035d0713421592bcb6d69662260e7b,f134c297256efff1594b4093e6a6e72266c7e64739856d131d3c1b0985dd2664,b55cdebfce07806e8dffd46082a9199cb025de2c6241049a1c61ad3dc430075f,False,False,False
fold_04/state_1/det_seed_2/pert_seed_1,04,1,2,1,True,True,True,True,True,f0109aa5c212430a2d9a4d1381eadc11b7fa922de8096294aee50905c3905cfd,f134c297256efff1594b4093e6a6e72266c7e64739856d131d3c1b0985dd2664,b55cdebfce07806e8dffd46082a9199cb025de2c6241049a1c61ad3dc430075f,False,False,False
fold_04/state_1/det_seed_2/pert_seed_2,04,1,2,2,True,True,True,True,True,f0109aa5c212430a2d9a4d1381eadc11b7fa922de8096294aee50905c3905cfd,b266466094d494369f5cc7d6e8f8fa1ff21ec2efa113d294f2f192755a267fb1,b55cdebfce07806e8dffd46082a9199cb025de2c6241049a1c61ad3dc430075f,False,False,False
fold_04/state_1/det_seed_3/pert_seed_0,04,1,3,0,True,True,True,True,True,721aa4602606d7092a311644eddf3ba7aa282ae577db104e4cfe623f4344858c,5cff7895915dfaad7c07d5fadccf809165bacfff3945a41892919699b92e3299,90da666620d90d47e06b106dffd7dd8f38042311a8679f60f09bcfc8ab559d24,False,False,False
fold_04/state_1/det_seed_3/pert_seed_1,04,1,3,1,True,True,True,True,True,721aa4602606d7092a311644eddf3ba7aa282ae577db104e4cfe623f4344858c,b3e940b04e56221ea614bdc278df7d92b5ded1f3d3378593fb1aa578de3df6ad,90da666620d90d47e06b106dffd7dd8f38042311a8679f60f09bcfc8ab559d24,False,False,False
fold_04/state_1/det_seed_3/pert_seed_2,04,1,3,2,True,True,True,True,True,623440a145eeba3553de7b932b7919496d63c2aa9951c2de990069293ad411ec,3702baf789ce16931e94f6cc6f837ff6bfa1b87c3acc555b4d6231d9adbcbea2,90da666620d90d47e06b106dffd7dd8f38042311a8679f60f09bcfc8ab559d24,False,False,False
fold_05/state_0/det_seed_1/pert_seed_0,05,0,1,0,True,False,False,False,True,d873c817a384cc6701999fa599c2300400c93153d610ccc2c25b69c9d9772e95,UNKNOWN,UNKNOWN,False,UNKNOWN,UNKNOWN
fold_05/state_0/det_seed_1/pert_seed_1,05,0,1,1,True,False,False,False,True,d873c817a384cc6701999fa599c2300400c93153d610ccc2c25b69c9d9772e95,UNKNOWN,UNKNOWN,False,UNKNOWN,UNKNOWN
fold_05/state_0/det_seed_1/pert_seed_2,05,0,1,2,True,False,False,False,True,d873c817a384cc6701999fa599c2300400c93153d610ccc2c25b69c9d9772e95,UNKNOWN,UNKNOWN,False,UNKNOWN,UNKNOWN
fold_05/state_0/det_seed_2/pert_seed_0,05,0,2,0,True,False,False,False,True,f18a9cf105b47edffd841939f8bc2d49d25c89799e1fd578506f43a8283de47c,UNKNOWN,UNKNOWN,False,UNKNOWN,UNKNOWN
fold_05/state_0/det_seed_2/pert_seed_1,05,0,2,1,True,False,False,False,True,f18a9cf105b47edffd841939f8bc2d49d25c89799e1fd578506f43a8283de47c,UNKNOWN,UNKNOWN,False,UNKNOWN,UNKNOWN
fold_05/state_0/det_seed_2/pert_seed_2,05,0,2,2,True,False,False,False,True,f18a9cf105b47edffd841939f8bc2d49d25c89799e1fd578506f43a8283de47c,UNKNOWN,UNKNOWN,False,UNKNOWN,UNKNOWN
fold_05/state_0/det_seed_3/pert_seed_0,05,0,3,0,True,False,False,False,True,c6b7fd7a405bbc774d5f44f613841013a2ffbd5a4d34b639216a8c437c30815d,UNKNOWN,UNKNOWN,False,UNKNOWN,UNKNOWN
fold_05/state_0/det_seed_3/pert_seed_1,05,0,3,1,True,False,False,False,True,c6b7fd7a405bbc774d5f44f613841013a2ffbd5a4d34b639216a8c437c30815d,UNKNOWN,UNKNOWN,False,UNKNOWN,UNKNOWN
fold_05/state_0/det_seed_3/pert_seed_2,05,0,3,2,True,False,False,False,True,c6b7fd7a405bbc774d5f44f613841013a2ffbd5a4d34b639216a8c437c30815d,UNKNOWN,UNKNOWN,False,UNKNOWN,UNKNOWN
