episode_key,suite,task_id,state_id,teacher_label_valid,teacher_anchor_step,teacher_window_start,teacher_window_end,teacher_confidence,teacher_invalid_reason,exclusion_category,label_present_in_index,teacher_schema_valid,record_schema_valid_for_abstention,positive_anchor_present,usable_for_timing_training
libero_10/task_00/state_016/clean/attempt_01,libero_10,0,16,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_00/state_017/clean/attempt_01,libero_10,0,17,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_00/state_018/clean/attempt_01,libero_10,0,18,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_00/state_019/clean/attempt_01,libero_10,0,19,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_00/state_020/clean/attempt_01,libero_10,0,20,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_00/state_021/clean/attempt_01,libero_10,0,21,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_00/state_022/clean/attempt_01,libero_10,0,22,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_00/state_023/clean/attempt_01,libero_10,0,23,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_00/state_024/clean/attempt_01,libero_10,0,24,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_00/state_025/clean/attempt_01,libero_10,0,25,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_00/state_026/clean/attempt_01,libero_10,0,26,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_00/state_027/clean/attempt_01,libero_10,0,27,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_00/state_028/clean/attempt_01,libero_10,0,28,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_00/state_029/clean/attempt_01,libero_10,0,29,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_00/state_030/clean/attempt_01,libero_10,0,30,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_00/state_031/clean/attempt_01,libero_10,0,31,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_00/state_032/clean/attempt_01,libero_10,0,32,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_00/state_033/clean/attempt_01,libero_10,0,33,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_00/state_034/clean/attempt_01,libero_10,0,34,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_00/state_035/clean/attempt_01,libero_10,0,35,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_00/state_036/clean/attempt_01,libero_10,0,36,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_00/state_037/clean/attempt_01,libero_10,0,37,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_00/state_038/clean/attempt_01,libero_10,0,38,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_00/state_039/clean/attempt_01,libero_10,0,39,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_00/state_040/clean/attempt_01,libero_10,0,40,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_00/state_041/clean/attempt_01,libero_10,0,41,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_00/state_042/clean/attempt_01,libero_10,0,42,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_00/state_043/clean/attempt_01,libero_10,0,43,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_00/state_044/clean/attempt_01,libero_10,0,44,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_00/state_045/clean/attempt_01,libero_10,0,45,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_00/state_046/clean/attempt_01,libero_10,0,46,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_00/state_047/clean/attempt_01,libero_10,0,47,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_00/state_048/clean/attempt_01,libero_10,0,48,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_00/state_049/clean/attempt_01,libero_10,0,49,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_01/state_000/clean/attempt_01,libero_10,1,0,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_01/state_001/clean/attempt_01,libero_10,1,1,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_01/state_002/clean/attempt_01,libero_10,1,2,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_01/state_003/clean/attempt_01,libero_10,1,3,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_01/state_004/clean/attempt_01,libero_10,1,4,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_01/state_005/clean/attempt_01,libero_10,1,5,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_01/state_006/clean/attempt_01,libero_10,1,6,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_01/state_007/clean/attempt_01,libero_10,1,7,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_01/state_008/clean/attempt_01,libero_10,1,8,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_01/state_009/clean/attempt_01,libero_10,1,9,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_01/state_010/clean/attempt_01,libero_10,1,10,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_01/state_011/clean/attempt_01,libero_10,1,11,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_01/state_012/clean/attempt_01,libero_10,1,12,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_01/state_013/clean/attempt_01,libero_10,1,13,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_01/state_014/clean/attempt_01,libero_10,1,14,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_01/state_015/clean/attempt_01,libero_10,1,15,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_01/state_016/clean/attempt_01,libero_10,1,16,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_01/state_017/clean/attempt_01,libero_10,1,17,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_01/state_018/clean/attempt_01,libero_10,1,18,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_01/state_019/clean/attempt_01,libero_10,1,19,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_01/state_020/clean/attempt_01,libero_10,1,20,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_01/state_021/clean/attempt_01,libero_10,1,21,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_01/state_022/clean/attempt_01,libero_10,1,22,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_01/state_023/clean/attempt_01,libero_10,1,23,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_01/state_024/clean/attempt_01,libero_10,1,24,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_01/state_025/clean/attempt_01,libero_10,1,25,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_01/state_026/clean/attempt_01,libero_10,1,26,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_01/state_027/clean/attempt_01,libero_10,1,27,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_01/state_028/clean/attempt_01,libero_10,1,28,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_01/state_029/clean/attempt_01,libero_10,1,29,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_01/state_030/clean/attempt_01,libero_10,1,30,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_01/state_031/clean/attempt_01,libero_10,1,31,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_01/state_032/clean/attempt_01,libero_10,1,32,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_01/state_033/clean/attempt_01,libero_10,1,33,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_01/state_034/clean/attempt_01,libero_10,1,34,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_01/state_035/clean/attempt_01,libero_10,1,35,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_01/state_036/clean/attempt_01,libero_10,1,36,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_01/state_037/clean/attempt_01,libero_10,1,37,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_01/state_038/clean/attempt_01,libero_10,1,38,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_01/state_039/clean/attempt_01,libero_10,1,39,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_01/state_040/clean/attempt_01,libero_10,1,40,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_01/state_041/clean/attempt_01,libero_10,1,41,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_01/state_042/clean/attempt_01,libero_10,1,42,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_01/state_043/clean/attempt_01,libero_10,1,43,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_01/state_044/clean/attempt_01,libero_10,1,44,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_01/state_045/clean/attempt_01,libero_10,1,45,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_01/state_046/clean/attempt_01,libero_10,1,46,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_01/state_047/clean/attempt_01,libero_10,1,47,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_01/state_048/clean/attempt_01,libero_10,1,48,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_01/state_049/clean/attempt_01,libero_10,1,49,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_02/state_000/clean/attempt_01,libero_10,2,0,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_02/state_001/clean/attempt_01,libero_10,2,1,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_02/state_002/clean/attempt_01,libero_10,2,2,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_02/state_003/clean/attempt_01,libero_10,2,3,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_02/state_004/clean/attempt_01,libero_10,2,4,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_02/state_005/clean/attempt_01,libero_10,2,5,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_02/state_006/clean/attempt_01,libero_10,2,6,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_02/state_007/clean/attempt_01,libero_10,2,7,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_02/state_008/clean/attempt_01,libero_10,2,8,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_02/state_009/clean/attempt_01,libero_10,2,9,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_02/state_010/clean/attempt_01,libero_10,2,10,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_02/state_011/clean/attempt_01,libero_10,2,11,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_02/state_012/clean/attempt_01,libero_10,2,12,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_02/state_013/clean/attempt_01,libero_10,2,13,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_02/state_014/clean/attempt_01,libero_10,2,14,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_02/state_015/clean/attempt_01,libero_10,2,15,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_02/state_016/clean/attempt_01,libero_10,2,16,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_02/state_017/clean/attempt_01,libero_10,2,17,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_02/state_018/clean/attempt_01,libero_10,2,18,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_02/state_019/clean/attempt_01,libero_10,2,19,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_02/state_020/clean/attempt_01,libero_10,2,20,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_02/state_021/clean/attempt_01,libero_10,2,21,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_02/state_022/clean/attempt_01,libero_10,2,22,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_02/state_023/clean/attempt_01,libero_10,2,23,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_02/state_024/clean/attempt_01,libero_10,2,24,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_02/state_025/clean/attempt_01,libero_10,2,25,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_02/state_026/clean/attempt_01,libero_10,2,26,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_02/state_027/clean/attempt_01,libero_10,2,27,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_02/state_028/clean/attempt_01,libero_10,2,28,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_02/state_029/clean/attempt_01,libero_10,2,29,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_02/state_030/clean/attempt_01,libero_10,2,30,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_02/state_031/clean/attempt_01,libero_10,2,31,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_02/state_032/clean/attempt_01,libero_10,2,32,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_02/state_033/clean/attempt_01,libero_10,2,33,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_02/state_034/clean/attempt_01,libero_10,2,34,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_02/state_035/clean/attempt_01,libero_10,2,35,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_02/state_036/clean/attempt_01,libero_10,2,36,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_02/state_037/clean/attempt_01,libero_10,2,37,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_02/state_038/clean/attempt_01,libero_10,2,38,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_02/state_039/clean/attempt_01,libero_10,2,39,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_02/state_040/clean/attempt_01,libero_10,2,40,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_02/state_041/clean/attempt_01,libero_10,2,41,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_02/state_042/clean/attempt_01,libero_10,2,42,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_02/state_043/clean/attempt_01,libero_10,2,43,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_02/state_044/clean/attempt_01,libero_10,2,44,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_02/state_045/clean/attempt_01,libero_10,2,45,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_02/state_046/clean/attempt_01,libero_10,2,46,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_02/state_047/clean/attempt_01,libero_10,2,47,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_02/state_048/clean/attempt_01,libero_10,2,48,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_02/state_049/clean/attempt_01,libero_10,2,49,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_03/state_000/clean/attempt_01,libero_10,3,0,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_03/state_001/clean/attempt_01,libero_10,3,1,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_03/state_002/clean/attempt_01,libero_10,3,2,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_03/state_003/clean/attempt_01,libero_10,3,3,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_03/state_004/clean/attempt_01,libero_10,3,4,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_03/state_005/clean/attempt_01,libero_10,3,5,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_03/state_006/clean/attempt_01,libero_10,3,6,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_03/state_007/clean/attempt_01,libero_10,3,7,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_03/state_008/clean/attempt_01,libero_10,3,8,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_03/state_009/clean/attempt_01,libero_10,3,9,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_03/state_010/clean/attempt_01,libero_10,3,10,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_03/state_011/clean/attempt_01,libero_10,3,11,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_03/state_012/clean/attempt_01,libero_10,3,12,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_03/state_013/clean/attempt_01,libero_10,3,13,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_03/state_014/clean/attempt_01,libero_10,3,14,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_03/state_015/clean/attempt_01,libero_10,3,15,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_03/state_016/clean/attempt_01,libero_10,3,16,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_03/state_017/clean/attempt_01,libero_10,3,17,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_03/state_018/clean/attempt_01,libero_10,3,18,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_03/state_019/clean/attempt_01,libero_10,3,19,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_03/state_020/clean/attempt_01,libero_10,3,20,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_03/state_021/clean/attempt_01,libero_10,3,21,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_03/state_022/clean/attempt_01,libero_10,3,22,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_03/state_023/clean/attempt_01,libero_10,3,23,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_03/state_024/clean/attempt_01,libero_10,3,24,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
libero_10/task_03/state_025/clean/attempt_01,libero_10,3,25,False,-1,,,0.0,teacher_ineligible,SUPPLEMENTARY_EVENT,True,True,True,False,False
