path,relative_path,type,size,mtime,sha256,git_tracked,git_status,scientific_relevance,used_by_experiment,contains_secret_risk,preservation_status,notes
/mnt/sdc/dty_user/table1_sota_execution_v1/audits/evidence_snapshot/VALIDATION_REPORT.json,/mnt/sdc/dty_user/table1_sota_execution_v1/audits/evidence_snapshot/VALIDATION_REPORT.json,json,268,1782973856.9225874,b175febb6991c5d482381fa440599faca36073be8b87c9eca7fc37ab6b39490d,UNKNOWN,UNKNOWN,protocol_runtime_candidate,UNKNOWN,UNREVIEWED_TEXT,INVENTORIED_NOT_COPIED,small text/runtime candidate under allowed roots
/mnt/sdc/dty_user/table1_sota_execution_v1/canary/SHUFFLED/manifest_canary.jsonl,/mnt/sdc/dty_user/table1_sota_execution_v1/canary/SHUFFLED/manifest_canary.jsonl,jsonl,22179,1782968467.0844738,56c56c2e2a35d0852b099ed9d8a809a25e0cb8d599eda7df1bc6df4d7094cd94,UNKNOWN,UNKNOWN,protocol_runtime_candidate,UNKNOWN,UNREVIEWED_TEXT,INVENTORIED_NOT_COPIED,small text/runtime candidate under allowed roots
/mnt/sdc/dty_user/table1_sota_execution_v1/canary/SHUFFLED/manifest_canary_gpu6.jsonl,/mnt/sdc/dty_user/table1_sota_execution_v1/canary/SHUFFLED/manifest_canary_gpu6.jsonl,jsonl,9857,1782970506.587502,ec14b5b5545d1506fe2624c220c1c327ba75a61776ce55a62d34ca76306aeddc,UNKNOWN,UNKNOWN,protocol_runtime_candidate,UNKNOWN,UNREVIEWED_TEXT,INVENTORIED_NOT_COPIED,small text/runtime candidate under allowed roots
/mnt/sdc/dty_user/table1_sota_execution_v1/canary/SHUFFLED/manifest_canary_gpu7.jsonl,/mnt/sdc/dty_user/table1_sota_execution_v1/canary/SHUFFLED/manifest_canary_gpu7.jsonl,jsonl,12322,1782970506.6035023,74ab1cb05cef289e99c717fc813700b1f1fda8422feebf4ffa0164a15c105c56,UNKNOWN,UNKNOWN,protocol_runtime_candidate,UNKNOWN,UNREVIEWED_TEXT,INVENTORIED_NOT_COPIED,small text/runtime candidate under allowed roots
/mnt/sdc/dty_user/table1_sota_execution_v1/canary/TMA/manifest_canary.jsonl,/mnt/sdc/dty_user/table1_sota_execution_v1/canary/TMA/manifest_canary.jsonl,jsonl,22161,1782968467.032473,49df3a110d72ba096bcac6f01da68f0c6bd4f7abd6eebf921f99296a6ad642a2,UNKNOWN,UNKNOWN,protocol_runtime_candidate,UNKNOWN,UNREVIEWED_TEXT,INVENTORIED_NOT_COPIED,small text/runtime candidate under allowed roots
/mnt/sdc/dty_user/table1_sota_execution_v1/canary/TMA/manifest_canary_gpu0.jsonl,/mnt/sdc/dty_user/table1_sota_execution_v1/canary/TMA/manifest_canary_gpu0.jsonl,jsonl,9849,1782970506.5355012,5037a1a6c478fc598c005fea46d59c3d820acba548f2bcd90ef79937fe754241,UNKNOWN,UNKNOWN,protocol_runtime_candidate,UNKNOWN,UNREVIEWED_TEXT,INVENTORIED_NOT_COPIED,small text/runtime candidate under allowed roots
/mnt/sdc/dty_user/table1_sota_execution_v1/canary/TMA/manifest_canary_gpu1.jsonl,/mnt/sdc/dty_user/table1_sota_execution_v1/canary/TMA/manifest_canary_gpu1.jsonl,jsonl,12312,1782970506.5395014,96e4fc76a12197e7ce9ca2c636044374e167019d613b54122d128e3badc2cf6d,UNKNOWN,UNKNOWN,protocol_runtime_candidate,UNKNOWN,UNREVIEWED_TEXT,INVENTORIED_NOT_COPIED,small text/runtime candidate under allowed roots
/mnt/sdc/dty_user/table1_sota_execution_v1/canary/TMA_RANDOM_TIME/failure_ledger_gpu3.json,/mnt/sdc/dty_user/table1_sota_execution_v1/canary/TMA_RANDOM_TIME/failure_ledger_gpu3.json,json,486,1782971525.8229983,4220b2cde9d7522e3848d7ccccca46834da97d25176ee97e8da02cb3f1b7c105,UNKNOWN,UNKNOWN,protocol_runtime_candidate,UNKNOWN,UNREVIEWED_TEXT,INVENTORIED_NOT_COPIED,small text/runtime candidate under allowed roots
/mnt/sdc/dty_user/table1_sota_execution_v1/canary/TMA_RANDOM_TIME/manifest_canary.jsonl,/mnt/sdc/dty_user/table1_sota_execution_v1/canary/TMA_RANDOM_TIME/manifest_canary.jsonl,jsonl,22563,1782968467.0564735,d5f1b5ac93695151e18150b37924d04d0cbae61d66409a108bee466e23655370,UNKNOWN,UNKNOWN,protocol_runtime_candidate,UNKNOWN,UNREVIEWED_TEXT,INVENTORIED_NOT_COPIED,small text/runtime candidate under allowed roots
/mnt/sdc/dty_user/table1_sota_execution_v1/canary/TMA_RANDOM_TIME/manifest_canary_gpu2.jsonl,/mnt/sdc/dty_user/table1_sota_execution_v1/canary/TMA_RANDOM_TIME/manifest_canary_gpu2.jsonl,jsonl,10029,1782970506.5635016,bae4e2ce6d4556660c65085f3a6b8b64305a75202892982e41efc49c2d1f31de,UNKNOWN,UNKNOWN,protocol_runtime_candidate,UNKNOWN,UNREVIEWED_TEXT,INVENTORIED_NOT_COPIED,small text/runtime candidate under allowed roots
/mnt/sdc/dty_user/table1_sota_execution_v1/canary/TMA_RANDOM_TIME/manifest_canary_gpu3.jsonl,/mnt/sdc/dty_user/table1_sota_execution_v1/canary/TMA_RANDOM_TIME/manifest_canary_gpu3.jsonl,jsonl,12534,1782970506.5715017,51061523e99b33acadc1c6a87fc11f7a6275027175dfe5576fe861c41c18d6e1,UNKNOWN,UNKNOWN,protocol_runtime_candidate,UNKNOWN,UNREVIEWED_TEXT,INVENTORIED_NOT_COPIED,small text/runtime candidate under allowed roots
/mnt/sdc/dty_user/table1_sota_execution_v1/canary/UMA/manifest_canary.jsonl,/mnt/sdc/dty_user/table1_sota_execution_v1/canary/UMA/manifest_canary.jsonl,jsonl,22125,1782968467.0644734,8280ad3270fdca91aa2ffa8fe22b57dd69e994ab76524e305b66a4a4ae1983ee,UNKNOWN,UNKNOWN,protocol_runtime_candidate,UNKNOWN,UNREVIEWED_TEXT,INVENTORIED_NOT_COPIED,small text/runtime candidate under allowed roots
/mnt/sdc/dty_user/table1_sota_execution_v1/canary/UMA/manifest_canary_gpu4.jsonl,/mnt/sdc/dty_user/table1_sota_execution_v1/canary/UMA/manifest_canary_gpu4.jsonl,jsonl,9833,1782970506.5715017,b4e265e44da1cca1cd5e59c11aa21c3ef2040c67d970efa580b5675f7bc0f433,UNKNOWN,UNKNOWN,protocol_runtime_candidate,UNKNOWN,UNREVIEWED_TEXT,INVENTORIED_NOT_COPIED,small text/runtime candidate under allowed roots
/mnt/sdc/dty_user/table1_sota_execution_v1/canary/UMA/manifest_canary_gpu5.jsonl,/mnt/sdc/dty_user/table1_sota_execution_v1/canary/UMA/manifest_canary_gpu5.jsonl,jsonl,12292,1782970506.575502,5dc8cf05d6c60f7c85349b7a9d65be4fdf09e5323c22ce774ddb4e970d89e944,UNKNOWN,UNKNOWN,protocol_runtime_candidate,UNKNOWN,UNREVIEWED_TEXT,INVENTORIED_NOT_COPIED,small text/runtime candidate under allowed roots
/mnt/sdc/dty_user/table1_sota_execution_v1/canary/oracle/manifest_canary.jsonl,/mnt/sdc/dty_user/table1_sota_execution_v1/canary/oracle/manifest_canary.jsonl,jsonl,21891,1782896747.5535722,4ce71463ba960ab0e986b8677ee297dca05207a684556ccae1f7b283e488240d,UNKNOWN,UNKNOWN,protocol_runtime_candidate,UNKNOWN,UNREVIEWED_TEXT,INVENTORIED_NOT_COPIED,small text/runtime candidate under allowed roots
/mnt/sdc/dty_user/table1_sota_execution_v1/canary_pass/SHUFFLED_STUDENT_CANARY_PASS.json,/mnt/sdc/dty_user/table1_sota_execution_v1/canary_pass/SHUFFLED_STUDENT_CANARY_PASS.json,json,840,1782973940.5598612,22c44216c1f4af27547f48d442ddd34fddf56e04a76cb7c9d39bb7804b5fc340,UNKNOWN,UNKNOWN,protocol_runtime_candidate,UNKNOWN,UNREVIEWED_TEXT,INVENTORIED_NOT_COPIED,small text/runtime candidate under allowed roots
/mnt/sdc/dty_user/table1_sota_execution_v1/canary_pass/TMA_RANDOM_TIME_CANARY_PASS.json,/mnt/sdc/dty_user/table1_sota_execution_v1/canary_pass/TMA_RANDOM_TIME_CANARY_PASS.json,json,815,1782973940.3718584,1170dbbd42142a861cd2ba1169169f8543f9aa6b308ab32c5fa9cb6c5469ce53,UNKNOWN,UNKNOWN,protocol_runtime_candidate,UNKNOWN,UNREVIEWED_TEXT,INVENTORIED_NOT_COPIED,small text/runtime candidate under allowed roots
/mnt/sdc/dty_user/table1_sota_execution_v1/canary_pass/TMA_STUDENT_CANARY_PASS.json,/mnt/sdc/dty_user/table1_sota_execution_v1/canary_pass/TMA_STUDENT_CANARY_PASS.json,json,788,1782973940.2558565,cc14ed4508b378399f20fa4ccee09f033feb63dd02b67c29f01787cc38a1649d,UNKNOWN,UNKNOWN,protocol_runtime_candidate,UNKNOWN,UNREVIEWED_TEXT,INVENTORIED_NOT_COPIED,small text/runtime candidate under allowed roots
/mnt/sdc/dty_user/table1_sota_execution_v1/canary_pass/UMA_STUDENT_CANARY_PASS.json,/mnt/sdc/dty_user/table1_sota_execution_v1/canary_pass/UMA_STUDENT_CANARY_PASS.json,json,786,1782973940.4638596,6a3f52ae4bae06e80fa5b9e6792ec932b1932479fcbab4e4b88c7c68867b4a82,UNKNOWN,UNKNOWN,protocol_runtime_candidate,UNKNOWN,UNREVIEWED_TEXT,INVENTORIED_NOT_COPIED,small text/runtime candidate under allowed roots
/mnt/sdc/dty_user/table1_sota_execution_v1/commands/audit_oracle.py,/mnt/sdc/dty_user/table1_sota_execution_v1/commands/audit_oracle.py,py,8799,1782926415.5914488,82a621cea8a9a1cd594cf18bd6988e61537b495b531b4ce9a813346ca495b77e,UNKNOWN,UNKNOWN,protocol_runtime_candidate,UNKNOWN,UNREVIEWED_TEXT,INVENTORIED_NOT_COPIED,small text/runtime candidate under allowed roots
/mnt/sdc/dty_user/table1_sota_execution_v1/commands/build_formal_manifest.py,/mnt/sdc/dty_user/table1_sota_execution_v1/commands/build_formal_manifest.py,py,2141,1782926414.435431,fca4328431f76ecdd916204eeeefe2b99bcb52660107202ddf7fd6cfd52f38c9,UNKNOWN,UNKNOWN,protocol_runtime_candidate,UNKNOWN,UNREVIEWED_TEXT,INVENTORIED_NOT_COPIED,small text/runtime candidate under allowed roots
/mnt/sdc/dty_user/table1_sota_execution_v1/commands/chain_stage2_canary.sh,/mnt/sdc/dty_user/table1_sota_execution_v1/commands/chain_stage2_canary.sh,sh,4246,1782926412.927408,8dad758088edcaae1f4dc32860d2bcfde54799207aa68bfd38d1622a9a675813,UNKNOWN,UNKNOWN,protocol_runtime_candidate,UNKNOWN,UNREVIEWED_TEXT,INVENTORIED_NOT_COPIED,small text/runtime candidate under allowed roots
/mnt/sdc/dty_user/table1_sota_execution_v1/commands/chain_stage3_tma_full.sh,/mnt/sdc/dty_user/table1_sota_execution_v1/commands/chain_stage3_tma_full.sh,sh,6316,1782926413.327414,f05d0d1ee4f1414921bfa409dd0228eabf4e6bf99b6e1d2a0476c97ac79e3dcb,UNKNOWN,UNKNOWN,protocol_runtime_candidate,UNKNOWN,UNREVIEWED_TEXT,INVENTORIED_NOT_COPIED,small text/runtime candidate under allowed roots
/mnt/sdc/dty_user/table1_sota_execution_v1/commands/chain_stage4_uma_shuffled.sh,/mnt/sdc/dty_user/table1_sota_execution_v1/commands/chain_stage4_uma_shuffled.sh,sh,5510,1782926413.6994197,5ed5b6710b18c3d9aafda85bc6068821b1aa53d2b203acf2058d5cc9cb289bf1,UNKNOWN,UNKNOWN,protocol_runtime_candidate,UNKNOWN,UNREVIEWED_TEXT,INVENTORIED_NOT_COPIED,small text/runtime candidate under allowed roots
/mnt/sdc/dty_user/table1_sota_execution_v1/commands/chain_stage5_aggregate.sh,/mnt/sdc/dty_user/table1_sota_execution_v1/commands/chain_stage5_aggregate.sh,sh,2978,1782926414.0594254,b2171e0c17cb3b60dcb7eab83d867d7ffda1efcff92911d8486e351b8d0eb355,UNKNOWN,UNKNOWN,protocol_runtime_candidate,UNKNOWN,UNREVIEWED_TEXT,INVENTORIED_NOT_COPIED,small text/runtime candidate under allowed roots
/mnt/sdc/dty_user/table1_sota_execution_v1/commands/launch_tma_canary.sh,/mnt/sdc/dty_user/table1_sota_execution_v1/commands/launch_tma_canary.sh,sh,1596,1782899243.3918915,a9dd5e9647c95bbe88647d08bdd41304291cba9d901163ed1f2e8b774e12b481,UNKNOWN,UNKNOWN,protocol_runtime_candidate,UNKNOWN,UNREVIEWED_TEXT,INVENTORIED_NOT_COPIED,small text/runtime candidate under allowed roots
/mnt/sdc/dty_user/table1_sota_execution_v1/commands/prepare_sota_canaries.py,/mnt/sdc/dty_user/table1_sota_execution_v1/commands/prepare_sota_canaries.py,py,10902,1782968464.3004317,e49e29b21a6f77b9ebff2bce9f69ebfce126328f2afa012a26ad696d13fa2ee8,UNKNOWN,UNKNOWN,protocol_runtime_candidate,UNKNOWN,UNREVIEWED_TEXT,INVENTORIED_NOT_COPIED,small text/runtime candidate under allowed roots
/mnt/sdc/dty_user/table1_sota_execution_v1/commands/run_oracle_env_gripper_bridge.py,/mnt/sdc/dty_user/table1_sota_execution_v1/commands/run_oracle_env_gripper_bridge.py,py,13396,1782957543.85466,3192fc2bc90f2e9d5180cd4562ada547e9cb4a45ba405b5e44b51b1347512963,UNKNOWN,UNKNOWN,protocol_runtime_candidate,UNKNOWN,UNREVIEWED_TEXT,INVENTORIED_NOT_COPIED,small text/runtime candidate under allowed roots
/mnt/sdc/dty_user/table1_sota_execution_v1/commands/run_oracle_env_gripper_worker.py,/mnt/sdc/dty_user/table1_sota_execution_v1/commands/run_oracle_env_gripper_worker.py,py,4636,1782926415.211443,ef31add0fc14d593e677edee2151c8288bc003b632b085efb44623caefc64cef,UNKNOWN,UNKNOWN,protocol_runtime_candidate,UNKNOWN,UNREVIEWED_TEXT,INVENTORIED_NOT_COPIED,small text/runtime candidate under allowed roots
/mnt/sdc/dty_user/table1_sota_execution_v1/commands/run_sota_worker.py,/mnt/sdc/dty_user/table1_sota_execution_v1/commands/run_sota_worker.py,py,7122,1782926414.8474374,46250ffc32305482fcb7daa72a6a718c999f8176a374e2cd4f24244e784861d6,UNKNOWN,UNKNOWN,protocol_runtime_candidate,UNKNOWN,UNREVIEWED_TEXT,INVENTORIED_NOT_COPIED,small text/runtime candidate under allowed roots
/mnt/sdc/dty_user/table1_sota_execution_v1/commands/run_v2_vis_sc5_mlp_bridge.py,/mnt/sdc/dty_user/table1_sota_execution_v1/commands/run_v2_vis_sc5_mlp_bridge.py,py,29469,1782926412.1873965,4ce75f9af67c4fd94bfd9d64b51ccba5324d37c1ab1b28d5f74c485860701d6f,UNKNOWN,UNKNOWN,protocol_runtime_candidate,UNKNOWN,UNREVIEWED_TEXT,INVENTORIED_NOT_COPIED,small text/runtime candidate under allowed roots
/mnt/sdc/dty_user/table1_sota_execution_v1/commands/supervisor_oracle_sota.sh,/mnt/sdc/dty_user/table1_sota_execution_v1/commands/supervisor_oracle_sota.sh,sh,2739,1782928084.1092677,749a8095449466f1d4b3b84ac0b566a1abc549516fa4cb3f43f0e7f7f6439278,UNKNOWN,UNKNOWN,protocol_runtime_candidate,UNKNOWN,UNREVIEWED_TEXT,INVENTORIED_NOT_COPIED,small text/runtime candidate under allowed roots
/mnt/sdc/dty_user/table1_sota_execution_v1/commands/validate_sota_condition.py,/mnt/sdc/dty_user/table1_sota_execution_v1/commands/validate_sota_condition.py,py,18093,1782973460.9285564,b077e766b5e11f5a0a58829cbf7c62ac25abbf6de574a9f73d8ce4291a4deefc,UNKNOWN,UNKNOWN,protocol_runtime_candidate,UNKNOWN,UNREVIEWED_TEXT,INVENTORIED_NOT_COPIED,small text/runtime candidate under allowed roots
/mnt/sdc/dty_user/table1_sota_execution_v1/condition_specs/TABLE1_SOTA_CONDITION_REGISTRY_V1.csv,/mnt/sdc/dty_user/table1_sota_execution_v1/condition_specs/TABLE1_SOTA_CONDITION_REGISTRY_V1.csv,csv,1022,1782968467.0844738,3d016c20fd06488aef6efbd49db602356b97896117ea06f04147ad23c3520d78,UNKNOWN,UNKNOWN,protocol_runtime_candidate,UNKNOWN,UNREVIEWED_TEXT,INVENTORIED_NOT_COPIED,small text/runtime candidate under allowed roots
