step,task,state_id,raw_gripper,env_gripper,gripper_qpos_before,gripper_qpos_after,eef_x,eef_y,eef_z,decoded_open,raw_valid,env_valid,qpos_valid,eef_valid,convention_ok,semantics_ok,success_done,success_check
31,bbq_sauce,36,0.996078,-1.0,-4.159e-05,-4.015e-05,0.028346,-0.073406,0.211422,1,1,1,1,1,1,1,0,0
32,bbq_sauce,36,0.996078,-1.0,-4.015e-05,-5.806e-05,0.032652,-0.073529,0.20555,1,1,1,1,1,1,1,0,0
33,bbq_sauce,36,0.996078,-1.0,-5.806e-05,-5.349e-05,0.036688,-0.077069,0.201564,1,1,1,1,1,1,1,0,0
34,bbq_sauce,36,0.996078,-1.0,-5.349e-05,-4.065e-05,0.040846,-0.08109,0.197538,1,1,1,1,1,1,1,0,0
35,bbq_sauce,36,0.996078,-1.0,-4.065e-05,-4.205e-05,0.043772,-0.082085,0.191327,1,1,1,1,1,1,1,0,0
36,bbq_sauce,36,0.996078,-1.0,-4.205e-05,-3.998e-05,0.045379,-0.082675,0.184196,1,1,1,1,1,1,1,0,0
37,bbq_sauce,36,0.996078,-1.0,-3.998e-05,-3.75e-05,0.046497,-0.083431,0.17674,1,1,1,1,1,1,1,0,0
38,bbq_sauce,36,0.996078,-1.0,-3.75e-05,-3.519e-05,0.047388,-0.083929,0.169099,1,1,1,1,1,1,1,0,0
39,bbq_sauce,36,0.996078,-1.0,-3.519e-05,-3.324e-05,0.048332,-0.084245,0.161435,1,1,1,1,1,1,1,0,0
40,bbq_sauce,36,0.996078,-1.0,-3.324e-05,-3.19e-05,0.049275,-0.084437,0.153715,1,1,1,1,1,1,1,0,0
41,bbq_sauce,36,0.996078,-1.0,-3.19e-05,-3.096e-05,0.049515,-0.084552,0.145929,1,1,1,1,1,1,1,0,0
42,bbq_sauce,36,0.996078,-1.0,-3.096e-05,-2.848e-05,0.048821,-0.084699,0.138833,1,1,1,1,1,1,1,0,0
43,bbq_sauce,36,0.996078,-1.0,-2.848e-05,-2.813e-05,0.049339,-0.084819,0.132528,1,1,1,1,1,1,1,0,0
44,bbq_sauce,36,0.996078,-1.0,-2.813e-05,-2.688e-05,0.048647,-0.084924,0.125786,1,1,1,1,1,1,1,0,0
45,bbq_sauce,36,0.996078,-1.0,-2.688e-05,-2.568e-05,0.046871,-0.085043,0.119213,1,1,1,1,1,1,1,0,0
46,bbq_sauce,36,0.996078,-1.0,-2.568e-05,-2.441e-05,0.044636,-0.085142,0.11293,1,1,1,1,1,1,1,0,0
47,bbq_sauce,36,0.996078,-1.0,-2.441e-05,-2.316e-05,0.04206,-0.085227,0.106851,1,1,1,1,1,1,1,0,0
48,bbq_sauce,36,0.996078,-1.0,-2.316e-05,-2.198e-05,0.039246,-0.085288,0.100284,1,1,1,1,1,1,1,0,0
49,bbq_sauce,36,0.0,1.0,-2.198e-05,-1.841e-05,0.03626,-0.085322,0.094751,0,1,1,1,1,1,1,0,0
50,bbq_sauce,36,0.996078,-1.0,-1.841e-05,-6.98e-06,0.032496,-0.085408,0.090311,1,1,1,1,1,1,1,0,0
51,bbq_sauce,36,0.0,1.0,-6.98e-06,-5.99e-06,0.029059,-0.085478,0.086,0,1,1,1,1,1,1,0,0
52,bbq_sauce,36,0.0,1.0,-5.99e-06,-4.86e-06,0.027049,-0.085779,0.082045,0,1,1,1,1,1,1,0,0
53,bbq_sauce,36,0.0,1.0,-4.86e-06,1.324e-05,0.025813,-0.086252,0.078374,0,1,1,1,1,1,1,0,0
54,bbq_sauce,36,0.0,1.0,1.324e-05,3.84e-06,0.024299,-0.086332,0.075918,0,1,1,1,1,1,1,0,0
55,bbq_sauce,36,0.0,1.0,3.84e-06,-2.84e-06,0.022528,-0.08637,0.074258,0,1,1,1,1,1,1,0,0
56,bbq_sauce,36,0.0,1.0,-2.84e-06,1.64e-06,0.020367,-0.086495,0.072662,0,1,1,1,1,1,1,0,0
57,bbq_sauce,36,0.0,1.0,1.64e-06,-9.69e-06,0.018476,-0.086585,0.071783,0,1,1,1,1,1,1,0,0
58,bbq_sauce,36,0.0,1.0,-9.69e-06,-1.28e-05,0.01766,-0.086927,0.071931,0,1,1,1,1,1,1,0,0
59,bbq_sauce,36,0.0,1.0,-1.28e-05,-4.02e-06,0.017406,-0.087465,0.072398,0,1,1,1,1,1,1,0,0
60,bbq_sauce,36,0.0,1.0,-4.02e-06,1.762e-05,0.017388,-0.087924,0.074021,0,1,1,1,1,1,1,0,0
61,bbq_sauce,36,0.0,1.0,1.762e-05,1.333e-05,0.01766,-0.087924,0.077326,0,1,1,1,1,1,1,0,0
62,bbq_sauce,36,0.0,1.0,1.333e-05,1.5e-06,0.017914,-0.087784,0.081381,0,1,1,1,1,1,1,0,0
63,bbq_sauce,36,0.0,1.0,1.5e-06,-9.6e-06,0.018079,-0.087821,0.085547,0,1,1,1,1,1,1,0,0
64,bbq_sauce,36,0.0,1.0,-9.6e-06,2.94e-06,0.017817,-0.088143,0.089125,0,1,1,1,1,1,1,0,0
65,bbq_sauce,36,0.0,1.0,2.94e-06,4.02e-06,0.017894,-0.088416,0.092645,0,1,1,1,1,1,1,0,0
66,bbq_sauce,36,0.0,1.0,4.02e-06,1.267e-05,0.018172,-0.088588,0.096589,0,1,1,1,1,1,1,0,0
67,bbq_sauce,36,0.0,1.0,1.267e-05,3.75e-06,0.018477,-0.088462,0.101304,0,1,1,1,1,1,1,0,0
68,bbq_sauce,36,0.0,1.0,3.75e-06,3.09e-06,0.018958,-0.088526,0.106645,0,1,1,1,1,1,1,0,0
69,bbq_sauce,36,0.0,1.0,3.09e-06,2.85e-06,0.019642,-0.088644,0.112226,0,1,1,1,1,1,1,0,0
70,bbq_sauce,36,0.0,1.0,2.85e-06,2.22e-06,0.020779,-0.088623,0.117624,0,1,1,1,1,1,1,0,0
71,bbq_sauce,36,0.996078,-1.0,2.22e-06,-3.19e-06,0.022424,-0.088494,0.122469,1,1,1,1,1,1,1,0,0
72,bbq_sauce,36,0.996078,-1.0,-3.19e-06,-1.659e-05,0.024406,-0.088333,0.126856,1,1,1,1,1,1,1,0,0
73,bbq_sauce,36,0.996078,-1.0,-1.659e-05,-3.21e-06,0.026499,-0.088193,0.131032,1,1,1,1,1,1,1,0,0
74,bbq_sauce,36,0.996078,-1.0,-3.21e-06,-1.148e-05,0.029176,-0.087796,0.134609,1,1,1,1,1,1,1,0,0
75,bbq_sauce,36,0.996078,-1.0,-1.148e-05,-1.63e-05,0.032236,-0.087263,0.140485,1,1,1,1,1,1,1,0,0
76,bbq_sauce,36,0.996078,-1.0,-1.63e-05,1.049e-05,0.035611,-0.086725,0.147816,1,1,1,1,1,1,1,0,0
77,bbq_sauce,36,0.996078,-1.0,1.049e-05,-2.663e-05,0.039605,-0.085876,0.15208,1,1,1,1,1,1,1,0,0
78,bbq_sauce,36,0.996078,-1.0,-2.663e-05,-4.665e-05,0.042792,-0.085213,0.152301,1,1,1,1,1,1,1,0,0
79,bbq_sauce,36,0.996078,-1.0,-4.665e-05,-5.934e-05,0.045089,-0.084983,0.151385,1,1,1,1,1,1,1,0,0
80,bbq_sauce,36,0.996078,-1.0,-5.934e-05,-6.393e-05,0.046959,-0.085009,0.14978,1,1,1,1,1,1,1,0,0
81,bbq_sauce,36,0.996078,-1.0,-6.393e-05,-6.147e-05,0.048499,-0.085145,0.147288,1,1,1,1,1,1,1,0,0
82,bbq_sauce,36,0.996078,-1.0,-6.147e-05,-6.895e-05,0.049786,-0.085248,0.143121,1,1,1,1,1,1,1,0,0
83,bbq_sauce,36,0.996078,-1.0,-6.895e-05,-7.979e-05,0.050568,-0.085363,0.137864,1,1,1,1,1,1,1,0,0
84,bbq_sauce,36,0.996078,-1.0,-7.979e-05,-7.764e-05,0.050105,-0.085511,0.132008,1,1,1,1,1,1,1,0,0
85,bbq_sauce,36,0.996078,-1.0,-7.764e-05,-7.333e-05,0.049116,-0.085673,0.125836,1,1,1,1,1,1,1,0,0
86,bbq_sauce,36,0.996078,-1.0,-7.333e-05,-7.293e-05,0.048225,-0.085833,0.119476,1,1,1,1,1,1,1,0,0
87,bbq_sauce,36,0.996078,-1.0,-7.293e-05,-7.423e-05,0.047238,-0.085972,0.112837,1,1,1,1,1,1,1,0,0
88,bbq_sauce,36,0.996078,-1.0,-7.423e-05,-7.459e-05,0.045506,-0.086101,0.104988,1,1,1,1,1,1,1,0,0
89,bbq_sauce,36,0.996078,-1.0,-7.459e-05,-7.48e-05,0.043169,-0.086213,0.097034,1,1,1,1,1,1,1,0,0
90,bbq_sauce,36,0.996078,-1.0,-7.48e-05,-7.453e-05,0.040535,-0.086345,0.089549,1,1,1,1,1,1,1,0,0
91,bbq_sauce,36,0.0,1.0,-7.453e-05,-7.261e-05,0.037941,-0.086472,0.082003,0,1,1,1,1,1,1,0,0
92,bbq_sauce,36,0.0,1.0,-7.261e-05,-6.338e-05,0.035226,-0.086687,0.07642,0,1,1,1,1,1,1,0,0
93,bbq_sauce,36,0.0,1.0,-6.338e-05,-5.129e-05,0.03319,-0.086748,0.073879,0,1,1,1,1,1,1,0,0
94,bbq_sauce,36,0.0,1.0,-5.129e-05,-6.379e-05,0.032009,-0.086535,0.072498,0,1,1,1,1,1,1,0,0
95,bbq_sauce,36,0.0,1.0,-6.379e-05,-6.423e-05,0.031688,-0.086445,0.072395,0,1,1,1,1,1,1,0,0
96,bbq_sauce,36,0.0,1.0,-6.423e-05,0.00314155,0.032032,-0.086425,0.07369,0,1,1,1,1,1,1,0,0
97,bbq_sauce,36,0.0,1.0,0.00314155,0.00743346,0.032342,-0.086349,0.074831,0,1,1,1,1,1,1,0,0
98,bbq_sauce,36,0.0,1.0,0.00743346,0.00820341,0.032418,-0.086364,0.075371,0,1,1,1,1,1,1,0,0
99,bbq_sauce,36,0.0,1.0,0.00820341,0.00805957,0.032437,-0.086337,0.075773,0,1,1,1,1,1,1,0,0
100,bbq_sauce,36,0.0,1.0,0.00805957,0.00794706,0.03239,-0.086339,0.076321,0,1,1,1,1,1,1,0,0
101,bbq_sauce,36,0.0,1.0,0.00794706,0.00783572,0.032765,-0.086097,0.078662,0,1,1,1,1,1,1,0,0
102,bbq_sauce,36,0.0,1.0,0.00783572,0.0077228,0.033042,-0.085865,0.081526,0,1,1,1,1,1,1,0,0
103,bbq_sauce,36,0.0,1.0,0.0077228,0.00760306,0.033372,-0.085433,0.08551,0,1,1,1,1,1,1,0,0
104,bbq_sauce,36,0.0,1.0,0.00760306,0.00747471,0.033897,-0.084764,0.090902,0,1,1,1,1,1,1,0,0
105,bbq_sauce,36,0.0,1.0,0.00747471,0.00734933,0.033613,-0.084302,0.096923,0,1,1,1,1,1,1,0,0
106,bbq_sauce,36,0.0,1.0,0.00734933,0.00722299,0.033223,-0.083682,0.105057,0,1,1,1,1,1,1,0,0
107,bbq_sauce,36,0.0,1.0,0.00722299,0.00708538,0.032763,-0.082205,0.115329,0,1,1,1,1,1,1,0,0
108,bbq_sauce,36,0.0,1.0,0.00708538,0.00695448,0.031994,-0.080457,0.126602,0,1,1,1,1,1,1,0,0
109,bbq_sauce,36,0.0,1.0,0.00695448,0.00681712,0.030981,-0.07815,0.137749,0,1,1,1,1,1,1,0,0
110,bbq_sauce,36,0.0,1.0,0.00681712,0.00668281,0.030717,-0.075525,0.149675,0,1,1,1,1,1,1,0,0
111,bbq_sauce,36,0.0,1.0,0.00668281,0.00654956,0.029727,-0.072566,0.160651,0,1,1,1,1,1,1,0,0
112,bbq_sauce,36,0.0,1.0,0.00654956,0.00641944,0.028526,-0.068858,0.170905,0,1,1,1,1,1,1,0,0
113,bbq_sauce,36,0.0,1.0,0.00641944,0.00627722,0.027899,-0.06409,0.181268,0,1,1,1,1,1,1,0,0
114,bbq_sauce,36,0.0,1.0,0.00627722,0.00614446,0.026627,-0.059315,0.191233,0,1,1,1,1,1,1,0,0
115,bbq_sauce,36,0.0,1.0,0.00614446,0.00601718,0.025039,-0.054457,0.200749,0,1,1,1,1,1,1,0,0
116,bbq_sauce,36,0.0,1.0,0.00601718,0.00589263,0.023659,-0.04882,0.209406,0,1,1,1,1,1,1,0,0
117,bbq_sauce,36,0.0,1.0,0.00589263,0.00576295,0.022449,-0.042333,0.217199,0,1,1,1,1,1,1,0,0
118,bbq_sauce,36,0.0,1.0,0.00576295,0.0056488,0.021005,-0.035774,0.224738,0,1,1,1,1,1,1,0,0
119,bbq_sauce,36,0.0,1.0,0.0056488,0.00552417,0.020098,-0.028204,0.232026,0,1,1,1,1,1,1,0,0
120,bbq_sauce,36,0.0,1.0,0.00552417,0.00540318,0.018784,-0.020268,0.23873,0,1,1,1,1,1,1,0,0
121,bbq_sauce,36,0.0,1.0,0.00540318,0.0052896,0.017026,-0.01259,0.245313,0,1,1,1,1,1,1,0,0
122,bbq_sauce,36,0.0,1.0,0.0052896,0.00518085,0.015239,-0.0044,0.251362,0,1,1,1,1,1,1,0,0
123,bbq_sauce,36,0.0,1.0,0.00518085,0.00507187,0.013927,0.004726,0.256903,0,1,1,1,1,1,1,0,0
124,bbq_sauce,36,0.0,1.0,0.00507187,0.00496713,0.012338,0.013657,0.261614,0,1,1,1,1,1,1,0,0
125,bbq_sauce,36,0.0,1.0,0.00496713,0.00486371,0.010444,0.023114,0.266215,0,1,1,1,1,1,1,0,0
126,bbq_sauce,36,0.0,1.0,0.00486371,0.00475958,0.008433,0.033252,0.27069,0,1,1,1,1,1,1,0,0
127,bbq_sauce,36,0.0,1.0,0.00475958,0.00465854,0.006601,0.043303,0.27445,0,1,1,1,1,1,1,0,0
128,bbq_sauce,36,0.0,1.0,0.00465854,0.00456066,0.005042,0.053315,0.277876,0,1,1,1,1,1,1,0,0
129,bbq_sauce,36,0.0,1.0,0.00456066,0.00446103,0.003684,0.063901,0.281426,0,1,1,1,1,1,1,0,0
130,bbq_sauce,36,0.0,1.0,0.00446103,0.00436344,0.002347,0.074524,0.285438,0,1,1,1,1,1,1,0,0
131,bbq_sauce,36,0.0,1.0,0.00436344,0.00427033,0.000938,0.084931,0.28873,0,1,1,1,1,1,1,0,0
132,bbq_sauce,36,0.0,1.0,0.00427033,0.00417667,-0.00013,0.095517,0.290527,0,1,1,1,1,1,1,0,0
133,bbq_sauce,36,0.0,1.0,0.00417667,0.00408635,-0.000944,0.105714,0.290969,0,1,1,1,1,1,1,0,0
134,bbq_sauce,36,0.0,1.0,0.00408635,0.00399332,-0.002246,0.116262,0.291432,0,1,1,1,1,1,1,0,0
135,bbq_sauce,36,0.0,1.0,0.00399332,0.00390196,-0.00389,0.127197,0.292429,0,1,1,1,1,1,1,0,0
136,bbq_sauce,36,0.0,1.0,0.00390196,0.00381334,-0.00495,0.137919,0.293394,0,1,1,1,1,1,1,0,0
137,bbq_sauce,36,0.0,1.0,0.00381334,0.00372433,-0.006317,0.148619,0.293151,0,1,1,1,1,1,1,0,0
138,bbq_sauce,36,0.0,1.0,0.00372433,0.00363825,-0.007323,0.159124,0.292632,0,1,1,1,1,1,1,0,0
139,bbq_sauce,36,0.0,1.0,0.00363825,0.00355355,-0.007963,0.169467,0.292302,0,1,1,1,1,1,1,0,0
140,bbq_sauce,36,0.0,1.0,0.00355355,0.00346894,-0.008711,0.179898,0.291565,0,1,1,1,1,1,1,0,0
141,bbq_sauce,36,0.0,1.0,0.00346894,0.00338435,-0.009197,0.190177,0.291012,0,1,1,1,1,1,1,0,0
142,bbq_sauce,36,0.0,1.0,0.00338435,0.00330015,-0.00987,0.19996,0.290499,0,1,1,1,1,1,1,0,0
143,bbq_sauce,36,0.0,1.0,0.00330015,0.00321456,-0.010499,0.20942,0.28944,0,1,1,1,1,1,1,0,0
144,bbq_sauce,36,0.0,1.0,0.00321456,0.00313392,-0.011226,0.21805,0.287892,0,1,1,1,1,1,1,0,0
145,bbq_sauce,36,0.0,1.0,0.00313392,0.00304987,-0.01159,0.22663,0.285555,0,1,1,1,1,1,1,0,0
146,bbq_sauce,36,0.0,1.0,0.00304987,0.00296492,-0.011527,0.234462,0.282512,0,1,1,1,1,1,1,0,0
147,bbq_sauce,36,0.0,1.0,0.00296492,0.0028882,-0.011696,0.240935,0.278177,0,1,1,1,1,1,1,0,0
148,bbq_sauce,36,0.0,1.0,0.0028882,0.00280531,-0.011417,0.247992,0.273831,0,1,1,1,1,1,1,0,0
149,bbq_sauce,36,0.0,1.0,0.00280531,0.0027238,-0.011178,0.254331,0.268597,0,1,1,1,1,1,1,0,0
150,bbq_sauce,36,0.0,1.0,0.0027238,0.00264253,-0.011028,0.259052,0.262273,0,1,1,1,1,1,1,0,0
151,bbq_sauce,36,0.0,1.0,0.00264253,0.00256004,-0.012328,0.262715,0.255654,0,1,1,1,1,1,1,0,0
152,bbq_sauce,36,0.0,1.0,0.00256004,0.00248243,-0.014761,0.265207,0.248363,0,1,1,1,1,1,1,0,0
153,bbq_sauce,36,0.0,1.0,0.00248243,0.00240438,-0.015423,0.267027,0.241358,0,1,1,1,1,1,1,0,0
154,bbq_sauce,36,0.0,1.0,0.00240438,0.00232591,-0.015043,0.268284,0.234244,0,1,1,1,1,1,1,0,0
155,bbq_sauce,36,0.0,1.0,0.00232591,0.0022511,-0.014331,0.268022,0.226042,0,1,1,1,1,1,1,0,0
156,bbq_sauce,36,0.0,1.0,0.0022511,0.00217744,-0.01295,0.267045,0.217475,0,1,1,1,1,1,1,0,0
157,bbq_sauce,36,0.0,1.0,0.00217744,0.0021047,-0.01143,0.266034,0.208899,0,1,1,1,1,1,1,0,0
158,bbq_sauce,36,0.0,1.0,0.0021047,0.00203458,-0.010804,0.265262,0.199752,0,1,1,1,1,1,1,0,0
159,bbq_sauce,36,0.996078,-1.0,0.00203458,0.00191718,-0.009962,0.264301,0.190444,1,1,1,1,1,1,1,0,0
160,bbq_sauce,36,0.996078,-1.0,0.00191718,0.00178686,-0.009753,0.263243,0.185172,1,1,1,1,1,1,1,0,0
161,bbq_sauce,36,0.996078,-1.0,0.00178686,0.00163574,-0.010529,0.262568,0.184435,1,1,1,1,1,1,1,0,0
162,bbq_sauce,36,0.996078,-1.0,0.00163574,0.00144764,-0.011568,0.262107,0.185366,1,1,1,1,1,1,1,0,0
163,bbq_sauce,36,0.996078,-1.0,0.00144764,0.00093825,-0.012138,0.261677,0.187013,1,1,1,1,1,1,1,0,0
164,bbq_sauce,36,0.996078,-1.0,0.00093825,0.00049941,-0.012545,0.261286,0.189303,1,1,1,1,1,1,1,1,1
