step,task,state_id,raw_gripper,env_gripper,gripper_qpos_before,gripper_qpos_after,eef_x,eef_y,eef_z,decoded_open,raw_valid,env_valid,qpos_valid,eef_valid,convention_ok,semantics_ok,success_done,success_check
22,tomato_sauce,6,0.996078,-1.0,-3.681e-05,-4.306e-05,-0.070453,-0.008934,0.236673,1,1,1,1,1,1,1,0,0
23,tomato_sauce,6,0.996078,-1.0,-4.306e-05,-4.872e-05,-0.06094,-0.012307,0.23411,1,1,1,1,1,1,1,0,0
24,tomato_sauce,6,0.996078,-1.0,-4.872e-05,-5.322e-05,-0.051422,-0.016205,0.231388,1,1,1,1,1,1,1,0,0
25,tomato_sauce,6,0.996078,-1.0,-5.322e-05,-5.732e-05,-0.041933,-0.020379,0.22859,1,1,1,1,1,1,1,0,0
26,tomato_sauce,6,0.996078,-1.0,-5.732e-05,-6.153e-05,-0.032464,-0.024689,0.225752,1,1,1,1,1,1,1,0,0
27,tomato_sauce,6,0.996078,-1.0,-6.153e-05,-6.523e-05,-0.02303,-0.029171,0.22289,1,1,1,1,1,1,1,0,0
28,tomato_sauce,6,0.996078,-1.0,-6.523e-05,-6.861e-05,-0.013658,-0.033769,0.220115,1,1,1,1,1,1,1,0,0
29,tomato_sauce,6,0.996078,-1.0,-6.861e-05,-7.188e-05,-0.004351,-0.03841,0.217452,1,1,1,1,1,1,1,0,0
30,tomato_sauce,6,0.996078,-1.0,-7.188e-05,-7.509e-05,0.004672,-0.043021,0.215021,1,1,1,1,1,1,1,0,0
31,tomato_sauce,6,0.996078,-1.0,-7.509e-05,-7.8e-05,0.013845,-0.047684,0.213341,1,1,1,1,1,1,1,0,0
32,tomato_sauce,6,0.996078,-1.0,-7.8e-05,-8.15e-05,0.022858,-0.052385,0.21161,1,1,1,1,1,1,1,0,0
33,tomato_sauce,6,0.996078,-1.0,-8.15e-05,-8.385e-05,0.031367,-0.057053,0.209724,1,1,1,1,1,1,1,0,0
34,tomato_sauce,6,0.996078,-1.0,-8.385e-05,-8.779e-05,0.039516,-0.06156,0.208218,1,1,1,1,1,1,1,0,0
35,tomato_sauce,6,0.996078,-1.0,-8.779e-05,-9.248e-05,0.047403,-0.066139,0.207053,1,1,1,1,1,1,1,0,0
36,tomato_sauce,6,0.996078,-1.0,-9.248e-05,-9.805e-05,0.054899,-0.071037,0.206062,1,1,1,1,1,1,1,0,0
37,tomato_sauce,6,0.996078,-1.0,-9.805e-05,-0.00010279,0.061608,-0.076244,0.205067,1,1,1,1,1,1,1,0,0
38,tomato_sauce,6,0.996078,-1.0,-0.00010279,-0.00010287,0.067808,-0.08176,0.204059,1,1,1,1,1,1,1,0,0
39,tomato_sauce,6,0.996078,-1.0,-0.00010287,-0.00010303,0.073717,-0.086698,0.201584,1,1,1,1,1,1,1,0,0
40,tomato_sauce,6,0.996078,-1.0,-0.00010303,-0.00010245,0.078002,-0.090254,0.197492,1,1,1,1,1,1,1,0,0
41,tomato_sauce,6,0.996078,-1.0,-0.00010245,-0.00010201,0.081076,-0.092227,0.193665,1,1,1,1,1,1,1,0,0
42,tomato_sauce,6,0.996078,-1.0,-0.00010201,-0.00010826,0.084123,-0.093173,0.189679,1,1,1,1,1,1,1,0,0
43,tomato_sauce,6,0.996078,-1.0,-0.00010826,-0.00010886,0.086437,-0.094649,0.185527,1,1,1,1,1,1,1,0,0
44,tomato_sauce,6,0.996078,-1.0,-0.00010886,-0.00010809,0.088612,-0.09599,0.180832,1,1,1,1,1,1,1,0,0
45,tomato_sauce,6,0.996078,-1.0,-0.00010809,-0.00010828,0.090698,-0.096863,0.174861,1,1,1,1,1,1,1,0,0
46,tomato_sauce,6,0.996078,-1.0,-0.00010828,-0.00012161,0.092312,-0.097087,0.167504,1,1,1,1,1,1,1,0,0
47,tomato_sauce,6,0.996078,-1.0,-0.00012161,-0.00011906,0.093034,-0.099477,0.16083,1,1,1,1,1,1,1,0,0
48,tomato_sauce,6,0.996078,-1.0,-0.00011906,-0.00011666,0.092922,-0.101791,0.153965,1,1,1,1,1,1,1,0,0
49,tomato_sauce,6,0.996078,-1.0,-0.00011666,-0.00011821,0.093103,-0.103088,0.145941,1,1,1,1,1,1,1,0,0
50,tomato_sauce,6,0.996078,-1.0,-0.00011821,-0.00012225,0.092901,-0.104291,0.137261,1,1,1,1,1,1,1,0,0
51,tomato_sauce,6,0.996078,-1.0,-0.00012225,-0.00012309,0.090658,-0.10514,0.12921,1,1,1,1,1,1,1,0,0
52,tomato_sauce,6,0.996078,-1.0,-0.00012309,-0.00012765,0.087584,-0.105802,0.12184,1,1,1,1,1,1,1,0,0
53,tomato_sauce,6,0.996078,-1.0,-0.00012765,-0.00012699,0.08412,-0.107132,0.113953,1,1,1,1,1,1,1,0,0
54,tomato_sauce,6,0.996078,-1.0,-0.00012699,-0.00013272,0.080005,-0.107986,0.106346,1,1,1,1,1,1,1,0,0
55,tomato_sauce,6,0.996078,-1.0,-0.00013272,-0.00013771,0.075366,-0.109314,0.099116,1,1,1,1,1,1,1,0,0
56,tomato_sauce,6,0.996078,-1.0,-0.00013771,-0.00014277,0.070235,-0.111449,0.092072,1,1,1,1,1,1,1,0,0
57,tomato_sauce,6,0.996078,-1.0,-0.00014277,-0.00013951,0.064555,-0.114012,0.084856,1,1,1,1,1,1,1,0,0
58,tomato_sauce,6,0.996078,-1.0,-0.00013951,-0.00019759,0.059027,-0.115574,0.078117,1,1,1,1,1,1,1,0,0
59,tomato_sauce,6,0.996078,-1.0,-0.00019759,-0.00050266,0.053638,-0.116015,0.071907,1,1,1,1,1,1,1,0,0
60,tomato_sauce,6,0.996078,-1.0,-0.00050266,-0.00073,0.050764,-0.115594,0.068171,1,1,1,1,1,1,1,0,0
61,tomato_sauce,6,0.996078,-1.0,-0.00073,-0.00061089,0.049979,-0.114352,0.066727,1,1,1,1,1,1,1,0,0
62,tomato_sauce,6,0.996078,-1.0,-0.00061089,-0.00059295,0.04905,-0.113429,0.065499,1,1,1,1,1,1,1,0,0
63,tomato_sauce,6,0.996078,-1.0,-0.00059295,-0.00058001,0.047986,-0.11277,0.064382,1,1,1,1,1,1,1,0,0
64,tomato_sauce,6,0.996078,-1.0,-0.00058001,-0.00053997,0.047309,-0.112321,0.063953,1,1,1,1,1,1,1,0,0
65,tomato_sauce,6,0.996078,-1.0,-0.00053997,-0.00052957,0.046994,-0.111978,0.063724,1,1,1,1,1,1,1,0,0
66,tomato_sauce,6,0.0,1.0,-0.00052957,-0.00088508,0.046937,-0.111686,0.06327,0,1,1,1,1,1,1,0,0
67,tomato_sauce,6,0.0,1.0,-0.00088508,-0.00244418,0.046942,-0.111661,0.062936,0,1,1,1,1,1,1,0,0
68,tomato_sauce,6,0.0,1.0,-0.00244418,-0.00384196,0.046959,-0.111826,0.063156,0,1,1,1,1,1,1,0,0
69,tomato_sauce,6,0.0,1.0,-0.00384196,-0.00522253,0.047218,-0.111798,0.063859,0,1,1,1,1,1,1,0,0
70,tomato_sauce,6,0.0,1.0,-0.00522253,-0.00464245,0.047952,-0.111429,0.06498,0,1,1,1,1,1,1,0,0
71,tomato_sauce,6,0.0,1.0,-0.00464245,-0.00379969,0.048536,-0.110743,0.065796,0,1,1,1,1,1,1,0,0
72,tomato_sauce,6,0.0,1.0,-0.00379969,-0.00376128,0.048496,-0.111175,0.067194,0,1,1,1,1,1,1,0,0
73,tomato_sauce,6,0.0,1.0,-0.00376128,-0.00375791,0.048001,-0.111763,0.070892,0,1,1,1,1,1,1,0,0
74,tomato_sauce,6,0.0,1.0,-0.00375791,-0.00375586,0.048927,-0.112513,0.076321,0,1,1,1,1,1,1,0,0
75,tomato_sauce,6,0.0,1.0,-0.00375586,-0.00375823,0.050984,-0.11283,0.082763,0,1,1,1,1,1,1,0,0
76,tomato_sauce,6,0.0,1.0,-0.00375823,-0.00376004,0.052608,-0.11251,0.090826,0,1,1,1,1,1,1,0,0
77,tomato_sauce,6,0.0,1.0,-0.00376004,-0.00376159,0.054275,-0.112078,0.100332,0,1,1,1,1,1,1,0,0
78,tomato_sauce,6,0.0,1.0,-0.00376159,-0.00376612,0.056371,-0.111623,0.110567,0,1,1,1,1,1,1,0,0
79,tomato_sauce,6,0.0,1.0,-0.00376612,-0.00377008,0.058333,-0.111184,0.12083,0,1,1,1,1,1,1,0,0
80,tomato_sauce,6,0.0,1.0,-0.00377008,-0.00377085,0.060436,-0.110946,0.131457,0,1,1,1,1,1,1,0,0
81,tomato_sauce,6,0.0,1.0,-0.00377085,-0.00377508,0.062164,-0.109328,0.142897,0,1,1,1,1,1,1,0,0
82,tomato_sauce,6,0.0,1.0,-0.00377508,-0.00377627,0.063433,-0.106658,0.154856,0,1,1,1,1,1,1,0,0
83,tomato_sauce,6,0.0,1.0,-0.00377627,-0.00378444,0.064745,-0.102977,0.166977,0,1,1,1,1,1,1,0,0
84,tomato_sauce,6,0.0,1.0,-0.00378444,-0.00378332,0.064989,-0.098575,0.177592,0,1,1,1,1,1,1,0,0
85,tomato_sauce,6,0.0,1.0,-0.00378332,-0.00378642,0.065583,-0.09308,0.188074,0,1,1,1,1,1,1,0,0
86,tomato_sauce,6,0.0,1.0,-0.00378642,-0.00379926,0.06641,-0.086614,0.19831,0,1,1,1,1,1,1,0,0
87,tomato_sauce,6,0.0,1.0,-0.00379926,-0.00379712,0.06649,-0.08102,0.207391,0,1,1,1,1,1,1,0,0
88,tomato_sauce,6,0.0,1.0,-0.00379712,-0.00380018,0.066459,-0.074093,0.214941,0,1,1,1,1,1,1,0,0
89,tomato_sauce,6,0.0,1.0,-0.00380018,-0.00380471,0.066448,-0.065743,0.221389,0,1,1,1,1,1,1,0,0
90,tomato_sauce,6,0.0,1.0,-0.00380471,-0.0038091,0.066259,-0.057129,0.226772,0,1,1,1,1,1,1,0,0
91,tomato_sauce,6,0.0,1.0,-0.0038091,-0.00381341,0.065716,-0.048013,0.231345,0,1,1,1,1,1,1,0,0
92,tomato_sauce,6,0.0,1.0,-0.00381341,-0.00382018,0.064808,-0.038254,0.235908,0,1,1,1,1,1,1,0,0
93,tomato_sauce,6,0.0,1.0,-0.00382018,-0.00382159,0.063175,-0.02804,0.240149,0,1,1,1,1,1,1,0,0
94,tomato_sauce,6,0.0,1.0,-0.00382159,-0.00382683,0.061934,-0.017464,0.243968,0,1,1,1,1,1,1,0,0
95,tomato_sauce,6,0.0,1.0,-0.00382683,-0.00383142,0.06087,-0.006744,0.248135,0,1,1,1,1,1,1,0,0
96,tomato_sauce,6,0.0,1.0,-0.00383142,-0.00383596,0.059746,0.003944,0.251992,0,1,1,1,1,1,1,0,0
97,tomato_sauce,6,0.0,1.0,-0.00383596,-0.00384337,0.058551,0.01479,0.255398,0,1,1,1,1,1,1,0,0
98,tomato_sauce,6,0.0,1.0,-0.00384337,-0.00384924,0.056576,0.025764,0.257557,0,1,1,1,1,1,1,0,0
99,tomato_sauce,6,0.0,1.0,-0.00384924,-0.00385543,0.054335,0.036755,0.258796,0,1,1,1,1,1,1,0,0
100,tomato_sauce,6,0.0,1.0,-0.00385543,-0.00385915,0.052131,0.047745,0.259916,0,1,1,1,1,1,1,0,0
101,tomato_sauce,6,0.0,1.0,-0.00385915,-0.00386434,0.050644,0.058731,0.262076,0,1,1,1,1,1,1,0,0
102,tomato_sauce,6,0.0,1.0,-0.00386434,-0.00387047,0.049427,0.069731,0.264381,0,1,1,1,1,1,1,0,0
103,tomato_sauce,6,0.0,1.0,-0.00387047,-0.00387671,0.047946,0.080748,0.26577,0,1,1,1,1,1,1,0,0
104,tomato_sauce,6,0.0,1.0,-0.00387671,-0.0038842,0.046302,0.091761,0.267116,0,1,1,1,1,1,1,0,0
105,tomato_sauce,6,0.0,1.0,-0.0038842,-0.0038907,0.044375,0.102765,0.26917,0,1,1,1,1,1,1,0,0
106,tomato_sauce,6,0.0,1.0,-0.0038907,-0.00389339,0.042232,0.113785,0.271261,0,1,1,1,1,1,1,0,0
107,tomato_sauce,6,0.0,1.0,-0.00389339,-0.00389761,0.040735,0.12476,0.272889,0,1,1,1,1,1,1,0,0
108,tomato_sauce,6,0.0,1.0,-0.00389761,-0.00390056,0.039543,0.135671,0.273647,0,1,1,1,1,1,1,0,0
109,tomato_sauce,6,0.0,1.0,-0.00390056,-0.00390698,0.038433,0.146644,0.273515,0,1,1,1,1,1,1,0,0
110,tomato_sauce,6,0.0,1.0,-0.00390698,-0.003907,0.036995,0.157457,0.273236,0,1,1,1,1,1,1,0,0
111,tomato_sauce,6,0.0,1.0,-0.003907,-0.0039103,0.036159,0.168249,0.273247,0,1,1,1,1,1,1,0,0
112,tomato_sauce,6,0.0,1.0,-0.0039103,-0.00391419,0.03536,0.179098,0.272808,0,1,1,1,1,1,1,0,0
113,tomato_sauce,6,0.0,1.0,-0.00391419,-0.00391714,0.034481,0.189454,0.271313,0,1,1,1,1,1,1,0,0
114,tomato_sauce,6,0.0,1.0,-0.00391714,-0.0039228,0.03377,0.199335,0.269097,0,1,1,1,1,1,1,0,0
115,tomato_sauce,6,0.0,1.0,-0.0039228,-0.00392789,0.033202,0.208271,0.266094,0,1,1,1,1,1,1,0,0
116,tomato_sauce,6,0.0,1.0,-0.00392789,-0.00393359,0.032814,0.216249,0.262226,0,1,1,1,1,1,1,0,0
117,tomato_sauce,6,0.0,1.0,-0.00393359,-0.00394079,0.032556,0.223468,0.257487,0,1,1,1,1,1,1,0,0
118,tomato_sauce,6,0.0,1.0,-0.00394079,-0.00394594,0.032456,0.229623,0.251863,0,1,1,1,1,1,1,0,0
119,tomato_sauce,6,0.0,1.0,-0.00394594,-0.00395128,0.032535,0.235155,0.245309,0,1,1,1,1,1,1,0,0
120,tomato_sauce,6,0.0,1.0,-0.00395128,-0.00395989,0.032683,0.240456,0.238164,0,1,1,1,1,1,1,0,0
121,tomato_sauce,6,0.0,1.0,-0.00395989,-0.00397261,0.03286,0.244804,0.230831,0,1,1,1,1,1,1,0,0
122,tomato_sauce,6,0.0,1.0,-0.00397261,-0.00398043,0.033061,0.247053,0.223279,0,1,1,1,1,1,1,0,0
123,tomato_sauce,6,0.996078,-1.0,-0.00398043,-0.00399612,0.033103,0.24858,0.216003,1,1,1,1,1,1,1,0,0
124,tomato_sauce,6,0.996078,-1.0,-0.00399612,-0.00400485,0.032738,0.248819,0.214096,1,1,1,1,1,1,1,0,0
125,tomato_sauce,6,0.996078,-1.0,-0.00400485,-0.00365758,0.032115,0.24823,0.217488,1,1,1,1,1,1,1,0,0
126,tomato_sauce,6,0.0,1.0,-0.00365758,-0.00308752,0.031458,0.247718,0.222012,0,1,1,1,1,1,1,0,0
127,tomato_sauce,6,0.0,1.0,-0.00308752,-0.00306287,0.030627,0.248069,0.220715,0,1,1,1,1,1,1,0,0
128,tomato_sauce,6,0.996078,-1.0,-0.00306287,-0.00307539,0.030034,0.248547,0.21414,1,1,1,1,1,1,1,0,0
129,tomato_sauce,6,0.996078,-1.0,-0.00307539,-0.0029046,0.029939,0.248132,0.21229,1,1,1,1,1,1,1,0,0
130,tomato_sauce,6,0.996078,-1.0,-0.0029046,-0.00261528,0.029735,0.247503,0.215781,1,1,1,1,1,1,1,0,0
131,tomato_sauce,6,0.0,1.0,-0.00261528,-0.00234775,0.029393,0.247061,0.22038,0,1,1,1,1,1,1,0,0
132,tomato_sauce,6,0.0,1.0,-0.00234775,-0.00217773,0.029794,0.247242,0.219846,0,1,1,1,1,1,1,0,0
133,tomato_sauce,6,0.0,1.0,-0.00217773,-0.0021781,0.031576,0.247926,0.215008,0,1,1,1,1,1,1,0,0
134,tomato_sauce,6,0.0,1.0,-0.0021781,-0.00219278,0.032727,0.248605,0.208774,0,1,1,1,1,1,1,0,0
135,tomato_sauce,6,0.0,1.0,-0.00219278,-0.00220425,0.032826,0.248653,0.202693,0,1,1,1,1,1,1,0,0
136,tomato_sauce,6,0.996078,-1.0,-0.00220425,-0.00221752,0.0321,0.248706,0.196908,1,1,1,1,1,1,1,0,0
137,tomato_sauce,6,0.996078,-1.0,-0.00221752,-0.00222758,0.031479,0.248332,0.195675,1,1,1,1,1,1,1,0,0
138,tomato_sauce,6,0.0,1.0,-0.00222758,-0.00223319,0.031237,0.2478,0.198853,0,1,1,1,1,1,1,0,0
139,tomato_sauce,6,0.0,1.0,-0.00223319,-0.00224228,0.031246,0.247683,0.198533,0,1,1,1,1,1,1,0,0
140,tomato_sauce,6,0.996078,-1.0,-0.00224228,-0.00225722,0.03138,0.24776,0.194304,1,1,1,1,1,1,1,0,0
141,tomato_sauce,6,0.996078,-1.0,-0.00225722,-0.00226958,0.031375,0.247577,0.193686,1,1,1,1,1,1,1,0,0
142,tomato_sauce,6,0.996078,-1.0,-0.00226958,-0.00217705,0.031194,0.247305,0.19698,1,1,1,1,1,1,1,0,0
143,tomato_sauce,6,0.996078,-1.0,-0.00217705,-0.00198953,0.031061,0.247148,0.201177,1,1,1,1,1,1,1,0,0
144,tomato_sauce,6,0.996078,-1.0,-0.00198953,-0.00180964,0.031231,0.247164,0.201157,1,1,1,1,1,1,1,0,0
145,tomato_sauce,6,0.996078,-1.0,-0.00180964,-0.0016448,0.031596,0.247256,0.197099,1,1,1,1,1,1,1,0,0
146,tomato_sauce,6,0.996078,-1.0,-0.0016448,-0.00133134,0.031696,0.247215,0.196602,1,1,1,1,1,1,1,0,0
147,tomato_sauce,6,0.996078,-1.0,-0.00133134,-0.00087237,0.031573,0.247092,0.199986,1,1,1,1,1,1,1,0,0
148,tomato_sauce,6,0.996078,-1.0,-0.00087237,-0.00061357,0.031406,0.246975,0.204191,1,1,1,1,1,1,1,1,1
