step,action_hash_pre,action_hash_post,action_identical,env_action_hash,obs_hash
19,99846a0cc5f807225fc204f8d94976bdc467d351e73daae5388d725e04e5a014,99846a0cc5f807225fc204f8d94976bdc467d351e73daae5388d725e04e5a014,1,75fe10e18b9e928be7bc79a4ac340209fa244c8418c65007c274aff485dac50e,c854e844095391bbb35abe36f44001c46193a41e474622d73950d647d6a946bc
20,816d681034b8630291393e2774f6b47cf1338f46b706a3ecad85e5854cad55ae,816d681034b8630291393e2774f6b47cf1338f46b706a3ecad85e5854cad55ae,1,56e581aa6f9b51f82d9db3ce04cef1eee914a255cd82b933cfdcf42cbb2bbfc7,fbfe2a9789d0268ef675f248d2490aff6030e9b9ea10a7b7543521a4d3ae44e8
21,89b9d4836436b8bf83119751d2abb2d7705455d92126acde90ad0077858fd1a4,89b9d4836436b8bf83119751d2abb2d7705455d92126acde90ad0077858fd1a4,1,5f9cc7a257a30d27f3f2ac36b95793af4978556d684c9a2bdd70c49e841d9722,5bf4e5977d10e2e06ef37c8f435bbba0de2c6fe7ab044f79007b01d4b606df5d
22,6b24a71d9ade5ff7fec11a9cff0677f396f29dbe0b383e6ff6a5091d0d168e05,6b24a71d9ade5ff7fec11a9cff0677f396f29dbe0b383e6ff6a5091d0d168e05,1,5b9ed14e2ed1f03b92a2c304c809cc215bc7cd881eebe56192a566f5c573abb2,5979a357aa2b0dbaf5a1540797ccbeadd07e3a00c8ef52735c212eb968bb0cf3
23,13f4b6e00dd9c05fa09607e0cf2eb0e2772a4fe1493e2d0b9a7180864c40f999,13f4b6e00dd9c05fa09607e0cf2eb0e2772a4fe1493e2d0b9a7180864c40f999,1,0b9e07e80b089aeae616c07773498165a5fc8d4fffeeb6d5243208d4489afac6,cf0689efde4a190e42fd46bee7176aeadc4eec4abf5f3f13898f2aecc3de413b
24,13f4b6e00dd9c05fa09607e0cf2eb0e2772a4fe1493e2d0b9a7180864c40f999,13f4b6e00dd9c05fa09607e0cf2eb0e2772a4fe1493e2d0b9a7180864c40f999,1,0b9e07e80b089aeae616c07773498165a5fc8d4fffeeb6d5243208d4489afac6,991a4e88dad425aac21a35c88c78ef461ab60f6d7003e903c0712decc2ff5260
25,1112f3ee314ad1f3c4b9cbcc079aaeb2a09f5064bb2fa641e7e1881f754d12b5,1112f3ee314ad1f3c4b9cbcc079aaeb2a09f5064bb2fa641e7e1881f754d12b5,1,71d6e86e207ac62784cd3fd2e1622e2c47ccdbc58044f9dc7cb44d8613851ce0,c30673bb6d80373f619fcf90fd3d094549b73a1ea540f75fc465572765775867
26,690dd88daf9ff7a35cb67b6182beb5e0bfbe7c240d83b7cae147cff105e86653,690dd88daf9ff7a35cb67b6182beb5e0bfbe7c240d83b7cae147cff105e86653,1,9b8f3148a01c184fee96fc1bb887aa9b941b60272ca3f5e7ecdfb44970378739,3e2a383409e5c0547bd47804db7a5bd5dceb57295b0ee2f840d2f5af0c9534f9
27,32b94442be383b0a0648ed018d012050cda1afde167ee23d9c392d312d68e5f8,32b94442be383b0a0648ed018d012050cda1afde167ee23d9c392d312d68e5f8,1,53a4ff932598c6987857568bebddeaa05c467198c463be1a374411ab1a34ab49,986cb471b108187e190d64cd2b9ced6b1b61583880c4d4ef07ad9793f9d5e2cc
28,7e6886f42aed063f7562661e4ae00b5646e45bda55f897ec3805f93c1ff64ce4,7e6886f42aed063f7562661e4ae00b5646e45bda55f897ec3805f93c1ff64ce4,1,210954f54bbd4d18f8a9ce6971cc4389c422701024aa6dba799bc7fca4aa1b91,e016388adc1c6fdb047ab47e80a2a974b11872cad4f10a23bfbca6c13e78351b
29,8292b8a098582b166a61bb5cbce214676df3ff7667b6d5072bf77dbd9f83334f,8292b8a098582b166a61bb5cbce214676df3ff7667b6d5072bf77dbd9f83334f,1,fefb8f510329b5c4ac1b4505c61f85ded52a1c57cca9709058d530a1a05bf62a,93d79adae292c5b3e587a32a8d6c420913534a0d2679050415d5925bb75202e0
30,6ed59a0e72b7c27b4a0f23ce1f7acbb621f2eb44eec72d21e97c31089fa45758,6ed59a0e72b7c27b4a0f23ce1f7acbb621f2eb44eec72d21e97c31089fa45758,1,8975eff66da2c4a845cbc19639cdc5b22160bb6d553e375ab2d74db034b73996,fbb739efa107c7f4c302e91724e289aaa08a1440ad269eecf8e77cf8ad12f240
31,8292b8a098582b166a61bb5cbce214676df3ff7667b6d5072bf77dbd9f83334f,8292b8a098582b166a61bb5cbce214676df3ff7667b6d5072bf77dbd9f83334f,1,fefb8f510329b5c4ac1b4505c61f85ded52a1c57cca9709058d530a1a05bf62a,2705dc2d5ed9523a817d6ab6e4c9375291797d75ae11b512381be1a15715301d
32,390e5b12e1d7231a1927f59987bb70d91755335d804814f0620704aac6bd5b40,390e5b12e1d7231a1927f59987bb70d91755335d804814f0620704aac6bd5b40,1,70bbc802504280879fcf6e8a6f8aa9aaf44925c81230d0a416e1aecf92f0af4b,5fbc758913a70c1947e5c7ae41669cf10fffc4a5eb3067713d3cc5c9c0ad5f14
33,a1af9a7b2d84f58b185b0712fd6ebd114710b74bfd1bce6d56d22c4b4193846b,a1af9a7b2d84f58b185b0712fd6ebd114710b74bfd1bce6d56d22c4b4193846b,1,c17d103dbb5981528c14e4c2b3fe53f00704662ff221d2487d81350e3bc0ed02,31e4a6ff6d251e1473c635c1af7c12ccb4e90fc7c9367599cc20ce39a8522cda
34,9e53a0d53c898b8afa141f2242b92706f99df599a0f48e07669525123c8fe2dd,9e53a0d53c898b8afa141f2242b92706f99df599a0f48e07669525123c8fe2dd,1,fe857b301769b732416f44757d954c7602c49d0f29f48b3593ebc4ce76e422c7,10a356f0ce6d93f8aa11200840e2e437f86d3306956f3985b5451380a2db149b
35,7ba2172f0a98fd6ec4bc44d09167091a54add04974490311c2b094d6aaf92b65,7ba2172f0a98fd6ec4bc44d09167091a54add04974490311c2b094d6aaf92b65,1,c0d22bb34cec2621b59faaf03e9c87871124d6e0bd6e9ca3e8d7c2951856ad18,854c9cc10db24f7d9e49b4de5024b8f4c6738a6b50a429aa3d1b6d5f946bcc59
36,f6e4222a6c1615fd861b62530738d0855426871989c495a1bdd28b0d5f1daf5c,f6e4222a6c1615fd861b62530738d0855426871989c495a1bdd28b0d5f1daf5c,1,6f9c06a8518c191114fc42b59b7eea75714456721f4ef4e8b25c2dad46431a2d,74a20d5690dc2660e7af9dbfa9d47ad7684ea239eef9bb132f446bd25f3a8cc8
37,f6e4222a6c1615fd861b62530738d0855426871989c495a1bdd28b0d5f1daf5c,f6e4222a6c1615fd861b62530738d0855426871989c495a1bdd28b0d5f1daf5c,1,6f9c06a8518c191114fc42b59b7eea75714456721f4ef4e8b25c2dad46431a2d,a55767fe9504f045099f86ff39c8b3e9ad5c374cd7e2399f51f29e8f6e484976
38,b892200d1a984691006fb1e835231e0a570c6cb8a10d2cdc105e9763acbccb4e,b892200d1a984691006fb1e835231e0a570c6cb8a10d2cdc105e9763acbccb4e,1,3e75ac7be969ac0f7a176c7b6f0f2e9b5101a1bcf98e315e094bd81630ebef2f,30d0a6e7c923988c810fa8e53053a217e7ed4a612bddebf6fcd158937951f4c9
39,9dd7ece520a9119febd68607154e4cc2403bc6b79a4c7585a53018f71a89fbec,9dd7ece520a9119febd68607154e4cc2403bc6b79a4c7585a53018f71a89fbec,1,19ce49a0e3c81a9df57e39674acf6477c0bb29f65a7fbd6c98f2c2d6804f9305,061b5061035d4daf080bf1915884ee0e41b8d70c002f95f6193a3a15fc9adfe5
40,93c37998f2d2976e41ebf9337caeeaf8cd0a2830efcf790af4f2eed68f0b1101,93c37998f2d2976e41ebf9337caeeaf8cd0a2830efcf790af4f2eed68f0b1101,1,bb361730c0a8dc693b5f63137e65a2531d37dcb32de1670641fbadba8287850b,ccffecded47e8c1589ea19095a99034cd3eb69cd9f06da2f56e16e18fdc91013
41,70ebaa8a3cc9a03a586ac700da33b94f8bb1ed75338310b21d68b27d8bf4d251,70ebaa8a3cc9a03a586ac700da33b94f8bb1ed75338310b21d68b27d8bf4d251,1,ed84fa97ee92aae2ccf01a697a3dce3f8170209bb13a3d5a705b98efc1430dea,a929de165ba743d943035201c2075ab219efe9b7adf8912e4eb305fba4f62932
42,825869dffaaa3a6fdb88854ed794853ba55279085c8faf62c2a066883cd4b24f,825869dffaaa3a6fdb88854ed794853ba55279085c8faf62c2a066883cd4b24f,1,30b2fedd6971c52b873e66e67d803df657b20c9a86ddae9a6871ef6f955b3ab1,798d3d4edd6108cd382f75968ef0a2e467d5fc10f8d8825e9b8fea3c13dc37ae
43,a7c0dc1a202df78f93a59ba2354914aeed61cc372e806112e1d2e65ca7269d1f,a7c0dc1a202df78f93a59ba2354914aeed61cc372e806112e1d2e65ca7269d1f,1,689f0bf50b2b77aaa82d9a7ffdc24b1572c763be6bff6f11217c64473f9664f0,5cac2d702934253d92805bc26dfaddc85f3f6fcf7caad66f23ace7b04e971b1e
44,bbe4b4f9622386c8d44d5accb002e9742854df246a04c27f8738b87b4fef426c,bbe4b4f9622386c8d44d5accb002e9742854df246a04c27f8738b87b4fef426c,1,aa19fead34d017e9fbb29641b9b625d28b59f89c7a73cb7d1ddaa82e3510f477,50e8c8f1a4263d654c66fce70ebe425299f74ea84d3e43c991be9cee82d088a4
45,29462ed9c31d8a86a6701233b43754863d76edec16665c3f48e4b3e712c15166,29462ed9c31d8a86a6701233b43754863d76edec16665c3f48e4b3e712c15166,1,1abbd5da6f31efa572f7fdedef72aefe7d7e217725b14e81420b2d60e2e2f95e,009c7c8f4c22ae267334d1138eb258bb24e0613c447fcc57f09d81e7e3d4655a
46,1759889bf2dcbb357f7c04dc92f295b6707323d734a28fd5edf174da15b73dd9,1759889bf2dcbb357f7c04dc92f295b6707323d734a28fd5edf174da15b73dd9,1,ee1d2a59e8c676d617b626f53e7bf164ccdf00177e6ce36c232471a93bd0e952,9fd9c121b528c7354dc9f8c14fb30ee5af4af2158604887a96d2e59c7026d94c
47,f8e9412e101184f75fc67369076b56bc8a1b0859f0133b198492377fc721151b,f8e9412e101184f75fc67369076b56bc8a1b0859f0133b198492377fc721151b,1,c97b828ade67cfae7f4d11a9af429e676ccd170505043d8d358299b2f5c683d2,0e4def643348028df174c81548d6ea22c3b1b103e1d9230c2d45a7867dca8fc3
48,f9cae38bd7a5624a400c2b02a06aebc2312ea0e968a080f6b7aa704a5affb887,f9cae38bd7a5624a400c2b02a06aebc2312ea0e968a080f6b7aa704a5affb887,1,28e8548de6e559c85f381bf8689a426c791858827b0d4e90cbbade052e8119f9,8530b69835f09f4c23b962cc417624cfd8254836e93776d26375c4934897a502
49,80e0ba24bb241608424b0f156acabab391498a6843e78c4c9e6a0d9c9aaf75b0,80e0ba24bb241608424b0f156acabab391498a6843e78c4c9e6a0d9c9aaf75b0,1,831bd7f1d02423c6e4867a181b4c830f270f7644fb805e2c63a374af78204deb,0d703cb9086b2e361e14ca2183fe526c8447914100ce2b7b1130e656fc907d40
50,daf3033a51401a9fe7fbd0ee0ff42693c98234c65d9357f50ae37507dc5eadbf,daf3033a51401a9fe7fbd0ee0ff42693c98234c65d9357f50ae37507dc5eadbf,1,69790e4fb8c4e6e5f0bf5fb847479c0b93146033930e0b03d9cfc5753d1bd951,761703d20f879cc274d0b725b0545dea71d5b807ed0e7726e79d52482cb7214b
51,db4033bd298b21e7cb5f07771da5905d1005cb709ea8adb15521da955a34f287,db4033bd298b21e7cb5f07771da5905d1005cb709ea8adb15521da955a34f287,1,1749d84a9c778749d4291daab8416286490e01cdb0e7dbad11f9c0a01939c7fb,010d49bbddd0953f916a7278874267a990f71d53450fad4266837572428cd7a3
52,6e0b12201b3c04effc518ca220cc0ecb0bae218db4913ce83ee158a1695684cd,6e0b12201b3c04effc518ca220cc0ecb0bae218db4913ce83ee158a1695684cd,1,e8e4297f6a358367bcde6965e1b34614c1bec08d5ae8ae82dafa73428c81e308,7c99748143e66e1fa8732892651a56e3e3386f364c3b9538ca2b37c5134fb8ca
53,43f79c23f5b2c770907fcb2eec022a718b8c43e8f16f6de3aadd857348c32383,43f79c23f5b2c770907fcb2eec022a718b8c43e8f16f6de3aadd857348c32383,1,dc8785b49c4c012f67e11f2a3e4fe3805332588693ed900a0b4233854605378c,cace263e757684157fa1f21b1971d6454181ef404e5d917c08d586c25dbea579
54,d3aa14127e898d5a101057001ca296b522249366006128c7816938709c701446,d3aa14127e898d5a101057001ca296b522249366006128c7816938709c701446,1,347dd3b7c69cf28fa5f62c1bf8a35810bbce58c6ed715256f287ad48b5326fb8,b1dc013e9ffcbc6ec42428b04cd1367ffd769f37c9feb3817bad917de5f62cdb
55,e06ad410f7b227a1748477e338e08427b84ecbccf496c56aafc7364ded891e49,e06ad410f7b227a1748477e338e08427b84ecbccf496c56aafc7364ded891e49,1,b6a23dade4bfaf7570811d30946cac0c42346900d72798be6353ce682449af76,8b2845c8655c08b9b36f3f202b1a5f7533f8de1532e1528de62d903579fb8155
56,07d449603467701db2a20985e59c4a7bf0299e2a1a28d1f745c3e45e7deff230,07d449603467701db2a20985e59c4a7bf0299e2a1a28d1f745c3e45e7deff230,1,990457b40ad9ad5353f619427bb3fd74b281248f7c747b9dd7a8188092e3036b,6522938ee563c43665ee8e4d63014cee2f2ce2796b0ab571d4e763cdedc16813
57,55c906c603e0e793e0d5fe5b1b2c75c82a30ccfb2d4aea2be1247efe55721021,55c906c603e0e793e0d5fe5b1b2c75c82a30ccfb2d4aea2be1247efe55721021,1,975f845c6601ab93c83f1559153072b2a2ecec94df64325786c4a1768e63c672,8f577f7eacbc112e0b38d073d9f7305ded52c057a4b8d02a727a44995982e78e
58,f6fce16e16cb419196b8b2e4150357926aa17839462bb0fc17a4b45951bb7f84,f6fce16e16cb419196b8b2e4150357926aa17839462bb0fc17a4b45951bb7f84,1,f9f7da7eda7af7e9223f3bfb3970e19db635d85995441c45a8f104fcafa40273,511ec7b7c387d9eeae4556ae3299cb415d9ce5cd8b4f2f152aecb7337b83ee66
59,6c408c93f59b418be56c57621a87c6efdf0e4aee42800a4420c9c70a2ca978a3,6c408c93f59b418be56c57621a87c6efdf0e4aee42800a4420c9c70a2ca978a3,1,b743b77903bd8ed7e1b5cee1204172ee2748c33f2a1101b3fde7ef432a320d70,2e459c9c63b291fe8b3392b442e932f73ae3730bb232a1e1b0a736952dae11ed
60,c2e6dfd267afbb92ce9548317652f9c60bd387b73856f3cd3fdd487eb2c5dbde,c2e6dfd267afbb92ce9548317652f9c60bd387b73856f3cd3fdd487eb2c5dbde,1,88a8505e253b762dc0611203d2eaabe661a7c38763cc7c0acf4014827f048ed4,ede000b1e8b9786df2e5da81788fe752641ccc88c045c07377e5d553d0330e9f
61,6e359b03eacb922f1a6db646f3e9aa0cedecb87a5b62cdb1454e80984de68b9c,6e359b03eacb922f1a6db646f3e9aa0cedecb87a5b62cdb1454e80984de68b9c,1,f569e5652767b1ba2468d766a1e26c5ee3e0fbdfe821813038f4726064390ff2,2b4c34016d444eb14a416fdc1f66e32485ce76509da0001cac04f3c4744ad959
62,332438de7a7b5c32d6a725574f5af0e283e084cb396990de0b581dd48b0b8d61,332438de7a7b5c32d6a725574f5af0e283e084cb396990de0b581dd48b0b8d61,1,416e31d39740db38e3dacc67fbff1c46dcd2a17956b6e75cc8af672ffa0b5db4,ff7511ac30b6a28b6811d0ccf5e694bf9c5623c2c06fb1477bf5a66dc4d393bc
63,332438de7a7b5c32d6a725574f5af0e283e084cb396990de0b581dd48b0b8d61,332438de7a7b5c32d6a725574f5af0e283e084cb396990de0b581dd48b0b8d61,1,416e31d39740db38e3dacc67fbff1c46dcd2a17956b6e75cc8af672ffa0b5db4,1556a28658c7a20cf0cfad16d53296c7ce2fbb52bad5f568b63d87d2d01d00c8
64,3a5d11a846620438d1aeba44d33e3c7233f1361b1e1191493141a70a716d6a10,3a5d11a846620438d1aeba44d33e3c7233f1361b1e1191493141a70a716d6a10,1,cc7edc418fbab065b91fbaa467da239c0ae7d5d290e91625a2013894e491d4f0,116520c90dfc596247318b8cb9b85aa2cc55c1bc9f8dd25da44a12c728347230
65,769facc110e0cf758a38c0b4393d1a04afc5b16363b676d00c61fcbdc183e5c0,769facc110e0cf758a38c0b4393d1a04afc5b16363b676d00c61fcbdc183e5c0,1,b4869b1be201f9675cca14fb4a0658bcac36fd87752dbabc6f927f05e6b192bc,02c55b27662da6385c6cbcf7fb9ccd6faa993eda0bba8c0f00d3cd2f5e063926
66,5ea319e3e13fdebae1225e086e196ef142fc112e0a8ff42ed6d1a536a36ad514,5ea319e3e13fdebae1225e086e196ef142fc112e0a8ff42ed6d1a536a36ad514,1,d47e121911b26408bf27e8110ff36e68ebdf26ca44f667a84deb463cb8aa3a6f,e21ebce0760a22d895fbb43fb0ee91479c9ec9bd87271e2f291fb9a4ad003a99
67,96fd0a64e70c7aa902c3dd8ef2c6efed6b0b10e20f5cde6a6894e1a6d61f5bf7,96fd0a64e70c7aa902c3dd8ef2c6efed6b0b10e20f5cde6a6894e1a6d61f5bf7,1,33349947a2015d410fd4df5e57f0aaa143271553d5a58156f27d5683b76513c4,9f0d655002f6fc8e2fbce2d317dd90b395db7c0178d5b627f307b9d3ab4ee8d0
68,96fd0a64e70c7aa902c3dd8ef2c6efed6b0b10e20f5cde6a6894e1a6d61f5bf7,96fd0a64e70c7aa902c3dd8ef2c6efed6b0b10e20f5cde6a6894e1a6d61f5bf7,1,33349947a2015d410fd4df5e57f0aaa143271553d5a58156f27d5683b76513c4,0c36e857c4f91271708caeceff66a4dc5c17676c829df0198a784b1421b1a6db
69,96fd0a64e70c7aa902c3dd8ef2c6efed6b0b10e20f5cde6a6894e1a6d61f5bf7,96fd0a64e70c7aa902c3dd8ef2c6efed6b0b10e20f5cde6a6894e1a6d61f5bf7,1,33349947a2015d410fd4df5e57f0aaa143271553d5a58156f27d5683b76513c4,ef4d0294c67d73d57042f0633bc8870556924c745a261480fd2a5a5faf88398c
70,38026c44a829e14e6bed887f2c6b830063b94788b1930876e6eb255e9731e08a,38026c44a829e14e6bed887f2c6b830063b94788b1930876e6eb255e9731e08a,1,638e69ae3c0ae701d43db7d41d370aece95959c7b528114827aa4f3b3ab1e2b4,5093dc8f0a48ee4f292518a3efd32926824fc0b70d85a2273bad9a4c39604e3b
71,ffc00b3efef4241c70a8f5dd1b1acc3e91a47662a81cb586633149c8d6218721,ffc00b3efef4241c70a8f5dd1b1acc3e91a47662a81cb586633149c8d6218721,1,41db34d8ef7f91b4021bd6b662601de4e961d753e8e2f54d7e11c144a2debb3f,7529edc3c263ced4e8b10b4d8b6c096fd1a4e98cd9e01176961d8c7569ad0b96
72,a50cc7d01b17d525d50881b8292ddb5a1c6b8a7d79626f3da049fdea8c190bd0,a50cc7d01b17d525d50881b8292ddb5a1c6b8a7d79626f3da049fdea8c190bd0,1,312886c6a089473415877c467fca2b25ddaf9b3d721043810724e5cb1be926e1,d86ee050720d3ccbd6ab4e639989d0b15fc252aef93c929a85e05cc2cbd5aca6
73,b608bc2ba521a4babb5d8c61bc569e22d4a9a3203661548c16b4f0b5022c856c,b608bc2ba521a4babb5d8c61bc569e22d4a9a3203661548c16b4f0b5022c856c,1,477ad5c6ba354b1ce16408363149c97830e2cc8dfa31c437fb2f7697670340ee,0c94c4be09e4c5e3c34916795533376eb43f8ea01843965c65fe05b5d868792b
74,ac2ed79fa9b7e7129bf0d9ef91c29ffb3e85b115099dafe73edf9b55e6367ed7,ac2ed79fa9b7e7129bf0d9ef91c29ffb3e85b115099dafe73edf9b55e6367ed7,1,df82a965950a97f22b1af32b1c8afbc393ec2947b0c735f429f100e21f13efef,9e4f1b15cce8927e244e8c4bc39bf811f313ae5747cde268333ab2a1710e6b5c
75,3827b58410e87206545922359266c094d3acbe23c6182c3dbba417ec4737a179,3827b58410e87206545922359266c094d3acbe23c6182c3dbba417ec4737a179,1,0352f84d7164182d53b8f816c298d4a3c8b50f28d1835e180386e01ad5656261,e207ef7122f7229d941b50417a8480c6897f67dfc33a929cfe646e9f3b2d5098
76,3827b58410e87206545922359266c094d3acbe23c6182c3dbba417ec4737a179,3827b58410e87206545922359266c094d3acbe23c6182c3dbba417ec4737a179,1,0352f84d7164182d53b8f816c298d4a3c8b50f28d1835e180386e01ad5656261,e634d8b801b80f73d26bad891f3969ba2043c8ecba73bef17a3916151e25b20a
77,5a12db3b91c02172e010a94cfe407cd38bbc995519ef95f87c96e75e9b2e1cf2,5a12db3b91c02172e010a94cfe407cd38bbc995519ef95f87c96e75e9b2e1cf2,1,3fddd516d888bc627c5e35d8c6d7f1c989cec46d5c6771f8b2d27dd0452ec95b,9b7662dceabc4434a687cd5eeddacecc819794718d078593c3358c266dccc890
78,10b29a2711035e3ea45f2dab143cfd32107dd58fb10078b99d23dc1f6e6f328d,10b29a2711035e3ea45f2dab143cfd32107dd58fb10078b99d23dc1f6e6f328d,1,04cf06e2a84fd447310ea6f67027ab52c30b4d6e6a308ca0e916d2aa24e2a8ea,284d456bd80f27fd2a33ad3a0ec34d1f4fb6456a9f92131108a66e49a664ef19
