agentview_frames,agentview_npz_error,artifact_file_count,canonical_key,detector_rows,frame_rows,n_steps,output_dir,overlay_mp4_error,overlay_mp4_frames,problems,raw_mp4_error,raw_mp4_frames,step_rows
237,,12,libero_10|2|10|0|CLEAN,237,237,237,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t02_s10,,237,,,237,237
400,,12,libero_10|2|11|0|CLEAN,400,400,400,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t02_s11,,400,,,400,400
400,,12,libero_10|2|12|0|CLEAN,400,400,400,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t02_s12,,400,,,400,400
257,,12,libero_10|2|13|0|CLEAN,257,257,257,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t02_s13,,257,,,257,257
233,,12,libero_10|2|14|0|CLEAN,233,233,233,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t02_s14,,233,,,233,233
400,,12,libero_10|2|15|0|CLEAN,400,400,400,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t02_s15,,400,,,400,400
302,,12,libero_10|2|16|0|CLEAN,302,302,302,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t02_s16,,302,,,302,302
352,,12,libero_10|2|17|0|CLEAN,352,352,352,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t02_s17,,352,,,352,352
262,,12,libero_10|2|18|0|CLEAN,262,262,262,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t02_s18,,262,,,262,262
276,,12,libero_10|2|19|0|CLEAN,276,276,276,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t02_s19,,276,,,276,276
400,,12,libero_10|3|10|0|CLEAN,400,400,400,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t03_s10,,400,,,400,400
234,,12,libero_10|3|11|0|CLEAN,234,234,234,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t03_s11,,234,,,234,234
400,,12,libero_10|3|12|0|CLEAN,400,400,400,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t03_s12,,400,,,400,400
400,,12,libero_10|3|13|0|CLEAN,400,400,400,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t03_s13,,400,,,400,400
400,,12,libero_10|3|14|0|CLEAN,400,400,400,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t03_s14,,400,,,400,400
250,,12,libero_10|3|15|0|CLEAN,250,250,250,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t03_s15,,250,,,250,250
400,,12,libero_10|3|16|0|CLEAN,400,400,400,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t03_s16,,400,,,400,400
265,,12,libero_10|3|17|0|CLEAN,265,265,265,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t03_s17,,265,,,265,265
238,,12,libero_10|3|18|0|CLEAN,238,238,238,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t03_s18,,238,,,238,238
295,,12,libero_10|3|19|0|CLEAN,295,295,295,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t03_s19,,295,,,295,295
210,,12,libero_10|4|10|0|CLEAN,210,210,210,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t04_s10,,210,,,210,210
400,,12,libero_10|4|11|0|CLEAN,400,400,400,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t04_s11,,400,,,400,400
215,,12,libero_10|4|12|0|CLEAN,215,215,215,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t04_s12,,215,,,215,215
220,,12,libero_10|4|13|0|CLEAN,220,220,220,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t04_s13,,220,,,220,220
244,,12,libero_10|4|14|0|CLEAN,244,244,244,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t04_s14,,244,,,244,244
400,,12,libero_10|4|15|0|CLEAN,400,400,400,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t04_s15,,400,,,400,400
248,,12,libero_10|4|16|0|CLEAN,248,248,248,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t04_s16,,248,,,248,248
400,,12,libero_10|4|17|0|CLEAN,400,400,400,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t04_s17,,400,,,400,400
244,,12,libero_10|4|18|0|CLEAN,244,244,244,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t04_s18,,244,,,244,244
400,,12,libero_10|4|19|0|CLEAN,400,400,400,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t04_s19,,400,,,400,400
400,,12,libero_10|5|10|0|CLEAN,400,400,400,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t05_s10,,400,,,400,400
161,,12,libero_10|5|11|0|CLEAN,161,161,161,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t05_s11,,161,,,161,161
400,,12,libero_10|5|12|0|CLEAN,400,400,400,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t05_s12,,400,,,400,400
157,,12,libero_10|5|13|0|CLEAN,157,157,157,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t05_s13,,157,,,157,157
216,,12,libero_10|5|14|0|CLEAN,216,216,216,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t05_s14,,216,,,216,216
153,,12,libero_10|5|15|0|CLEAN,153,153,153,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t05_s15,,153,,,153,153
182,,12,libero_10|5|16|0|CLEAN,182,182,182,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t05_s16,,182,,,182,182
400,,12,libero_10|5|17|0|CLEAN,400,400,400,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t05_s17,,400,,,400,400
202,,12,libero_10|5|18|0|CLEAN,202,202,202,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t05_s18,,202,,,202,202
400,,12,libero_10|5|19|0|CLEAN,400,400,400,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t05_s19,,400,,,400,400
400,,12,libero_10|6|10|0|CLEAN,400,400,400,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t06_s10,,400,,,400,400
400,,12,libero_10|6|11|0|CLEAN,400,400,400,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t06_s11,,400,,,400,400
400,,12,libero_10|6|12|0|CLEAN,400,400,400,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t06_s12,,400,,,400,400
257,,12,libero_10|6|13|0|CLEAN,257,257,257,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t06_s13,,257,,,257,257
400,,12,libero_10|6|14|0|CLEAN,400,400,400,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t06_s14,,400,,,400,400
220,,12,libero_10|6|15|0|CLEAN,220,220,220,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t06_s15,,220,,,220,220
400,,12,libero_10|6|16|0|CLEAN,400,400,400,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t06_s16,,400,,,400,400
198,,12,libero_10|6|17|0|CLEAN,198,198,198,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t06_s17,,198,,,198,198
400,,12,libero_10|6|18|0|CLEAN,400,400,400,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t06_s18,,400,,,400,400
245,,12,libero_10|6|19|0|CLEAN,245,245,245,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t06_s19,,245,,,245,245
394,,12,libero_10|7|10|0|CLEAN,394,394,394,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t07_s10,,394,,,394,394
400,,12,libero_10|7|11|0|CLEAN,400,400,400,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t07_s11,,400,,,400,400
400,,12,libero_10|7|12|0|CLEAN,400,400,400,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t07_s12,,400,,,400,400
263,,12,libero_10|7|13|0|CLEAN,263,263,263,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t07_s13,,263,,,263,263
400,,12,libero_10|7|14|0|CLEAN,400,400,400,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t07_s14,,400,,,400,400
303,,12,libero_10|7|15|0|CLEAN,303,303,303,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t07_s15,,303,,,303,303
400,,12,libero_10|7|16|0|CLEAN,400,400,400,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t07_s16,,400,,,400,400
400,,12,libero_10|7|17|0|CLEAN,400,400,400,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t07_s17,,400,,,400,400
273,,12,libero_10|7|18|0|CLEAN,273,273,273,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t07_s18,,273,,,273,273
400,,12,libero_10|7|19|0|CLEAN,400,400,400,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t07_s19,,400,,,400,400
400,,12,libero_10|8|10|0|CLEAN,400,400,400,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t08_s10,,400,,,400,400
372,,12,libero_10|8|11|0|CLEAN,372,372,372,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t08_s11,,372,,,372,372
400,,12,libero_10|8|12|0|CLEAN,400,400,400,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t08_s12,,400,,,400,400
400,,12,libero_10|8|13|0|CLEAN,400,400,400,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t08_s13,,400,,,400,400
400,,12,libero_10|8|14|0|CLEAN,400,400,400,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t08_s14,,400,,,400,400
400,,12,libero_10|8|15|0|CLEAN,400,400,400,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t08_s15,,400,,,400,400
400,,12,libero_10|8|16|0|CLEAN,400,400,400,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t08_s16,,400,,,400,400
400,,12,libero_10|8|17|0|CLEAN,400,400,400,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t08_s17,,400,,,400,400
400,,12,libero_10|8|18|0|CLEAN,400,400,400,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t08_s18,,400,,,400,400
400,,12,libero_10|8|19|0|CLEAN,400,400,400,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t08_s19,,400,,,400,400
259,,12,libero_10|9|10|0|CLEAN,259,259,259,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t09_s10,,259,,,259,259
286,,12,libero_10|9|11|0|CLEAN,286,286,286,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t09_s11,,286,,,286,286
278,,12,libero_10|9|12|0|CLEAN,278,278,278,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t09_s12,,278,,,278,278
400,,12,libero_10|9|13|0|CLEAN,400,400,400,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t09_s13,,400,,,400,400
380,,12,libero_10|9|14|0|CLEAN,380,380,380,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t09_s14,,380,,,380,380
400,,12,libero_10|9|15|0|CLEAN,400,400,400,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t09_s15,,400,,,400,400
400,,12,libero_10|9|16|0|CLEAN,400,400,400,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t09_s16,,400,,,400,400
400,,12,libero_10|9|17|0|CLEAN,400,400,400,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t09_s17,,400,,,400,400
400,,12,libero_10|9|18|0|CLEAN,400,400,400,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t09_s18,,400,,,400,400
400,,12,libero_10|9|19|0|CLEAN,400,400,400,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/libero10_gpu54/libero_10_t09_s19,,400,,,400,400
257,,12,libero_goal|0|10|0|CLEAN,257,257,257,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/goal_gpu26/libero_goal_t00_s10,,257,,,257,257
400,,12,libero_goal|0|11|0|CLEAN,400,400,400,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/goal_gpu26/libero_goal_t00_s11,,400,,,400,400
400,,12,libero_goal|0|12|0|CLEAN,400,400,400,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/goal_gpu26/libero_goal_t00_s12,,400,,,400,400
400,,12,libero_goal|0|13|0|CLEAN,400,400,400,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/goal_gpu26/libero_goal_t00_s13,,400,,,400,400
212,,12,libero_goal|0|14|0|CLEAN,212,212,212,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/goal_gpu26/libero_goal_t00_s14,,212,,,212,212
233,,12,libero_goal|0|15|0|CLEAN,233,233,233,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/goal_gpu26/libero_goal_t00_s15,,233,,,233,233
132,,12,libero_goal|0|16|0|CLEAN,132,132,132,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/goal_gpu26/libero_goal_t00_s16,,132,,,132,132
193,,12,libero_goal|0|17|0|CLEAN,193,193,193,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/goal_gpu26/libero_goal_t00_s17,,193,,,193,193
133,,12,libero_goal|0|18|0|CLEAN,133,133,133,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/goal_gpu26/libero_goal_t00_s18,,133,,,133,133
126,,12,libero_goal|0|19|0|CLEAN,126,126,126,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/goal_gpu26/libero_goal_t00_s19,,126,,,126,126
82,,12,libero_goal|1|10|0|CLEAN,82,82,82,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/goal_gpu26/libero_goal_t01_s10,,82,,,82,82
213,,12,libero_goal|1|11|0|CLEAN,213,213,213,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/goal_t01_s11_infra_retry_v1_gpu13_20260620/libero_goal_t01_s11,,213,,,213,213
400,,12,libero_goal|1|12|0|CLEAN,400,400,400,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/goal_recovery_A_gpu13/libero_goal_t01_s12,,400,,,400,400
72,,12,libero_goal|1|13|0|CLEAN,72,72,72,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/goal_recovery_B_gpu54/libero_goal_t01_s13,,72,,,72,72
84,,12,libero_goal|1|14|0|CLEAN,84,84,84,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/goal_recovery_A_gpu13/libero_goal_t01_s14,,84,,,84,84
109,,12,libero_goal|1|15|0|CLEAN,109,109,109,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/goal_recovery_B_gpu54/libero_goal_t01_s15,,109,,,109,109
79,,12,libero_goal|1|16|0|CLEAN,79,79,79,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/goal_recovery_A_gpu13/libero_goal_t01_s16,,79,,,79,79
94,,12,libero_goal|1|17|0|CLEAN,94,94,94,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/goal_recovery_B_gpu54/libero_goal_t01_s17,,94,,,94,94
91,,12,libero_goal|1|18|0|CLEAN,91,91,91,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/goal_recovery_A_gpu13/libero_goal_t01_s18,,91,,,91,91
81,,12,libero_goal|1|19|0|CLEAN,81,81,81,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/goal_recovery_B_gpu54/libero_goal_t01_s19,,81,,,81,81
78,,12,libero_goal|2|10|0|CLEAN,78,78,78,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/goal_recovery_A_gpu13/libero_goal_t02_s10,,78,,,78,78
79,,12,libero_goal|2|11|0|CLEAN,79,79,79,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/goal_recovery_B_gpu54/libero_goal_t02_s11,,79,,,79,79
90,,12,libero_goal|2|12|0|CLEAN,90,90,90,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/goal_recovery_A_gpu13/libero_goal_t02_s12,,90,,,90,90
127,,12,libero_goal|2|13|0|CLEAN,127,127,127,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/goal_recovery_B_gpu54/libero_goal_t02_s13,,127,,,127,127
87,,12,libero_goal|2|14|0|CLEAN,87,87,87,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/goal_recovery_A_gpu13/libero_goal_t02_s14,,87,,,87,87
129,,12,libero_goal|2|15|0|CLEAN,129,129,129,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/goal_recovery_B_gpu54/libero_goal_t02_s15,,129,,,129,129
109,,12,libero_goal|2|16|0|CLEAN,109,109,109,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/goal_recovery_A_gpu13/libero_goal_t02_s16,,109,,,109,109
400,,12,libero_goal|2|17|0|CLEAN,400,400,400,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/goal_recovery_B_gpu54/libero_goal_t02_s17,,400,,,400,400
115,,12,libero_goal|2|18|0|CLEAN,115,115,115,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/goal_recovery_A_gpu13/libero_goal_t02_s18,,115,,,115,115
93,,12,libero_goal|2|19|0|CLEAN,93,93,93,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/goal_recovery_B_gpu54/libero_goal_t02_s19,,93,,,93,93
150,,12,libero_goal|3|10|0|CLEAN,150,150,150,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/goal_recovery_A_gpu13/libero_goal_t03_s10,,150,,,150,150
283,,12,libero_goal|3|11|0|CLEAN,283,283,283,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/goal_recovery_B_gpu54/libero_goal_t03_s11,,283,,,283,283
400,,12,libero_goal|3|12|0|CLEAN,400,400,400,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/goal_recovery_A_gpu13/libero_goal_t03_s12,,400,,,400,400
400,,12,libero_goal|3|13|0|CLEAN,400,400,400,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/goal_recovery_B_gpu54/libero_goal_t03_s13,,400,,,400,400
164,,12,libero_goal|3|14|0|CLEAN,164,164,164,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/goal_recovery_A_gpu13/libero_goal_t03_s14,,164,,,164,164
400,,12,libero_goal|3|15|0|CLEAN,400,400,400,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/goal_recovery_B_gpu54/libero_goal_t03_s15,,400,,,400,400
169,,12,libero_goal|3|16|0|CLEAN,169,169,169,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/goal_recovery_A_gpu13/libero_goal_t03_s16,,169,,,169,169
201,,12,libero_goal|3|17|0|CLEAN,201,201,201,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/goal_recovery_B_gpu54/libero_goal_t03_s17,,201,,,201,201
195,,12,libero_goal|3|18|0|CLEAN,195,195,195,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/goal_recovery_A_gpu13/libero_goal_t03_s18,,195,,,195,195
202,,12,libero_goal|3|19|0|CLEAN,202,202,202,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/goal_recovery_B_gpu54/libero_goal_t03_s19,,202,,,202,202
93,,12,libero_goal|4|10|0|CLEAN,93,93,93,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/goal_recovery_A_gpu13/libero_goal_t04_s10,,93,,,93,93
84,,12,libero_goal|4|11|0|CLEAN,84,84,84,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/goal_recovery_B_gpu54/libero_goal_t04_s11,,84,,,84,84
92,,12,libero_goal|4|12|0|CLEAN,92,92,92,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/goal_recovery_A_gpu13/libero_goal_t04_s12,,92,,,92,92
87,,12,libero_goal|4|13|0|CLEAN,87,87,87,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/goal_recovery_B_gpu54/libero_goal_t04_s13,,87,,,87,87
80,,12,libero_goal|4|14|0|CLEAN,80,80,80,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/goal_recovery_A_gpu13/libero_goal_t04_s14,,80,,,80,80
85,,12,libero_goal|4|15|0|CLEAN,85,85,85,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/goal_recovery_B_gpu54/libero_goal_t04_s15,,85,,,85,85
81,,12,libero_goal|4|16|0|CLEAN,81,81,81,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/goal_recovery_A_gpu13/libero_goal_t04_s16,,81,,,81,81
121,,12,libero_goal|4|17|0|CLEAN,121,121,121,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/goal_recovery_B_gpu54/libero_goal_t04_s17,,121,,,121,121
122,,12,libero_goal|4|18|0|CLEAN,122,122,122,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/goal_recovery_A_gpu13/libero_goal_t04_s18,,122,,,122,122
80,,12,libero_goal|4|19|0|CLEAN,80,80,80,/data/liuyu/outputs/cross_suite_clean_train300_s10_19_20260620/goal_recovery_B_gpu54/libero_goal_t04_s19,,80,,,80,80
