artifact_type,review_id,path,size_bytes,sha256,exists
teacher_timeline_csv,v2_dev_010_event_00,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_round_v2/teacher_timelines/v2_dev_010_event_00_teacher_timeline.csv,164,f156b048318f258e9692662f047345764e64c508444a4b9da6f72d8d223eb574,true
teacher_timeline_csv,v2_dev_011_event_00,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_round_v2/teacher_timelines/v2_dev_011_event_00_teacher_timeline.csv,164,627cb8f10eab20f8dfcbd86b95c33f07cff3dfe85be351f8094510bec6073ab8,true
teacher_timeline_csv,review_000_event_00,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_timelines/review_000_event_00_teacher_timeline.csv,192,6990eba20bcdf52a237ef415bb58a0a1b20a8a10e9cbdab59ae5947b352fd2dd,true
teacher_timeline_csv,review_001_event_00,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_timelines/review_001_event_00_teacher_timeline.csv,192,69ab7885151dadb31245c2863989a09d7819f0aba983fed8438a96afe2f55606,true
teacher_timeline_csv,review_002_event_00,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_timelines/review_002_event_00_teacher_timeline.csv,206,a85e52598bb907590c2a4c18fc8f48c764d088b797381cdc01b408d65c30704d,true
teacher_timeline_csv,review_003_event_00,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_timelines/review_003_event_00_teacher_timeline.csv,206,87d6c64fa024d9fc9e124f44a7f1eec9a16711336ad42eb56af0b4c28fb314ae,true
teacher_timeline_csv,review_004_event_00,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_timelines/review_004_event_00_teacher_timeline.csv,193,1f27426ef32c9562f67c7a8c6557145f58814375441aec9f188d9195a5bf3de4,true
teacher_timeline_csv,review_005_event_00,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_timelines/review_005_event_00_teacher_timeline.csv,1222,39443aa92d51508190c45b2fed209cf1b72d759866f772a8c066e0a496ba9db9,true
teacher_timeline_csv,review_006_event_00,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_timelines/review_006_event_00_teacher_timeline.csv,194,9a20e83695f05623bf45dca22e26b61b575be31bfd30c7a772bedcbbd7f57477,true
teacher_timeline_csv,review_007_event_00,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_timelines/review_007_event_00_teacher_timeline.csv,194,db0d5fc0e968edb5af518a809f43d3784cc6505c63168c907ddd4728e1d03a62,true
teacher_timeline_csv,review_008_event_00,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_timelines/review_008_event_00_teacher_timeline.csv,208,9987f0c006561005d6462cd2bf4b8b6c58cbba921ed7f73b379b86a7eae42ecc,true
teacher_timeline_csv,review_009_event_00,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_timelines/review_009_event_00_teacher_timeline.csv,208,e25fc2845d2ef9293dadb8ccd8ee2fcaa63f49cb4ac7875a9087e63c57ece236,true
teacher_timeline_csv,review_010_event_00,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_timelines/review_010_event_00_teacher_timeline.csv,196,78bb82903c5112cce1cca36ef2d5b31661b613f39d85e8aa64475207bcca7489,true
teacher_timeline_csv,review_011_event_00,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_timelines/review_011_event_00_teacher_timeline.csv,1572,356f64ed7dc0750173e07a03d83bff94dd47aec1d98bb079beaea668ee3cb3ef,true
teacher_timeline_csv,review_012_event_00,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_timelines/review_012_event_00_teacher_timeline.csv,192,2b5f0f1cb8c3c9ffb641563505a86b19139e68cc6b400e8023873c64104720c4,true
teacher_timeline_csv,review_013_event_00,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_timelines/review_013_event_00_teacher_timeline.csv,192,145b8e899880b807d729ce3832c69cfaa71f3cea471882b41cee73b0090f2c40,true
teacher_timeline_csv,review_014_event_00,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_timelines/review_014_event_00_teacher_timeline.csv,206,60b06f8947d131d7e71288d96d121f51ca9ce6bb11ce47f82828b82d8ec0597e,true
teacher_timeline_csv,review_015_event_00,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_timelines/review_015_event_00_teacher_timeline.csv,206,162858cf94a2303007504119b6145af4be6cd2dcfdc9dd7cf821f36140408b45,true
teacher_timeline_csv,review_016_event_00,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_timelines/review_016_event_00_teacher_timeline.csv,1381,a40730b63d790269ee9ef3effb99a528adfe48cfbccc4ef7b5cd286d94240c30,true
teacher_timeline_csv,review_017_event_00,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_timelines/review_017_event_00_teacher_timeline.csv,1389,510819ba46c36cedfe6f1a78a951f2dd0c2f37848e053599b43fd8aade998cbf,true
teacher_timeline_csv,review_018_event_00,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_timelines/review_018_event_00_teacher_timeline.csv,194,1e5eff9e65f11dff5244010fa01d6c2da9775a8859e39359910d842f39c35fb9,true
teacher_timeline_csv,review_019_event_00,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_timelines/review_019_event_00_teacher_timeline.csv,194,166197321d2f68bddadd14d7ee021aa2661be0a90e2ad54ffa210e62d15bd5d8,true
teacher_timeline_csv,review_020_event_00,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_timelines/review_020_event_00_teacher_timeline.csv,208,9082623af7ecc35dd43131304fdd0020de84263502f2c43bf9268a87e5a2280f,true
teacher_timeline_csv,review_021_event_00,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_timelines/review_021_event_00_teacher_timeline.csv,208,2e247d57d9875597a684bd1609f3c2e0154851391e56e8dd2f40227ccf5b1156,true
teacher_timeline_csv,review_022_event_00,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_timelines/review_022_event_00_teacher_timeline.csv,1571,a39ca3b793ea71eb046ecfae9b92614d4859dd23c24e08bcfb10dba60fd58082,true
teacher_timeline_csv,review_023_event_00,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_timelines/review_023_event_00_teacher_timeline.csv,1403,582e326ad9a0d1808ffe78a6584d24b276f02f94791bfa458449a51a1c7f04b9,true
