artifact_type,path,size_bytes,sha256
teacher_timeline_csv,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_timelines/review_010_event_00_teacher_timeline.csv,196,78bb82903c5112cce1cca36ef2d5b31661b613f39d85e8aa64475207bcca7489
teacher_timeline_csv,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_timelines/review_011_event_00_teacher_timeline.csv,1572,356f64ed7dc0750173e07a03d83bff94dd47aec1d98bb079beaea668ee3cb3ef
teacher_timeline_csv,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_timelines/review_012_event_00_teacher_timeline.csv,192,2b5f0f1cb8c3c9ffb641563505a86b19139e68cc6b400e8023873c64104720c4
teacher_timeline_csv,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_timelines/review_013_event_00_teacher_timeline.csv,192,145b8e899880b807d729ce3832c69cfaa71f3cea471882b41cee73b0090f2c40
teacher_timeline_csv,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_timelines/review_014_event_00_teacher_timeline.csv,206,60b06f8947d131d7e71288d96d121f51ca9ce6bb11ce47f82828b82d8ec0597e
teacher_timeline_csv,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_timelines/review_015_event_00_teacher_timeline.csv,206,162858cf94a2303007504119b6145af4be6cd2dcfdc9dd7cf821f36140408b45
teacher_timeline_csv,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_timelines/review_016_event_00_teacher_timeline.csv,1381,a40730b63d790269ee9ef3effb99a528adfe48cfbccc4ef7b5cd286d94240c30
teacher_timeline_csv,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_timelines/review_017_event_00_teacher_timeline.csv,1389,510819ba46c36cedfe6f1a78a951f2dd0c2f37848e053599b43fd8aade998cbf
teacher_timeline_csv,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_timelines/review_018_event_00_teacher_timeline.csv,194,1e5eff9e65f11dff5244010fa01d6c2da9775a8859e39359910d842f39c35fb9
teacher_timeline_csv,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_timelines/review_019_event_00_teacher_timeline.csv,194,166197321d2f68bddadd14d7ee021aa2661be0a90e2ad54ffa210e62d15bd5d8
teacher_timeline_csv,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_timelines/review_020_event_00_teacher_timeline.csv,208,9082623af7ecc35dd43131304fdd0020de84263502f2c43bf9268a87e5a2280f
teacher_timeline_csv,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_timelines/review_021_event_00_teacher_timeline.csv,208,2e247d57d9875597a684bd1609f3c2e0154851391e56e8dd2f40227ccf5b1156
teacher_timeline_csv,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_timelines/review_022_event_00_teacher_timeline.csv,1571,a39ca3b793ea71eb046ecfae9b92614d4859dd23c24e08bcfb10dba60fd58082
teacher_timeline_csv,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_timelines/review_023_event_00_teacher_timeline.csv,1403,582e326ad9a0d1808ffe78a6584d24b276f02f94791bfa458449a51a1c7f04b9
teacher_overlay_mp4,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_overlays/review_000_event_00_teacher_overlay.mp4,164960,b3d61a71ca3739c6817fa389a374e42472b2ffe953b1de191a8c9c8747f7a8c5
teacher_overlay_mp4,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_overlays/review_001_event_00_teacher_overlay.mp4,92787,605050285ad74da5b3c6851f57dc6dede337afa7f3e16cfa43b12c69d7f4ffe9
teacher_overlay_mp4,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_overlays/review_002_event_00_teacher_overlay.mp4,174091,c2a6b436179e2642c8641fa2df99c6e0951981e783303e5478dd5b4d52d995b9
teacher_overlay_mp4,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_overlays/review_003_event_00_teacher_overlay.mp4,198558,ddb95855a7924cbb29b96b09ffbcc095240b1aa3941f3031f3d5a8b73b666d7c
teacher_overlay_mp4,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_overlays/review_004_event_00_teacher_overlay.mp4,187072,190811bb7a45d5222d7d0ef71ee906d85634c1b9ccba2ab20241c856a5d17df2
teacher_overlay_mp4,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_overlays/review_005_event_00_teacher_overlay.mp4,55755,3ba049b2e2868551f34224b9c58fe3801f79b0fd773894e99817fb20448b0602
teacher_overlay_mp4,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_overlays/review_006_event_00_teacher_overlay.mp4,282056,d3601d332bd4c3550f12030116c86c870c151bff1d661988b4d2555e7327e5e6
teacher_overlay_mp4,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_overlays/review_007_event_00_teacher_overlay.mp4,37084,995f4f46deb3b2a3f71cb1486eb6bebbd14dd26538a3d0831f86783a55300f96
teacher_overlay_mp4,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_overlays/review_008_event_00_teacher_overlay.mp4,126875,cfe17b863caded724ed2fc10ecb859d8ebeb127def595462537cf30c09848f9b
teacher_overlay_mp4,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_overlays/review_009_event_00_teacher_overlay.mp4,107600,b02da72d84ec585626197b4eb61a23913cd749275554674aa2215d3723d69f2c
teacher_overlay_mp4,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_overlays/review_010_event_00_teacher_overlay.mp4,239443,643b64a65a943ad5128b7cbeb80064ce847fe1a21fef6f26e37b9d3f17499258
teacher_overlay_mp4,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_overlays/review_011_event_00_teacher_overlay.mp4,126051,af835fd170a07b2a5238f2133a3120bb1c5fb063355d5831049e5881b7452cdb
teacher_overlay_mp4,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_overlays/review_012_event_00_teacher_overlay.mp4,141762,ee59bc388503c4ac13a99e1361dec818305d57341c8d1cc525c639f77c21155d
teacher_overlay_mp4,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_overlays/review_013_event_00_teacher_overlay.mp4,117306,ab32366c6b6dc04a1a4144300d7fd452191d18093963b46c0457b80fe15fc53c
teacher_overlay_mp4,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_overlays/review_014_event_00_teacher_overlay.mp4,220897,b3f053f039ed59eb431d5c3803981cc0eb82c134f22f5d79b687e8caac2fe1c5
teacher_overlay_mp4,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_overlays/review_015_event_00_teacher_overlay.mp4,173912,f69f6508105c0903916160a9bd12c1d736acae14370c4cc4cf04368fb5a3401e
teacher_overlay_mp4,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_overlays/review_016_event_00_teacher_overlay.mp4,114682,3b4379e113033c6745bd8f0addef56555501e47983adc17b4847e67905cb1a47
teacher_overlay_mp4,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_overlays/review_017_event_00_teacher_overlay.mp4,63936,b0bb4806d1390ab054240ba143681d33ad135d9edc3ad09be0f04636ea46f2a5
teacher_overlay_mp4,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_overlays/review_018_event_00_teacher_overlay.mp4,269141,d7ca5cdab2ed8de445f4e00c2ed04d405dafc101be19c01004da5f119d8751dc
teacher_overlay_mp4,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_overlays/review_019_event_00_teacher_overlay.mp4,34635,384f2c8433893c955cce53cd381bf2cc0f8392a6f104c5e74c915cdb8d1c0992
teacher_overlay_mp4,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_overlays/review_020_event_00_teacher_overlay.mp4,164089,c8e855bcee1069cfcbd933a770be73804837bf7d0c2e6c4417601e6ea818aff7
teacher_overlay_mp4,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_overlays/review_021_event_00_teacher_overlay.mp4,90813,455512a14bdb1cdbdb4e30fab0b96331018a82cceffe02acf5a83d0dbadbc2cc
teacher_overlay_mp4,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_overlays/review_022_event_00_teacher_overlay.mp4,158329,59bf6715b036f3ab379f3de223c96ccb746bac4e084e8d228bfb90448a257286
teacher_overlay_mp4,/data/liuyu/layer1_outputs/h2_layer1_resolver_6eb8863_20260620/diagnostic_review_package/teacher_overlays/review_023_event_00_teacher_overlay.mp4,74665,181887832aa4f84b450da028c7be33346d1b817d5d4863ba2e5c064779a92614
