step,action_hash_pre,action_hash_post,action_identical,env_action_hash,obs_hash
13,324e41f34c6016dd101b5861adfb2c90230121287cf65faa8d178964e1464a6a,324e41f34c6016dd101b5861adfb2c90230121287cf65faa8d178964e1464a6a,1,ef141cbe483bcfe1d769a7fa0ae175ce364c9f63e510c0440c21e173b65d9ae6,282ad0beaa372066add8b340abc122e025abd925653a972de767e99a0180c830
14,9a84b3bfebf8c7ebfbc48eed896be1ad2685e46c5334cac97afa74ded0997bbb,9a84b3bfebf8c7ebfbc48eed896be1ad2685e46c5334cac97afa74ded0997bbb,1,80e9814a1f6b13a06a27848c0f33ff9c3bcbb11d539e30ef7e3276e20f14fb54,5491326ae5999bb3b794502f54f3941e8d2a799460e3043649a8be790ee6ad24
15,5c3f34ff09a51ab5cc94fd81c1802769d435c5427e811fdc6674da8823c66489,5c3f34ff09a51ab5cc94fd81c1802769d435c5427e811fdc6674da8823c66489,1,5f2a08f867560bc094075cf76dce913d3f9f085faa3a271ac5c51a458eadaae8,0411b9f09d06b6e793b3a919c3aaa7e723d2ea8241db8e7ee9e2fd580dbdd36a
16,5c3f34ff09a51ab5cc94fd81c1802769d435c5427e811fdc6674da8823c66489,5c3f34ff09a51ab5cc94fd81c1802769d435c5427e811fdc6674da8823c66489,1,5f2a08f867560bc094075cf76dce913d3f9f085faa3a271ac5c51a458eadaae8,e76e467b866ead50fef4c26d5721f3aba277ab481f40592404295b8dfccf0ce4
17,cd534730f123f42bbe8896a5ec9a097f1cb16e9fe937c25237c8cea6af0a2bb4,cd534730f123f42bbe8896a5ec9a097f1cb16e9fe937c25237c8cea6af0a2bb4,1,2f0677d167e959f649d12cea409bd562bd55511060c1773a33ed7b5b0bf95533,6af12235bb1df03c50a68016b1a52d80e948cd0e01f1e3e3b650b76e4d9569af
18,6305afc90f8cc7afab9504f730fa0f5af7fc322bc0577fdfc2432e5ae60cdb95,6305afc90f8cc7afab9504f730fa0f5af7fc322bc0577fdfc2432e5ae60cdb95,1,b77aa376cfa64ff619125eb62fb6b11019581cd5fc9d0eee09ec23220d1cb3cf,ded22b740b3fe1f47a31ee2c90a3878a812f84280fc3156d096bc91dbf1a4eec
19,5665b1ec4f13de1865432727733554f5c64dcf1acafd06aa912f5105c70d8178,5665b1ec4f13de1865432727733554f5c64dcf1acafd06aa912f5105c70d8178,1,ecff576559272f8724c6b33e3ba4a2533345aece02eff66f538b946a26969830,00d400110d98b719dd236b20c21344279a13c607dc7e4780f284947081cd3f8b
20,cd634b6ff87e6c521da4db50afe8ced474141a0f3ad8dba56ce586e5de259211,cd634b6ff87e6c521da4db50afe8ced474141a0f3ad8dba56ce586e5de259211,1,c42b398c9001a69a06d6a9697b13b4847a1d15fe991bfe7f792c63c598a582c8,7b1db6dd498edcfb32eafd6b34fd1d80f49425dfa1e7976b9befd46816068a51
21,f116fab62eb08c7b7d76c80e15692e17b1a070d99df0d500ed16758a40371a84,f116fab62eb08c7b7d76c80e15692e17b1a070d99df0d500ed16758a40371a84,1,5956e3cd24b797fbab8800b0caf382720fef61c4b25cbab916e638f083de29c9,8274d04a87ba27c997d69fe3b08ef9e8c9c4e3b4cd8c6beb195c6404733be7c8
22,c886e1a1cbf1ea17605184d5ad41229288cd7cf14d368efbcee29d49e64e60cd,c886e1a1cbf1ea17605184d5ad41229288cd7cf14d368efbcee29d49e64e60cd,1,124e4d85829ffe8c2ea7ce9a17681586aac978ad09869cc56cb410b23ccbe3f5,e6565780f9bc556b82ed7fd16812cfbf42fb9da7c21d96f99629d6381cdea7d7
23,7985600ebe69de996cd3102ad8455d35d3cacf940bd254ee18d0e34f9d6f00bb,7985600ebe69de996cd3102ad8455d35d3cacf940bd254ee18d0e34f9d6f00bb,1,38546afb8848a83f4bea925282ef4a8ad5ad524c090a44521f25612d6a23dfbf,3ffb37929652dfaff62e523fe79fc283e4b23895d3626c134b19602806355d0d
24,55a129c3fa24c5c9bf87417e4d1a5b5d2b8386f29763a0213e34a5e4f63a79e0,55a129c3fa24c5c9bf87417e4d1a5b5d2b8386f29763a0213e34a5e4f63a79e0,1,15a59eb1931b735222fedcac0f5f68933c8f6e5ab166a2c04d4ce0e2d6b172ed,003688c8326de9a5708c1fa9294569481a077666788d634061076bf3f3b5c714
25,05d01a2969cebb6d735dcd50528d7844de9de7dd9a5941a524134dded630e469,05d01a2969cebb6d735dcd50528d7844de9de7dd9a5941a524134dded630e469,1,e1f04ea8e5f704498e8049983efb6a4ade733760a31e8bd96fc6d2a615afa829,bb4b175a79d4d3c837472884594c7c3b37e002d5db154485889953cc3e7de8cc
26,1a0669ee939e04a156fc996f1104bf950e714fba2cb831d044bd4b829c82fb28,1a0669ee939e04a156fc996f1104bf950e714fba2cb831d044bd4b829c82fb28,1,edece892e8e27786022fa7db19a3db14d11d76f19c96d21bfd2bf292be94e452,87b2a15f5cdb6081f97e38330242dd6df6d7612aab4d09012d638a4ced35e7da
27,644b40b77ed674635c4a89671cfcf23e2d0813f728b2193a8243160d1fa4c194,644b40b77ed674635c4a89671cfcf23e2d0813f728b2193a8243160d1fa4c194,1,a7b760e732664cc826ffb588e7efe76fee0e45a4bbc0e8ba86b3a896d21e5d22,4273a7745e7abea809ed83cb9357a588560507d25d37b2eaea286d569ab4f226
28,b21d9fae1273c86684e607bbe940beec67a723f9e8cd904efd78a22e6d90221a,b21d9fae1273c86684e607bbe940beec67a723f9e8cd904efd78a22e6d90221a,1,acf157d6cc992796a876e16d9d439ca647a64040d55e8151c0a7a94327d6cf7a,78e09a1aa17b7dd0745378702c876d9f5767ebda7f42f11b4c565a0a91a586e6
29,5dc5c993a6cedcf4e8e59e766607a63f04bb081bf7689bfbeda9256bcf9dd9c0,5dc5c993a6cedcf4e8e59e766607a63f04bb081bf7689bfbeda9256bcf9dd9c0,1,e9da0764a0ed47d9f430e4f39a762b1d12cabe6c4d5f36d7fb5674002443b5fd,2c3ceb81ea40556bb955138f3e42b98bbef0784ae3b9314a828024323f7aba07
30,f2a785222e09ae215b869b508456717acc95f61e10f89f8393891ef02dc1b140,f2a785222e09ae215b869b508456717acc95f61e10f89f8393891ef02dc1b140,1,651c5ac29a238f11a6c7fa5a42b8efab31cf2343bb086dc2adee7b59820c07c1,6f6858222ac22c6c9ef8d968b4159906543d54c744558d97fa72d5e124092d22
31,edb9972bad9d616adf92feba9589a487050f66437b076e715090897a667aca08,edb9972bad9d616adf92feba9589a487050f66437b076e715090897a667aca08,1,254fd219ddeca283391903813a25030d99aefd4412c9d1993c56a68d61f80645,a589f5f6a702f32456f9555b43a501615fa465f716e53563dbb663391e42dd51
32,e4a1518a2cec9a8c93be16ba825737397e3283c982b9465723a304f5ee026e94,e4a1518a2cec9a8c93be16ba825737397e3283c982b9465723a304f5ee026e94,1,33e1970d4ef2e8c86b5d68e244e0a20625dc79b1dfa796790efc6d6947383e53,ae23e9bfbc5b36078315478a5a29bce85576cd90bd3b1bc68103d718d805e79c
33,5c0ba1e163425fe0513c733ddae73c73e418651d0c1c6293415bacc6c6d14020,5c0ba1e163425fe0513c733ddae73c73e418651d0c1c6293415bacc6c6d14020,1,6288078cce0c905322aa38b0d23b486a5c12eb09c68a9cd5603be1e4c0efb697,2dc67be6b17dec31249d0080daea91f94d6c1f9bbd87fbad2107123a050b45d1
34,39627c182ee97e06aa98e3e9919ed6b18c0e387b568d545ff11d4e7f7811d151,39627c182ee97e06aa98e3e9919ed6b18c0e387b568d545ff11d4e7f7811d151,1,3550c0fac6b91133630cd9303e0e517c65b2563fb53380a11cbba84b9fd36c25,73eb7f6011d9b40a053ae78e0fa0cba4cbdb29ef667cc692eeb1650a8348a466
35,9891e46772408d86e6193fcdf455f40b878db9338d5926039063f047178f5a9f,9891e46772408d86e6193fcdf455f40b878db9338d5926039063f047178f5a9f,1,755782bc1597d889adbdbc2f0f774f56a530c5af0b4bfd1fe15827eb50038f48,61fbea2b6624cf0e97720d0761e4cdaac12827b02609284cfdd2360575a89727
36,2e62a3302c8d144b59f1070f6434ab98ba0a195d94e68af0f57b218a6e8a89ea,2e62a3302c8d144b59f1070f6434ab98ba0a195d94e68af0f57b218a6e8a89ea,1,b6d9758fff430be8dec40b57806afdc7c28a2685c5b6ef9280a5d8a5b359a225,2d897974b55f853a646e1ab38a42456c034b2cc36714cd12e61bdeb220ef4545
37,510efffa440d2abd2ae517c67b707e4a3ffffd00d2f594f0e266f800a74421ca,510efffa440d2abd2ae517c67b707e4a3ffffd00d2f594f0e266f800a74421ca,1,a8cfb9ff1c03e567e0295aef62a1f35b3512d5194a0d6386e3356ca18f2aaf85,98b0ba4e1df2281e1d9ab3769db969f14244844608b7b5c64df44d620fb08d64
38,510efffa440d2abd2ae517c67b707e4a3ffffd00d2f594f0e266f800a74421ca,510efffa440d2abd2ae517c67b707e4a3ffffd00d2f594f0e266f800a74421ca,1,a8cfb9ff1c03e567e0295aef62a1f35b3512d5194a0d6386e3356ca18f2aaf85,a6656a309954651700a17353e1f90a80f86f1070ff38e171bd40427c8115e655
39,ad19e52fc127a600f0b6fa24edbf640e990678f97e0ed8690032a7ef5f9ea0b9,ad19e52fc127a600f0b6fa24edbf640e990678f97e0ed8690032a7ef5f9ea0b9,1,c1f7a7095fb1da11828473629c9f1c9648f6e0edfd38b7ac11b653e71512cc71,00885a95bba771d4d73cfd0c3a71d9fc33a90ca9713cc0e51d3f15a38228c7f0
40,aaaa6b8b875a87c1f40865e299beec5156d8424c3b4cff11aa57fba7c9f7f32f,aaaa6b8b875a87c1f40865e299beec5156d8424c3b4cff11aa57fba7c9f7f32f,1,ba321bdfb0bf2e6a2cd695e13bd658bf541e410d1929b5d896823e1dd8c835ae,4208da09d163e92fcf7d7822368eca0a10118eea6cfc144a48801703bf92fe9c
41,aaaa6b8b875a87c1f40865e299beec5156d8424c3b4cff11aa57fba7c9f7f32f,aaaa6b8b875a87c1f40865e299beec5156d8424c3b4cff11aa57fba7c9f7f32f,1,ba321bdfb0bf2e6a2cd695e13bd658bf541e410d1929b5d896823e1dd8c835ae,b436317c1003512813e1e9b82efd26a43c8bd5c83526a7cc4145c0f6d6f074da
42,4c4f367551312df09a358dc8aa6e3574e71a695b907a933aa0cdd01126825f52,4c4f367551312df09a358dc8aa6e3574e71a695b907a933aa0cdd01126825f52,1,d392fab22d4710ecee8eee59fb41514f4d6159b0b7c1982e87cdf8b78cc70a25,3d81f07debd7abf1e6944c26435a01b83e374a177ab135b2f0dc139318c82d9d
43,5a8661f5bd0292eff7f13c8db82a258aa0339eb5ccfe85a7ba8618cd907cd8c6,5a8661f5bd0292eff7f13c8db82a258aa0339eb5ccfe85a7ba8618cd907cd8c6,1,e18832fc04cca4478d7321eaa34005c71ec181df554703ce41b80ae30bedaa9b,29abaf3c5cfc2e8dce001f6f114a269fa7adcdc9e8a84172c8cf1c383a53b068
44,2a710a2962f38ed6b02e13e1e6e5884327cefb0f3bf23c424a74c6b506f0fb0a,2a710a2962f38ed6b02e13e1e6e5884327cefb0f3bf23c424a74c6b506f0fb0a,1,7ac2ea6b28ed4cf63f01e3230a085af14fd5b86423c72adde5b831302815a35b,ce7f9fabb1efff5e2cdf7eece3685ad9e8f2edfa09b768fb2267bcefa8be0318
45,6ddb515283a0eebd39ec5082b4a5de583e6010eb10ad844a9782597583cfb2bc,6ddb515283a0eebd39ec5082b4a5de583e6010eb10ad844a9782597583cfb2bc,1,d3aec755239f87dd1fe363fc3354da8cdfa945ec48e6699b6fcfa46941c13896,26f21816de2a52d814b3a3b8ee5a760d5d7c083e1f455757cfac029ebdc537f7
46,02f614034887d4f3ca237bc35201699e7e08a8be938ef80001e0d362cc5de2ed,02f614034887d4f3ca237bc35201699e7e08a8be938ef80001e0d362cc5de2ed,1,7f69cab6e4b55defaae9941d87e71d3cac5266dac61668b688106e181b53dd94,4306529c43dfc9e2ac420c39007f33ebf24e473ceb7f37d3d51ce7b192baf8cc
47,c714dbf02da313270b4a7d2935a17aa17e981063edc63b65618fa5f0172559f1,c714dbf02da313270b4a7d2935a17aa17e981063edc63b65618fa5f0172559f1,1,02abe1901ba1bc37ec11ff8320ccb41b5ad72292ed6440a56e6bf1566ae56e4d,b2ac213296bff1f0ffe5775f4a93e91946e9b3ca4dc03be45a72908a6acc7e9b
48,911bdf2553895b48a3966bebf128952681bd8df0f8e2477a397f15185d6efbe7,911bdf2553895b48a3966bebf128952681bd8df0f8e2477a397f15185d6efbe7,1,8bfdc8276902d7e488f9ca1966d0a3bb0a88033db56435abd6f7660b65c1ff0a,422601c362a84662b569978b68cbf99680b79abb61f6c3c9d541d76b65581dbc
49,98773d1108814f605aef2ab1a9f55eee428015e817ea62ea0eb7aeb3dfc7c60b,98773d1108814f605aef2ab1a9f55eee428015e817ea62ea0eb7aeb3dfc7c60b,1,d3db03d9a5a0eb6e5329f0f98897b8eb54deeec187328e0c0fd30af2f854124b,7c6818065286072a8c5ce1864ef677f0e76539ed5c21563c10ca082f28c5f55b
50,bf172ec49b14e376de068ec4df8c0e4196b96cf8e3bad32ee1356f11749cc9b4,bf172ec49b14e376de068ec4df8c0e4196b96cf8e3bad32ee1356f11749cc9b4,1,b3822cd5fb94d39b53d0fc1ee704255ed16f85d408faf44a7a3ea8be682cd5ae,4bb8c8ade0d4f5085379ec6d8509a744103a11756fad6d3a55247c907a992136
51,dc402d941648dd0cc46c499acda4107db41db3924289b0f8df14a830bdefee51,dc402d941648dd0cc46c499acda4107db41db3924289b0f8df14a830bdefee51,1,44d4547b8d020b24e6145b9032be327ea5b8a60695ab6a16293cdd371df91a84,a2049082757c444ecb2cf453609872c3733bb06195327ad9ee1f64bd048a65b1
52,c9bd038f918c3ec70a256ff17aa726f5bf799602b187417c055286eaf6313d9b,c9bd038f918c3ec70a256ff17aa726f5bf799602b187417c055286eaf6313d9b,1,288c854221dd18b5533318f408298168a87b009b94cf05de4c11a271a16c1319,f75d68153e707e47ef30ce10893589d8a5c2b4df907f4d0524e11c01fbc5c4ad
53,82882b5fe19b72176417773078da84eb347048f76a8c4df2c675ee6e96126cda,82882b5fe19b72176417773078da84eb347048f76a8c4df2c675ee6e96126cda,1,51c29bb4451ee0e3de21989bd370957090f1c09d80be99497f242c9b134c8fed,b2b29e88cfbf3a6cf2a98782a6c9498e27c757c05eeee12991849f27ccb38331
54,cc2792ac7b915f8ac9ce78b1e7fa011ace0738fe1ec3fc7d830d61c0e2212479,cc2792ac7b915f8ac9ce78b1e7fa011ace0738fe1ec3fc7d830d61c0e2212479,1,236e4fb9b81a9e58e33960415f426c09d674e0d3361268fc07a177b3e15ff450,a41544baac3fb82f2d47652f8380a079fcab71363d2a1ad00e038b6a6558a7dd
55,cc2792ac7b915f8ac9ce78b1e7fa011ace0738fe1ec3fc7d830d61c0e2212479,cc2792ac7b915f8ac9ce78b1e7fa011ace0738fe1ec3fc7d830d61c0e2212479,1,236e4fb9b81a9e58e33960415f426c09d674e0d3361268fc07a177b3e15ff450,01c4cf27dbd34040fe829ecfac93837729d72a4c555979449a3d91303a300744
56,44665b7789e611f5216e2868cb0aaf362776d2157f6a5b1ed2a62a954b01203c,44665b7789e611f5216e2868cb0aaf362776d2157f6a5b1ed2a62a954b01203c,1,2e1341368287a887b00427aeb07a1e7c92ada41d9970e6a1faf4700347159019,47949edfda45ca3d31fc6efec51055b176874d3d4425cd1e3c622e193932846b
57,729fe77ec815e334d56cea7f59dde063bc100a1807083215c4c934608df82565,729fe77ec815e334d56cea7f59dde063bc100a1807083215c4c934608df82565,1,e41865a7728da4161aa4bf7f21f31cd8074d6828370e788728305ec6ff934b5a,8e3eca855d63672b37120d3d095f589df4751a1c6dca2536a3c5e828e73d0356
58,3cb98b45c319e5859f74e8dfd42538add612e001eae9df1b6f41dbd8571457db,3cb98b45c319e5859f74e8dfd42538add612e001eae9df1b6f41dbd8571457db,1,2aa15f355db0f7defb26c21714817323811a736422cdddac5d62c4e80f86246e,d145c080d6948ffadfef30e31b14ee8fd4db919a0509ada73605353498bc7415
59,80c76f25c2b9ade85fedf5ef1857967f0a8b5acedee69c8ad15dc45e8153e016,80c76f25c2b9ade85fedf5ef1857967f0a8b5acedee69c8ad15dc45e8153e016,1,41a5f2ea3bd93fc9c1ebb480e75bab0084f7ac039bcdd9686de1f68afeae0ac5,b4c07b71fdf689e8c4756d8fef434ed9e198d0356202277a0f70369afbdf9761
60,3dc6b69f6e93684ef9fb7a1a534c7c3a95720a09720d08a6a2b4c4d236b023dc,3dc6b69f6e93684ef9fb7a1a534c7c3a95720a09720d08a6a2b4c4d236b023dc,1,8fbc7a25dc534dc03eb2853d3495e50cad3b76d307caf88280c601c5fe1118ff,11cb6a3218a528cfaf509659f90fa86f74cb74a72b96e0c3741836c7948fe062
61,86dab6cea7ae9b30eea87ce411c0051997b13258855a12a443caf5195026f404,86dab6cea7ae9b30eea87ce411c0051997b13258855a12a443caf5195026f404,1,ee9184efa312ab415591292b3d7d76c9e445cf5aea424ef74c9a3089137437ce,8deef34664111e493841c75560b4a404aa95bd0c98f0a6e09eed537bfc89e33f
62,211406a07c0b931cfc9d30b74ff7a21bd2c45b13f2435750ac45fd4940676223,211406a07c0b931cfc9d30b74ff7a21bd2c45b13f2435750ac45fd4940676223,1,f1f3f78839e24a3491d588cc29c1ca401514028dccac241323da790387d25e34,a1147d55d18f7274b7ecd2b698a406d49348a82c85d3675edc5fb3dd3fd2b3c2
63,b3030aaca42a73ac0e213e8fdc0bf42471ebb173363fd3200de07941d515d6c1,b3030aaca42a73ac0e213e8fdc0bf42471ebb173363fd3200de07941d515d6c1,1,ea462071edbf680abb63f5c066fbef7516e57c0ff879984617dfd55d399b6843,dd159149414a57ad376d52c2f3108da539974a60bd1df1268a4ffc060878cf42
64,4cf157157e758e9760f66245a0a18b341407dcaf9aa7fcf36ecce475c9152339,4cf157157e758e9760f66245a0a18b341407dcaf9aa7fcf36ecce475c9152339,1,c69b2e889d7fee58645ef673e6d058a53937dd76deda3c6a08277680b69c08e7,5f8bc1742f23ce6d0ff1513f7304bd1b12087ddac77ef1a730211a2a40ea59b5
65,e6f9765b7151e6d6d449f3a8e980df031466fb04d1a33e907dcaefb4bcf8fd40,e6f9765b7151e6d6d449f3a8e980df031466fb04d1a33e907dcaefb4bcf8fd40,1,3b38a991bd61ca759a6799097b0e476b55148fdfba89e245e1e1b9b4cf9af9ad,344833984a36032a09d3a602d5cbda4b07e8248076a050174abd873df86d959d
66,3cb3d7509d19fda9489d9b5f5a544485fda593e0ec56c468b59ea78c27bf88ad,3cb3d7509d19fda9489d9b5f5a544485fda593e0ec56c468b59ea78c27bf88ad,1,07813a27740e902c1adb65f5791343518f03333a9e7994113f42464120418bc6,7acfa411d0ab445ea2ef789873797043e850b77611b4c763e7f6e97a4e4105f5
67,508ee6087d534c21a68da9ddac427426937ac9db1b9d87024865e55bcd7e4163,508ee6087d534c21a68da9ddac427426937ac9db1b9d87024865e55bcd7e4163,1,b91fe9d5c890710e3f350bbca7549084cd054b2eff0887a28c638e8e31045977,03539a7f95b42e5043755bd1fb474e4daca76392e8d054bf6caad2ea04eb5f0e
68,841cddc5975c2ae8bad762ed5380a1fe4952d997dba955503082b40ddb76c342,841cddc5975c2ae8bad762ed5380a1fe4952d997dba955503082b40ddb76c342,1,2f7d9f1fbfc5b7719a76c9b2eb0f5b9f8f87ac7e6386aaece9d0f9e4c3e3d157,eb7ee2b984268757398d2cfa0e5c58724b700bdbff1dd89e8374a1f5c263b91d
69,4a25ae4fa93315066da8673e14435049f79e36bb420200b968c58f5beeb0e175,4a25ae4fa93315066da8673e14435049f79e36bb420200b968c58f5beeb0e175,1,4c40fd27cf2bd166eb1d8f8893f8aaf1f297f12bcaf854326fb055bec0262947,3977d62fd38cab2794dd4d152421fd926e157c910797e756b02e892db91a3085
70,e76744665913771348f187a678ffd00cbc37ce4bbbf58b0b294a5f3f1d8b71a8,e76744665913771348f187a678ffd00cbc37ce4bbbf58b0b294a5f3f1d8b71a8,1,cb9f7c847f6c7ceb0b4806dc0bfb81e65638bc8d108ce85a3fd68cd5b07c96cf,92b6e44f4ec6d8adb217eb547dfafe7ef227b83e08d20bf9e655d48c66faf3a1
71,9d6a1711f66e6f82003c8c6f4c9696ed751801d6dd9e67941f68a3f0755713bd,9d6a1711f66e6f82003c8c6f4c9696ed751801d6dd9e67941f68a3f0755713bd,1,075fcb29e4d445eecb0311cab87e7c271877fad0eea50d867b31e3ee67b2a452,b9de0c4c5c14a91ce8e0d33bf768dbd2490c3aa35e09b9dd9e0455b4b5af619d
72,1d4cf5d0cc79f835a816cd81e7e3b7ee11e289dfe182f65973f3f5a43eb18cf3,1d4cf5d0cc79f835a816cd81e7e3b7ee11e289dfe182f65973f3f5a43eb18cf3,1,195150de80e7bc78fefad358179bbac7bb7a2fc422c6b547b2eb9fcd213eda25,5c8df1535b834bdecf3b8c61ac5c1b0585898d5c8dda78b39a0a9f0c62f5f22a
73,3887fcbec355574a6ccc12c669f89bb3d22186e8f2d36a36b12931695d3e29c1,3887fcbec355574a6ccc12c669f89bb3d22186e8f2d36a36b12931695d3e29c1,1,0afc1836353bb7f5a12c3a34dd176d890d88c66f896363a115c36e8b3e735b40,2d92660cbd9a96b46eac0e838ca14b6b2b99a1b6e1b98cd4f2b81aab0fd984b3
74,b5e4eee3be319a0ae661b69e37f6d72834263ec1bcb1a3eb029450affd3843d1,b5e4eee3be319a0ae661b69e37f6d72834263ec1bcb1a3eb029450affd3843d1,1,f2a49b2f7049f6277f440e74f3e745529a9f2d2d1f769679f68ca099aea551be,84496cc5c279fc35bb718decbf8f9477dc7fd643f1b66eb1b9ca87d45a07610c
75,0ac55c8323f9a413ef738345e0847ffa92b3579b33506f7e34c4c3a0dca5bec1,0ac55c8323f9a413ef738345e0847ffa92b3579b33506f7e34c4c3a0dca5bec1,1,3267389adadaa500d4ff367f2622d1e5db26463496d43ae35d8924f48dbe7ee6,041c155f43dbc23e3cc687f5b47b3019d685c06d3d3edaa1674dafdca823a862
76,7c100944dae737de59291ae8e99a2e8e2412866da61b8bb61ff67df451c554ef,7c100944dae737de59291ae8e99a2e8e2412866da61b8bb61ff67df451c554ef,1,dbaece71cd30267e366ac269f74131c89105414e1a2953a15f8fdb70106d751c,2157c4b9306647f07a0351bac1270123a7577da1323c687ed08419e6cfb8d128
77,11f1f182380aa06c3248b045e9a525eda180aa72d55aa86f7fdeb6e9af9203b7,11f1f182380aa06c3248b045e9a525eda180aa72d55aa86f7fdeb6e9af9203b7,1,89771e0f71648806cab4447b112bfb4fcfa1108cb2ce3e710623b566926f404f,bf52469159d21de60eb2367bc117ab809d0f7c3077919d10b8c389c199f5c218
78,cd38fada479b0dbcacbc8ffd4a84f08ffd41c3454ba7371b656ac5aa2376980a,cd38fada479b0dbcacbc8ffd4a84f08ffd41c3454ba7371b656ac5aa2376980a,1,64ab0566dd911354ee3d3c3c1e1d7db4a652e6e1a89a074ebbbcab21e110af5a,5cb3efe6035ae52a8373914bad19af756e595a78c211faa691bb18b9f01ee4c5
