source,task,state_id,filename,path
stageb_s20m4_clean_scan_20260613,soup,10,trace_alphabet_soup_s10_w0_10_s20d_clean_seed0_job330001.csv,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_alphabet_soup_s10_w0_10_s20d_clean_seed0_job330001.csv
stageb_s20m4_clean_scan_20260613,soup,12,trace_alphabet_soup_s12_w0_10_s20d_clean_seed0_job330003.csv,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_alphabet_soup_s12_w0_10_s20d_clean_seed0_job330003.csv
stageb_s20m4_clean_scan_20260613,soup,13,trace_alphabet_soup_s13_w0_10_s20d_clean_seed0_job330004.csv,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_alphabet_soup_s13_w0_10_s20d_clean_seed0_job330004.csv
stageb_s20m4_clean_scan_20260613,soup,14,trace_alphabet_soup_s14_w0_10_s20d_clean_seed0_job330005.csv,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_alphabet_soup_s14_w0_10_s20d_clean_seed0_job330005.csv
stageb_s20m4_clean_scan_20260613,soup,15,trace_alphabet_soup_s15_w0_10_s20d_clean_seed0_job330006.csv,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_alphabet_soup_s15_w0_10_s20d_clean_seed0_job330006.csv
stageb_s20m4_clean_scan_20260613,soup,16,trace_alphabet_soup_s16_w0_10_s20d_clean_seed0_job330007.csv,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_alphabet_soup_s16_w0_10_s20d_clean_seed0_job330007.csv
stageb_s20m4_clean_scan_20260613,soup,17,trace_alphabet_soup_s17_w0_10_s20d_clean_seed0_job330008.csv,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_alphabet_soup_s17_w0_10_s20d_clean_seed0_job330008.csv
stageb_s20m4_clean_scan_20260613,soup,18,trace_alphabet_soup_s18_w0_10_s20d_clean_seed0_job330009.csv,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_alphabet_soup_s18_w0_10_s20d_clean_seed0_job330009.csv
stageb_s20m4_clean_scan_20260613,soup,19,trace_alphabet_soup_s19_w0_10_s20d_clean_seed0_job330010.csv,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_alphabet_soup_s19_w0_10_s20d_clean_seed0_job330010.csv
stageb_s20m4_clean_scan_20260613,soup,20,trace_alphabet_soup_s20_w0_10_s20d_clean_seed0_job330011.csv,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_alphabet_soup_s20_w0_10_s20d_clean_seed0_job330011.csv
stageb_s20m4_clean_scan_20260613,soup,21,trace_alphabet_soup_s21_w0_10_s20d_clean_seed0_job330012.csv,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_alphabet_soup_s21_w0_10_s20d_clean_seed0_job330012.csv
stageb_s20m4_clean_scan_20260613,soup,22,trace_alphabet_soup_s22_w0_10_s20d_clean_seed0_job330013.csv,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_alphabet_soup_s22_w0_10_s20d_clean_seed0_job330013.csv
stageb_s20m4_clean_scan_20260613,soup,24,trace_alphabet_soup_s24_w0_10_s20d_clean_seed0_job330015.csv,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_alphabet_soup_s24_w0_10_s20d_clean_seed0_job330015.csv
stageb_s20m4_clean_scan_20260613,soup,25,trace_alphabet_soup_s25_w0_10_s20d_clean_seed0_job330016.csv,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_alphabet_soup_s25_w0_10_s20d_clean_seed0_job330016.csv
stageb_s20m4_clean_scan_20260613,soup,27,trace_alphabet_soup_s27_w0_10_s20d_clean_seed0_job330018.csv,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_alphabet_soup_s27_w0_10_s20d_clean_seed0_job330018.csv
stageb_s20m4_clean_scan_20260613,soup,29,trace_alphabet_soup_s29_w0_10_s20d_clean_seed0_job330020.csv,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_alphabet_soup_s29_w0_10_s20d_clean_seed0_job330020.csv
stageb_s20m4_clean_scan_20260613,soup,30,trace_alphabet_soup_s30_w0_10_s20d_clean_seed0_job330021.csv,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_alphabet_soup_s30_w0_10_s20d_clean_seed0_job330021.csv
stageb_s20m4_clean_scan_20260613,soup,31,trace_alphabet_soup_s31_w0_10_s20d_clean_seed0_job330022.csv,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_alphabet_soup_s31_w0_10_s20d_clean_seed0_job330022.csv
stageb_s20m4_clean_scan_20260613,soup,32,trace_alphabet_soup_s32_w0_10_s20d_clean_seed0_job330023.csv,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_alphabet_soup_s32_w0_10_s20d_clean_seed0_job330023.csv
stageb_s20m4_clean_scan_20260613,soup,33,trace_alphabet_soup_s33_w0_10_s20d_clean_seed0_job330024.csv,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_alphabet_soup_s33_w0_10_s20d_clean_seed0_job330024.csv
stageb_s20m4_clean_scan_20260613,soup,34,trace_alphabet_soup_s34_w0_10_s20d_clean_seed0_job330025.csv,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_alphabet_soup_s34_w0_10_s20d_clean_seed0_job330025.csv
stageb_s20m4_clean_scan_20260613,soup,35,trace_alphabet_soup_s35_w0_10_s20d_clean_seed0_job330026.csv,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_alphabet_soup_s35_w0_10_s20d_clean_seed0_job330026.csv
stageb_s20m4_clean_scan_20260613,soup,36,trace_alphabet_soup_s36_w0_10_s20d_clean_seed0_job330027.csv,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_alphabet_soup_s36_w0_10_s20d_clean_seed0_job330027.csv
stageb_s20m4_clean_scan_20260613,soup,37,trace_alphabet_soup_s37_w0_10_s20d_clean_seed0_job330028.csv,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_alphabet_soup_s37_w0_10_s20d_clean_seed0_job330028.csv
stageb_s20m4_clean_scan_20260613,soup,38,trace_alphabet_soup_s38_w0_10_s20d_clean_seed0_job330029.csv,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_alphabet_soup_s38_w0_10_s20d_clean_seed0_job330029.csv
stageb_s20m4_clean_scan_20260613,soup,39,trace_alphabet_soup_s39_w0_10_s20d_clean_seed0_job330030.csv,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_alphabet_soup_s39_w0_10_s20d_clean_seed0_job330030.csv
stageb_s20m4_clean_scan_20260613,soup,40,trace_alphabet_soup_s40_w0_10_s20d_clean_seed0_job330031.csv,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_alphabet_soup_s40_w0_10_s20d_clean_seed0_job330031.csv
stageb_s20m4_clean_scan_20260613,soup,41,trace_alphabet_soup_s41_w0_10_s20d_clean_seed0_job330032.csv,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_alphabet_soup_s41_w0_10_s20d_clean_seed0_job330032.csv
stageb_s20m4_clean_scan_20260613,soup,42,trace_alphabet_soup_s42_w0_10_s20d_clean_seed0_job330033.csv,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_alphabet_soup_s42_w0_10_s20d_clean_seed0_job330033.csv
stageb_s20m4_clean_scan_20260613,soup,43,trace_alphabet_soup_s43_w0_10_s20d_clean_seed0_job330034.csv,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_alphabet_soup_s43_w0_10_s20d_clean_seed0_job330034.csv
stageb_s20m4_clean_scan_20260613,soup,44,trace_alphabet_soup_s44_w0_10_s20d_clean_seed0_job330035.csv,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_alphabet_soup_s44_w0_10_s20d_clean_seed0_job330035.csv
stageb_s20m4_clean_scan_20260613,soup,45,trace_alphabet_soup_s45_w0_10_s20d_clean_seed0_job330036.csv,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_alphabet_soup_s45_w0_10_s20d_clean_seed0_job330036.csv
stageb_s20m4_clean_scan_20260613,soup,46,trace_alphabet_soup_s46_w0_10_s20d_clean_seed0_job330037.csv,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_alphabet_soup_s46_w0_10_s20d_clean_seed0_job330037.csv
stageb_s20m4_clean_scan_20260613,soup,47,trace_alphabet_soup_s47_w0_10_s20d_clean_seed0_job330038.csv,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_alphabet_soup_s47_w0_10_s20d_clean_seed0_job330038.csv
stageb_s20m4_clean_scan_20260613,soup,48,trace_alphabet_soup_s48_w0_10_s20d_clean_seed0_job330039.csv,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_alphabet_soup_s48_w0_10_s20d_clean_seed0_job330039.csv
stageb_s20m4_clean_scan_20260613,soup,49,trace_alphabet_soup_s49_w0_10_s20d_clean_seed0_job330040.csv,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_alphabet_soup_s49_w0_10_s20d_clean_seed0_job330040.csv
stageb_s20m4_clean_scan_20260613,sauce,10,trace_bbq_sauce_s10_w0_10_s20d_clean_seed0_job330041.csv,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_bbq_sauce_s10_w0_10_s20d_clean_seed0_job330041.csv
stageb_s20m4_clean_scan_20260613,sauce,11,trace_bbq_sauce_s11_w0_10_s20d_clean_seed0_job330042.csv,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_bbq_sauce_s11_w0_10_s20d_clean_seed0_job330042.csv
stageb_s20m4_clean_scan_20260613,sauce,12,trace_bbq_sauce_s12_w0_10_s20d_clean_seed0_job330043.csv,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_bbq_sauce_s12_w0_10_s20d_clean_seed0_job330043.csv
stageb_s20m4_clean_scan_20260613,sauce,13,trace_bbq_sauce_s13_w0_10_s20d_clean_seed0_job330044.csv,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_bbq_sauce_s13_w0_10_s20d_clean_seed0_job330044.csv
stageb_s20m4_clean_scan_20260613,sauce,14,trace_bbq_sauce_s14_w0_10_s20d_clean_seed0_job330045.csv,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_bbq_sauce_s14_w0_10_s20d_clean_seed0_job330045.csv
stageb_s20m4_clean_scan_20260613,sauce,15,trace_bbq_sauce_s15_w0_10_s20d_clean_seed0_job330046.csv,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_bbq_sauce_s15_w0_10_s20d_clean_seed0_job330046.csv
stageb_s20m4_clean_scan_20260613,sauce,16,trace_bbq_sauce_s16_w0_10_s20d_clean_seed0_job330047.csv,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_bbq_sauce_s16_w0_10_s20d_clean_seed0_job330047.csv
stageb_s20m4_clean_scan_20260613,sauce,17,trace_bbq_sauce_s17_w0_10_s20d_clean_seed0_job330048.csv,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_bbq_sauce_s17_w0_10_s20d_clean_seed0_job330048.csv
stageb_s20m4_clean_scan_20260613,sauce,18,trace_bbq_sauce_s18_w0_10_s20d_clean_seed0_job330049.csv,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_bbq_sauce_s18_w0_10_s20d_clean_seed0_job330049.csv
stageb_s20m4_clean_scan_20260613,sauce,19,trace_bbq_sauce_s19_w0_10_s20d_clean_seed0_job330050.csv,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_bbq_sauce_s19_w0_10_s20d_clean_seed0_job330050.csv
stageb_s20m4_clean_scan_20260613,sauce,20,trace_bbq_sauce_s20_w0_10_s20d_clean_seed0_job330051.csv,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_bbq_sauce_s20_w0_10_s20d_clean_seed0_job330051.csv
stageb_s20m4_clean_scan_20260613,sauce,21,trace_bbq_sauce_s21_w0_10_s20d_clean_seed0_job330052.csv,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_bbq_sauce_s21_w0_10_s20d_clean_seed0_job330052.csv
stageb_s20m4_clean_scan_20260613,sauce,22,trace_bbq_sauce_s22_w0_10_s20d_clean_seed0_job330053.csv,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_bbq_sauce_s22_w0_10_s20d_clean_seed0_job330053.csv
stageb_s20m4_clean_scan_20260613,sauce,23,trace_bbq_sauce_s23_w0_10_s20d_clean_seed0_job330054.csv,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_bbq_sauce_s23_w0_10_s20d_clean_seed0_job330054.csv
stageb_s20m4_clean_scan_20260613,sauce,24,trace_bbq_sauce_s24_w0_10_s20d_clean_seed0_job330055.csv,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_bbq_sauce_s24_w0_10_s20d_clean_seed0_job330055.csv
stageb_s20m4_clean_scan_20260613,sauce,25,trace_bbq_sauce_s25_w0_10_s20d_clean_seed0_job330056.csv,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_bbq_sauce_s25_w0_10_s20d_clean_seed0_job330056.csv
stageb_s20m4_clean_scan_20260613,sauce,26,trace_bbq_sauce_s26_w0_10_s20d_clean_seed0_job330057.csv,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_bbq_sauce_s26_w0_10_s20d_clean_seed0_job330057.csv
stageb_s20m4_clean_scan_20260613,sauce,27,trace_bbq_sauce_s27_w0_10_s20d_clean_seed0_job330058.csv,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_bbq_sauce_s27_w0_10_s20d_clean_seed0_job330058.csv
stageb_s20m4_clean_scan_20260613,sauce,28,trace_bbq_sauce_s28_w0_10_s20d_clean_seed0_job330059.csv,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_bbq_sauce_s28_w0_10_s20d_clean_seed0_job330059.csv
stageb_s20m4_clean_scan_20260613,sauce,29,trace_bbq_sauce_s29_w0_10_s20d_clean_seed0_job330060.csv,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_bbq_sauce_s29_w0_10_s20d_clean_seed0_job330060.csv
stageb_s20m4_clean_scan_20260613,sauce,30,trace_bbq_sauce_s30_w0_10_s20d_clean_seed0_job330061.csv,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_bbq_sauce_s30_w0_10_s20d_clean_seed0_job330061.csv
stageb_s20m4_clean_scan_20260613,sauce,31,trace_bbq_sauce_s31_w0_10_s20d_clean_seed0_job330062.csv,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_bbq_sauce_s31_w0_10_s20d_clean_seed0_job330062.csv
stageb_s20m4_clean_scan_20260613,sauce,32,trace_bbq_sauce_s32_w0_10_s20d_clean_seed0_job330063.csv,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_bbq_sauce_s32_w0_10_s20d_clean_seed0_job330063.csv
stageb_s20m4_clean_scan_20260613,sauce,33,trace_bbq_sauce_s33_w0_10_s20d_clean_seed0_job330064.csv,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_bbq_sauce_s33_w0_10_s20d_clean_seed0_job330064.csv
stageb_s20m4_clean_scan_20260613,sauce,34,trace_bbq_sauce_s34_w0_10_s20d_clean_seed0_job330065.csv,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_bbq_sauce_s34_w0_10_s20d_clean_seed0_job330065.csv
stageb_s20m4_clean_scan_20260613,sauce,35,trace_bbq_sauce_s35_w0_10_s20d_clean_seed0_job330066.csv,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_bbq_sauce_s35_w0_10_s20d_clean_seed0_job330066.csv
stageb_s20m4_clean_scan_20260613,sauce,36,trace_bbq_sauce_s36_w0_10_s20d_clean_seed0_job330067.csv,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_bbq_sauce_s36_w0_10_s20d_clean_seed0_job330067.csv
stageb_s20m4_clean_scan_20260613,sauce,37,trace_bbq_sauce_s37_w0_10_s20d_clean_seed0_job330068.csv,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_bbq_sauce_s37_w0_10_s20d_clean_seed0_job330068.csv
stageb_s20m4_clean_scan_20260613,sauce,38,trace_bbq_sauce_s38_w0_10_s20d_clean_seed0_job330069.csv,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_bbq_sauce_s38_w0_10_s20d_clean_seed0_job330069.csv
stageb_s20m4_clean_scan_20260613,sauce,39,trace_bbq_sauce_s39_w0_10_s20d_clean_seed0_job330070.csv,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_bbq_sauce_s39_w0_10_s20d_clean_seed0_job330070.csv
stageb_s20m4_clean_scan_20260613,sauce,40,trace_bbq_sauce_s40_w0_10_s20d_clean_seed0_job330071.csv,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_bbq_sauce_s40_w0_10_s20d_clean_seed0_job330071.csv
stageb_s20m4_clean_scan_20260613,sauce,41,trace_bbq_sauce_s41_w0_10_s20d_clean_seed0_job330072.csv,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_bbq_sauce_s41_w0_10_s20d_clean_seed0_job330072.csv
stageb_s20m4_clean_scan_20260613,sauce,42,trace_bbq_sauce_s42_w0_10_s20d_clean_seed0_job330073.csv,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_bbq_sauce_s42_w0_10_s20d_clean_seed0_job330073.csv
stageb_s20m4_clean_scan_20260613,sauce,43,trace_bbq_sauce_s43_w0_10_s20d_clean_seed0_job330074.csv,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_bbq_sauce_s43_w0_10_s20d_clean_seed0_job330074.csv
stageb_s20m4_clean_scan_20260613,sauce,44,trace_bbq_sauce_s44_w0_10_s20d_clean_seed0_job330075.csv,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_bbq_sauce_s44_w0_10_s20d_clean_seed0_job330075.csv
stageb_s20m4_clean_scan_20260613,sauce,45,trace_bbq_sauce_s45_w0_10_s20d_clean_seed0_job330076.csv,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_bbq_sauce_s45_w0_10_s20d_clean_seed0_job330076.csv
stageb_s20m4_clean_scan_20260613,sauce,46,trace_bbq_sauce_s46_w0_10_s20d_clean_seed0_job330077.csv,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_bbq_sauce_s46_w0_10_s20d_clean_seed0_job330077.csv
stageb_s20m4_clean_scan_20260613,sauce,47,trace_bbq_sauce_s47_w0_10_s20d_clean_seed0_job330078.csv,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_bbq_sauce_s47_w0_10_s20d_clean_seed0_job330078.csv
stageb_s20m4_clean_scan_20260613,sauce,48,trace_bbq_sauce_s48_w0_10_s20d_clean_seed0_job330079.csv,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_bbq_sauce_s48_w0_10_s20d_clean_seed0_job330079.csv
stageb_s20m4_clean_scan_20260613,sauce,49,trace_bbq_sauce_s49_w0_10_s20d_clean_seed0_job330080.csv,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_bbq_sauce_s49_w0_10_s20d_clean_seed0_job330080.csv
stageb_s20m4_clean_scan_20260613,butter,10,trace_butter_s10_w0_10_s20d_clean_seed0_job330081.csv,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_butter_s10_w0_10_s20d_clean_seed0_job330081.csv
stageb_s20m4_clean_scan_20260613,butter,11,trace_butter_s11_w0_10_s20d_clean_seed0_job330082.csv,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_butter_s11_w0_10_s20d_clean_seed0_job330082.csv
stageb_s20m4_clean_scan_20260613,butter,12,trace_butter_s12_w0_10_s20d_clean_seed0_job330083.csv,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_butter_s12_w0_10_s20d_clean_seed0_job330083.csv
stageb_s20m4_clean_scan_20260613,butter,13,trace_butter_s13_w0_10_s20d_clean_seed0_job330084.csv,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_butter_s13_w0_10_s20d_clean_seed0_job330084.csv
stageb_s20m4_clean_scan_20260613,butter,14,trace_butter_s14_w0_10_s20d_clean_seed0_job330085.csv,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_butter_s14_w0_10_s20d_clean_seed0_job330085.csv
stageb_s20m4_clean_scan_20260613,butter,15,trace_butter_s15_w0_10_s20d_clean_seed0_job330086.csv,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_butter_s15_w0_10_s20d_clean_seed0_job330086.csv
stageb_s20m4_clean_scan_20260613,butter,16,trace_butter_s16_w0_10_s20d_clean_seed0_job330087.csv,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_butter_s16_w0_10_s20d_clean_seed0_job330087.csv
stageb_s20m4_clean_scan_20260613,butter,17,trace_butter_s17_w0_10_s20d_clean_seed0_job330088.csv,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_butter_s17_w0_10_s20d_clean_seed0_job330088.csv
stageb_s20m4_clean_scan_20260613,butter,18,trace_butter_s18_w0_10_s20d_clean_seed0_job330089.csv,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_butter_s18_w0_10_s20d_clean_seed0_job330089.csv
stageb_s20m4_clean_scan_20260613,butter,19,trace_butter_s19_w0_10_s20d_clean_seed0_job330090.csv,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_butter_s19_w0_10_s20d_clean_seed0_job330090.csv
stageb_s20m4_clean_scan_20260613,butter,20,trace_butter_s20_w0_10_s20d_clean_seed0_job330091.csv,/data/liuyu/outputs/stageb_s20m4_clean_scan_20260613/trace_butter_s20_w0_10_s20d_clean_seed0_job330091.csv
