trace_id,task_key,state_id,grasp_privilege_valid,n_close_candidates,n_tp_qualifying_candidates,teacher_p_step,legacy_first_match_step,teacher_r_step,category
trace_alphabet_soup_s18_w0_10_s20d_clean_seed0_job330009,alphabet_soup,18,True,7,2,-1,61,61,TEACHER_P_AMBIGUOUS
trace_alphabet_soup_s19_w0_10_s20d_clean_seed0_job330010,alphabet_soup,19,True,2,1,58,58,13,ELIGIBLE_MULTI_CANDIDATE
trace_alphabet_soup_s20_w0_10_s20d_clean_seed0_job330011,alphabet_soup,20,True,1,1,54,54,54,ELIGIBLE_SINGLE_CANDIDATE
trace_alphabet_soup_s21_w0_10_s20d_clean_seed0_job330012,alphabet_soup,21,True,12,1,140,140,140,ELIGIBLE_MULTI_CANDIDATE
trace_alphabet_soup_s22_w0_10_s20d_clean_seed0_job330013,alphabet_soup,22,True,4,1,70,70,70,ELIGIBLE_MULTI_CANDIDATE
trace_alphabet_soup_s24_w0_10_s20d_clean_seed0_job330015,alphabet_soup,24,True,5,2,-1,61,16,TEACHER_P_AMBIGUOUS
trace_alphabet_soup_s25_w0_10_s20d_clean_seed0_job330016,alphabet_soup,25,True,2,1,71,71,71,ELIGIBLE_MULTI_CANDIDATE
trace_alphabet_soup_s27_w0_10_s20d_clean_seed0_job330018,alphabet_soup,27,True,29,1,118,118,54,ELIGIBLE_MULTI_CANDIDATE
trace_alphabet_soup_s29_w0_10_s20d_clean_seed0_job330020,alphabet_soup,29,True,4,1,59,59,59,ELIGIBLE_MULTI_CANDIDATE
trace_alphabet_soup_s30_w0_10_s20d_clean_seed0_job330021,alphabet_soup,30,True,1,1,52,52,52,ELIGIBLE_SINGLE_CANDIDATE
trace_alphabet_soup_s31_w0_10_s20d_clean_seed0_job330022,alphabet_soup,31,True,21,0,-1,-1,63,TEACHER_P_UNAVAILABLE
trace_alphabet_soup_s32_w0_10_s20d_clean_seed0_job330023,alphabet_soup,32,True,14,1,237,237,121,ELIGIBLE_MULTI_CANDIDATE
trace_alphabet_soup_s33_w0_10_s20d_clean_seed0_job330024,alphabet_soup,33,True,1,1,52,52,52,ELIGIBLE_SINGLE_CANDIDATE
trace_alphabet_soup_s34_w0_10_s20d_clean_seed0_job330025,alphabet_soup,34,True,36,2,-1,54,54,TEACHER_P_AMBIGUOUS
trace_alphabet_soup_s35_w0_10_s20d_clean_seed0_job330026,alphabet_soup,35,True,13,1,82,82,82,ELIGIBLE_MULTI_CANDIDATE
trace_alphabet_soup_s36_w0_10_s20d_clean_seed0_job330027,alphabet_soup,36,True,1,1,49,49,49,ELIGIBLE_SINGLE_CANDIDATE
trace_alphabet_soup_s37_w0_10_s20d_clean_seed0_job330028,alphabet_soup,37,True,2,1,50,50,50,ELIGIBLE_MULTI_CANDIDATE
trace_alphabet_soup_s38_w0_10_s20d_clean_seed0_job330029,alphabet_soup,38,True,15,1,164,164,52,ELIGIBLE_MULTI_CANDIDATE
trace_alphabet_soup_s39_w0_10_s20d_clean_seed0_job330030,alphabet_soup,39,True,3,1,64,64,64,ELIGIBLE_MULTI_CANDIDATE
trace_alphabet_soup_s40_w0_10_s20d_clean_seed0_job330031,alphabet_soup,40,True,7,2,-1,51,51,TEACHER_P_AMBIGUOUS
trace_alphabet_soup_s41_w0_10_s20d_clean_seed0_job330032,alphabet_soup,41,True,2,1,64,64,16,ELIGIBLE_MULTI_CANDIDATE
trace_alphabet_soup_s42_w0_10_s20d_clean_seed0_job330033,alphabet_soup,42,True,6,1,82,82,42,ELIGIBLE_MULTI_CANDIDATE
trace_alphabet_soup_s43_w0_10_s20d_clean_seed0_job330034,alphabet_soup,43,True,6,1,53,53,53,ELIGIBLE_MULTI_CANDIDATE
trace_alphabet_soup_s44_w0_10_s20d_clean_seed0_job330035,alphabet_soup,44,True,7,4,-1,85,85,TEACHER_P_AMBIGUOUS
trace_alphabet_soup_s45_w0_10_s20d_clean_seed0_job330036,alphabet_soup,45,True,6,3,-1,84,84,TEACHER_P_AMBIGUOUS
trace_alphabet_soup_s46_w0_10_s20d_clean_seed0_job330037,alphabet_soup,46,True,31,0,-1,-1,45,TEACHER_P_UNAVAILABLE
trace_alphabet_soup_s47_w0_10_s20d_clean_seed0_job330038,alphabet_soup,47,True,2,1,53,53,53,ELIGIBLE_MULTI_CANDIDATE
trace_alphabet_soup_s48_w0_10_s20d_clean_seed0_job330039,alphabet_soup,48,True,10,6,-1,60,60,TEACHER_P_AMBIGUOUS
trace_alphabet_soup_s49_w0_10_s20d_clean_seed0_job330040,alphabet_soup,49,True,8,1,104,104,49,ELIGIBLE_MULTI_CANDIDATE
trace_bbq_sauce_s10_w0_10_s20d_clean_seed0_job330041,bbq_sauce,10,True,14,0,-1,-1,54,TEACHER_P_UNAVAILABLE
trace_bbq_sauce_s11_w0_10_s20d_clean_seed0_job330042,bbq_sauce,11,True,4,1,178,178,175,ELIGIBLE_MULTI_CANDIDATE
trace_bbq_sauce_s12_w0_10_s20d_clean_seed0_job330043,bbq_sauce,12,True,17,1,253,253,66,ELIGIBLE_MULTI_CANDIDATE
trace_bbq_sauce_s13_w0_10_s20d_clean_seed0_job330044,bbq_sauce,13,True,3,1,53,53,53,ELIGIBLE_MULTI_CANDIDATE
trace_bbq_sauce_s14_w0_10_s20d_clean_seed0_job330045,bbq_sauce,14,True,2,0,-1,-1,53,TEACHER_P_UNAVAILABLE
trace_bbq_sauce_s15_w0_10_s20d_clean_seed0_job330046,bbq_sauce,15,True,11,0,-1,-1,53,TEACHER_P_UNAVAILABLE
trace_bbq_sauce_s16_w0_10_s20d_clean_seed0_job330047,bbq_sauce,16,True,10,0,-1,-1,9,TEACHER_P_UNAVAILABLE
trace_bbq_sauce_s17_w0_10_s20d_clean_seed0_job330048,bbq_sauce,17,True,0,0,-1,-1,-1,NO_CLOSE_CANDIDATE
trace_bbq_sauce_s18_w0_10_s20d_clean_seed0_job330049,bbq_sauce,18,True,30,0,-1,-1,54,TEACHER_P_UNAVAILABLE
trace_bbq_sauce_s19_w0_10_s20d_clean_seed0_job330050,bbq_sauce,19,True,13,1,180,180,81,ELIGIBLE_MULTI_CANDIDATE
trace_bbq_sauce_s20_w0_10_s20d_clean_seed0_job330051,bbq_sauce,20,True,12,0,-1,-1,52,TEACHER_P_UNAVAILABLE
trace_bbq_sauce_s21_w0_10_s20d_clean_seed0_job330052,bbq_sauce,21,True,0,0,-1,-1,-1,NO_CLOSE_CANDIDATE
trace_bbq_sauce_s22_w0_10_s20d_clean_seed0_job330053,bbq_sauce,22,True,5,0,-1,-1,52,TEACHER_P_UNAVAILABLE
trace_bbq_sauce_s23_w0_10_s20d_clean_seed0_job330054,bbq_sauce,23,True,0,0,-1,-1,-1,NO_CLOSE_CANDIDATE
trace_bbq_sauce_s24_w0_10_s20d_clean_seed0_job330055,bbq_sauce,24,True,6,1,53,53,53,ELIGIBLE_MULTI_CANDIDATE
trace_bbq_sauce_s25_w0_10_s20d_clean_seed0_job330056,bbq_sauce,25,True,17,0,-1,-1,48,TEACHER_P_UNAVAILABLE
trace_bbq_sauce_s26_w0_10_s20d_clean_seed0_job330057,bbq_sauce,26,True,14,0,-1,-1,53,TEACHER_P_UNAVAILABLE
trace_bbq_sauce_s27_w0_10_s20d_clean_seed0_job330058,bbq_sauce,27,True,1,1,61,61,61,ELIGIBLE_SINGLE_CANDIDATE
trace_bbq_sauce_s28_w0_10_s20d_clean_seed0_job330059,bbq_sauce,28,True,5,1,86,86,41,ELIGIBLE_MULTI_CANDIDATE
trace_bbq_sauce_s29_w0_10_s20d_clean_seed0_job330060,bbq_sauce,29,True,10,2,-1,65,65,TEACHER_P_AMBIGUOUS
trace_bbq_sauce_s30_w0_10_s20d_clean_seed0_job330061,bbq_sauce,30,True,5,1,86,86,39,ELIGIBLE_MULTI_CANDIDATE
trace_bbq_sauce_s31_w0_10_s20d_clean_seed0_job330062,bbq_sauce,31,True,4,0,-1,-1,216,TEACHER_P_UNAVAILABLE
trace_bbq_sauce_s32_w0_10_s20d_clean_seed0_job330063,bbq_sauce,32,True,6,3,-1,151,133,TEACHER_P_AMBIGUOUS
trace_bbq_sauce_s33_w0_10_s20d_clean_seed0_job330064,bbq_sauce,33,True,1,1,49,49,49,ELIGIBLE_SINGLE_CANDIDATE
trace_bbq_sauce_s34_w0_10_s20d_clean_seed0_job330065,bbq_sauce,34,True,17,0,-1,-1,76,TEACHER_P_UNAVAILABLE
trace_bbq_sauce_s35_w0_10_s20d_clean_seed0_job330066,bbq_sauce,35,True,0,0,-1,-1,-1,NO_CLOSE_CANDIDATE
trace_bbq_sauce_s36_w0_10_s20d_clean_seed0_job330067,bbq_sauce,36,True,10,0,-1,-1,50,TEACHER_P_UNAVAILABLE
trace_bbq_sauce_s37_w0_10_s20d_clean_seed0_job330068,bbq_sauce,37,True,4,2,-1,50,50,TEACHER_P_AMBIGUOUS
trace_bbq_sauce_s38_w0_10_s20d_clean_seed0_job330069,bbq_sauce,38,True,8,1,58,58,58,ELIGIBLE_MULTI_CANDIDATE
trace_bbq_sauce_s39_w0_10_s20d_clean_seed0_job330070,bbq_sauce,39,True,2,1,91,91,44,ELIGIBLE_MULTI_CANDIDATE
trace_bbq_sauce_s40_w0_10_s20d_clean_seed0_job330071,bbq_sauce,40,True,12,0,-1,-1,52,TEACHER_P_UNAVAILABLE
trace_bbq_sauce_s41_w0_10_s20d_clean_seed0_job330072,bbq_sauce,41,True,9,0,-1,-1,48,TEACHER_P_UNAVAILABLE
trace_bbq_sauce_s42_w0_10_s20d_clean_seed0_job330073,bbq_sauce,42,True,1,1,49,49,49,ELIGIBLE_SINGLE_CANDIDATE
trace_bbq_sauce_s43_w0_10_s20d_clean_seed0_job330074,bbq_sauce,43,True,2,1,40,40,40,ELIGIBLE_MULTI_CANDIDATE
trace_bbq_sauce_s44_w0_10_s20d_clean_seed0_job330075,bbq_sauce,44,True,9,0,-1,-1,54,TEACHER_P_UNAVAILABLE
trace_bbq_sauce_s45_w0_10_s20d_clean_seed0_job330076,bbq_sauce,45,True,9,1,117,117,6,ELIGIBLE_MULTI_CANDIDATE
trace_bbq_sauce_s46_w0_10_s20d_clean_seed0_job330077,bbq_sauce,46,True,2,1,57,57,7,ELIGIBLE_MULTI_CANDIDATE
trace_bbq_sauce_s47_w0_10_s20d_clean_seed0_job330078,bbq_sauce,47,True,17,0,-1,-1,76,TEACHER_P_UNAVAILABLE
trace_bbq_sauce_s48_w0_10_s20d_clean_seed0_job330079,bbq_sauce,48,True,2,0,-1,-1,41,TEACHER_P_UNAVAILABLE
trace_bbq_sauce_s49_w0_10_s20d_clean_seed0_job330080,bbq_sauce,49,True,26,0,-1,-1,57,TEACHER_P_UNAVAILABLE
trace_butter_s10_w0_10_s20d_clean_seed0_job330081,butter,10,True,2,1,60,60,60,ELIGIBLE_MULTI_CANDIDATE
trace_butter_s11_w0_10_s20d_clean_seed0_job330082,butter,11,True,4,2,-1,58,58,TEACHER_P_AMBIGUOUS
trace_butter_s12_w0_10_s20d_clean_seed0_job330083,butter,12,True,20,0,-1,-1,4,TEACHER_P_UNAVAILABLE
trace_butter_s13_w0_10_s20d_clean_seed0_job330084,butter,13,True,6,0,-1,-1,13,TEACHER_P_UNAVAILABLE
trace_butter_s14_w0_10_s20d_clean_seed0_job330085,butter,14,True,2,1,61,61,61,ELIGIBLE_MULTI_CANDIDATE
trace_butter_s15_w0_10_s20d_clean_seed0_job330086,butter,15,True,2,1,57,57,10,ELIGIBLE_MULTI_CANDIDATE
trace_butter_s16_w0_10_s20d_clean_seed0_job330087,butter,16,True,12,0,-1,-1,5,TEACHER_P_UNAVAILABLE
trace_butter_s17_w0_10_s20d_clean_seed0_job330088,butter,17,True,4,1,54,54,9,ELIGIBLE_MULTI_CANDIDATE
trace_butter_s18_w0_10_s20d_clean_seed0_job330089,butter,18,True,13,0,-1,-1,48,TEACHER_P_UNAVAILABLE
trace_butter_s19_w0_10_s20d_clean_seed0_job330090,butter,19,True,19,9,-1,73,10,TEACHER_P_AMBIGUOUS
trace_butter_s20_w0_10_s20d_clean_seed0_job330091,butter,20,True,6,1,54,54,54,ELIGIBLE_MULTI_CANDIDATE
trace_butter_s21_w0_10_s20d_clean_seed0_job330092,butter,21,True,4,3,-1,66,15,TEACHER_P_AMBIGUOUS
trace_butter_s22_w0_10_s20d_clean_seed0_job330093,butter,22,True,4,3,-1,103,48,TEACHER_P_AMBIGUOUS
trace_butter_s23_w0_10_s20d_clean_seed0_job330094,butter,23,True,4,2,-1,53,53,TEACHER_P_AMBIGUOUS
trace_butter_s24_w0_10_s20d_clean_seed0_job330095,butter,24,True,17,0,-1,-1,4,TEACHER_P_UNAVAILABLE
trace_butter_s25_w0_10_s20d_clean_seed0_job330096,butter,25,True,6,2,-1,52,10,TEACHER_P_AMBIGUOUS
trace_butter_s26_w0_10_s20d_clean_seed0_job330097,butter,26,True,4,0,-1,-1,12,TEACHER_P_UNAVAILABLE
trace_butter_s27_w0_10_s20d_clean_seed0_job330098,butter,27,True,23,2,-1,198,46,TEACHER_P_AMBIGUOUS
trace_butter_s28_w0_10_s20d_clean_seed0_job330099,butter,28,True,2,1,65,65,65,ELIGIBLE_MULTI_CANDIDATE
trace_butter_s29_w0_10_s20d_clean_seed0_job330100,butter,29,True,24,0,-1,-1,4,TEACHER_P_UNAVAILABLE
trace_butter_s30_w0_10_s20d_clean_seed0_job330101,butter,30,True,13,0,-1,-1,49,TEACHER_P_UNAVAILABLE
trace_butter_s31_w0_10_s20d_clean_seed0_job330102,butter,31,True,2,1,65,65,65,ELIGIBLE_MULTI_CANDIDATE
trace_butter_s32_w0_10_s20d_clean_seed0_job330103,butter,32,True,11,0,-1,-1,1,TEACHER_P_UNAVAILABLE
trace_butter_s33_w0_10_s20d_clean_seed0_job330104,butter,33,True,5,1,45,45,45,ELIGIBLE_MULTI_CANDIDATE
trace_butter_s34_w0_10_s20d_clean_seed0_job330105,butter,34,True,7,2,-1,53,53,TEACHER_P_AMBIGUOUS
trace_butter_s35_w0_10_s20d_clean_seed0_job330106,butter,35,True,5,1,61,61,61,ELIGIBLE_MULTI_CANDIDATE
trace_butter_s36_w0_10_s20d_clean_seed0_job330107,butter,36,True,10,1,56,56,56,ELIGIBLE_MULTI_CANDIDATE
trace_butter_s37_w0_10_s20d_clean_seed0_job330108,butter,37,True,6,3,-1,64,6,TEACHER_P_AMBIGUOUS
trace_butter_s38_w0_10_s20d_clean_seed0_job330109,butter,38,True,3,0,-1,-1,6,TEACHER_P_UNAVAILABLE
trace_butter_s39_w0_10_s20d_clean_seed0_job330110,butter,39,True,6,4,-1,68,0,TEACHER_P_AMBIGUOUS
trace_butter_s40_w0_10_s20d_clean_seed0_job330111,butter,40,True,6,1,50,50,50,ELIGIBLE_MULTI_CANDIDATE
trace_butter_s41_w0_10_s20d_clean_seed0_job330112,butter,41,True,2,1,63,63,63,ELIGIBLE_MULTI_CANDIDATE
trace_butter_s42_w0_10_s20d_clean_seed0_job330113,butter,42,True,12,1,122,122,9,ELIGIBLE_MULTI_CANDIDATE
trace_butter_s43_w0_10_s20d_clean_seed0_job330114,butter,43,True,29,4,-1,251,8,TEACHER_P_AMBIGUOUS
trace_butter_s44_w0_10_s20d_clean_seed0_job330115,butter,44,True,4,0,-1,-1,2,TEACHER_P_UNAVAILABLE
trace_butter_s45_w0_10_s20d_clean_seed0_job330116,butter,45,True,3,2,-1,52,52,TEACHER_P_AMBIGUOUS
trace_butter_s46_w0_10_s20d_clean_seed0_job330117,butter,46,True,4,1,62,62,7,ELIGIBLE_MULTI_CANDIDATE
trace_butter_s47_w0_10_s20d_clean_seed0_job330118,butter,47,True,17,0,-1,-1,5,TEACHER_P_UNAVAILABLE
trace_butter_s48_w0_10_s20d_clean_seed0_job330119,butter,48,True,5,1,69,69,9,ELIGIBLE_MULTI_CANDIDATE
trace_butter_s49_w0_10_s20d_clean_seed0_job330120,butter,49,True,17,0,-1,-1,51,TEACHER_P_UNAVAILABLE
trace_chocolate_pudding_s10_w0_10_s20d_clean_seed0_job330121,chocolate_pudding,10,True,9,6,-1,62,62,TEACHER_P_AMBIGUOUS
trace_chocolate_pudding_s11_w0_10_s20d_clean_seed0_job330122,chocolate_pudding,11,True,20,4,-1,46,44,TEACHER_P_AMBIGUOUS
trace_chocolate_pudding_s12_w0_10_s20d_clean_seed0_job330123,chocolate_pudding,12,True,18,2,-1,99,12,TEACHER_P_AMBIGUOUS
trace_chocolate_pudding_s13_w0_10_s20d_clean_seed0_job330124,chocolate_pudding,13,True,22,0,-1,-1,5,TEACHER_P_UNAVAILABLE
trace_chocolate_pudding_s14_w0_10_s20d_clean_seed0_job330125,chocolate_pudding,14,True,2,2,-1,53,53,TEACHER_P_AMBIGUOUS
trace_chocolate_pudding_s15_w0_10_s20d_clean_seed0_job330126,chocolate_pudding,15,True,2,2,-1,52,52,TEACHER_P_AMBIGUOUS
trace_chocolate_pudding_s17_w0_10_s20d_clean_seed0_job330128,chocolate_pudding,17,True,8,4,-1,66,2,TEACHER_P_AMBIGUOUS
trace_chocolate_pudding_s18_w0_10_s20d_clean_seed0_job330129,chocolate_pudding,18,True,11,3,-1,44,44,TEACHER_P_AMBIGUOUS
trace_chocolate_pudding_s19_w0_10_s20d_clean_seed0_job330130,chocolate_pudding,19,True,16,9,-1,54,54,TEACHER_P_AMBIGUOUS
trace_chocolate_pudding_s20_w0_10_s20d_clean_seed0_job330131,chocolate_pudding,20,True,11,4,-1,49,49,TEACHER_P_AMBIGUOUS
trace_chocolate_pudding_s21_w0_10_s20d_clean_seed0_job330132,chocolate_pudding,21,True,5,0,-1,-1,9,TEACHER_P_UNAVAILABLE
trace_chocolate_pudding_s22_w0_10_s20d_clean_seed0_job330133,chocolate_pudding,22,True,12,2,-1,90,54,TEACHER_P_AMBIGUOUS
trace_chocolate_pudding_s23_w0_10_s20d_clean_seed0_job330134,chocolate_pudding,23,True,2,1,47,47,47,ELIGIBLE_MULTI_CANDIDATE
trace_chocolate_pudding_s24_w0_10_s20d_clean_seed0_job330135,chocolate_pudding,24,True,7,2,-1,59,59,TEACHER_P_AMBIGUOUS
trace_chocolate_pudding_s25_w0_10_s20d_clean_seed0_job330136,chocolate_pudding,25,True,7,1,55,55,55,ELIGIBLE_MULTI_CANDIDATE
trace_chocolate_pudding_s26_w0_10_s20d_clean_seed0_job330137,chocolate_pudding,26,True,19,3,-1,56,56,TEACHER_P_AMBIGUOUS
trace_chocolate_pudding_s27_w0_10_s20d_clean_seed0_job330138,chocolate_pudding,27,True,24,5,-1,62,2,TEACHER_P_AMBIGUOUS
trace_chocolate_pudding_s28_w0_10_s20d_clean_seed0_job330139,chocolate_pudding,28,True,5,5,-1,56,56,TEACHER_P_AMBIGUOUS
trace_chocolate_pudding_s29_w0_10_s20d_clean_seed0_job330140,chocolate_pudding,29,True,30,5,-1,116,47,TEACHER_P_AMBIGUOUS
trace_chocolate_pudding_s30_w0_10_s20d_clean_seed0_job330141,chocolate_pudding,30,True,11,4,-1,53,53,TEACHER_P_AMBIGUOUS
trace_chocolate_pudding_s31_w0_10_s20d_clean_seed0_job330142,chocolate_pudding,31,True,9,0,-1,-1,52,TEACHER_P_UNAVAILABLE
trace_chocolate_pudding_s32_w0_10_s20d_clean_seed0_job330143,chocolate_pudding,32,True,6,3,-1,55,7,TEACHER_P_AMBIGUOUS
trace_chocolate_pudding_s33_w0_10_s20d_clean_seed0_job330144,chocolate_pudding,33,True,2,1,57,57,57,ELIGIBLE_MULTI_CANDIDATE
trace_chocolate_pudding_s34_w0_10_s20d_clean_seed0_job330145,chocolate_pudding,34,True,4,2,-1,48,48,TEACHER_P_AMBIGUOUS
trace_chocolate_pudding_s35_w0_10_s20d_clean_seed0_job330146,chocolate_pudding,35,True,13,0,-1,-1,9,TEACHER_P_UNAVAILABLE
trace_chocolate_pudding_s36_w0_10_s20d_clean_seed0_job330147,chocolate_pudding,36,True,8,2,-1,94,53,TEACHER_P_AMBIGUOUS
trace_chocolate_pudding_s37_w0_10_s20d_clean_seed0_job330148,chocolate_pudding,37,True,25,0,-1,-1,1,TEACHER_P_UNAVAILABLE
trace_chocolate_pudding_s38_w0_10_s20d_clean_seed0_job330149,chocolate_pudding,38,True,6,0,-1,-1,5,TEACHER_P_UNAVAILABLE
trace_chocolate_pudding_s39_w0_10_s20d_clean_seed0_job330150,chocolate_pudding,39,True,19,2,-1,107,52,TEACHER_P_AMBIGUOUS
trace_chocolate_pudding_s40_w0_10_s20d_clean_seed0_job330151,chocolate_pudding,40,True,6,4,-1,54,54,TEACHER_P_AMBIGUOUS
trace_chocolate_pudding_s41_w0_10_s20d_clean_seed0_job330152,chocolate_pudding,41,True,6,0,-1,-1,10,TEACHER_P_UNAVAILABLE
trace_chocolate_pudding_s42_w0_10_s20d_clean_seed0_job330153,chocolate_pudding,42,True,23,2,-1,52,52,TEACHER_P_AMBIGUOUS
trace_chocolate_pudding_s43_w0_10_s20d_clean_seed0_job330154,chocolate_pudding,43,True,31,0,-1,-1,1,TEACHER_P_UNAVAILABLE
trace_chocolate_pudding_s44_w0_10_s20d_clean_seed0_job330155,chocolate_pudding,44,True,13,1,113,113,9,ELIGIBLE_MULTI_CANDIDATE
trace_chocolate_pudding_s45_w0_10_s20d_clean_seed0_job330156,chocolate_pudding,45,True,12,2,-1,47,47,TEACHER_P_AMBIGUOUS
trace_chocolate_pudding_s46_w0_10_s20d_clean_seed0_job330157,chocolate_pudding,46,True,4,1,45,45,45,ELIGIBLE_MULTI_CANDIDATE
trace_chocolate_pudding_s47_w0_10_s20d_clean_seed0_job330158,chocolate_pudding,47,True,3,2,-1,59,59,TEACHER_P_AMBIGUOUS
trace_chocolate_pudding_s48_w0_10_s20d_clean_seed0_job330159,chocolate_pudding,48,True,6,4,-1,51,46,TEACHER_P_AMBIGUOUS
trace_chocolate_pudding_s49_w0_10_s20d_clean_seed0_job330160,chocolate_pudding,49,True,4,1,66,66,50,ELIGIBLE_MULTI_CANDIDATE
trace_cream_cheese_s10_w0_10_s20d_clean_seed0_job330161,cream_cheese,10,True,4,1,90,90,90,ELIGIBLE_MULTI_CANDIDATE
trace_cream_cheese_s11_w0_10_s20d_clean_seed0_job330162,cream_cheese,11,True,10,3,-1,56,56,TEACHER_P_AMBIGUOUS
trace_cream_cheese_s12_w0_10_s20d_clean_seed0_job330163,cream_cheese,12,True,4,1,99,99,66,ELIGIBLE_MULTI_CANDIDATE
trace_cream_cheese_s13_w0_10_s20d_clean_seed0_job330164,cream_cheese,13,True,4,1,54,54,54,ELIGIBLE_MULTI_CANDIDATE
trace_cream_cheese_s14_w0_10_s20d_clean_seed0_job330165,cream_cheese,14,True,7,0,-1,-1,113,TEACHER_P_UNAVAILABLE
trace_cream_cheese_s15_w0_10_s20d_clean_seed0_job330166,cream_cheese,15,True,3,1,42,42,42,ELIGIBLE_MULTI_CANDIDATE
trace_cream_cheese_s16_w0_10_s20d_clean_seed0_job330167,cream_cheese,16,True,9,0,-1,-1,16,TEACHER_P_UNAVAILABLE
trace_cream_cheese_s17_w0_10_s20d_clean_seed0_job330168,cream_cheese,17,True,4,3,-1,62,62,TEACHER_P_AMBIGUOUS
trace_cream_cheese_s18_w0_10_s20d_clean_seed0_job330169,cream_cheese,18,True,5,1,64,64,64,ELIGIBLE_MULTI_CANDIDATE
trace_cream_cheese_s19_w0_10_s20d_clean_seed0_job330170,cream_cheese,19,True,5,2,-1,50,50,TEACHER_P_AMBIGUOUS
