episode_path,root_path,directory_mtime,file_count,total_size_bytes,sentinel_files,possible_suite,suite_source,suite_confidence,possible_condition,condition_source,condition_confidence,is_active_or_growing,active_status,is_partial,manifest_attack_enabled,manifest_vis_enabled,manifest_rand_enabled,summary_vis_or_rand_run,suite,condition,tier,usable_clean_denominator,usable_detector_transfer_analysis,usable_teacher_relabeling,usable_visual_feature_extraction,usable_visual_replay,usable_video_manual_audit,usable_same_schema_comparison_with_6379397,task_idx,task_name,instruction,state_id,eval_seed,source_commit,runner,model_path,unnorm_key,detector_checkpoint_sha,detector_dataset_sha,cuda_visible_devices,python,task_success,n_steps,max_steps,invalid_feature_steps,first_valid_step,mlp_triggered,mlp_emit_step,telemetry_rows,step_sequence_continuous,attack_this_true_count,features_25d_columns_complete,features_25d_finite_all_rows,detector_fields_complete,step_core_complete,visual_frames_npz,frame_index_csv,raw_video_available,overlay_video_available,sim_state_complete,sim_state_arrays,privileged_fields_present,privileged_valid,teacher_abstain,teacher_label_count,artifact_sealed,same_schema_commit_6379397,legacy_compatible_but_not_same_freeze,step_jsonl_rows,episode_jsonl_rows,npz_member_count
/data/liuyu/outputs/repro_black_bowl_strict_guard_20260511/zero_margin_guard_strict_state7_seed3,/data/liuyu/outputs,2026-05-11T19:49:24.761469,5,4180,episode_records.jsonl|run_manifest.json|step_records.jsonl,libero_spatial,summary,HIGH,,unresolved,NONE,False,,True,,,,,libero_spatial,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/liuyu/outputs/repro_black_bowl_strict_guard_20260511/clean_guard_strict_state7_seed2,/data/liuyu/outputs,2026-05-11T19:39:18.257977,5,560626,episode_records.jsonl|run_manifest.json|step_records.jsonl,libero_spatial,summary,HIGH,CLEAN,path_heuristic,LOW,False,,True,,,,,libero_spatial,CLEAN,TIER_X_REJECTED,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/liuyu/outputs/repro_black_bowl_strict_guard_20260511/oracle_guard_strict_state7_seed2,/data/liuyu/outputs,2026-05-11T19:41:50.831395,5,577266,episode_records.jsonl|run_manifest.json|step_records.jsonl,libero_spatial,summary,HIGH,,unresolved,NONE,False,,True,,,,,libero_spatial,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/liuyu/outputs/repro_black_bowl_strict_guard_20260511/vis_guard_strict_state7_seed5,/data/liuyu/outputs,2026-05-11T19:50:15.032918,5,591035,episode_records.jsonl|run_manifest.json|step_records.jsonl,libero_spatial,summary,HIGH,NON_CLEAN_OR_ATTACK,path_heuristic,LOW,False,,True,,,,,libero_spatial,NON_CLEAN_OR_ATTACK,TIER_X_REJECTED,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/liuyu/outputs/repro_black_bowl_strict_guard_20260511/vis_guard_strict_state7_seed2,/data/liuyu/outputs,2026-05-11T19:46:58.047174,5,591036,episode_records.jsonl|run_manifest.json|step_records.jsonl,libero_spatial,summary,HIGH,NON_CLEAN_OR_ATTACK,path_heuristic,LOW,False,,True,,,,,libero_spatial,NON_CLEAN_OR_ATTACK,TIER_X_REJECTED,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/liuyu/outputs/repro_black_bowl_strict_guard_20260511/diag_oracle_guard_strict_state7_seed1,/data/liuyu/outputs,2026-05-11T19:36:46.933009,5,577762,episode_records.jsonl|run_manifest.json|step_records.jsonl,libero_spatial,summary,HIGH,,unresolved,NONE,False,,True,,,,,libero_spatial,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/liuyu/outputs/repro_black_bowl_strict_guard_20260511/vis_guard_strict_state7_seed4,/data/liuyu/outputs,2026-05-11T19:50:17.852887,5,591017,episode_records.jsonl|run_manifest.json|step_records.jsonl,libero_spatial,summary,HIGH,NON_CLEAN_OR_ATTACK,path_heuristic,LOW,False,,True,,,,,libero_spatial,NON_CLEAN_OR_ATTACK,TIER_X_REJECTED,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/liuyu/outputs/repro_black_bowl_strict_guard_20260511/zero_margin_guard_strict_state7_seed4,/data/liuyu/outputs,2026-05-11T19:53:35.534848,5,598045,episode_records.jsonl|run_manifest.json|step_records.jsonl,libero_spatial,summary,HIGH,,unresolved,NONE,False,,True,,,,,libero_spatial,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/liuyu/outputs/repro_black_bowl_strict_guard_20260511/zero_margin_guard_strict_state7_seed2,/data/liuyu/outputs,2026-05-11T19:46:52.823238,5,598105,episode_records.jsonl|run_manifest.json|step_records.jsonl,libero_spatial,summary,HIGH,,unresolved,NONE,False,,True,,,,,libero_spatial,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/liuyu/outputs/repro_black_bowl_strict_guard_20260511/zero_margin_guard_strict_state7_seed1_rerun01,/data/liuyu/outputs,2026-05-11T20:01:41.162381,5,586227,episode_records.jsonl|run_manifest.json|step_records.jsonl,libero_spatial,summary,HIGH,,unresolved,NONE,False,,True,,,,,libero_spatial,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/liuyu/outputs/repro_black_bowl_strict_guard_20260511/oracle_guard_strict_state7_seed1,/data/liuyu/outputs,2026-05-11T19:40:17.440927,5,4090,episode_records.jsonl|run_manifest.json|step_records.jsonl,libero_spatial,summary,HIGH,,unresolved,NONE,False,,True,,,,,libero_spatial,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/liuyu/outputs/repro_black_bowl_strict_guard_20260511/vis_guard_strict_state7_seed3,/data/liuyu/outputs,2026-05-11T19:46:48.815287,5,591021,episode_records.jsonl|run_manifest.json|step_records.jsonl,libero_spatial,summary,HIGH,NON_CLEAN_OR_ATTACK,path_heuristic,LOW,False,,True,,,,,libero_spatial,NON_CLEAN_OR_ATTACK,TIER_X_REJECTED,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/liuyu/outputs/repro_black_bowl_strict_guard_20260511/vis_guard_strict_state7_seed1,/data/liuyu/outputs,2026-05-11T19:43:33.729859,5,584827,episode_records.jsonl|run_manifest.json|step_records.jsonl,libero_spatial,summary,HIGH,NON_CLEAN_OR_ATTACK,path_heuristic,LOW,False,,True,,,,,libero_spatial,NON_CLEAN_OR_ATTACK,TIER_X_REJECTED,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/liuyu/outputs/repro_black_bowl_strict_guard_20260511/oracle_guard_strict_state7_seed1_rerun01,/data/liuyu/outputs,2026-05-11T19:58:29.132082,5,578023,episode_records.jsonl|run_manifest.json|step_records.jsonl,libero_spatial,summary,HIGH,,unresolved,NONE,False,,True,,,,,libero_spatial,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/liuyu/outputs/repro_black_bowl_strict_guard_20260511/zero_margin_guard_strict_state7_seed3_rerun01,/data/liuyu/outputs,2026-05-11T20:05:01.748611,5,598835,episode_records.jsonl|run_manifest.json|step_records.jsonl,libero_spatial,summary,HIGH,,unresolved,NONE,False,,True,,,,,libero_spatial,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/liuyu/outputs/repro_black_bowl_strict_guard_20260511/zero_margin_guard_strict_state7_seed5,/data/liuyu/outputs,2026-05-11T19:53:29.742906,5,585483,episode_records.jsonl|run_manifest.json|step_records.jsonl,libero_spatial,summary,HIGH,,unresolved,NONE,False,,True,,,,,libero_spatial,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/liuyu/outputs/libero_l1b_clean_only_20260521_gpu014526/runs/l1b_object_pick_up_the_ketchup_and_place_it_in_the_basket_state0_seed1_clean,/data/liuyu/outputs,2026-05-21T12:59:56.986503,5,2893037,episode_records.jsonl|run_manifest.json|step_records.jsonl,,unresolved,NONE,CLEAN,path_heuristic,LOW,False,,True,,,,,,CLEAN,TIER_X_REJECTED,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/liuyu/outputs/libero_l1b_clean_only_20260521_gpu014526/runs/l1b_goal_put_the_wine_bottle_on_the_rack_state0_seed1_clean,/data/liuyu/outputs,2026-05-21T12:55:23.586498,5,1098014,episode_records.jsonl|run_manifest.json|step_records.jsonl,libero_goal,summary,HIGH,CLEAN,path_heuristic,LOW,False,,True,,,,,libero_goal,CLEAN,TIER_X_REJECTED,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/liuyu/outputs/libero_l1b_clean_only_20260521_gpu014526/runs/l1b_goal_put_the_wine_bottle_on_top_of_the_cabinet_state0_seed1_clean,/data/liuyu/outputs,2026-05-21T12:58:15.350501,5,2907824,episode_records.jsonl|run_manifest.json|step_records.jsonl,libero_goal,summary,HIGH,CLEAN,path_heuristic,LOW,False,,True,,,,,libero_goal,CLEAN,TIER_X_REJECTED,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/liuyu/outputs/libero_l1b_clean_only_20260521_gpu014526/runs/l1b_goal_put_the_bowl_on_top_of_the_cabinet_state0_seed1_clean,/data/liuyu/outputs,2026-05-21T12:53:16.274495,5,659711,episode_records.jsonl|run_manifest.json|step_records.jsonl,libero_goal,summary,HIGH,CLEAN,path_heuristic,LOW,False,,True,,,,,libero_goal,CLEAN,TIER_X_REJECTED,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/liuyu/outputs/libero_l1b_clean_only_20260521_gpu014526/runs/l1b_goal_put_the_cream_cheese_in_the_bowl_state0_seed1_clean,/data/liuyu/outputs,2026-05-21T12:54:41.834497,5,776310,episode_records.jsonl|run_manifest.json|step_records.jsonl,libero_goal,summary,HIGH,CLEAN,path_heuristic,LOW,False,,True,,,,,libero_goal,CLEAN,TIER_X_REJECTED,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/liuyu/outputs/libero_l1b_clean_only_20260521_gpu014526/runs/l1b_object_pick_up_the_bbq_sauce_and_place_it_in_the_basket_state0_seed1_clean,/data/liuyu/outputs,2026-05-21T12:59:08.714502,5,2909343,episode_records.jsonl|run_manifest.json|step_records.jsonl,,unresolved,NONE,CLEAN,path_heuristic,LOW,False,,True,,,,,,CLEAN,TIER_X_REJECTED,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/liuyu/outputs/libero_l1b_clean_only_20260521_gpu014526/runs/l1b_goal_put_the_bowl_on_the_plate_state0_seed1_clean,/data/liuyu/outputs,2026-05-21T12:53:09.514495,5,605539,episode_records.jsonl|run_manifest.json|step_records.jsonl,libero_goal,summary,HIGH,CLEAN,path_heuristic,LOW,False,,True,,,,,libero_goal,CLEAN,TIER_X_REJECTED,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/liuyu/outputs/libero_l1b_clean_only_20260521_gpu014526/runs/l1b_libero10_kitchen_scene6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it_state0_seed1_clean,/data/liuyu/outputs,2026-05-21T13:05:47.654510,5,5197134,episode_records.jsonl|run_manifest.json|step_records.jsonl,libero_10,summary,HIGH,CLEAN,path_heuristic,LOW,False,,True,,,,,libero_10,CLEAN,TIER_X_REJECTED,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/liuyu/outputs/libero_l1b_clean_only_20260521_gpu014526/runs/l1b_goal_put_the_bowl_on_the_stove_state0_seed1_clean,/data/liuyu/outputs,2026-05-21T12:53:17.390495,5,611959,episode_records.jsonl|run_manifest.json|step_records.jsonl,libero_goal,summary,HIGH,CLEAN,path_heuristic,LOW,False,,True,,,,,libero_goal,CLEAN,TIER_X_REJECTED,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/liuyu/outputs/d4_3b_panel_f2051d9_r1/milk_s18_reference_attempt1,/data/liuyu/outputs,2026-06-15T21:51:25.181479,12,58895,episode_manifest.json,,unresolved,NONE,,unresolved,NONE,False,,True,,,,,,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/liuyu/outputs/d4_3b_panel_f2051d9_r1/chocolate_pudding_s7_reference_attempt1,/data/liuyu/outputs,2026-06-15T21:28:03.317442,12,115944,episode_manifest.json,,unresolved,NONE,,unresolved,NONE,False,,True,,,,,,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/liuyu/outputs/d4_3b_panel_f2051d9_r1/orange_juice_s15_reference_attempt1,/data/liuyu/outputs,2026-06-15T21:56:28.053487,12,45663,episode_manifest.json,,unresolved,NONE,,unresolved,NONE,False,,True,,,,,,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/liuyu/outputs/d4_3b_panel_f2051d9_r1/butter_s31_reference_attempt1,/data/liuyu/outputs,2026-06-15T21:21:06.965431,12,61807,episode_manifest.json,,unresolved,NONE,,unresolved,NONE,False,,True,,,,,,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/liuyu/outputs/d4_3b_panel_f2051d9_r1/cream_cheese_s17_reference_attempt1,/data/liuyu/outputs,2026-06-15T21:36:28.869455,12,59027,episode_manifest.json,,unresolved,NONE,,unresolved,NONE,False,,True,,,,,,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/liuyu/outputs/d4_3b_panel_f2051d9_r1/alphabet_soup_s34_reference_attempt1,/data/liuyu/outputs,2026-06-15T21:07:57.545410,12,115722,episode_manifest.json,,unresolved,NONE,,unresolved,NONE,False,,True,,,,,,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/liuyu/outputs/d4_3b_panel_f2051d9_r1/ketchup_s8_shadow_attempt1,/data/liuyu/outputs,2026-06-15T21:48:16.709474,12,61573,episode_manifest.json,,unresolved,NONE,,unresolved,NONE,False,,True,,,,,,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/liuyu/outputs/d4_3b_panel_f2051d9_r1/milk_s18_shadow_attempt1,/data/liuyu/outputs,2026-06-15T21:54:05.833483,12,51496,episode_manifest.json,,unresolved,NONE,,unresolved,NONE,False,,True,,,,,,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/liuyu/outputs/d4_3b_panel_f2051d9_r1/bbq_sauce_s31_shadow_attempt1,/data/liuyu/outputs,2026-06-15T21:17:58.689426,12,112835,episode_manifest.json,,unresolved,NONE,,unresolved,NONE,False,,True,,,,,,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/liuyu/outputs/d4_3b_panel_f2051d9_r1/orange_juice_s15_shadow_attempt1,/data/liuyu/outputs,2026-06-15T21:58:47.169490,12,45694,episode_manifest.json,,unresolved,NONE,,unresolved,NONE,False,,True,,,,,,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/liuyu/outputs/d4_3b_panel_f2051d9_r1/salad_dressing_s9_reference_attempt1,/data/liuyu/outputs,2026-06-15T22:01:32.481495,12,52863,episode_manifest.json,,unresolved,NONE,,unresolved,NONE,False,,True,,,,,,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/liuyu/outputs/d4_3b_panel_f2051d9_r1/alphabet_soup_s34_shadow_attempt1,/data/liuyu/outputs,2026-06-15T21:11:11.625415,12,65849,episode_manifest.json,,unresolved,NONE,,unresolved,NONE,False,,True,,,,,,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/liuyu/outputs/d4_3b_panel_f2051d9_r1/chocolate_pudding_s7_shadow_attempt1,/data/liuyu/outputs,2026-06-15T21:33:18.405450,12,113009,episode_manifest.json,,unresolved,NONE,,unresolved,NONE,False,,True,,,,,,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/liuyu/outputs/d4_3b_panel_f2051d9_r1/ketchup_s8_reference_attempt1,/data/liuyu/outputs,2026-06-15T21:45:09.225469,12,60171,episode_manifest.json,,unresolved,NONE,,unresolved,NONE,False,,True,,,,,,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
