job_id,task_key,state_id,seed,window_start,window_end,stratum,condition,matched_random,window_len,mechanism_type,parent_teacher_window,paired_vis_job_id,worker_id
1035,ketchup,9,0,36,46,early_control,random_linf,yes,10,pick_place_transfer,148-157,1034,2
1036,ketchup,2,0,98,108,teacher_high,vis_pgd,yes,10,pick_place_transfer,123-132,,0
1037,ketchup,2,0,98,108,teacher_high,random_linf,yes,10,pick_place_transfer,123-132,1036,0
1038,ketchup,2,0,59,69,early_control,vis_pgd,yes,10,pick_place_transfer,123-132,,1
1039,ketchup,2,0,59,69,early_control,random_linf,yes,10,pick_place_transfer,123-132,1038,1
1040,salad_dressing,2,0,49,59,early_control,vis_pgd,yes,10,pick_place_transfer,101-110,,2
1041,salad_dressing,2,0,49,59,early_control,random_linf,yes,10,pick_place_transfer,101-110,1040,2
1042,tomato_sauce,5,0,156,166,teacher_high,vis_pgd,yes,10,pick_place_transfer,136-145,,0
1043,tomato_sauce,5,0,156,166,teacher_high,random_linf,yes,10,pick_place_transfer,136-145,1042,0
1044,milk,0,0,105,115,teacher_high,vis_pgd,yes,10,pick_place_transfer,130-139,,1
1045,milk,0,0,105,115,teacher_high,random_linf,yes,10,pick_place_transfer,130-139,1044,1
1046,butter,7,0,106,116,teacher_high,vis_pgd,yes,10,pick_place_transfer,131-140,,2
1047,butter,7,0,106,116,teacher_high,random_linf,yes,10,pick_place_transfer,131-140,1046,2
1048,ketchup,7,0,117,127,teacher_high,vis_pgd,yes,10,pick_place_transfer,142-151,,0
1049,ketchup,7,0,117,127,teacher_high,random_linf,yes,10,pick_place_transfer,142-151,1048,0
1050,tomato_sauce,3,0,96,106,teacher_high,vis_pgd,yes,10,pick_place_transfer,121-130,,1
1051,tomato_sauce,3,0,96,106,teacher_high,random_linf,yes,10,pick_place_transfer,121-130,1050,1
1052,cream_cheese,3,0,110,120,teacher_high,vis_pgd,yes,10,pick_place_transfer,135-144,,2
1053,cream_cheese,3,0,110,120,teacher_high,random_linf,yes,10,pick_place_transfer,135-144,1052,2
1054,butter,0,0,105,115,teacher_medium,vis_pgd,yes,10,pick_place_transfer,130-139,,0
1055,butter,0,0,105,115,teacher_medium,random_linf,yes,10,pick_place_transfer,130-139,1054,0
1056,milk,9,0,100,110,teacher_medium,vis_pgd,yes,10,pick_place_transfer,125-134,,1
1057,milk,9,0,100,110,teacher_medium,random_linf,yes,10,pick_place_transfer,125-134,1056,1
1058,ketchup,3,0,112,122,teacher_medium,vis_pgd,yes,10,pick_place_transfer,137-146,,2
1059,ketchup,3,0,112,122,teacher_medium,random_linf,yes,10,pick_place_transfer,137-146,1058,2
1060,orange_juice,2,0,98,108,teacher_medium,vis_pgd,yes,10,pick_place_transfer,123-132,,0
1061,orange_juice,2,0,98,108,teacher_medium,random_linf,yes,10,pick_place_transfer,123-132,1060,0
1062,ketchup,1,0,135,145,teacher_medium,vis_pgd,yes,10,pick_place_transfer,160-169,,1
1063,ketchup,1,0,135,145,teacher_medium,random_linf,yes,10,pick_place_transfer,160-169,1062,1
1064,salad_dressing,1,0,81,91,teacher_medium,vis_pgd,yes,10,pick_place_transfer,106-115,,2
1065,salad_dressing,1,0,81,91,teacher_medium,random_linf,yes,10,pick_place_transfer,106-115,1064,2
1066,cream_cheese,5,0,109,119,teacher_medium,vis_pgd,yes,10,pick_place_transfer,134-143,,0
1067,cream_cheese,5,0,109,119,teacher_medium,random_linf,yes,10,pick_place_transfer,134-143,1066,0
1068,orange_juice,8,0,67,77,teacher_medium,vis_pgd,yes,10,pick_place_transfer,92-101,,1
1069,orange_juice,8,0,67,77,teacher_medium,random_linf,yes,10,pick_place_transfer,92-101,1068,1
1070,butter,6,0,182,192,teacher_medium,vis_pgd,yes,10,pick_place_transfer,207-216,,2
1071,butter,6,0,182,192,teacher_medium,random_linf,yes,10,pick_place_transfer,207-216,1070,2
1072,orange_juice,6,0,98,108,teacher_medium,vis_pgd,yes,10,pick_place_transfer,123-132,,0
1073,orange_juice,6,0,98,108,teacher_medium,random_linf,yes,10,pick_place_transfer,123-132,1072,0
1074,alphabet_soup,2,0,91,101,teacher_medium,vis_pgd,yes,10,pick_place_transfer,116-125,,1
1075,alphabet_soup,2,0,91,101,teacher_medium,random_linf,yes,10,pick_place_transfer,116-125,1074,1
1076,salad_dressing,5,0,124,134,teacher_medium,vis_pgd,yes,10,pick_place_transfer,149-158,,2
1077,salad_dressing,5,0,124,134,teacher_medium,random_linf,yes,10,pick_place_transfer,149-158,1076,2
1078,bbq_sauce,4,0,102,112,teacher_medium,vis_pgd,yes,10,pick_place_transfer,127-136,,0
1079,bbq_sauce,4,0,102,112,teacher_medium,random_linf,yes,10,pick_place_transfer,127-136,1078,0
1080,alphabet_soup,3,0,103,113,teacher_medium,vis_pgd,yes,10,pick_place_transfer,128-137,,1
1081,alphabet_soup,3,0,103,113,teacher_medium,random_linf,yes,10,pick_place_transfer,128-137,1080,1
1082,salad_dressing,7,0,97,107,teacher_medium,vis_pgd,yes,10,pick_place_transfer,122-131,,2
1083,salad_dressing,7,0,97,107,teacher_medium,random_linf,yes,10,pick_place_transfer,122-131,1082,2
1084,orange_juice,7,0,160,170,adjacent_hard_control,vis_pgd,yes,10,pick_place_transfer,180-189,,0
1085,orange_juice,7,0,160,170,adjacent_hard_control,random_linf,yes,10,pick_place_transfer,180-189,1084,0
1086,orange_juice,1,0,96,106,adjacent_hard_control,vis_pgd,yes,10,pick_place_transfer,116-125,,1
1087,orange_juice,1,0,96,106,adjacent_hard_control,random_linf,yes,10,pick_place_transfer,116-125,1086,1
1088,salad_dressing,6,0,114,124,adjacent_hard_control,vis_pgd,yes,10,pick_place_transfer,134-143,,2
1089,salad_dressing,6,0,114,124,adjacent_hard_control,random_linf,yes,10,pick_place_transfer,134-143,1088,2
1090,bbq_sauce,5,0,160,170,adjacent_hard_control,vis_pgd,yes,10,pick_place_transfer,180-189,,0
1091,bbq_sauce,5,0,160,170,adjacent_hard_control,random_linf,yes,10,pick_place_transfer,180-189,1090,0
1092,bbq_sauce,9,0,108,118,adjacent_hard_control,vis_pgd,yes,10,pick_place_transfer,128-137,,1
1093,bbq_sauce,9,0,108,118,adjacent_hard_control,random_linf,yes,10,pick_place_transfer,128-137,1092,1
