artifact_path,artifact_type,file_name,file_size,modified_time,detected_stage,detected_runner_family,task,actual_task_key,state_id,window_start,window_end,condition,seed,attack_seed,random_control_seed,job_id,git_commit,center_crop,libero_preprocess_backend,postprocess_gripper,success_metric,full_episode,max_steps,video_dir,num_frames,first_frame,last_frame,source_confidence,notes
/data/liuyu/outputs/milestone_1d_object_mujoco237_compat_20260526/object_full_10x10/obj_tomato_sauce_s7/episode_records.jsonl,jsonl,episode_records.jsonl,1538,2026-05-26T20:32:51.957267,object100_v4_full10x10,official_v4_runner,tomato_sauce,,7,,,clean,0,,,,,,,,,True,,,,,,medium,
/data/liuyu/outputs/milestone_1d_object_mujoco237_compat_20260526/object_full_10x10/obj_tomato_sauce_s7/run_manifest.json,json,run_manifest.json,2933,2026-05-26T20:32:51.929267,object100_v4_full10x10,official_v4_runner,tomato_sauce,,7,,,clean,0,,,,unknown,True,,True,done,True,280,,,,,medium,
/data/liuyu/outputs/milestone_1d_object_mujoco237_compat_20260526/object_full_10x10/obj_tomato_sauce_s7/summary.csv,csv,summary.csv,520,2026-05-26T20:32:51.957267,object100_v4_full10x10,official_v4_runner,tomato_sauce,,7,,,clean,0,,,,,,,,,True,,,,,,medium,
/data/liuyu/outputs/milestone_1d_object_mujoco237_compat_20260526/object_full_10x10/obj_milk_s4/step_records.jsonl,jsonl,step_records.jsonl,970097,2026-05-26T21:32:26.297050,object100_v4_full10x10,official_v4_runner,milk,,4,,,clean,0,,,,,,,,,True,280,,,,,medium,
/data/liuyu/outputs/milestone_1d_object_mujoco237_compat_20260526/object_full_10x10/obj_milk_s4/progress.json,json,progress.json,666,2026-05-26T21:32:26.297050,object100_v4_full10x10,official_v4_runner,milk,,4,,,clean,0,,,,,,,,,True,280,,,,,medium,
/data/liuyu/outputs/milestone_1d_object_mujoco237_compat_20260526/object_full_10x10/obj_milk_s4/episode_records.jsonl,jsonl,episode_records.jsonl,1512,2026-05-26T21:32:26.297050,object100_v4_full10x10,official_v4_runner,milk,,4,,,clean,0,,,,,,,,,True,,,,,,medium,
/data/liuyu/outputs/milestone_1d_object_mujoco237_compat_20260526/object_full_10x10/obj_milk_s4/run_manifest.json,json,run_manifest.json,2877,2026-05-26T21:32:26.273050,object100_v4_full10x10,official_v4_runner,milk,,4,,,clean,0,,,,unknown,True,,True,done,True,280,,,,,medium,
/data/liuyu/outputs/milestone_1d_object_mujoco237_compat_20260526/object_full_10x10/obj_milk_s4/summary.csv,csv,summary.csv,504,2026-05-26T21:32:26.297050,object100_v4_full10x10,official_v4_runner,milk,,4,,,clean,0,,,,,,,,,True,,,,,,medium,
/data/liuyu/outputs/milestone_1d_object_mujoco237_compat_20260526/object_full_10x10/obj_alphabet_soup_s1/step_records.jsonl,jsonl,step_records.jsonl,1618123,2026-05-26T19:32:54.309326,object100_v4_full10x10,official_v4_runner,alphabet_soup,,1,,,clean,0,,,,,,,,,True,280,,,,,medium,
/data/liuyu/outputs/milestone_1d_object_mujoco237_compat_20260526/object_full_10x10/obj_alphabet_soup_s1/progress.json,json,progress.json,684,2026-05-26T19:32:54.309326,object100_v4_full10x10,official_v4_runner,alphabet_soup,,1,,,clean,0,,,,,,,,,True,280,,,,,medium,
/data/liuyu/outputs/milestone_1d_object_mujoco237_compat_20260526/object_full_10x10/obj_alphabet_soup_s1/episode_records.jsonl,jsonl,episode_records.jsonl,1541,2026-05-26T19:32:54.309326,object100_v4_full10x10,official_v4_runner,alphabet_soup,,1,,,clean,0,,,,,,,,,True,,,,,,medium,
/data/liuyu/outputs/milestone_1d_object_mujoco237_compat_20260526/object_full_10x10/obj_alphabet_soup_s1/run_manifest.json,json,run_manifest.json,2940,2026-05-26T19:32:54.265326,object100_v4_full10x10,official_v4_runner,alphabet_soup,,1,,,clean,0,,,,unknown,True,,True,done,True,280,,,,,medium,
/data/liuyu/outputs/milestone_1d_object_mujoco237_compat_20260526/object_full_10x10/obj_alphabet_soup_s1/summary.csv,csv,summary.csv,522,2026-05-26T19:32:54.309326,object100_v4_full10x10,official_v4_runner,alphabet_soup,,1,,,clean,0,,,,,,,,,True,,,,,,medium,
/data/liuyu/outputs/milestone_1d_object_mujoco237_compat_20260526/object_full_10x10/obj_tomato_sauce_s1/step_records.jsonl,jsonl,step_records.jsonl,1079102,2026-05-26T20:12:08.632855,object100_v4_full10x10,official_v4_runner,tomato_sauce,,1,,,clean,0,,,,,,,,,True,280,,,,,medium,
/data/liuyu/outputs/milestone_1d_object_mujoco237_compat_20260526/object_full_10x10/obj_tomato_sauce_s1/progress.json,json,progress.json,682,2026-05-26T20:12:08.632855,object100_v4_full10x10,official_v4_runner,tomato_sauce,,1,,,clean,0,,,,,,,,,True,280,,,,,medium,
/data/liuyu/outputs/milestone_1d_object_mujoco237_compat_20260526/object_full_10x10/obj_tomato_sauce_s1/episode_records.jsonl,jsonl,episode_records.jsonl,1535,2026-05-26T20:12:08.632855,object100_v4_full10x10,official_v4_runner,tomato_sauce,,1,,,clean,0,,,,,,,,,True,,,,,,medium,
/data/liuyu/outputs/milestone_1d_object_mujoco237_compat_20260526/object_full_10x10/obj_tomato_sauce_s1/run_manifest.json,json,run_manifest.json,2933,2026-05-26T20:12:08.608856,object100_v4_full10x10,official_v4_runner,tomato_sauce,,1,,,clean,0,,,,unknown,True,,True,done,True,280,,,,,medium,
/data/liuyu/outputs/milestone_1d_object_mujoco237_compat_20260526/object_full_10x10/obj_tomato_sauce_s1/summary.csv,csv,summary.csv,520,2026-05-26T20:12:08.632855,object100_v4_full10x10,official_v4_runner,tomato_sauce,,1,,,clean,0,,,,,,,,,True,,,,,,medium,
/data/liuyu/outputs/milestone_1d_object_mujoco237_compat_20260526/object_full_10x10/obj_butter_s7/step_records.jsonl,jsonl,step_records.jsonl,1049619,2026-05-26T20:39:33.442185,object100_v4_full10x10,official_v4_runner,butter,,7,,,clean,0,,,,,,,,,True,280,,,,,medium,
/data/liuyu/outputs/milestone_1d_object_mujoco237_compat_20260526/object_full_10x10/obj_butter_s7/progress.json,json,progress.json,670,2026-05-26T20:39:33.442185,object100_v4_full10x10,official_v4_runner,butter,,7,,,clean,0,,,,,,,,,True,280,,,,,medium,
/data/liuyu/outputs/milestone_1d_object_mujoco237_compat_20260526/object_full_10x10/obj_butter_s7/episode_records.jsonl,jsonl,episode_records.jsonl,1504,2026-05-26T20:39:33.442185,object100_v4_full10x10,official_v4_runner,butter,,7,,,clean,0,,,,,,,,,True,,,,,,medium,
/data/liuyu/outputs/milestone_1d_object_mujoco237_compat_20260526/object_full_10x10/obj_butter_s7/run_manifest.json,json,run_manifest.json,2891,2026-05-26T20:39:33.414185,object100_v4_full10x10,official_v4_runner,butter,,7,,,clean,0,,,,unknown,True,,True,done,True,280,,,,,medium,
/data/liuyu/outputs/milestone_1d_object_mujoco237_compat_20260526/object_full_10x10/obj_butter_s7/summary.csv,csv,summary.csv,494,2026-05-26T20:39:33.442185,object100_v4_full10x10,official_v4_runner,butter,,7,,,clean,0,,,,,,,,,True,,,,,,medium,
/data/liuyu/outputs/milestone_1d_object_mujoco237_compat_20260526/object_full_10x10/obj_chocolate_pudding_s6/step_records.jsonl,jsonl,step_records.jsonl,1048309,2026-05-26T21:19:13.279450,object100_v4_full10x10,official_v4_runner,chocolate_pudding,,6,,,clean,0,,,,,,,,,True,280,,,,,medium,
/data/liuyu/outputs/milestone_1d_object_mujoco237_compat_20260526/object_full_10x10/obj_chocolate_pudding_s6/progress.json,json,progress.json,692,2026-05-26T21:19:13.279450,object100_v4_full10x10,official_v4_runner,chocolate_pudding,,6,,,clean,0,,,,,,,,,True,280,,,,,medium,
/data/liuyu/outputs/milestone_1d_object_mujoco237_compat_20260526/object_full_10x10/obj_chocolate_pudding_s6/episode_records.jsonl,jsonl,episode_records.jsonl,1552,2026-05-26T21:19:13.279450,object100_v4_full10x10,official_v4_runner,chocolate_pudding,,6,,,clean,0,,,,,,,,,True,,,,,,medium,
/data/liuyu/outputs/milestone_1d_object_mujoco237_compat_20260526/object_full_10x10/obj_chocolate_pudding_s6/run_manifest.json,json,run_manifest.json,2968,2026-05-26T21:19:13.255450,object100_v4_full10x10,official_v4_runner,chocolate_pudding,,6,,,clean,0,,,,unknown,True,,True,done,True,280,,,,,medium,
/data/liuyu/outputs/milestone_1d_object_mujoco237_compat_20260526/object_full_10x10/obj_chocolate_pudding_s6/summary.csv,csv,summary.csv,530,2026-05-26T21:19:13.279450,object100_v4_full10x10,official_v4_runner,chocolate_pudding,,6,,,clean,0,,,,,,,,,True,,,,,,medium,
/data/liuyu/outputs/milestone_1d_object_mujoco237_compat_20260526/object_full_10x10/obj_cream_cheese_s4/step_records.jsonl,jsonl,step_records.jsonl,873936,2026-05-26T22:43:53.199064,object100_v4_full10x10,official_v4_runner,cream_cheese,,4,,,clean,0,,,,,,,,,True,280,,,,,medium,
/data/liuyu/outputs/milestone_1d_object_mujoco237_compat_20260526/object_full_10x10/obj_cream_cheese_s4/progress.json,json,progress.json,682,2026-05-26T22:43:53.199064,object100_v4_full10x10,official_v4_runner,cream_cheese,,4,,,clean,0,,,,,,,,,True,280,,,,,medium,
/data/liuyu/outputs/milestone_1d_object_mujoco237_compat_20260526/object_full_10x10/obj_cream_cheese_s4/episode_records.jsonl,jsonl,episode_records.jsonl,1537,2026-05-26T22:43:53.199064,object100_v4_full10x10,official_v4_runner,cream_cheese,,4,,,clean,0,,,,,,,,,True,,,,,,medium,
/data/liuyu/outputs/milestone_1d_object_mujoco237_compat_20260526/object_full_10x10/obj_cream_cheese_s4/run_manifest.json,json,run_manifest.json,2933,2026-05-26T22:43:53.179064,object100_v4_full10x10,official_v4_runner,cream_cheese,,4,,,clean,0,,,,unknown,True,,True,done,True,280,,,,,medium,
/data/liuyu/outputs/milestone_1d_object_mujoco237_compat_20260526/object_full_10x10/obj_cream_cheese_s4/summary.csv,csv,summary.csv,520,2026-05-26T22:43:53.199064,object100_v4_full10x10,official_v4_runner,cream_cheese,,4,,,clean,0,,,,,,,,,True,,,,,,medium,
/data/liuyu/outputs/milestone_1d_object_mujoco237_compat_20260526/object_full_10x10/obj_ketchup_s1/step_records.jsonl,jsonl,step_records.jsonl,1096523,2026-05-26T20:49:26.097126,object100_v4_full10x10,official_v4_runner,ketchup,,1,,,clean,0,,,,,,,,,True,280,,,,,medium,
/data/liuyu/outputs/milestone_1d_object_mujoco237_compat_20260526/object_full_10x10/obj_ketchup_s1/progress.json,json,progress.json,672,2026-05-26T20:49:26.101125,object100_v4_full10x10,official_v4_runner,ketchup,,1,,,clean,0,,,,,,,,,True,280,,,,,medium,
/data/liuyu/outputs/milestone_1d_object_mujoco237_compat_20260526/object_full_10x10/obj_ketchup_s1/episode_records.jsonl,jsonl,episode_records.jsonl,1521,2026-05-26T20:49:26.097126,object100_v4_full10x10,official_v4_runner,ketchup,,1,,,clean,0,,,,,,,,,True,,,,,,medium,
/data/liuyu/outputs/milestone_1d_object_mujoco237_compat_20260526/object_full_10x10/obj_ketchup_s1/run_manifest.json,json,run_manifest.json,2898,2026-05-26T20:49:26.073126,object100_v4_full10x10,official_v4_runner,ketchup,,1,,,clean,0,,,,unknown,True,,True,done,True,280,,,,,medium,
/data/liuyu/outputs/milestone_1d_object_mujoco237_compat_20260526/object_full_10x10/obj_ketchup_s1/summary.csv,csv,summary.csv,510,2026-05-26T20:49:26.101125,object100_v4_full10x10,official_v4_runner,ketchup,,1,,,clean,0,,,,,,,,,True,,,,,,medium,
/data/liuyu/outputs/milestone_1d_object_mujoco237_compat_20260526/object_full_10x10/obj_milk_s6/step_records.jsonl,jsonl,step_records.jsonl,933089,2026-05-26T21:38:21.570074,object100_v4_full10x10,official_v4_runner,milk,,6,,,clean,0,,,,,,,,,True,280,,,,,medium,
/data/liuyu/outputs/milestone_1d_object_mujoco237_compat_20260526/object_full_10x10/obj_milk_s6/progress.json,json,progress.json,666,2026-05-26T21:38:21.570074,object100_v4_full10x10,official_v4_runner,milk,,6,,,clean,0,,,,,,,,,True,280,,,,,medium,
/data/liuyu/outputs/milestone_1d_object_mujoco237_compat_20260526/object_full_10x10/obj_milk_s6/episode_records.jsonl,jsonl,episode_records.jsonl,1513,2026-05-26T21:38:21.570074,object100_v4_full10x10,official_v4_runner,milk,,6,,,clean,0,,,,,,,,,True,,,,,,medium,
/data/liuyu/outputs/milestone_1d_object_mujoco237_compat_20260526/object_full_10x10/obj_milk_s6/run_manifest.json,json,run_manifest.json,2877,2026-05-26T21:38:21.546074,object100_v4_full10x10,official_v4_runner,milk,,6,,,clean,0,,,,unknown,True,,True,done,True,280,,,,,medium,
/data/liuyu/outputs/milestone_1d_object_mujoco237_compat_20260526/object_full_10x10/obj_milk_s6/summary.csv,csv,summary.csv,504,2026-05-26T21:38:21.570074,object100_v4_full10x10,official_v4_runner,milk,,6,,,clean,0,,,,,,,,,True,,,,,,medium,
/data/liuyu/outputs/milestone_1d_object_mujoco237_compat_20260526/object_full_10x10/obj_milk_s1/step_records.jsonl,jsonl,step_records.jsonl,927273,2026-05-26T21:23:26.141470,object100_v4_full10x10,official_v4_runner,milk,,1,,,clean,0,,,,,,,,,True,280,,,,,medium,
/data/liuyu/outputs/milestone_1d_object_mujoco237_compat_20260526/object_full_10x10/obj_milk_s1/progress.json,json,progress.json,666,2026-05-26T21:23:26.141470,object100_v4_full10x10,official_v4_runner,milk,,1,,,clean,0,,,,,,,,,True,280,,,,,medium,
/data/liuyu/outputs/milestone_1d_object_mujoco237_compat_20260526/object_full_10x10/obj_milk_s1/episode_records.jsonl,jsonl,episode_records.jsonl,1512,2026-05-26T21:23:26.141470,object100_v4_full10x10,official_v4_runner,milk,,1,,,clean,0,,,,,,,,,True,,,,,,medium,
/data/liuyu/outputs/milestone_1d_object_mujoco237_compat_20260526/object_full_10x10/obj_milk_s1/run_manifest.json,json,run_manifest.json,2877,2026-05-26T21:23:26.117470,object100_v4_full10x10,official_v4_runner,milk,,1,,,clean,0,,,,unknown,True,,True,done,True,280,,,,,medium,
/data/liuyu/outputs/milestone_1d_object_mujoco237_compat_20260526/object_full_10x10/obj_milk_s1/summary.csv,csv,summary.csv,504,2026-05-26T21:23:26.141470,object100_v4_full10x10,official_v4_runner,milk,,1,,,clean,0,,,,,,,,,True,,,,,,medium,
/data/liuyu/outputs/milestone_1d_object_mujoco237_compat_20260526/object_full_10x10/obj_butter_s3/step_records.jsonl,jsonl,step_records.jsonl,1970531,2026-05-26T20:23:52.834069,object100_v4_full10x10,official_v4_runner,butter,,3,,,clean,0,,,,,,,,,True,280,,,,,medium,
/data/liuyu/outputs/milestone_1d_object_mujoco237_compat_20260526/object_full_10x10/obj_butter_s3/progress.json,json,progress.json,670,2026-05-26T20:23:52.838069,object100_v4_full10x10,official_v4_runner,butter,,3,,,clean,0,,,,,,,,,True,280,,,,,medium,
/data/liuyu/outputs/milestone_1d_object_mujoco237_compat_20260526/object_full_10x10/obj_butter_s3/episode_records.jsonl,jsonl,episode_records.jsonl,1513,2026-05-26T20:23:52.834069,object100_v4_full10x10,official_v4_runner,butter,,3,,,clean,0,,,,,,,,,True,,,,,,medium,
/data/liuyu/outputs/milestone_1d_object_mujoco237_compat_20260526/object_full_10x10/obj_butter_s3/run_manifest.json,json,run_manifest.json,2891,2026-05-26T20:23:52.786070,object100_v4_full10x10,official_v4_runner,butter,,3,,,clean,0,,,,unknown,True,,True,done,True,280,,,,,medium,
/data/liuyu/outputs/milestone_1d_object_mujoco237_compat_20260526/object_full_10x10/obj_butter_s3/summary.csv,csv,summary.csv,509,2026-05-26T20:23:52.834069,object100_v4_full10x10,official_v4_runner,butter,,3,,,clean,0,,,,,,,,,True,,,,,,medium,
/data/liuyu/outputs/milestone_1d_object_mujoco237_compat_20260526/object_full_10x10/probe_gpu13_ketchup_s0/progress.json,json,progress.json,682,2026-05-26T21:49:33.951070,object100_v4_full10x10,official_v4_runner,ketchup,,0,,,clean,0,,,,,,,,,True,280,,,,,medium,
/data/liuyu/outputs/milestone_1d_object_mujoco237_compat_20260526/object_full_10x10/obj_cream_cheese_s9/step_records.jsonl,jsonl,step_records.jsonl,916196,2026-05-26T20:22:14.683012,object100_v4_full10x10,official_v4_runner,cream_cheese,,9,,,clean,0,,,,,,,,,True,280,,,,,medium,
/data/liuyu/outputs/milestone_1d_object_mujoco237_compat_20260526/object_full_10x10/obj_cream_cheese_s9/progress.json,json,progress.json,682,2026-05-26T20:22:14.687012,object100_v4_full10x10,official_v4_runner,cream_cheese,,9,,,clean,0,,,,,,,,,True,280,,,,,medium,
/data/liuyu/outputs/milestone_1d_object_mujoco237_compat_20260526/object_full_10x10/obj_cream_cheese_s9/episode_records.jsonl,jsonl,episode_records.jsonl,1539,2026-05-26T20:22:14.683012,object100_v4_full10x10,official_v4_runner,cream_cheese,,9,,,clean,0,,,,,,,,,True,,,,,,medium,
/data/liuyu/outputs/milestone_1d_object_mujoco237_compat_20260526/object_full_10x10/obj_cream_cheese_s9/run_manifest.json,json,run_manifest.json,2933,2026-05-26T20:22:14.659013,object100_v4_full10x10,official_v4_runner,cream_cheese,,9,,,clean,0,,,,unknown,True,,True,done,True,280,,,,,medium,
/data/liuyu/outputs/milestone_1d_object_mujoco237_compat_20260526/object_full_10x10/obj_cream_cheese_s9/summary.csv,csv,summary.csv,521,2026-05-26T20:22:14.687012,object100_v4_full10x10,official_v4_runner,cream_cheese,,9,,,clean,0,,,,,,,,,True,,,,,,medium,
/data/liuyu/outputs/milestone_1d_object_mujoco237_compat_20260526/object_full_10x10/obj_chocolate_pudding_s4/step_records.jsonl,jsonl,step_records.jsonl,1974260,2026-05-26T21:12:05.694514,object100_v4_full10x10,official_v4_runner,chocolate_pudding,,4,,,clean,0,,,,,,,,,True,280,,,,,medium,
/data/liuyu/outputs/milestone_1d_object_mujoco237_compat_20260526/object_full_10x10/obj_chocolate_pudding_s4/progress.json,json,progress.json,692,2026-05-26T21:12:05.694514,object100_v4_full10x10,official_v4_runner,chocolate_pudding,,4,,,clean,0,,,,,,,,,True,280,,,,,medium,
/data/liuyu/outputs/milestone_1d_object_mujoco237_compat_20260526/object_full_10x10/obj_chocolate_pudding_s4/episode_records.jsonl,jsonl,episode_records.jsonl,1544,2026-05-26T21:12:05.694514,object100_v4_full10x10,official_v4_runner,chocolate_pudding,,4,,,clean,0,,,,,,,,,True,,,,,,medium,
/data/liuyu/outputs/milestone_1d_object_mujoco237_compat_20260526/object_full_10x10/obj_chocolate_pudding_s4/run_manifest.json,json,run_manifest.json,2968,2026-05-26T21:12:05.646514,object100_v4_full10x10,official_v4_runner,chocolate_pudding,,4,,,clean,0,,,,unknown,True,,True,done,True,280,,,,,medium,
/data/liuyu/outputs/milestone_1d_object_mujoco237_compat_20260526/object_full_10x10/obj_chocolate_pudding_s4/summary.csv,csv,summary.csv,530,2026-05-26T21:12:05.694514,object100_v4_full10x10,official_v4_runner,chocolate_pudding,,4,,,clean,0,,,,,,,,,True,,,,,,medium,
/data/liuyu/outputs/milestone_1d_object_mujoco237_compat_20260526/object_full_10x10/obj_bbq_sauce_s3/step_records.jsonl,jsonl,step_records.jsonl,1970655,2026-05-26T19:44:38.304415,object100_v4_full10x10,official_v4_runner,bbq_sauce,,3,,,clean,0,,,,,,,,,True,280,,,,,medium,
