task_name,scene_id,state_id,seed,run_id,num_steps,has_gripper_command,has_env_gripper,has_qpos,has_width,has_eef_pose,has_eef_velocity,has_action_history,has_done,runtime_feature_complete,privileged_available_for_labeling,missing_runtime_fields,input_leakage_risk
pick_up_the_cream_cheese_and_place_it_in_the_basket,pick_up_the_cream_cheese_and_place_it_in_the_basket_s1,1,0,obj100_cream_cheese_cream_cheese_s1,153,True,True,True,True,True,True,True,False,True,False,,none
pick_up_the_cream_cheese_and_place_it_in_the_basket,pick_up_the_cream_cheese_and_place_it_in_the_basket_s2,2,0,obj100_cream_cheese_cream_cheese_s2,135,True,True,True,True,True,True,True,False,True,False,,none
pick_up_the_cream_cheese_and_place_it_in_the_basket,pick_up_the_cream_cheese_and_place_it_in_the_basket_s3,3,0,obj100_cream_cheese_cream_cheese_s3,145,True,True,True,True,True,True,True,False,True,False,,none
pick_up_the_cream_cheese_and_place_it_in_the_basket,pick_up_the_cream_cheese_and_place_it_in_the_basket_s4,4,0,obj100_cream_cheese_cream_cheese_s4,177,True,True,True,True,True,True,True,False,True,False,,none
pick_up_the_cream_cheese_and_place_it_in_the_basket,pick_up_the_cream_cheese_and_place_it_in_the_basket_s5,5,0,obj100_cream_cheese_cream_cheese_s5,153,True,True,True,True,True,True,True,False,True,False,,none
pick_up_the_cream_cheese_and_place_it_in_the_basket,pick_up_the_cream_cheese_and_place_it_in_the_basket_s6,6,0,obj100_cream_cheese_cream_cheese_s6,134,True,True,True,True,True,True,True,False,True,False,,none
pick_up_the_cream_cheese_and_place_it_in_the_basket,pick_up_the_cream_cheese_and_place_it_in_the_basket_s7,7,0,obj100_cream_cheese_cream_cheese_s7,133,True,True,True,True,True,True,True,False,True,False,,none
pick_up_the_cream_cheese_and_place_it_in_the_basket,pick_up_the_cream_cheese_and_place_it_in_the_basket_s8,8,0,obj100_cream_cheese_cream_cheese_s8,130,True,True,True,True,True,True,True,False,True,False,,none
pick_up_the_cream_cheese_and_place_it_in_the_basket,pick_up_the_cream_cheese_and_place_it_in_the_basket_s9,9,0,obj100_cream_cheese_cream_cheese_s9,121,True,True,True,True,True,True,True,False,True,False,,none
pick_up_the_salad_dressing_and_place_it_in_the_basket,pick_up_the_salad_dressing_and_place_it_in_the_basket_s0,0,0,obj100_salad_dressing_salad_dressing_s0,121,True,True,True,True,True,True,True,False,True,False,,none
pick_up_the_salad_dressing_and_place_it_in_the_basket,pick_up_the_salad_dressing_and_place_it_in_the_basket_s1,1,0,obj100_salad_dressing_salad_dressing_s1,124,True,True,True,True,True,True,True,False,True,False,,none
pick_up_the_salad_dressing_and_place_it_in_the_basket,pick_up_the_salad_dressing_and_place_it_in_the_basket_s2,2,0,obj100_salad_dressing_salad_dressing_s2,111,True,True,True,True,True,True,True,False,True,False,,none
pick_up_the_salad_dressing_and_place_it_in_the_basket,pick_up_the_salad_dressing_and_place_it_in_the_basket_s3,3,0,obj100_salad_dressing_salad_dressing_s3,127,True,True,True,True,True,True,True,False,True,False,,none
pick_up_the_salad_dressing_and_place_it_in_the_basket,pick_up_the_salad_dressing_and_place_it_in_the_basket_s4,4,0,obj100_salad_dressing_salad_dressing_s4,118,True,True,True,True,True,True,True,False,True,False,,none
pick_up_the_salad_dressing_and_place_it_in_the_basket,pick_up_the_salad_dressing_and_place_it_in_the_basket_s5,5,0,obj100_salad_dressing_salad_dressing_s5,159,True,True,True,True,True,True,True,False,True,False,,none
pick_up_the_salad_dressing_and_place_it_in_the_basket,pick_up_the_salad_dressing_and_place_it_in_the_basket_s6,6,0,obj100_salad_dressing_salad_dressing_s6,144,True,True,True,True,True,True,True,False,True,False,,none
pick_up_the_salad_dressing_and_place_it_in_the_basket,pick_up_the_salad_dressing_and_place_it_in_the_basket_s7,7,0,obj100_salad_dressing_salad_dressing_s7,138,True,True,True,True,True,True,True,False,True,False,,none
pick_up_the_salad_dressing_and_place_it_in_the_basket,pick_up_the_salad_dressing_and_place_it_in_the_basket_s8,8,0,obj100_salad_dressing_salad_dressing_s8,104,True,True,True,True,True,True,True,False,True,False,,none
pick_up_the_salad_dressing_and_place_it_in_the_basket,pick_up_the_salad_dressing_and_place_it_in_the_basket_s9,9,0,obj100_salad_dressing_salad_dressing_s9,280,True,True,True,True,True,True,True,False,True,False,,none
pick_up_the_bbq_sauce_and_place_it_in_the_basket,pick_up_the_bbq_sauce_and_place_it_in_the_basket_s0,0,0,obj100_bbq_sauce_bbq_sauce_s0,167,True,True,True,True,True,True,True,False,True,False,,none
pick_up_the_bbq_sauce_and_place_it_in_the_basket,pick_up_the_bbq_sauce_and_place_it_in_the_basket_s1,1,0,obj100_bbq_sauce_bbq_sauce_s1,280,True,True,True,True,True,True,True,False,True,False,,none
pick_up_the_bbq_sauce_and_place_it_in_the_basket,pick_up_the_bbq_sauce_and_place_it_in_the_basket_s2,2,0,obj100_bbq_sauce_bbq_sauce_s2,280,True,True,True,True,True,True,True,False,True,False,,none
pick_up_the_bbq_sauce_and_place_it_in_the_basket,pick_up_the_bbq_sauce_and_place_it_in_the_basket_s3,3,0,obj100_bbq_sauce_bbq_sauce_s3,280,True,True,True,True,True,True,True,False,True,False,,none
pick_up_the_bbq_sauce_and_place_it_in_the_basket,pick_up_the_bbq_sauce_and_place_it_in_the_basket_s4,4,0,obj100_bbq_sauce_bbq_sauce_s4,137,True,True,True,True,True,True,True,False,True,False,,none
pick_up_the_bbq_sauce_and_place_it_in_the_basket,pick_up_the_bbq_sauce_and_place_it_in_the_basket_s5,5,0,obj100_bbq_sauce_bbq_sauce_s5,190,True,True,True,True,True,True,True,False,True,False,,none
pick_up_the_bbq_sauce_and_place_it_in_the_basket,pick_up_the_bbq_sauce_and_place_it_in_the_basket_s6,6,0,obj100_bbq_sauce_bbq_sauce_s6,280,True,True,True,True,True,True,True,False,True,False,,none
pick_up_the_bbq_sauce_and_place_it_in_the_basket,pick_up_the_bbq_sauce_and_place_it_in_the_basket_s7,7,0,obj100_bbq_sauce_bbq_sauce_s7,280,True,True,True,True,True,True,True,False,True,False,,none
pick_up_the_bbq_sauce_and_place_it_in_the_basket,pick_up_the_bbq_sauce_and_place_it_in_the_basket_s8,8,0,obj100_bbq_sauce_bbq_sauce_s8,280,True,True,True,True,True,True,True,False,True,False,,none
pick_up_the_bbq_sauce_and_place_it_in_the_basket,pick_up_the_bbq_sauce_and_place_it_in_the_basket_s9,9,0,obj100_bbq_sauce_bbq_sauce_s9,138,True,True,True,True,True,True,True,False,True,False,,none
pick_up_the_ketchup_and_place_it_in_the_basket,pick_up_the_ketchup_and_place_it_in_the_basket_s0,0,0,obj100_ketchup_ketchup_s0,159,True,True,True,True,True,True,True,False,True,False,,none
pick_up_the_ketchup_and_place_it_in_the_basket,pick_up_the_ketchup_and_place_it_in_the_basket_s1,1,0,obj100_ketchup_ketchup_s1,180,True,True,True,True,True,True,True,False,True,False,,none
pick_up_the_ketchup_and_place_it_in_the_basket,pick_up_the_ketchup_and_place_it_in_the_basket_s2,2,0,obj100_ketchup_ketchup_s2,140,True,True,True,True,True,True,True,False,True,False,,none
pick_up_the_ketchup_and_place_it_in_the_basket,pick_up_the_ketchup_and_place_it_in_the_basket_s3,3,0,obj100_ketchup_ketchup_s3,155,True,True,True,True,True,True,True,False,True,False,,none
pick_up_the_ketchup_and_place_it_in_the_basket,pick_up_the_ketchup_and_place_it_in_the_basket_s4,4,0,obj100_ketchup_ketchup_s4,133,True,True,True,True,True,True,True,False,True,False,,none
pick_up_the_ketchup_and_place_it_in_the_basket,pick_up_the_ketchup_and_place_it_in_the_basket_s5,5,0,obj100_ketchup_ketchup_s5,124,True,True,True,True,True,True,True,False,True,False,,none
pick_up_the_ketchup_and_place_it_in_the_basket,pick_up_the_ketchup_and_place_it_in_the_basket_s6,6,0,obj100_ketchup_ketchup_s6,269,True,True,True,True,True,True,True,False,True,False,,none
pick_up_the_ketchup_and_place_it_in_the_basket,pick_up_the_ketchup_and_place_it_in_the_basket_s7,7,0,obj100_ketchup_ketchup_s7,152,True,True,True,True,True,True,True,False,True,False,,none
pick_up_the_ketchup_and_place_it_in_the_basket,pick_up_the_ketchup_and_place_it_in_the_basket_s8,8,0,obj100_ketchup_ketchup_s8,194,True,True,True,True,True,True,True,False,True,False,,none
pick_up_the_ketchup_and_place_it_in_the_basket,pick_up_the_ketchup_and_place_it_in_the_basket_s9,9,0,obj100_ketchup_ketchup_s9,159,True,True,True,True,True,True,True,False,True,False,,none
pick_up_the_tomato_sauce_and_place_it_in_the_basket,pick_up_the_tomato_sauce_and_place_it_in_the_basket_s0,0,0,obj100_tomato_sauce_tomato_sauce_s0,209,True,True,True,True,True,True,True,False,True,False,,none
pick_up_the_tomato_sauce_and_place_it_in_the_basket,pick_up_the_tomato_sauce_and_place_it_in_the_basket_s1,1,0,obj100_tomato_sauce_tomato_sauce_s1,185,True,True,True,True,True,True,True,False,True,False,,none
pick_up_the_tomato_sauce_and_place_it_in_the_basket,pick_up_the_tomato_sauce_and_place_it_in_the_basket_s2,2,0,obj100_tomato_sauce_tomato_sauce_s2,168,True,True,True,True,True,True,True,False,True,False,,none
pick_up_the_tomato_sauce_and_place_it_in_the_basket,pick_up_the_tomato_sauce_and_place_it_in_the_basket_s3,3,0,obj100_tomato_sauce_tomato_sauce_s3,141,True,True,True,True,True,True,True,False,True,False,,none
pick_up_the_tomato_sauce_and_place_it_in_the_basket,pick_up_the_tomato_sauce_and_place_it_in_the_basket_s4,4,0,obj100_tomato_sauce_tomato_sauce_s4,162,True,True,True,True,True,True,True,False,True,False,,none
pick_up_the_tomato_sauce_and_place_it_in_the_basket,pick_up_the_tomato_sauce_and_place_it_in_the_basket_s5,5,0,obj100_tomato_sauce_tomato_sauce_s5,166,True,True,True,True,True,True,True,False,True,False,,none
pick_up_the_tomato_sauce_and_place_it_in_the_basket,pick_up_the_tomato_sauce_and_place_it_in_the_basket_s6,6,0,obj100_tomato_sauce_tomato_sauce_s6,149,True,True,True,True,True,True,True,False,True,False,,none
pick_up_the_tomato_sauce_and_place_it_in_the_basket,pick_up_the_tomato_sauce_and_place_it_in_the_basket_s7,7,0,obj100_tomato_sauce_tomato_sauce_s7,280,True,True,True,True,True,True,True,False,True,False,,none
pick_up_the_tomato_sauce_and_place_it_in_the_basket,pick_up_the_tomato_sauce_and_place_it_in_the_basket_s8,8,0,obj100_tomato_sauce_tomato_sauce_s8,132,True,True,True,True,True,True,True,False,True,False,,none
pick_up_the_tomato_sauce_and_place_it_in_the_basket,pick_up_the_tomato_sauce_and_place_it_in_the_basket_s9,9,0,obj100_tomato_sauce_tomato_sauce_s9,140,True,True,True,True,True,True,True,False,True,False,,none
pick_up_the_butter_and_place_it_in_the_basket,pick_up_the_butter_and_place_it_in_the_basket_s0,0,0,obj100_butter_butter_s0,141,True,True,True,True,True,True,True,False,True,False,,none
pick_up_the_butter_and_place_it_in_the_basket,pick_up_the_butter_and_place_it_in_the_basket_s1,1,0,obj100_butter_butter_s1,280,True,True,True,True,True,True,True,False,True,False,,none
pick_up_the_butter_and_place_it_in_the_basket,pick_up_the_butter_and_place_it_in_the_basket_s2,2,0,obj100_butter_butter_s2,198,True,True,True,True,True,True,True,False,True,False,,none
pick_up_the_butter_and_place_it_in_the_basket,pick_up_the_butter_and_place_it_in_the_basket_s3,3,0,obj100_butter_butter_s3,233,True,True,True,True,True,True,True,False,True,False,,none
pick_up_the_butter_and_place_it_in_the_basket,pick_up_the_butter_and_place_it_in_the_basket_s4,4,0,obj100_butter_butter_s4,280,True,True,True,True,True,True,True,False,True,False,,none
pick_up_the_butter_and_place_it_in_the_basket,pick_up_the_butter_and_place_it_in_the_basket_s5,5,0,obj100_butter_butter_s5,167,True,True,True,True,True,True,True,False,True,False,,none
pick_up_the_butter_and_place_it_in_the_basket,pick_up_the_butter_and_place_it_in_the_basket_s6,6,0,obj100_butter_butter_s6,225,True,True,True,True,True,True,True,False,True,False,,none
pick_up_the_butter_and_place_it_in_the_basket,pick_up_the_butter_and_place_it_in_the_basket_s7,7,0,obj100_butter_butter_s7,150,True,True,True,True,True,True,True,False,True,False,,none
pick_up_the_butter_and_place_it_in_the_basket,pick_up_the_butter_and_place_it_in_the_basket_s8,8,0,obj100_butter_butter_s8,170,True,True,True,True,True,True,True,False,True,False,,none
pick_up_the_butter_and_place_it_in_the_basket,pick_up_the_butter_and_place_it_in_the_basket_s9,9,0,obj100_butter_butter_s9,140,True,True,True,True,True,True,True,False,True,False,,none
pick_up_the_milk_and_place_it_in_the_basket,pick_up_the_milk_and_place_it_in_the_basket_s0,0,0,obj100_milk_milk_s0,140,True,True,True,True,True,True,True,False,True,False,,none
pick_up_the_milk_and_place_it_in_the_basket,pick_up_the_milk_and_place_it_in_the_basket_s1,1,0,obj100_milk_milk_s1,123,True,True,True,True,True,True,True,False,True,False,,none
pick_up_the_milk_and_place_it_in_the_basket,pick_up_the_milk_and_place_it_in_the_basket_s2,2,0,obj100_milk_milk_s2,209,True,True,True,True,True,True,True,False,True,False,,none
pick_up_the_milk_and_place_it_in_the_basket,pick_up_the_milk_and_place_it_in_the_basket_s3,3,0,obj100_milk_milk_s3,280,True,True,True,True,True,True,True,False,True,False,,none
pick_up_the_milk_and_place_it_in_the_basket,pick_up_the_milk_and_place_it_in_the_basket_s4,4,0,obj100_milk_milk_s4,125,True,True,True,True,True,True,True,False,True,False,,none
pick_up_the_milk_and_place_it_in_the_basket,pick_up_the_milk_and_place_it_in_the_basket_s5,5,0,obj100_milk_milk_s5,241,True,True,True,True,True,True,True,False,True,False,,none
pick_up_the_milk_and_place_it_in_the_basket,pick_up_the_milk_and_place_it_in_the_basket_s6,6,0,obj100_milk_milk_s6,280,True,True,True,True,True,True,True,False,True,False,,none
pick_up_the_milk_and_place_it_in_the_basket,pick_up_the_milk_and_place_it_in_the_basket_s7,7,0,obj100_milk_milk_s7,128,True,True,True,True,True,True,True,False,True,False,,none
pick_up_the_milk_and_place_it_in_the_basket,pick_up_the_milk_and_place_it_in_the_basket_s8,8,0,obj100_milk_milk_s8,152,True,True,True,True,True,True,True,False,True,False,,none
pick_up_the_milk_and_place_it_in_the_basket,pick_up_the_milk_and_place_it_in_the_basket_s9,9,0,obj100_milk_milk_s9,156,True,True,True,True,True,True,True,False,True,False,,none
pick_up_the_chocolate_pudding_and_place_it_in_the_basket,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_s0,0,0,obj100_chocolate_pudding_chocolate_pudding_s0,280,True,True,True,True,True,True,True,False,True,False,,none
pick_up_the_chocolate_pudding_and_place_it_in_the_basket,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_s0,0,0,obj100_chocolate_pudding_rerun_chocolate_pudding_s0,280,True,True,True,True,True,True,True,False,True,False,,none
pick_up_the_chocolate_pudding_and_place_it_in_the_basket,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_s1,1,0,obj100_chocolate_pudding_chocolate_pudding_s1,280,True,True,True,True,True,True,True,False,True,False,,none
pick_up_the_chocolate_pudding_and_place_it_in_the_basket,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_s1,1,0,obj100_chocolate_pudding_rerun_chocolate_pudding_s1,280,True,True,True,True,True,True,True,False,True,False,,none
pick_up_the_chocolate_pudding_and_place_it_in_the_basket,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_s2,2,0,obj100_chocolate_pudding_chocolate_pudding_s2,155,True,True,True,True,True,True,True,False,True,False,,none
pick_up_the_chocolate_pudding_and_place_it_in_the_basket,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_s2,2,0,obj100_chocolate_pudding_rerun_chocolate_pudding_s2,155,True,True,True,True,True,True,True,False,True,False,,none
pick_up_the_chocolate_pudding_and_place_it_in_the_basket,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_s3,3,0,obj100_chocolate_pudding_chocolate_pudding_s3,145,True,True,True,True,True,True,True,False,True,False,,none
pick_up_the_chocolate_pudding_and_place_it_in_the_basket,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_s3,3,0,obj100_chocolate_pudding_rerun_chocolate_pudding_s3,160,True,True,True,True,True,True,True,False,True,False,,none
pick_up_the_chocolate_pudding_and_place_it_in_the_basket,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_s4,4,0,obj100_chocolate_pudding_rerun_chocolate_pudding_s4,218,True,True,True,True,True,True,True,False,True,False,,none
pick_up_the_chocolate_pudding_and_place_it_in_the_basket,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_s5,5,0,obj100_chocolate_pudding_rerun_chocolate_pudding_s5,157,True,True,True,True,True,True,True,False,True,False,,none
pick_up_the_chocolate_pudding_and_place_it_in_the_basket,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_s6,6,0,obj100_chocolate_pudding_rerun_chocolate_pudding_s6,163,True,True,True,True,True,True,True,False,True,False,,none
pick_up_the_chocolate_pudding_and_place_it_in_the_basket,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_s7,7,0,obj100_chocolate_pudding_rerun_chocolate_pudding_s7,235,True,True,True,True,True,True,True,False,True,False,,none
pick_up_the_chocolate_pudding_and_place_it_in_the_basket,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_s8,8,0,obj100_chocolate_pudding_rerun_chocolate_pudding_s8,280,True,True,True,True,True,True,True,False,True,False,,none
pick_up_the_chocolate_pudding_and_place_it_in_the_basket,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_s9,9,0,obj100_chocolate_pudding_rerun_chocolate_pudding_s9,190,True,True,True,True,True,True,True,False,True,False,,none
pick_up_the_orange_juice_and_place_it_in_the_basket,pick_up_the_orange_juice_and_place_it_in_the_basket_s0,0,0,obj100_orange_juice_orange_juice_s0,213,True,True,True,True,True,True,True,False,True,False,,none
pick_up_the_orange_juice_and_place_it_in_the_basket,pick_up_the_orange_juice_and_place_it_in_the_basket_s1,1,0,obj100_orange_juice_orange_juice_s1,136,True,True,True,True,True,True,True,False,True,False,,none
pick_up_the_orange_juice_and_place_it_in_the_basket,pick_up_the_orange_juice_and_place_it_in_the_basket_s2,2,0,obj100_orange_juice_orange_juice_s2,133,True,True,True,True,True,True,True,False,True,False,,none
pick_up_the_orange_juice_and_place_it_in_the_basket,pick_up_the_orange_juice_and_place_it_in_the_basket_s3,3,0,obj100_orange_juice_orange_juice_s3,132,True,True,True,True,True,True,True,False,True,False,,none
pick_up_the_orange_juice_and_place_it_in_the_basket,pick_up_the_orange_juice_and_place_it_in_the_basket_s4,4,0,obj100_orange_juice_orange_juice_s4,143,True,True,True,True,True,True,True,False,True,False,,none
pick_up_the_orange_juice_and_place_it_in_the_basket,pick_up_the_orange_juice_and_place_it_in_the_basket_s5,5,0,obj100_orange_juice_orange_juice_s5,280,True,True,True,True,True,True,True,False,True,False,,none
pick_up_the_orange_juice_and_place_it_in_the_basket,pick_up_the_orange_juice_and_place_it_in_the_basket_s6,6,0,obj100_orange_juice_orange_juice_s6,134,True,True,True,True,True,True,True,False,True,False,,none
pick_up_the_orange_juice_and_place_it_in_the_basket,pick_up_the_orange_juice_and_place_it_in_the_basket_s7,7,0,obj100_orange_juice_orange_juice_s7,190,True,True,True,True,True,True,True,False,True,False,,none
pick_up_the_orange_juice_and_place_it_in_the_basket,pick_up_the_orange_juice_and_place_it_in_the_basket_s8,8,0,obj100_orange_juice_orange_juice_s8,108,True,True,True,True,True,True,True,False,True,False,,none
pick_up_the_orange_juice_and_place_it_in_the_basket,pick_up_the_orange_juice_and_place_it_in_the_basket_s9,9,0,obj100_orange_juice_orange_juice_s9,280,True,True,True,True,True,True,True,False,True,False,,none
