task_key,state_id,parent_window_start,parent_window_end,subwindow_start,subwindow_end,window_start,window_end,compressed_len,position_rule,full_vis_label,source_batch,phase_bin_proxy,qpos_source,mujoco_qpos_mean,mujoco_qpos_min,mujoco_qpos_max,obs_qpos_mean,qpos_source_warning,qpos_phase_class,true_closed_score,natural_open_score,phase_proxy_mismatch,clean_open_ratio,clean_open_streak,clean_done,random_open_ratio,random_done,denominator_status,provenance_status,phase_alignment_source,recommended_for_phaseE,reason
salad_dressing,0,7,24,11,21,11,21,10,parent_start_plus_4,0,batch3,far_closed,missing,,,,,MISSING_QPOS_TRACE,missing,0,0,false,,,,,,missing,missing,missing_trace,false,rejected_missing_qpos
salad_dressing,0,7,24,10,20,10,20,10,centered,0,batch3,far_closed,missing,,,,,MISSING_QPOS_TRACE,missing,0,0,false,,,,,,missing,missing,missing_trace,false,rejected_missing_qpos
salad_dressing,0,7,24,14,24,14,24,10,parent_end_aligned,0,batch3,far_closed,missing,,,,,MISSING_QPOS_TRACE,missing,0,0,false,,,,,,missing,missing,missing_trace,false,rejected_missing_qpos
salad_dressing,0,7,24,7,19,7,19,12,parent_start_aligned,0,batch3,far_closed,missing,,,,,MISSING_QPOS_TRACE,missing,0,0,false,,,,,,missing,missing,missing_trace,false,rejected_missing_qpos
salad_dressing,0,7,24,9,21,9,21,12,parent_start_plus_2,0,batch3,far_closed,missing,,,,,MISSING_QPOS_TRACE,missing,0,0,false,,,,,,missing,missing,missing_trace,false,rejected_missing_qpos
salad_dressing,0,7,24,11,23,11,23,12,parent_start_plus_4,0,batch3,far_closed,missing,,,,,MISSING_QPOS_TRACE,missing,0,0,false,,,,,,missing,missing,missing_trace,false,rejected_missing_qpos
salad_dressing,0,7,24,9,21,9,21,12,centered,0,batch3,far_closed,missing,,,,,MISSING_QPOS_TRACE,missing,0,0,false,,,,,,missing,missing,missing_trace,false,rejected_missing_qpos
salad_dressing,0,7,24,12,24,12,24,12,parent_end_aligned,0,batch3,far_closed,missing,,,,,MISSING_QPOS_TRACE,missing,0,0,false,,,,,,missing,missing,missing_trace,false,rejected_missing_qpos
bbq_sauce,5,27,44,27,35,27,35,8,parent_start_aligned,0,batch3,near_closed,missing,,,,,MISSING_QPOS_TRACE,missing,0,0,false,,,,,,missing,missing,missing_trace,false,rejected_missing_qpos
bbq_sauce,5,27,44,29,37,29,37,8,parent_start_plus_2,0,batch3,near_closed,missing,,,,,MISSING_QPOS_TRACE,missing,0,0,false,,,,,,missing,missing,missing_trace,false,rejected_missing_qpos
bbq_sauce,5,27,44,31,39,31,39,8,parent_start_plus_4,0,batch3,near_closed,missing,,,,,MISSING_QPOS_TRACE,missing,0,0,false,,,,,,missing,missing,missing_trace,false,rejected_missing_qpos
bbq_sauce,5,27,44,31,39,31,39,8,centered,0,batch3,near_closed,missing,,,,,MISSING_QPOS_TRACE,missing,0,0,false,,,,,,missing,missing,missing_trace,false,rejected_missing_qpos
bbq_sauce,5,27,44,36,44,36,44,8,parent_end_aligned,0,batch3,near_closed,missing,,,,,MISSING_QPOS_TRACE,missing,0,0,false,,,,,,missing,missing,missing_trace,false,rejected_missing_qpos
bbq_sauce,5,27,44,27,37,27,37,10,parent_start_aligned,0,batch3,near_closed,missing,,,,,MISSING_QPOS_TRACE,missing,0,0,false,,,,,,missing,missing,missing_trace,false,rejected_missing_qpos
bbq_sauce,5,27,44,29,39,29,39,10,parent_start_plus_2,0,batch3,near_closed,missing,,,,,MISSING_QPOS_TRACE,missing,0,0,false,,,,,,missing,missing,missing_trace,false,rejected_missing_qpos
bbq_sauce,5,27,44,31,41,31,41,10,parent_start_plus_4,0,batch3,near_closed,missing,,,,,MISSING_QPOS_TRACE,missing,0,0,false,,,,,,missing,missing,missing_trace,false,rejected_missing_qpos
bbq_sauce,5,27,44,30,40,30,40,10,centered,0,batch3,near_closed,missing,,,,,MISSING_QPOS_TRACE,missing,0,0,false,,,,,,missing,missing,missing_trace,false,rejected_missing_qpos
bbq_sauce,5,27,44,34,44,34,44,10,parent_end_aligned,0,batch3,near_closed,missing,,,,,MISSING_QPOS_TRACE,missing,0,0,false,,,,,,missing,missing,missing_trace,false,rejected_missing_qpos
bbq_sauce,5,27,44,27,39,27,39,12,parent_start_aligned,0,batch3,near_closed,missing,,,,,MISSING_QPOS_TRACE,missing,0,0,false,,,,,,missing,missing,missing_trace,false,rejected_missing_qpos
bbq_sauce,5,27,44,29,41,29,41,12,parent_start_plus_2,0,batch3,near_closed,missing,,,,,MISSING_QPOS_TRACE,missing,0,0,false,,,,,,missing,missing,missing_trace,false,rejected_missing_qpos
bbq_sauce,5,27,44,31,43,31,43,12,parent_start_plus_4,0,batch3,near_closed,missing,,,,,MISSING_QPOS_TRACE,missing,0,0,false,,,,,,missing,missing,missing_trace,false,rejected_missing_qpos
bbq_sauce,5,27,44,29,41,29,41,12,centered,0,batch3,near_closed,missing,,,,,MISSING_QPOS_TRACE,missing,0,0,false,,,,,,missing,missing,missing_trace,false,rejected_missing_qpos
bbq_sauce,5,27,44,32,44,32,44,12,parent_end_aligned,0,batch3,near_closed,missing,,,,,MISSING_QPOS_TRACE,missing,0,0,false,,,,,,missing,missing,missing_trace,false,rejected_missing_qpos
ketchup,5,9,26,9,17,9,17,8,parent_start_aligned,0,batch3,far_closed,missing,,,,,MISSING_QPOS_TRACE,missing,0,0,false,,,,,,missing,missing,missing_trace,false,rejected_missing_qpos
ketchup,5,9,26,11,19,11,19,8,parent_start_plus_2,0,batch3,far_closed,missing,,,,,MISSING_QPOS_TRACE,missing,0,0,false,,,,,,missing,missing,missing_trace,false,rejected_missing_qpos
ketchup,5,9,26,13,21,13,21,8,parent_start_plus_4,0,batch3,far_closed,missing,,,,,MISSING_QPOS_TRACE,missing,0,0,false,,,,,,missing,missing,missing_trace,false,rejected_missing_qpos
ketchup,5,9,26,13,21,13,21,8,centered,0,batch3,far_closed,missing,,,,,MISSING_QPOS_TRACE,missing,0,0,false,,,,,,missing,missing,missing_trace,false,rejected_missing_qpos
ketchup,5,9,26,18,26,18,26,8,parent_end_aligned,0,batch3,far_closed,missing,,,,,MISSING_QPOS_TRACE,missing,0,0,false,,,,,,missing,missing,missing_trace,false,rejected_missing_qpos
ketchup,5,9,26,9,19,9,19,10,parent_start_aligned,0,batch3,far_closed,missing,,,,,MISSING_QPOS_TRACE,missing,0,0,false,,,,,,missing,missing,missing_trace,false,rejected_missing_qpos
ketchup,5,9,26,11,21,11,21,10,parent_start_plus_2,0,batch3,far_closed,missing,,,,,MISSING_QPOS_TRACE,missing,0,0,false,,,,,,missing,missing,missing_trace,false,rejected_missing_qpos
ketchup,5,9,26,13,23,13,23,10,parent_start_plus_4,0,batch3,far_closed,missing,,,,,MISSING_QPOS_TRACE,missing,0,0,false,,,,,,missing,missing,missing_trace,false,rejected_missing_qpos
ketchup,5,9,26,12,22,12,22,10,centered,0,batch3,far_closed,missing,,,,,MISSING_QPOS_TRACE,missing,0,0,false,,,,,,missing,missing,missing_trace,false,rejected_missing_qpos
ketchup,5,9,26,16,26,16,26,10,parent_end_aligned,0,batch3,far_closed,missing,,,,,MISSING_QPOS_TRACE,missing,0,0,false,,,,,,missing,missing,missing_trace,false,rejected_missing_qpos
ketchup,5,9,26,9,21,9,21,12,parent_start_aligned,0,batch3,far_closed,missing,,,,,MISSING_QPOS_TRACE,missing,0,0,false,,,,,,missing,missing,missing_trace,false,rejected_missing_qpos
ketchup,5,9,26,11,23,11,23,12,parent_start_plus_2,0,batch3,far_closed,missing,,,,,MISSING_QPOS_TRACE,missing,0,0,false,,,,,,missing,missing,missing_trace,false,rejected_missing_qpos
ketchup,5,9,26,13,25,13,25,12,parent_start_plus_4,0,batch3,far_closed,missing,,,,,MISSING_QPOS_TRACE,missing,0,0,false,,,,,,missing,missing,missing_trace,false,rejected_missing_qpos
ketchup,5,9,26,11,23,11,23,12,centered,0,batch3,far_closed,missing,,,,,MISSING_QPOS_TRACE,missing,0,0,false,,,,,,missing,missing,missing_trace,false,rejected_missing_qpos
ketchup,5,9,26,14,26,14,26,12,parent_end_aligned,0,batch3,far_closed,missing,,,,,MISSING_QPOS_TRACE,missing,0,0,false,,,,,,missing,missing,missing_trace,false,rejected_missing_qpos
milk,5,25,42,25,33,25,33,8,parent_start_aligned,0,batch3,far_closed,missing,,,,,MISSING_QPOS_TRACE,missing,0,0,false,,,,,,missing,missing,missing_trace,false,rejected_missing_qpos
milk,5,25,42,27,35,27,35,8,parent_start_plus_2,0,batch3,far_closed,missing,,,,,MISSING_QPOS_TRACE,missing,0,0,false,,,,,,missing,missing,missing_trace,false,rejected_missing_qpos
milk,5,25,42,29,37,29,37,8,parent_start_plus_4,0,batch3,far_closed,missing,,,,,MISSING_QPOS_TRACE,missing,0,0,false,,,,,,missing,missing,missing_trace,false,rejected_missing_qpos
milk,5,25,42,29,37,29,37,8,centered,0,batch3,far_closed,missing,,,,,MISSING_QPOS_TRACE,missing,0,0,false,,,,,,missing,missing,missing_trace,false,rejected_missing_qpos
milk,5,25,42,34,42,34,42,8,parent_end_aligned,0,batch3,far_closed,missing,,,,,MISSING_QPOS_TRACE,missing,0,0,false,,,,,,missing,missing,missing_trace,false,rejected_missing_qpos
milk,5,25,42,25,35,25,35,10,parent_start_aligned,0,batch3,far_closed,missing,,,,,MISSING_QPOS_TRACE,missing,0,0,false,,,,,,missing,missing,missing_trace,false,rejected_missing_qpos
milk,5,25,42,27,37,27,37,10,parent_start_plus_2,0,batch3,far_closed,missing,,,,,MISSING_QPOS_TRACE,missing,0,0,false,,,,,,missing,missing,missing_trace,false,rejected_missing_qpos
milk,5,25,42,29,39,29,39,10,parent_start_plus_4,0,batch3,far_closed,missing,,,,,MISSING_QPOS_TRACE,missing,0,0,false,,,,,,missing,missing,missing_trace,false,rejected_missing_qpos
milk,5,25,42,28,38,28,38,10,centered,0,batch3,far_closed,missing,,,,,MISSING_QPOS_TRACE,missing,0,0,false,,,,,,missing,missing,missing_trace,false,rejected_missing_qpos
milk,5,25,42,32,42,32,42,10,parent_end_aligned,0,batch3,far_closed,missing,,,,,MISSING_QPOS_TRACE,missing,0,0,false,,,,,,missing,missing,missing_trace,false,rejected_missing_qpos
milk,5,25,42,25,37,25,37,12,parent_start_aligned,0,batch3,far_closed,missing,,,,,MISSING_QPOS_TRACE,missing,0,0,false,,,,,,missing,missing,missing_trace,false,rejected_missing_qpos
milk,5,25,42,27,39,27,39,12,parent_start_plus_2,0,batch3,far_closed,missing,,,,,MISSING_QPOS_TRACE,missing,0,0,false,,,,,,missing,missing,missing_trace,false,rejected_missing_qpos
milk,5,25,42,29,41,29,41,12,parent_start_plus_4,0,batch3,far_closed,missing,,,,,MISSING_QPOS_TRACE,missing,0,0,false,,,,,,missing,missing,missing_trace,false,rejected_missing_qpos
milk,5,25,42,27,39,27,39,12,centered,0,batch3,far_closed,missing,,,,,MISSING_QPOS_TRACE,missing,0,0,false,,,,,,missing,missing,missing_trace,false,rejected_missing_qpos
milk,5,25,42,30,42,30,42,12,parent_end_aligned,0,batch3,far_closed,missing,,,,,MISSING_QPOS_TRACE,missing,0,0,false,,,,,,missing,missing,missing_trace,false,rejected_missing_qpos
