stage,commit,attack_seed,condition,candidate_id,candidate_seed,selection_metric,surrogate_target31744_margin,surrogate_target31744_best_competitor_margin,surrogate_target31744_logratio_margin,delta_sha256,processor_input_sha256,budget_quantized_correction_count,selected
M3_STEP78_TRUE_PGD_LOGRATIO_ARM_V3_CANARY,290fb13e4c94fdec208c3e8717ec0c5eeabd2ace,81,RAND20,10,255499306,surrogate_target_objective_margin,-0.25,-0.25,-0.25,4f94fc0e0e1f604a3de9b6459ae5e48af98ae3fecab84699dfbdc238120cf98e,a70393b939400b62e6fb3c1fe6a770f95375226c57fc60c66cd8590713a29be6,113,0
M3_STEP78_TRUE_PGD_LOGRATIO_ARM_V3_CANARY,290fb13e4c94fdec208c3e8717ec0c5eeabd2ace,81,RAND20,11,106135329,surrogate_target_objective_margin,-0.25,-0.25,-0.25,4b797764cf5ba0fa38bc10b15196c26d4c014bbcef454bd13b873353d325495b,c3f7527c7a8fad9e434e66dfbbcc61b0f12dc6e8a38f6f6053df0775aa5ad928,102,0
M3_STEP78_TRUE_PGD_LOGRATIO_ARM_V3_CANARY,290fb13e4c94fdec208c3e8717ec0c5eeabd2ace,81,RAND20,12,1066054787,surrogate_target_objective_margin,-0.5,-0.5,-0.5,7bb7ab3582d1d99fa36e84a2877175a50334365c2ed7bc485a74ea8b295bcfe9,ca29d1f1f9fb92cf8b0e14eff4f1c08b562baade3a8ff88eb801a5b082f83c6b,110,0
M3_STEP78_TRUE_PGD_LOGRATIO_ARM_V3_CANARY,290fb13e4c94fdec208c3e8717ec0c5eeabd2ace,81,RAND20,13,2070645993,surrogate_target_objective_margin,0.0,0.0,0.0,aedf104f7c6001d054ca46ecadefaa3427da2c1752a3c6123cdbd281374d9fd3,868d08040dcec5d953554440c4e0facf19abfbbef15e3c44bc000a688d91f3e1,100,0
M3_STEP78_TRUE_PGD_LOGRATIO_ARM_V3_CANARY,290fb13e4c94fdec208c3e8717ec0c5eeabd2ace,81,RAND20,14,39167717,surrogate_target_objective_margin,0.0,0.0,0.0,63927c2c7d6e90a9fc5a769b8477a0f1d6bf3b97c0bc428db51dd8668152321b,9a73bf31f606acf0af23adcb3888074be4574aa2932b1663975a6e4a1acfcd8e,131,0
M3_STEP78_TRUE_PGD_LOGRATIO_ARM_V3_CANARY,290fb13e4c94fdec208c3e8717ec0c5eeabd2ace,81,RAND20,15,469352531,surrogate_target_objective_margin,0.25,0.25,0.25,fef2b62e1628b34a2db191bcfd1da06b10029f31a6a00afbaeb4de0ba3b8e522,83f87f615b84e3fd77bb6bb53f9affe220b08530658010b044925a7db06c2038,94,0
M3_STEP78_TRUE_PGD_LOGRATIO_ARM_V3_CANARY,290fb13e4c94fdec208c3e8717ec0c5eeabd2ace,81,RAND20,16,384589496,surrogate_target_objective_margin,-0.25,-0.25,-0.25,a9b4a7b1d7614f2685e29965c4084c01b54b53fd7e1d21d7997cd0167d680f58,8e8c1f2a21370e4fdf6f83f88383c84a133ca7e91801fb879e0c1e96f3e757cd,120,0
M3_STEP78_TRUE_PGD_LOGRATIO_ARM_V3_CANARY,290fb13e4c94fdec208c3e8717ec0c5eeabd2ace,81,RAND20,17,1737132971,surrogate_target_objective_margin,0.25,0.25,0.25,c856b2644cbbf150483eeb8d613f914d1e7cb531720893e1f759a324bb268ad4,d53b07762c892c17ff7de141f80868e95c16b00f9ec6029bafc2464fe515e390,133,0
M3_STEP78_TRUE_PGD_LOGRATIO_ARM_V3_CANARY,290fb13e4c94fdec208c3e8717ec0c5eeabd2ace,81,RAND20,18,1224713739,surrogate_target_objective_margin,-0.25,-0.25,-0.25,6a91afac256080c8e0c395cd107f93eaeffe394eeea1afb9c60244d9f393759e,bc10a17b3eabc1153b5995bb405c5c902ea666894221eceb85ca9135f6ae0c29,105,0
M3_STEP78_TRUE_PGD_LOGRATIO_ARM_V3_CANARY,290fb13e4c94fdec208c3e8717ec0c5eeabd2ace,81,RAND20,19,939417268,surrogate_target_objective_margin,0.0,0.0,0.0,865b386eda7ddbac3548c156b24817ca42ff6276bf338ea7523c5d331b374db9,2147d748cb5265364e186731884fe5abfecff8fd1c43a84a660f8c19eeaef717,109,0
