episode_id,task_key,state_id,split,window_start,window_end,actual_window_len,T_gform,relative_lead,candidate_source,delay,clean_open_count,clean_open_ratio,raw_gripper_mean,qpos_start,qpos_end,qpos_min,qpos_max,qpos_delta_abs,qpos_opening_proxy,qpos_velocity_mean,eef_speed_mean,eef_speed_max,eef_displacement,eef_z_delta,dist_to_T_open_onset,dist_to_T_qpos_motion,dist_to_T_qpos_min,dist_to_T_qpos_stable,dist_to_T_eef_slowdown,dist_to_T_done,phase_bin_proxy,phase_bin_reason,phase_bin_confidence,notes,VIS_OPEN,qpos_opening_delta,VIS_done,denominator_status,claim_usable,taxonomy,provenance_status
obj100_bbq_sauce_bbq_sauce_s9,bbq_sauce,9,train,22,39,18,72,-50,teacher_oracle,-50,0,0.0,0.9961,0.039511,0.039743,0.039511,0.039743,0.000232,0.0,1.4e-05,0.518122,0.778577,0.100018,-0.004175,-39,-42,-50,-51,-16,-116,approach_far_closed_proxy,ws<T_gform-40(32),high,,,,,,,,pending_vis
obj100_butter_butter_s0,butter,0,val,29,46,18,79,-50,teacher_oracle,-50,0,0.0,0.9961,0.039567,0.039815,0.039567,0.039815,0.000248,0.0,1.5e-05,0.185809,0.535832,0.183535,-0.006529,-23,-23,-50,-51,-1,-112,approach_near_closed_proxy,"ws_in[T_motion-40,T_motion-20)=[12,32)",medium,,18-18,0.037905,True,polluted_or_incomplete,False,denominator_polluted,audit_complete
obj100_butter_butter_s2,butter,2,test,23,40,18,73,-50,teacher_oracle,-50,0,0.0,0.9961,0.039125,0.039569,0.039125,0.039569,0.000445,0.0,2.6e-05,0.219564,0.469022,0.133047,0.004535,-41,-44,-50,-57,-21,-175,approach_far_closed_proxy,ws<T_gform-40(33),high,,,,,,,,pending_vis
obj100_butter_butter_s3,butter,3,train,29,46,18,79,-50,teacher_oracle,-50,0,0.0,0.9961,0.0396,0.039825,0.0396,0.039825,0.000225,0.0,1.3e-05,0.068024,0.143406,0.144226,-0.002098,-29,-32,-115,-119,-12,-204,approach_near_closed_proxy,"ws_in[T_motion-40,T_motion-20)=[21,41)",medium,,,,,,,,pending_vis
obj100_butter_butter_s5,butter,5,train,25,42,18,75,-50,teacher_oracle,-50,0,0.0,0.9961,0.039218,0.039639,0.039218,0.039639,0.00042,0.0,2.5e-05,0.256534,0.463585,0.09829,0.003503,-40,-43,-50,-59,-19,-142,approach_far_closed_proxy,ws<T_gform-40(35),high,,,,,,,,pending_vis
obj100_butter_butter_s6,butter,6,test,34,51,18,84,-50,teacher_oracle,-50,0,0.0,0.9961,0.039593,0.039807,0.039593,0.039807,0.000214,0.0,1.3e-05,0.218435,0.535823,0.19474,-0.007209,-19,-22,-50,-52,6,-191,approach_near_closed_proxy,"ws_in[T_motion-40,T_motion-20)=[16,36)",medium,,,,,,,,pending_vis
obj100_butter_butter_s7,butter,7,train,10,27,18,60,-50,teacher_oracle,-50,0,0.0,0.9961,0.039214,0.039555,0.039214,0.039555,0.000341,0.0,2e-05,0.326147,0.577707,0.163698,0.000468,-42,-41,-50,-51,-23,-140,approach_far_closed_proxy,ws<T_gform-40(20),high,,,,,,,,pending_vis
obj100_butter_butter_s8,butter,8,train,36,53,18,86,-50,teacher_oracle,-50,0,0.0,0.9961,0.039731,0.039866,0.039731,0.039866,0.000135,0.0,8e-06,0.063268,0.116249,0.14341,-0.000954,-34,-37,-50,-51,29,-134,approach_near_closed_proxy,"ws_in[T_motion-40,T_motion-20)=[33,53)",medium,,,,,,,,pending_vis
obj100_butter_butter_s9,butter,9,train,11,28,18,61,-50,teacher_oracle,-50,0,0.0,0.9961,0.039246,0.039569,0.039246,0.039569,0.000323,0.0,1.9e-05,0.245953,0.469021,0.143005,-0.001344,-43,-46,-50,-51,-19,-129,approach_far_closed_proxy,ws<T_gform-40(21),high,,,,,,,,pending_vis
obj100_chocolate_pudding_rerun_chocolate_pudding_s2,chocolate_pudding,2,test,14,31,18,64,-50,teacher_oracle,-50,0,0.0,0.9961,0.0393,0.039609,0.0393,0.039609,0.000309,0.0,1.8e-05,0.198046,0.311592,0.152205,0.000139,-44,-47,-50,-51,-24,-141,approach_far_closed_proxy,ws<T_gform-40(24),high,,,,,,,,pending_vis
obj100_chocolate_pudding_rerun_chocolate_pudding_s3,chocolate_pudding,3,train,40,57,18,90,-50,teacher_oracle,-50,0,0.0,0.9961,0.039715,0.039852,0.039715,0.039852,0.000137,0.0,8e-06,0.10068,0.302334,0.169451,-0.00219,-21,-24,-50,-51,39,-120,approach_near_closed_proxy,"ws_in[T_motion-40,T_motion-20)=[24,44)",medium,,,,,,,,pending_vis
obj100_chocolate_pudding_rerun_chocolate_pudding_s4,chocolate_pudding,4,train,15,32,18,65,-50,teacher_oracle,-50,0,0.0,0.9961,0.039355,0.039631,0.039355,0.039631,0.000276,0.0,1.6e-05,0.20226,0.27364,0.164582,0.000658,-45,-43,-50,-51,10,-203,approach_far_closed_proxy,ws<T_gform-40(25),high,,,,,,,,pending_vis
obj100_chocolate_pudding_rerun_chocolate_pudding_s5,chocolate_pudding,5,train,32,49,18,82,-50,teacher_oracle,-50,0,0.0,0.9961,0.039627,0.039819,0.039627,0.039819,0.000192,0.0,1.1e-05,0.106356,0.344129,0.150196,-0.004163,-23,-26,-124,,-8,-125,approach_near_closed_proxy,"ws_in[T_motion-40,T_motion-20)=[18,38)",medium,,,,,,,,pending_vis
obj100_chocolate_pudding_rerun_chocolate_pudding_s6,chocolate_pudding,6,val,36,53,18,86,-50,teacher_oracle,-50,0,0.0,0.9961,0.039646,0.038893,0.038893,0.039846,0.000953,0.000753,6.8e-05,0.235996,0.535799,0.184282,-0.007097,-21,-18,-50,-51,32,-127,pre_lock_closed_proxy,"ws_in[T_motion-20,T_motion)=[34,54)",medium,,,,,,,,pending_vis
obj100_chocolate_pudding_rerun_chocolate_pudding_s9,chocolate_pudding,9,train,28,45,18,78,-50,teacher_oracle,-50,0,0.0,0.9961,0.039577,0.039812,0.039577,0.039812,0.000235,0.0,1.4e-05,0.141296,0.367492,0.169828,-0.004951,-22,-25,-50,-51,-27,-162,approach_near_closed_proxy,"ws_in[T_motion-40,T_motion-20)=[13,33)",medium,,,,,,,,pending_vis
obj100_cream_cheese_cream_cheese_s4,cream_cheese,4,train,28,45,18,78,-50,teacher_oracle,-50,0,0.0,0.9961,0.039611,0.039798,0.039611,0.039798,0.000187,0.0,1.1e-05,0.201349,0.534198,0.124191,-0.008407,-24,-27,-50,-63,-10,-149,approach_near_closed_proxy,"ws_in[T_motion-40,T_motion-20)=[15,35)",medium,,,,,,,,pending_vis
obj100_ketchup_ketchup_s0,ketchup,0,train,16,33,18,66,-50,teacher_oracle,-50,0,0.0,0.9961,0.039393,0.039618,0.039393,0.039618,0.000225,0.0,1.3e-05,0.237649,0.317095,0.161107,0.000636,-42,-45,-50,-51,14,-143,approach_far_closed_proxy,ws<T_gform-40(26),high,,18-18,0.038042,True,clean,True,claim_usable,audit_complete
obj100_ketchup_ketchup_s1,ketchup,1,val,21,38,18,71,-50,teacher_oracle,-50,0,0.0,0.9961,0.039467,0.039735,0.039467,0.039735,0.000268,0.0,1.6e-05,0.138752,0.420269,0.12664,-0.002513,-24,-27,-50,-52,-11,-159,approach_near_closed_proxy,"ws_in[T_motion-40,T_motion-20)=[8,28)",medium,,,,,,,,pending_vis
obj100_ketchup_ketchup_s2,ketchup,2,val,25,42,18,75,-50,teacher_oracle,-50,0,0.0,0.9961,0.039447,0.039716,0.039447,0.039716,0.000269,0.0,1.6e-05,0.105624,0.251934,0.103617,-0.002737,-31,-34,-50,-51,-7,-115,approach_near_closed_proxy,"ws_in[T_motion-40,T_motion-20)=[19,39)",medium,,,,,,,,pending_vis
obj100_ketchup_ketchup_s5,ketchup,5,test,9,26,18,59,-50,teacher_oracle,-50,0,0.0,0.9961,0.039183,0.039554,0.039183,0.039554,0.000372,0.0,2.2e-05,0.211658,0.317106,0.172393,0.000444,-38,-41,-50,-51,-21,-115,approach_far_closed_proxy,ws<T_gform-40(19),high,,,,,,,,pending_vis
obj100_ketchup_ketchup_s9,ketchup,9,train,41,58,18,91,-50,teacher_oracle,-50,0,0.0,0.9961,0.039733,0.039887,0.039733,0.039887,0.000154,0.0,9e-06,0.132809,0.41087,0.117176,-0.005182,-30,-32,-50,-51,37,-118,approach_near_closed_proxy,"ws_in[T_motion-40,T_motion-20)=[33,53)",medium,,,,,,,,pending_vis
obj100_milk_milk_s4,milk,4,train,19,36,18,69,-50,teacher_oracle,-50,0,0.0,0.9961,0.039075,0.03959,0.039075,0.03959,0.000515,0.0,3e-05,0.075715,0.170705,0.112683,-0.002447,-29,-32,-50,-51,13,-106,approach_near_closed_proxy,"ws_in[T_motion-40,T_motion-20)=[11,31)",medium,,,,,,,,pending_vis
obj100_milk_milk_s5,milk,5,test,25,42,18,75,-50,teacher_oracle,-50,0,0.0,0.9961,0.039581,0.039742,0.039581,0.039742,0.000161,0.0,9e-06,0.305673,0.398552,0.169368,0.00089,-43,-45,-50,-51,14,-216,approach_far_closed_proxy,ws<T_gform-40(35),high,,,,,,,,pending_vis
obj100_milk_milk_s8,milk,8,train,8,25,18,58,-50,teacher_oracle,-50,0,0.0,0.9961,0.039165,0.039521,0.039165,0.039521,0.000356,0.0,2.1e-05,0.286591,0.398554,0.138903,0.002589,-45,-48,-50,-51,2,-144,approach_far_closed_proxy,ws<T_gform-40(18),high,,,,,,,,pending_vis
obj100_orange_juice_orange_juice_s0,orange_juice,0,train,50,67,18,100,-50,teacher_oracle,-50,0,0.0,0.9961,0.039862,0.039948,0.039862,0.039948,8.6e-05,0.0,5e-06,0.225158,0.361896,0.00977,-0.002746,-20,-23,-50,-52,5,-163,approach_near_closed_proxy,"ws_in[T_motion-40,T_motion-20)=[33,53)",medium,,,,,,,,pending_vis
obj100_orange_juice_orange_juice_s1,orange_juice,1,train,10,27,18,60,-50,teacher_oracle,-50,0,0.0,0.9961,0.039204,0.039621,0.039204,0.039621,0.000417,0.0,2.5e-05,0.602981,0.84374,0.064716,-0.005211,-31,-34,-118,,-19,-126,approach_near_closed_proxy,"ws_in[T_motion-40,T_motion-20)=[4,24)",medium,,,,,,,,pending_vis
obj100_orange_juice_orange_juice_s2,orange_juice,2,test,33,50,18,83,-50,teacher_oracle,-50,0,0.0,0.9961,0.039484,0.039765,0.039484,0.039765,0.000281,0.0,1.7e-05,0.299122,0.583079,0.110929,-0.011618,-23,-26,-50,-51,29,-100,approach_near_closed_proxy,"ws_in[T_motion-40,T_motion-20)=[19,39)",medium,,,,,,,,pending_vis
obj100_orange_juice_orange_juice_s6,orange_juice,6,train,31,48,18,81,-50,teacher_oracle,-50,1,0.0556,0.9407,0.039681,0.039241,0.03863,0.039716,0.001086,0.001051,0.000102,0.671462,0.843727,0.073709,-0.003654,-33,-36,-99,,28,-103,approach_near_closed_proxy,"ws_in[T_motion-40,T_motion-20)=[27,47)",medium,,,,,,,,pending_vis
obj100_orange_juice_orange_juice_s7,orange_juice,7,train,37,54,18,87,-50,teacher_oracle,-50,0,0.0,0.9961,0.039199,0.039608,0.039199,0.039608,0.000409,0.0,2.4e-05,0.267053,0.393008,0.105699,-0.00906,-25,-28,-151,,-30,-153,approach_near_closed_proxy,"ws_in[T_motion-40,T_motion-20)=[25,45)",medium,,,,,,,,pending_vis
obj100_salad_dressing_salad_dressing_s0,salad_dressing,0,test,7,24,18,57,-50,teacher_oracle,-50,0,0.0,0.9961,0.039124,0.039545,0.039124,0.039545,0.000421,0.0,2.5e-05,0.704641,0.843728,0.074829,0.008032,-41,-44,-50,-51,-29,-114,approach_far_closed_proxy,ws<T_gform-40(17),high,,,,,,,,pending_vis
obj100_salad_dressing_salad_dressing_s1,salad_dressing,1,train,26,43,18,76,-50,teacher_oracle,-50,0,0.0,0.9961,0.039588,0.039781,0.039588,0.039781,0.000194,0.0,1.1e-05,0.501323,0.843727,0.065669,-0.006885,-31,-34,-97,,25,-98,approach_near_closed_proxy,"ws_in[T_motion-40,T_motion-20)=[20,40)",medium,,,,,,,,pending_vis
obj100_salad_dressing_salad_dressing_s2,salad_dressing,2,train,9,26,18,59,-50,teacher_oracle,-50,0,0.0,0.9961,0.03919,0.039604,0.03919,0.039604,0.000414,0.0,2.4e-05,0.709774,0.843737,0.073835,0.001652,-31,-34,-101,,8,-102,approach_near_closed_proxy,"ws_in[T_motion-40,T_motion-20)=[3,23)",medium,,,,,,,,pending_vis
obj100_salad_dressing_salad_dressing_s4,salad_dressing,4,train,22,39,18,72,-50,teacher_oracle,-50,0,0.0,0.9961,0.039524,0.039765,0.039524,0.039765,0.000241,0.0,1.4e-05,0.313348,0.800281,0.093694,-0.010279,-31,-34,-50,-51,-31,-96,approach_near_closed_proxy,"ws_in[T_motion-40,T_motion-20)=[16,36)",medium,,,,,,,,pending_vis
obj100_salad_dressing_salad_dressing_s5,salad_dressing,5,val,28,45,18,78,-50,teacher_oracle,-50,0,0.0,0.9961,0.039647,0.039805,0.039647,0.039805,0.000159,0.0,9e-06,0.652756,0.843752,0.088513,0.005262,-42,-45,-50,-58,21,-131,approach_far_closed_proxy,ws<T_gform-40(38),high,,,,,,,,pending_vis
obj100_tomato_sauce_tomato_sauce_s0,tomato_sauce,0,test,49,66,18,99,-50,teacher_oracle,-50,0,0.0,0.9961,0.039841,0.039916,0.039841,0.039916,7.5e-05,0.0,4e-06,0.279699,0.697106,0.080016,-0.010412,-31,-37,-50,-65,46,-160,approach_near_closed_proxy,"ws_in[T_motion-40,T_motion-20)=[46,66)",medium,,,,,,,,pending_vis
obj100_tomato_sauce_tomato_sauce_s1,tomato_sauce,1,train,23,40,18,73,-50,teacher_oracle,-50,0,0.0,0.9961,0.039545,0.039771,0.039545,0.039771,0.000226,0.0,1.3e-05,0.331893,0.805716,0.08374,-0.008337,-30,-33,-50,-63,-30,-162,approach_near_closed_proxy,"ws_in[T_motion-40,T_motion-20)=[16,36)",medium,,,,,,,,pending_vis
obj100_tomato_sauce_tomato_sauce_s3,tomato_sauce,3,train,17,34,18,67,-50,teacher_oracle,-50,0,0.0,0.9961,0.039435,0.039709,0.039435,0.039709,0.000274,0.0,1.6e-05,0.754419,0.843718,0.065662,0.005254,-46,-49,-50,-51,-26,-124,approach_far_closed_proxy,ws<T_gform-40(27),high,,,,,,,,pending_vis
obj100_tomato_sauce_tomato_sauce_s4,tomato_sauce,4,test,40,57,18,90,-50,teacher_oracle,-50,0,0.0,0.9961,0.039784,0.039873,0.039784,0.039873,8.9e-05,0.0,5e-06,0.546556,0.745967,0.070409,-0.004645,-41,-44,-50,-51,24,-122,approach_far_closed_proxy,ws<T_gform-40(50),high,,,,,,,,pending_vis
obj100_alphabet_soup_alphabet_soup_s4,alphabet_soup,4,val,3,20,18,54,-51,negative_delay_sweep,-50,0,0.0,0.9961,0.038912,0.039402,0.038912,0.039402,0.00049,0.0,2.9e-05,0.185772,0.279043,0.154304,-0.000863,-46,-49,-51,-52,-10,-139,approach_far_closed_proxy,ws<T_gform-40(14),high,,,,,,,,pending_vis
obj100_alphabet_soup_alphabet_soup_s4,alphabet_soup,4,val,13,30,18,54,-41,negative_delay_sweep,-40,0,0.0,0.9961,0.039253,0.039605,0.039253,0.039605,0.000352,0.0,2.1e-05,0.154478,0.268154,0.152583,0.001498,-36,-39,-41,-42,0,-129,approach_near_closed_proxy,"ws_in[T_motion-40,T_motion-20)=[12,32)",medium,,,,,,,,pending_vis
obj100_alphabet_soup_alphabet_soup_s4,alphabet_soup,4,val,18,35,18,54,-36,negative_delay_sweep,-35,0,0.0,0.9961,0.039362,0.039692,0.039362,0.039692,0.00033,0.0,1.9e-05,0.143961,0.268154,0.12214,-3.2e-05,-31,-34,-36,-37,5,-124,approach_near_closed_proxy,"ws_in[T_gform-40,T_gform-20)=[14,34)",high,,,,,,,,pending_vis
obj100_alphabet_soup_alphabet_soup_s4,alphabet_soup,4,val,23,40,18,54,-31,negative_delay_sweep,-30,0,0.0,0.9961,0.03946,0.039757,0.03946,0.039757,0.000297,0.0,1.7e-05,0.182913,0.34036,0.12926,-0.00407,-26,-29,-31,-32,10,-119,approach_near_closed_proxy,"ws_in[T_gform-40,T_gform-20)=[14,34)",high,,,,,,,,pending_vis
obj100_alphabet_soup_alphabet_soup_s4,alphabet_soup,4,val,28,45,18,54,-26,negative_delay_sweep,-25,0,0.0,0.9961,0.039564,0.039809,0.039564,0.039809,0.000245,0.0,1.4e-05,0.216223,0.443513,0.16574,-0.008104,-21,-24,-26,-27,15,-114,approach_near_closed_proxy,"ws_in[T_gform-40,T_gform-20)=[14,34)",high,,,,,,,,pending_vis
obj100_alphabet_soup_alphabet_soup_s4,alphabet_soup,4,val,33,50,18,54,-21,negative_delay_sweep,-20,3,0.1667,0.8301,0.039661,0.038538,0.038538,0.039827,0.001289,0.001122,8.6e-05,0.249508,0.443513,0.171162,-0.006944,-16,-19,-21,-22,20,-109,unknown_proxy,no_rule_matched,low,,,,,,,,pending_vis
obj100_alphabet_soup_alphabet_soup_s4,alphabet_soup,4,val,38,55,18,54,-16,negative_delay_sweep,-15,8,0.4444,0.5534,0.039732,0.029386,0.028953,0.039827,0.010874,0.010779,0.000671,0.215635,0.443513,0.114961,8e-06,-11,-14,-16,-17,25,-104,natural_open_or_release_proxy,open_ratio>0.3,medium,,,,,,,,pending_vis
obj100_alphabet_soup_alphabet_soup_s4,alphabet_soup,4,val,43,60,18,54,-11,negative_delay_sweep,-10,13,0.7222,0.2767,0.039791,0.029385,0.028953,0.039827,0.010874,0.010838,0.000668,0.179905,0.443513,0.0243,0.003005,-6,-9,-11,-12,30,-99,natural_open_or_release_proxy,open_ratio>0.3,high,,,,,,,,pending_vis
obj100_alphabet_soup_alphabet_soup_s4,alphabet_soup,4,val,48,65,18,54,-6,negative_delay_sweep,-5,17,0.9444,0.0553,0.039435,0.029375,0.028953,0.039435,0.010482,0.010482,0.000644,0.1602,0.393147,0.084834,0.008524,-1,-4,-6,-7,35,-94,natural_open_or_release_proxy,open_ratio>0.3,high,,,,,,,,pending_vis
obj100_alphabet_soup_alphabet_soup_s4,alphabet_soup,4,val,53,70,18,54,-1,negative_delay_sweep,0,18,1.0,0.0,0.02971,0.029367,0.028953,0.02971,0.000758,0.000758,7.2e-05,0.166918,0.393147,0.1598,0.003709,4,1,-1,-2,40,-89,natural_open_or_release_proxy,open_ratio>0.3,high,,,,,,,,pending_vis
obj100_alphabet_soup_alphabet_soup_s4,alphabet_soup,4,val,58,75,18,54,4,negative_delay_sweep,5,18,1.0,0.0,0.029391,0.029381,0.029367,0.029391,2.4e-05,2.4e-05,3e-06,0.210474,0.393147,0.185888,0.003812,9,6,4,3,45,-84,natural_open_or_release_proxy,open_ratio>0.3,high,,,,,,,,pending_vis
obj100_alphabet_soup_alphabet_soup_s4,alphabet_soup,4,val,63,80,18,54,9,negative_delay_sweep,10,18,1.0,0.0,0.029378,0.029406,0.029367,0.029406,3.9e-05,1.1e-05,3e-06,0.206285,0.393147,0.182189,4.1e-05,14,11,9,8,50,-79,natural_open_or_release_proxy,open_ratio>0.3,high,,,,,,,,pending_vis
obj100_alphabet_soup_alphabet_soup_s8,alphabet_soup,8,val,9,26,18,62,-53,negative_delay_sweep,-50,0,0.0,0.9961,0.039199,0.039539,0.039199,0.039539,0.00034,0.0,2e-05,0.169983,0.47996,0.158916,-0.001103,-39,-39,-53,-54,6,-133,approach_near_closed_proxy,"ws_in[T_motion-40,T_motion-20)=[8,28)",medium,,,,,,,,pending_vis
obj100_alphabet_soup_alphabet_soup_s8,alphabet_soup,8,val,19,36,18,62,-43,negative_delay_sweep,-40,0,0.0,0.9961,0.039429,0.039716,0.039429,0.039716,0.000286,0.0,1.7e-05,0.051346,0.165233,0.136617,-0.001865,-29,-29,-43,-44,16,-123,approach_near_closed_proxy,"ws_in[T_motion-40,T_motion-20)=[8,28)",medium,,,,,,,,pending_vis
obj100_alphabet_soup_alphabet_soup_s8,alphabet_soup,8,val,24,41,18,62,-38,negative_delay_sweep,-35,0,0.0,0.9961,0.039506,0.039773,0.039506,0.039773,0.000266,0.0,1.6e-05,0.051134,0.210094,0.138375,-0.001391,-24,-24,-38,-39,21,-118,approach_near_closed_proxy,"ws_in[T_gform-40,T_gform-20)=[22,42)",high,,,,,,,,pending_vis
obj100_alphabet_soup_alphabet_soup_s8,alphabet_soup,8,val,29,46,18,62,-33,negative_delay_sweep,-30,0,0.0,0.9961,0.039596,0.040179,0.039596,0.040179,0.000584,0.0,3.4e-05,0.082254,0.334847,0.154589,-0.000451,-19,-19,-33,-34,26,-113,pre_lock_closed_proxy,"ws_in[T_motion-20,T_motion)=[28,48)",medium,,,,,,,,pending_vis
obj100_alphabet_soup_alphabet_soup_s8,alphabet_soup,8,val,34,51,18,62,-28,negative_delay_sweep,-25,4,0.2222,0.7747,0.039685,0.031814,0.031814,0.040179,0.008365,0.007871,0.000521,0.08862,0.334847,0.116328,-0.000933,-14,-14,-28,-29,31,-108,grasp_formation_pre_lock_proxy,"overlaps_qpos_motion[48,63]",high,,,,,,,,pending_vis
obj100_alphabet_soup_alphabet_soup_s8,alphabet_soup,8,val,39,56,18,62,-23,negative_delay_sweep,-20,9,0.5,0.498,0.039751,0.030536,0.030536,0.040179,0.009644,0.009216,0.000595,0.116959,0.334847,0.047326,0.002045,-9,-9,-23,-24,36,-103,natural_open_or_release_proxy,open_ratio>0.3,medium,,,,,,,,pending_vis
obj100_alphabet_soup_alphabet_soup_s8,alphabet_soup,8,val,44,61,18,62,-18,negative_delay_sweep,-15,14,0.7778,0.2214,0.039802,0.030482,0.030482,0.040179,0.009697,0.00932,0.000596,0.129722,0.334847,0.057513,0.003272,-4,-4,-18,-19,41,-98,natural_open_or_release_proxy,open_ratio>0.3,high,,,,,,,,pending_vis
obj100_alphabet_soup_alphabet_soup_s8,alphabet_soup,8,val,49,66,18,62,-13,negative_delay_sweep,-10,18,1.0,0.0,0.03289,0.030482,0.030478,0.03289,0.002412,0.002412,0.000145,0.135915,0.252066,0.130471,0.001345,1,1,-13,-14,46,-93,natural_open_or_release_proxy,open_ratio>0.3,high,,,,,,,,pending_vis
obj100_alphabet_soup_alphabet_soup_s8,alphabet_soup,8,val,54,71,18,62,-8,negative_delay_sweep,-5,18,1.0,0.0,0.030609,0.030484,0.030478,0.030609,0.00013,0.00013,9e-06,0.217731,0.458152,0.141979,0.001069,6,6,-8,-9,51,-88,natural_open_or_release_proxy,open_ratio>0.3,high,,,,,,,,pending_vis
obj100_alphabet_soup_alphabet_soup_s8,alphabet_soup,8,val,59,76,18,62,-3,negative_delay_sweep,0,18,1.0,0.0,0.030496,0.030502,0.030478,0.030502,2.4e-05,1.7e-05,3e-06,0.207926,0.458152,0.152557,0.001366,11,11,-3,-4,56,-83,natural_open_or_release_proxy,open_ratio>0.3,high,,,,,,,,pending_vis
obj100_alphabet_soup_alphabet_soup_s8,alphabet_soup,8,val,64,81,18,62,2,negative_delay_sweep,5,18,1.0,0.0,0.030484,0.030532,0.030482,0.030532,5e-05,2e-06,3e-06,0.218149,0.458152,0.141029,0.00065,16,16,2,1,61,-78,natural_open_or_release_proxy,open_ratio>0.3,high,,,,,,,,pending_vis
