task_key,state_id,seed,window_start,window_end,n_window_steps,actual_max_step,done_before_window,done_inside_window,candidate_source,trace_version,source_snapshot_id,prompt_style,image_preprocess_style,open_convention,qpos_source,clean_open_count,clean_open_frac,raw_gripper_mean,raw_gripper_max,qpos_abs_sum_pre,qpos_abs_sum_window_mean,qpos_abs_sum_window_max,qpos_abs_sum_slope,eef_displacement,candidate_stratum
alphabet_soup,0,0,75,85,11,299,false,false,rc1a_clean_trace,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,env_action_6_lt_neg_0p5_means_OPEN,obs_robot0_gripper_qpos,11,1.0,0.9961,0.9961,0.022316,0.059148,0.077392,0.0051368,0.025664,hard_negative_or_idle
alphabet_soup,0,0,80,90,11,299,false,false,rc1a_clean_trace,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,env_action_6_lt_neg_0p5_means_OPEN,obs_robot0_gripper_qpos,11,1.0,0.9961,0.9961,0.058727,0.07573,0.078083,0.0011171,0.005581,hard_negative_or_idle
alphabet_soup,0,0,85,95,11,299,false,false,rc1a_clean_trace,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,env_action_6_lt_neg_0p5_means_OPEN,obs_robot0_gripper_qpos,11,1.0,0.9961,0.9961,0.076913,0.078039,0.07846,0.0001068,0.000535,hard_negative_or_idle
alphabet_soup,0,0,90,100,11,299,false,false,rc1a_clean_trace,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,env_action_6_lt_neg_0p5_means_OPEN,obs_robot0_gripper_qpos,11,1.0,0.9961,0.9961,0.077997,0.078445,0.078763,6.8e-05,0.00034,hard_negative_or_idle
alphabet_soup,0,0,95,105,11,299,false,false,rc1a_clean_trace,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,env_action_6_lt_neg_0p5_means_OPEN,obs_robot0_gripper_qpos,11,1.0,0.9961,0.9961,0.078391,0.078751,0.079007,5.47e-05,0.000273,hard_negative_or_idle
alphabet_soup,0,0,100,110,11,299,false,false,rc1a_clean_trace,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,env_action_6_lt_neg_0p5_means_OPEN,obs_robot0_gripper_qpos,11,1.0,0.9961,0.9961,0.078708,0.078997,0.079202,4.39e-05,0.00022,hard_negative_or_idle
alphabet_soup,0,0,105,115,11,299,false,false,rc1a_clean_trace,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,env_action_6_lt_neg_0p5_means_OPEN,obs_robot0_gripper_qpos,11,1.0,0.9961,0.9961,0.078962,0.079194,0.079359,3.52e-05,0.000177,hard_negative_or_idle
alphabet_soup,0,0,110,120,11,299,false,false,rc1a_clean_trace,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,env_action_6_lt_neg_0p5_means_OPEN,obs_robot0_gripper_qpos,11,1.0,0.9961,0.9961,0.079166,0.079353,0.079485,2.83e-05,0.000141,hard_negative_or_idle
alphabet_soup,0,0,115,125,11,299,false,false,rc1a_clean_trace,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,env_action_6_lt_neg_0p5_means_OPEN,obs_robot0_gripper_qpos,11,1.0,0.9961,0.9961,0.07933,0.07948,0.079587,2.28e-05,0.000113,hard_negative_or_idle
alphabet_soup,0,0,120,130,11,299,false,false,rc1a_clean_trace,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,env_action_6_lt_neg_0p5_means_OPEN,obs_robot0_gripper_qpos,11,1.0,0.9961,0.9961,0.079462,0.079583,0.079668,1.83e-05,9.2e-05,hard_negative_or_idle
alphabet_soup,0,0,125,135,11,299,false,false,rc1a_clean_trace,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,env_action_6_lt_neg_0p5_means_OPEN,obs_robot0_gripper_qpos,11,1.0,0.9961,0.9961,0.079568,0.079665,0.079733,1.46e-05,7.3e-05,hard_negative_or_idle
alphabet_soup,0,0,130,140,11,299,false,false,rc1a_clean_trace,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,env_action_6_lt_neg_0p5_means_OPEN,obs_robot0_gripper_qpos,11,1.0,0.9961,0.9961,0.079653,0.079731,0.079786,1.18e-05,5.9e-05,hard_negative_or_idle
alphabet_soup,0,0,135,145,11,299,false,false,rc1a_clean_trace,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,env_action_6_lt_neg_0p5_means_OPEN,obs_robot0_gripper_qpos,11,1.0,0.9961,0.9961,0.079721,0.079784,0.079828,9.5e-06,4.8e-05,hard_negative_or_idle
alphabet_soup,0,0,140,150,11,299,false,false,rc1a_clean_trace,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,env_action_6_lt_neg_0p5_means_OPEN,obs_robot0_gripper_qpos,11,1.0,0.9961,0.9961,0.079776,0.079826,0.079862,7.6e-06,3.8e-05,hard_negative_or_idle
alphabet_soup,0,0,145,155,11,299,false,false,rc1a_clean_trace,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,env_action_6_lt_neg_0p5_means_OPEN,obs_robot0_gripper_qpos,11,1.0,0.9961,0.9961,0.07982,0.07986,0.079889,6.1e-06,3e-05,hard_negative_or_idle
alphabet_soup,0,0,150,160,11,299,false,false,rc1a_clean_trace,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,env_action_6_lt_neg_0p5_means_OPEN,obs_robot0_gripper_qpos,11,1.0,0.9961,0.9961,0.079856,0.079887,0.079906,4.4e-06,2.5e-05,hard_negative_or_idle
alphabet_soup,0,0,155,165,11,299,false,false,rc1a_clean_trace,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,env_action_6_lt_neg_0p5_means_OPEN,obs_robot0_gripper_qpos,11,1.0,0.9961,0.9961,0.079884,0.079905,0.079915,2.6e-06,2e-05,hard_negative_or_idle
alphabet_soup,0,0,160,170,11,299,false,false,rc1a_clean_trace,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,env_action_6_lt_neg_0p5_means_OPEN,obs_robot0_gripper_qpos,11,1.0,0.9961,0.9961,0.079904,0.079915,0.079922,1.6e-06,1.5e-05,hard_negative_or_idle
alphabet_soup,0,0,165,175,11,299,false,false,rc1a_clean_trace,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,env_action_6_lt_neg_0p5_means_OPEN,obs_robot0_gripper_qpos,11,1.0,0.9961,0.9961,0.079914,0.079922,0.079928,1.3e-06,1.3e-05,hard_negative_or_idle
alphabet_soup,0,0,170,180,11,299,false,false,rc1a_clean_trace,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,env_action_6_lt_neg_0p5_means_OPEN,obs_robot0_gripper_qpos,11,1.0,0.9961,0.9961,0.079921,0.079928,0.079932,1e-06,1e-05,hard_negative_or_idle
alphabet_soup,0,0,175,185,11,299,false,false,rc1a_clean_trace,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,env_action_6_lt_neg_0p5_means_OPEN,obs_robot0_gripper_qpos,11,1.0,0.9961,0.9961,0.079927,0.079932,0.079936,8e-07,8e-06,hard_negative_or_idle
alphabet_soup,0,0,180,190,11,299,false,false,rc1a_clean_trace,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,env_action_6_lt_neg_0p5_means_OPEN,obs_robot0_gripper_qpos,11,1.0,0.9961,0.9961,0.079932,0.079936,0.079939,7e-07,7e-06,hard_negative_or_idle
alphabet_soup,0,0,185,195,11,299,false,false,rc1a_clean_trace,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,env_action_6_lt_neg_0p5_means_OPEN,obs_robot0_gripper_qpos,11,1.0,0.9961,0.9961,0.079935,0.079939,0.079941,5e-07,5e-06,hard_negative_or_idle
alphabet_soup,0,0,190,200,11,299,false,false,rc1a_clean_trace,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,env_action_6_lt_neg_0p5_means_OPEN,obs_robot0_gripper_qpos,11,1.0,0.9961,0.9961,0.079938,0.079941,0.079942,3e-07,3e-06,hard_negative_or_idle
alphabet_soup,0,0,195,205,11,299,false,false,rc1a_clean_trace,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,env_action_6_lt_neg_0p5_means_OPEN,obs_robot0_gripper_qpos,11,1.0,0.9961,0.9961,0.07994,0.079942,0.079944,3e-07,3e-06,hard_negative_or_idle
alphabet_soup,0,0,200,210,11,299,false,false,rc1a_clean_trace,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,env_action_6_lt_neg_0p5_means_OPEN,obs_robot0_gripper_qpos,11,1.0,0.9961,0.9961,0.079942,0.079944,0.079945,3e-07,3e-06,hard_negative_or_idle
alphabet_soup,0,0,205,215,11,299,false,false,rc1a_clean_trace,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,env_action_6_lt_neg_0p5_means_OPEN,obs_robot0_gripper_qpos,11,1.0,0.9961,0.9961,0.079943,0.079945,0.079945,1e-07,1e-06,hard_negative_or_idle
alphabet_soup,0,0,210,220,11,299,false,false,rc1a_clean_trace,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,env_action_6_lt_neg_0p5_means_OPEN,obs_robot0_gripper_qpos,11,1.0,0.9961,0.9961,0.079945,0.079945,0.079946,1e-07,1e-06,hard_negative_or_idle
alphabet_soup,0,0,215,225,11,299,false,false,rc1a_clean_trace,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,env_action_6_lt_neg_0p5_means_OPEN,obs_robot0_gripper_qpos,11,1.0,0.9961,0.9961,0.079945,0.079946,0.079946,1e-07,1e-06,hard_negative_or_idle
alphabet_soup,0,0,220,230,11,299,false,false,rc1a_clean_trace,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,env_action_6_lt_neg_0p5_means_OPEN,obs_robot0_gripper_qpos,11,1.0,0.9961,0.9961,0.079946,0.079946,0.079947,1e-07,1e-06,hard_negative_or_idle
alphabet_soup,0,0,225,235,11,299,false,false,rc1a_clean_trace,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,env_action_6_lt_neg_0p5_means_OPEN,obs_robot0_gripper_qpos,11,1.0,0.9961,0.9961,0.079946,0.079947,0.079947,1e-07,1e-06,hard_negative_or_idle
alphabet_soup,0,0,230,240,11,299,false,false,rc1a_clean_trace,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,env_action_6_lt_neg_0p5_means_OPEN,obs_robot0_gripper_qpos,11,1.0,0.9961,0.9961,0.079947,0.079947,0.079948,1e-07,1e-06,hard_negative_or_idle
alphabet_soup,0,0,235,245,11,299,false,false,rc1a_clean_trace,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,env_action_6_lt_neg_0p5_means_OPEN,obs_robot0_gripper_qpos,11,1.0,0.9961,0.9961,0.079947,0.079948,0.079948,1e-07,1e-06,hard_negative_or_idle
alphabet_soup,0,0,240,250,11,299,false,false,rc1a_clean_trace,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,env_action_6_lt_neg_0p5_means_OPEN,obs_robot0_gripper_qpos,11,1.0,0.9961,0.9961,0.079948,0.079948,0.079948,0.0,0.0,hard_negative_or_idle
alphabet_soup,0,0,245,255,11,299,false,false,rc1a_clean_trace,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,env_action_6_lt_neg_0p5_means_OPEN,obs_robot0_gripper_qpos,11,1.0,0.9961,0.9961,0.079948,0.079948,0.079948,0.0,0.0,hard_negative_or_idle
alphabet_soup,0,0,250,260,11,299,false,false,rc1a_clean_trace,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,env_action_6_lt_neg_0p5_means_OPEN,obs_robot0_gripper_qpos,11,1.0,0.9961,0.9961,0.079948,0.079948,0.079948,0.0,0.0,hard_negative_or_idle
alphabet_soup,0,0,255,265,11,299,false,false,rc1a_clean_trace,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,env_action_6_lt_neg_0p5_means_OPEN,obs_robot0_gripper_qpos,11,1.0,0.9961,0.9961,0.079948,0.079948,0.079948,0.0,0.0,hard_negative_or_idle
alphabet_soup,0,0,260,270,11,299,false,false,rc1a_clean_trace,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,env_action_6_lt_neg_0p5_means_OPEN,obs_robot0_gripper_qpos,11,1.0,0.9961,0.9961,0.079948,0.079948,0.079948,0.0,0.0,hard_negative_or_idle
alphabet_soup,0,0,265,275,11,299,false,false,rc1a_clean_trace,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,env_action_6_lt_neg_0p5_means_OPEN,obs_robot0_gripper_qpos,11,1.0,0.9961,0.9961,0.079948,0.079948,0.079948,0.0,0.0,hard_negative_or_idle
alphabet_soup,0,0,270,280,11,299,false,false,rc1a_clean_trace,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,env_action_6_lt_neg_0p5_means_OPEN,obs_robot0_gripper_qpos,11,1.0,0.9961,0.9961,0.079948,0.079948,0.079948,0.0,0.0,hard_negative_or_idle
alphabet_soup,0,0,275,285,11,299,false,false,rc1a_clean_trace,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,env_action_6_lt_neg_0p5_means_OPEN,obs_robot0_gripper_qpos,11,1.0,0.9961,0.9961,0.079948,0.079948,0.079948,0.0,0.0,hard_negative_or_idle
alphabet_soup,0,0,280,290,11,299,false,false,rc1a_clean_trace,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,env_action_6_lt_neg_0p5_means_OPEN,obs_robot0_gripper_qpos,11,1.0,0.9961,0.9961,0.079948,0.079948,0.079948,0.0,0.0,hard_negative_or_idle
alphabet_soup,1,1,5,15,11,299,false,false,rc1a_clean_trace,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,env_action_6_lt_neg_0p5_means_OPEN,obs_robot0_gripper_qpos,10,0.909,0.9055,0.9961,0.044502,0.071412,0.077537,0.0025919,0.012932,hard_negative_or_idle
alphabet_soup,1,1,10,20,11,299,false,false,rc1a_clean_trace,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,env_action_6_lt_neg_0p5_means_OPEN,obs_robot0_gripper_qpos,10,0.909,0.9055,0.9961,0.074738,0.077195,0.078139,0.0001963,0.000942,hard_negative_or_idle
alphabet_soup,1,1,15,25,11,299,false,false,rc1a_clean_trace,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,env_action_6_lt_neg_0p5_means_OPEN,obs_robot0_gripper_qpos,11,1.0,0.9961,0.9961,0.077172,0.078103,0.078505,9.68e-05,0.000467,hard_negative_or_idle
alphabet_soup,1,1,20,30,11,299,false,false,rc1a_clean_trace,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,env_action_6_lt_neg_0p5_means_OPEN,obs_robot0_gripper_qpos,10,0.909,0.9055,0.9961,0.078055,0.078491,0.078799,6.6e-05,0.000318,hard_negative_or_idle
alphabet_soup,1,1,25,35,11,299,false,false,rc1a_clean_trace,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,env_action_6_lt_neg_0p5_means_OPEN,obs_robot0_gripper_qpos,8,0.727,0.7244,0.9961,0.078438,0.077972,0.078799,-0.0002294,0.001211,hard_negative_or_idle
alphabet_soup,1,1,30,40,11,299,false,false,rc1a_clean_trace,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,env_action_6_lt_neg_0p5_means_OPEN,obs_robot0_gripper_qpos,4,0.364,0.3622,0.9961,0.078745,0.074319,0.078799,-0.0014073,0.006923,hard_negative_or_idle
alphabet_soup,1,1,35,45,11,299,false,false,rc1a_clean_trace,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,env_action_6_lt_neg_0p5_means_OPEN,obs_robot0_gripper_qpos,2,0.182,0.1811,0.9961,0.077088,0.057664,0.076211,-0.0051459,0.025771,hard_negative_or_idle
alphabet_soup,1,1,40,50,11,299,false,false,rc1a_clean_trace,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,env_action_6_lt_neg_0p5_means_OPEN,obs_robot0_gripper_qpos,1,0.091,0.0906,0.9961,0.068955,0.029988,0.064726,-0.0060032,0.029945,hard_negative_or_idle
alphabet_soup,1,1,45,55,11,299,false,false,rc1a_clean_trace,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,env_action_6_lt_neg_0p5_means_OPEN,obs_robot0_gripper_qpos,0,0.0,0.0,0.0,0.031547,0.008914,0.024752,-0.0022603,0.011032,high_opportunity
alphabet_soup,1,1,50,60,11,299,false,false,rc1a_clean_trace,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,env_action_6_lt_neg_0p5_means_OPEN,obs_robot0_gripper_qpos,0,0.0,0.0,0.0,0.006757,0.002491,0.004694,-0.0002974,0.001504,high_opportunity
alphabet_soup,1,1,55,65,11,299,false,false,rc1a_clean_trace,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,env_action_6_lt_neg_0p5_means_OPEN,obs_robot0_gripper_qpos,0,0.0,0.0,0.0,0.002277,0.001737,0.002149,-7.68e-05,0.000412,medium_opportunity
alphabet_soup,1,1,60,70,11,299,false,false,rc1a_clean_trace,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,env_action_6_lt_neg_0p5_means_OPEN,obs_robot0_gripper_qpos,0,0.0,0.0,0.0,0.001797,0.001395,0.00172,-6.1e-05,0.000357,medium_opportunity
alphabet_soup,1,1,65,75,11,299,false,false,rc1a_clean_trace,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,env_action_6_lt_neg_0p5_means_OPEN,obs_robot0_gripper_qpos,0,0.0,0.0,0.0,0.001443,0.001139,0.001381,-3.81e-05,0.000244,medium_opportunity
alphabet_soup,1,1,70,80,11,299,false,false,rc1a_clean_trace,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,env_action_6_lt_neg_0p5_means_OPEN,obs_robot0_gripper_qpos,2,0.182,0.1811,0.9961,0.001159,0.001251,0.002932,0.0001822,0.000834,medium_opportunity
alphabet_soup,1,1,75,85,11,299,false,false,rc1a_clean_trace,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,env_action_6_lt_neg_0p5_means_OPEN,obs_robot0_gripper_qpos,7,0.636,0.6339,0.9961,0.001,0.007376,0.029444,0.0028444,0.014144,medium_opportunity
alphabet_soup,1,1,80,90,11,299,false,false,rc1a_clean_trace,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,env_action_6_lt_neg_0p5_means_OPEN,obs_robot0_gripper_qpos,11,1.0,0.9961,0.9961,0.001638,0.032644,0.071614,0.0068682,0.034282,hard_negative_or_idle
alphabet_soup,1,1,85,95,11,299,false,false,rc1a_clean_trace,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,env_action_6_lt_neg_0p5_means_OPEN,obs_robot0_gripper_qpos,11,1.0,0.9961,0.9961,0.020636,0.063215,0.077651,0.0048207,0.02407,hard_negative_or_idle
alphabet_soup,1,1,90,100,11,299,false,false,rc1a_clean_trace,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,env_action_6_lt_neg_0p5_means_OPEN,obs_robot0_gripper_qpos,11,1.0,0.9961,0.9961,0.066609,0.076718,0.078161,0.0006547,0.003277,hard_negative_or_idle
alphabet_soup,1,1,95,105,11,299,false,false,rc1a_clean_trace,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,env_action_6_lt_neg_0p5_means_OPEN,obs_robot0_gripper_qpos,11,1.0,0.9961,0.9961,0.077376,0.078138,0.078523,8.72e-05,0.000437,hard_negative_or_idle
alphabet_soup,1,1,100,110,11,299,false,false,rc1a_clean_trace,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,env_action_6_lt_neg_0p5_means_OPEN,obs_robot0_gripper_qpos,11,1.0,0.9961,0.9961,0.078079,0.078509,0.078814,6.53e-05,0.000326,hard_negative_or_idle
alphabet_soup,1,1,105,115,11,299,false,false,rc1a_clean_trace,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,env_action_6_lt_neg_0p5_means_OPEN,obs_robot0_gripper_qpos,11,1.0,0.9961,0.9961,0.078457,0.078802,0.079047,5.24e-05,0.000262,hard_negative_or_idle
alphabet_soup,1,1,110,120,11,299,false,false,rc1a_clean_trace,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,env_action_6_lt_neg_0p5_means_OPEN,obs_robot0_gripper_qpos,11,1.0,0.9961,0.9961,0.078761,0.079038,0.079235,4.21e-05,0.000211,hard_negative_or_idle
alphabet_soup,1,1,115,125,11,299,false,false,rc1a_clean_trace,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,env_action_6_lt_neg_0p5_means_OPEN,obs_robot0_gripper_qpos,11,1.0,0.9961,0.9961,0.079005,0.079227,0.079385,3.38e-05,0.000169,hard_negative_or_idle
alphabet_soup,1,1,120,130,11,299,false,false,rc1a_clean_trace,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,env_action_6_lt_neg_0p5_means_OPEN,obs_robot0_gripper_qpos,11,1.0,0.9961,0.9961,0.079201,0.079379,0.079506,2.71e-05,0.000136,hard_negative_or_idle
alphabet_soup,1,1,125,135,11,299,false,false,rc1a_clean_trace,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,env_action_6_lt_neg_0p5_means_OPEN,obs_robot0_gripper_qpos,11,1.0,0.9961,0.9961,0.079358,0.079502,0.079604,2.19e-05,0.00011,hard_negative_or_idle
alphabet_soup,1,1,130,140,11,299,false,false,rc1a_clean_trace,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,env_action_6_lt_neg_0p5_means_OPEN,obs_robot0_gripper_qpos,11,1.0,0.9961,0.9961,0.079484,0.0796,0.079682,1.76e-05,8.7e-05,hard_negative_or_idle
alphabet_soup,1,1,135,145,11,299,false,false,rc1a_clean_trace,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,env_action_6_lt_neg_0p5_means_OPEN,obs_robot0_gripper_qpos,11,1.0,0.9961,0.9961,0.079586,0.079679,0.079744,1.4e-05,7e-05,hard_negative_or_idle
alphabet_soup,1,1,140,150,11,299,false,false,rc1a_clean_trace,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,env_action_6_lt_neg_0p5_means_OPEN,obs_robot0_gripper_qpos,11,1.0,0.9961,0.9961,0.079667,0.079742,0.079795,1.13e-05,5.7e-05,hard_negative_or_idle
alphabet_soup,1,1,145,155,11,299,false,false,rc1a_clean_trace,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,env_action_6_lt_neg_0p5_means_OPEN,obs_robot0_gripper_qpos,11,1.0,0.9961,0.9961,0.079733,0.079793,0.079835,9.1e-06,4.5e-05,hard_negative_or_idle
