step,fgsm1_grad_norm,fgsm1_open_score_gain,fgsm1_loss_delta,fgsm1_open_prob_gain,fgsm1_token_flip,fgsm1_probe_status,fgsm1_probe_error,pgd1_grad_norm,pgd1_open_score_gain,pgd1_loss_delta,pgd1_open_prob_gain,pgd1_token_flip,pgd1_probe_status,pgd1_probe_error,pgd3_grad_norm,pgd3_open_score_gain,pgd3_loss_delta,pgd3_open_prob_gain,pgd3_token_flip,pgd3_probe_status,pgd3_probe_error,max_open_score_gain,max_grad_norm,any_token_flip,any_probe_error,open_token_count,close_token_count,task_key,state_id,window_start,window_end,label_status,taxonomy
26,12.6875,2.275593,-2.275593,0.0,True,ok,,13.125,2.230934,-2.230934,0.0,True,ok,,10.4375,0.360485,-0.360485,0.0,True,ok,,2.275593,13.125,1,0,127,128,milk,1,18,35,negative,no_action_bridge
35,10.75,-1.571949,1.571949,0.0,False,ok,,10.6875,-1.268666,1.268666,0.0,True,ok,,20.125,1.772121,-1.772121,0.0,False,ok,,1.772121,20.125,1,0,127,128,milk,1,18,35,negative,no_action_bridge
8,15.375,2.21236,-2.21236,0.0,False,ok,,15.1875,2.24509,-2.24509,0.0,True,ok,,27.375,2.639259,-2.639259,0.0,True,ok,,2.639259,27.375,1,0,127,128,milk,8,8,25,negative,no_action_bridge
16,18.375,0.791821,-0.791821,0.0,True,ok,,18.5,0.527325,-0.527325,0.0,True,ok,,0.523438,-0.012005,0.012005,0.0,False,ok,,0.791821,18.5,1,0,127,128,milk,8,8,25,negative,no_action_bridge
25,10.3125,0.300407,-0.300407,0.0,False,ok,,10.375,0.364365,-0.364365,0.0,False,ok,,14.875,-0.51807,0.51807,0.0,True,ok,,0.364365,14.875,1,0,127,128,milk,8,8,25,negative,no_action_bridge
17,14.5625,0.764774,-0.764774,0.0,False,ok,,13.8125,1.969681,-1.969681,0.0,True,ok,,0.507812,0.675743,-0.675743,0.0,True,ok,,1.969681,14.5625,1,0,127,128,orange_juice,2,17,34,negative,no_action_bridge
25,32.0,-0.674378,0.674378,0.0,True,ok,,26.625,-1.140797,1.140797,0.0,True,ok,,20.375,-0.724568,0.724568,0.0,True,ok,,-0.674378,32.0,1,0,127,128,orange_juice,2,17,34,negative,no_action_bridge
34,15.8125,2.34782,-2.34782,0.0,True,ok,,16.75,3.181446,-3.181446,0.0,True,ok,,0.355469,0.887718,-0.887718,0.0,True,ok,,3.181446,16.75,1,0,127,128,orange_juice,2,17,34,negative,no_action_bridge
28,21.125,-1.269413,1.269413,0.0,True,ok,,16.75,-1.412217,1.412217,0.0,True,ok,,0.582031,0.343922,-0.343922,0.0,True,ok,,0.343922,21.125,1,0,127,128,salad_dressing,5,28,45,negative,no_action_bridge
36,16.0,-1.400086,1.400086,0.0,True,ok,,20.125,-1.690826,1.690826,0.0,True,ok,,0.585938,0.711926,-0.711926,0.0,False,ok,,0.711926,20.125,1,0,127,128,salad_dressing,5,28,45,negative,no_action_bridge
45,16.625,-2.458786,2.458786,0.0,True,ok,,16.625,-2.891452,2.891452,0.0,True,ok,,0.554688,1.380882,-1.380882,0.0,True,ok,,1.380882,16.625,1,0,127,128,salad_dressing,5,28,45,negative,no_action_bridge
23,12.75,0.189952,-0.189952,0.0,True,ok,,13.0,0.535816,-0.535816,0.0,True,ok,,13.875,0.357574,-0.357574,0.0,True,ok,,0.535816,13.875,1,0,127,128,tomato_sauce,1,23,40,negative,no_action_bridge
31,16.875,1.540997,-1.540997,0.0,True,ok,,17.0,1.065144,-1.065144,0.0,True,ok,,0.65625,0.472721,-0.472721,0.0,True,ok,,1.540997,17.0,1,0,127,128,tomato_sauce,1,23,40,negative,no_action_bridge
40,12.4375,1.81543,-1.81543,0.0,False,ok,,12.375,1.914455,-1.914455,0.0,False,ok,,16.375,1.405391,-1.405391,0.0,False,ok,,1.914455,16.375,0,0,127,128,tomato_sauce,1,23,40,negative,no_action_bridge
17,13.75,-0.126247,0.126247,0.0,True,ok,,14.0,-0.032448,0.032448,0.0,False,ok,,14.3125,0.309414,-0.309414,0.0,True,ok,,0.309414,14.3125,1,0,127,128,tomato_sauce,3,17,34,negative,no_action_bridge
25,14.375,-0.673184,0.673184,0.0,False,ok,,13.1875,-0.672337,0.672337,0.0,True,ok,,25.125,0.568771,-0.568771,0.0,False,ok,,0.568771,25.125,1,0,127,128,tomato_sauce,3,17,34,negative,no_action_bridge
34,15.9375,0.358825,-0.358825,0.0,False,ok,,15.9375,0.889267,-0.889267,0.0,True,ok,,18.75,1.198322,-1.198322,0.0,True,ok,,1.198322,18.75,1,0,127,128,tomato_sauce,3,17,34,negative,no_action_bridge
