task_key,state_id,window_start,window_end,step,raw_gripper_action,distance_to_boundary,open_close_decision
bbq_sauce,0,15,32,29,0.99607843,0.49607843,0
bbq_sauce,0,15,32,30,0.99607843,0.49607843,0
bbq_sauce,0,15,32,31,0.99607843,0.49607843,0
bbq_sauce,0,15,32,32,0.99607843,0.49607843,0
bbq_sauce,0,30,47,30,0.99607843,0.49607843,0
bbq_sauce,0,30,47,31,0.99607843,0.49607843,0
bbq_sauce,0,30,47,32,0.99607843,0.49607843,0
bbq_sauce,0,30,47,33,0.99607843,0.49607843,0
bbq_sauce,0,30,47,34,0.99607843,0.49607843,0
bbq_sauce,0,30,47,35,0.99607843,0.49607843,0
bbq_sauce,0,30,47,36,0.99607843,0.49607843,0
bbq_sauce,0,30,47,37,0.99607843,0.49607843,0
bbq_sauce,0,30,47,38,0.99607843,0.49607843,0
bbq_sauce,0,30,47,39,0.99607843,0.49607843,0
bbq_sauce,0,30,47,40,0.99607843,0.49607843,0
bbq_sauce,0,30,47,41,0.99607843,0.49607843,0
bbq_sauce,0,30,47,42,0.99607843,0.49607843,0
bbq_sauce,0,30,47,43,0.99607843,0.49607843,0
bbq_sauce,0,30,47,44,0.99607843,0.49607843,0
bbq_sauce,0,30,47,45,0.99607843,0.49607843,0
bbq_sauce,0,30,47,46,0.99607843,0.49607843,0
bbq_sauce,0,30,47,47,0.99607843,0.49607843,0
bbq_sauce,0,5,22,5,0.99607843,0.49607843,0
bbq_sauce,0,5,22,6,0.99607843,0.49607843,0
bbq_sauce,0,5,22,7,0.99607843,0.49607843,0
bbq_sauce,0,5,22,8,0.99607843,0.49607843,0
bbq_sauce,0,5,22,9,0.99607843,0.49607843,0
bbq_sauce,0,5,22,10,0.99607843,0.49607843,0
bbq_sauce,0,5,22,11,0.99607843,0.49607843,0
bbq_sauce,0,5,22,12,0.99607843,0.49607843,0
bbq_sauce,0,5,22,13,0.99607843,0.49607843,0
bbq_sauce,0,5,22,14,0.99607843,0.49607843,0
bbq_sauce,0,5,22,15,0.99607843,0.49607843,0
bbq_sauce,0,5,22,16,0.99607843,0.49607843,0
bbq_sauce,0,5,22,17,0.99607843,0.49607843,0
bbq_sauce,0,5,22,18,0.99607843,0.49607843,0
bbq_sauce,0,5,22,19,0.99607843,0.49607843,0
bbq_sauce,0,5,22,20,0.99607843,0.49607843,0
bbq_sauce,0,5,22,21,0.99607843,0.49607843,0
bbq_sauce,0,5,22,22,0.99607843,0.49607843,0
bbq_sauce,5,27,44,27,0.99607843,0.49607843,0
bbq_sauce,5,27,44,28,0.99607843,0.49607843,0
bbq_sauce,5,27,44,29,0.99607843,0.49607843,0
bbq_sauce,5,27,44,30,0.99607843,0.49607843,0
bbq_sauce,5,27,44,31,0.99607843,0.49607843,0
bbq_sauce,5,27,44,32,0.99607843,0.49607843,0
bbq_sauce,5,27,44,33,0.99607843,0.49607843,0
bbq_sauce,5,27,44,34,0.99607843,0.49607843,0
bbq_sauce,5,27,44,35,0.99607843,0.49607843,0
bbq_sauce,5,27,44,36,0.99607843,0.49607843,0
bbq_sauce,5,27,44,37,0.99607843,0.49607843,0
bbq_sauce,5,27,44,38,0.99607843,0.49607843,0
bbq_sauce,5,27,44,39,0.99607843,0.49607843,0
bbq_sauce,5,27,44,40,0.99607843,0.49607843,0
bbq_sauce,5,27,44,41,0.99607843,0.49607843,0
bbq_sauce,5,27,44,42,0.99607843,0.49607843,0
bbq_sauce,5,27,44,43,0.99607843,0.49607843,0
bbq_sauce,5,27,44,44,0.99607843,0.49607843,0
bbq_sauce,9,22,39,22,0.99607843,0.49607843,0
bbq_sauce,9,22,39,23,0.99607843,0.49607843,0
bbq_sauce,9,22,39,24,0.99607843,0.49607843,0
bbq_sauce,9,22,39,25,0.99607843,0.49607843,0
bbq_sauce,9,22,39,26,0.99607843,0.49607843,0
bbq_sauce,9,22,39,27,0.99607843,0.49607843,0
bbq_sauce,9,22,39,28,0.99607843,0.49607843,0
bbq_sauce,9,22,39,29,0.99607843,0.49607843,0
bbq_sauce,9,22,39,30,0.99607843,0.49607843,0
bbq_sauce,9,22,39,31,0.99607843,0.49607843,0
bbq_sauce,9,22,39,32,0.99607843,0.49607843,0
bbq_sauce,9,22,39,33,0.99607843,0.49607843,0
bbq_sauce,9,22,39,34,0.99607843,0.49607843,0
bbq_sauce,9,22,39,35,0.99607843,0.49607843,0
bbq_sauce,9,22,39,36,0.99607843,0.49607843,0
bbq_sauce,9,22,39,37,0.99607843,0.49607843,0
bbq_sauce,9,22,39,38,0.99607843,0.49607843,0
bbq_sauce,9,22,39,39,0.99607843,0.49607843,0
butter,0,29,46,29,0.99607843,0.49607843,0
butter,0,29,46,30,0.99607843,0.49607843,0
butter,0,29,46,31,0.99607843,0.49607843,0
butter,0,29,46,32,0.99607843,0.49607843,0
butter,0,29,46,33,0.99607843,0.49607843,0
butter,0,29,46,34,0.99607843,0.49607843,0
butter,0,29,46,35,0.99607843,0.49607843,0
butter,0,29,46,36,0.99607843,0.49607843,0
butter,0,29,46,37,0.99607843,0.49607843,0
butter,0,29,46,38,0.99607843,0.49607843,0
butter,0,29,46,39,0.99607843,0.49607843,0
butter,0,29,46,40,0.99607843,0.49607843,0
butter,0,29,46,41,0.99607843,0.49607843,0
butter,0,29,46,42,0.99607843,0.49607843,0
butter,0,29,46,43,0.99607843,0.49607843,0
butter,0,29,46,44,0.99607843,0.49607843,0
butter,0,29,46,45,0.99607843,0.49607843,0
butter,0,29,46,46,0.99607843,0.49607843,0
butter,3,29,46,29,0.0,0.5,1
butter,3,29,46,30,0.0,0.5,1
butter,3,29,46,31,0.0,0.5,1
butter,3,29,46,32,0.0,0.5,1
butter,3,29,46,33,0.99607843,0.49607843,0
butter,3,29,46,34,0.0,0.5,1
butter,3,29,46,35,0.99607843,0.49607843,0
butter,3,29,46,36,0.99607843,0.49607843,0
butter,3,29,46,37,0.0,0.5,1
butter,3,29,46,38,0.0,0.5,1
butter,3,29,46,39,0.0,0.5,1
butter,3,29,46,40,0.99607843,0.49607843,0
butter,3,29,46,41,0.99607843,0.49607843,0
butter,3,29,46,42,0.99607843,0.49607843,0
butter,3,29,46,43,0.0,0.5,1
butter,3,29,46,44,0.99607843,0.49607843,0
butter,3,29,46,45,0.0,0.5,1
butter,3,29,46,46,0.0,0.5,1
butter,5,25,42,25,0.99607843,0.49607843,0
butter,5,25,42,26,0.0,0.5,1
butter,5,25,42,27,0.99607843,0.49607843,0
butter,5,25,42,28,0.99607843,0.49607843,0
butter,5,25,42,29,0.99607843,0.49607843,0
butter,5,25,42,30,0.99607843,0.49607843,0
butter,5,25,42,31,0.0,0.5,1
butter,5,25,42,32,0.99607843,0.49607843,0
butter,5,25,42,33,0.99607843,0.49607843,0
butter,5,25,42,34,0.99607843,0.49607843,0
butter,5,25,42,35,0.99607843,0.49607843,0
butter,5,25,42,36,0.99607843,0.49607843,0
butter,5,25,42,37,0.99607843,0.49607843,0
butter,5,25,42,38,0.99607843,0.49607843,0
butter,5,25,42,39,0.99607843,0.49607843,0
butter,5,25,42,40,0.99607843,0.49607843,0
butter,5,25,42,41,0.99607843,0.49607843,0
butter,5,25,42,42,0.99607843,0.49607843,0
cream_cheese,4,28,45,28,0.99607843,0.49607843,0
cream_cheese,4,28,45,29,0.99607843,0.49607843,0
cream_cheese,4,28,45,30,0.99607843,0.49607843,0
cream_cheese,4,28,45,31,0.99607843,0.49607843,0
cream_cheese,4,28,45,32,0.99607843,0.49607843,0
cream_cheese,4,28,45,33,0.99607843,0.49607843,0
cream_cheese,4,28,45,34,0.99607843,0.49607843,0
cream_cheese,4,28,45,35,0.99607843,0.49607843,0
cream_cheese,4,28,45,36,0.99607843,0.49607843,0
cream_cheese,4,28,45,37,0.99607843,0.49607843,0
cream_cheese,4,28,45,38,0.99607843,0.49607843,0
cream_cheese,4,28,45,39,0.99607843,0.49607843,0
cream_cheese,4,28,45,40,0.99607843,0.49607843,0
cream_cheese,4,28,45,41,0.99607843,0.49607843,0
cream_cheese,4,28,45,42,0.99607843,0.49607843,0
cream_cheese,4,28,45,43,0.99607843,0.49607843,0
cream_cheese,4,28,45,44,0.99607843,0.49607843,0
cream_cheese,4,28,45,45,0.99607843,0.49607843,0
ketchup,0,16,33,16,0.99607843,0.49607843,0
ketchup,0,16,33,17,0.99607843,0.49607843,0
ketchup,0,16,33,18,0.99607843,0.49607843,0
ketchup,0,16,33,19,0.99607843,0.49607843,0
ketchup,0,16,33,20,0.99607843,0.49607843,0
ketchup,0,16,33,21,0.99607843,0.49607843,0
ketchup,0,16,33,22,0.99607843,0.49607843,0
ketchup,0,16,33,23,0.99607843,0.49607843,0
ketchup,0,16,33,24,0.99607843,0.49607843,0
ketchup,0,16,33,25,0.99607843,0.49607843,0
ketchup,0,16,33,26,0.99607843,0.49607843,0
ketchup,0,16,33,27,0.99607843,0.49607843,0
ketchup,0,16,33,28,0.99607843,0.49607843,0
ketchup,0,16,33,29,0.99607843,0.49607843,0
ketchup,0,16,33,30,0.99607843,0.49607843,0
ketchup,0,16,33,31,0.99607843,0.49607843,0
ketchup,0,16,33,32,0.99607843,0.49607843,0
ketchup,0,16,33,33,0.99607843,0.49607843,0
ketchup,1,21,38,21,0.99607843,0.49607843,0
ketchup,1,21,38,22,0.99607843,0.49607843,0
ketchup,1,21,38,23,0.99607843,0.49607843,0
ketchup,1,21,38,24,0.99607843,0.49607843,0
ketchup,1,21,38,25,0.99607843,0.49607843,0
ketchup,1,21,38,26,0.99607843,0.49607843,0
ketchup,1,21,38,27,0.99607843,0.49607843,0
ketchup,1,21,38,28,0.99607843,0.49607843,0
ketchup,1,21,38,29,0.99607843,0.49607843,0
ketchup,1,21,38,30,0.99607843,0.49607843,0
ketchup,1,21,38,31,0.99607843,0.49607843,0
ketchup,1,21,38,32,0.99607843,0.49607843,0
ketchup,1,21,38,33,0.99607843,0.49607843,0
ketchup,1,21,38,34,0.99607843,0.49607843,0
ketchup,1,21,38,35,0.99607843,0.49607843,0
ketchup,1,21,38,36,0.99607843,0.49607843,0
ketchup,1,21,38,37,0.99607843,0.49607843,0
ketchup,1,21,38,38,0.99607843,0.49607843,0
ketchup,2,39,56,39,0.99607843,0.49607843,0
ketchup,2,39,56,40,0.99607843,0.49607843,0
ketchup,2,39,56,41,0.99607843,0.49607843,0
ketchup,2,39,56,42,0.99607843,0.49607843,0
ketchup,2,39,56,43,0.99607843,0.49607843,0
ketchup,2,39,56,44,0.99607843,0.49607843,0
ketchup,2,39,56,45,0.99607843,0.49607843,0
ketchup,2,39,56,46,0.99607843,0.49607843,0
ketchup,2,39,56,47,0.99607843,0.49607843,0
ketchup,2,39,56,48,0.99607843,0.49607843,0
ketchup,2,39,56,49,0.99607843,0.49607843,0
ketchup,2,39,56,50,0.0,0.5,1
ketchup,2,39,56,51,0.0,0.5,1
ketchup,2,39,56,52,0.0,0.5,1
ketchup,2,39,56,53,0.0,0.5,1
ketchup,2,39,56,54,0.0,0.5,1
ketchup,2,39,56,55,0.0,0.5,1
ketchup,2,39,56,56,0.0,0.5,1
ketchup,4,28,45,28,0.99607843,0.49607843,0
ketchup,4,28,45,29,0.99607843,0.49607843,0
ketchup,4,28,45,30,0.99607843,0.49607843,0
ketchup,4,28,45,31,0.99607843,0.49607843,0
ketchup,4,28,45,32,0.99607843,0.49607843,0
ketchup,4,28,45,33,0.99607843,0.49607843,0
ketchup,4,28,45,34,0.99607843,0.49607843,0
ketchup,4,28,45,35,0.99607843,0.49607843,0
ketchup,4,28,45,36,0.99607843,0.49607843,0
ketchup,4,28,45,37,0.99607843,0.49607843,0
ketchup,4,28,45,38,0.99607843,0.49607843,0
ketchup,4,28,45,39,0.99607843,0.49607843,0
ketchup,4,28,45,40,0.99607843,0.49607843,0
ketchup,4,28,45,41,0.99607843,0.49607843,0
ketchup,4,28,45,42,0.99607843,0.49607843,0
ketchup,4,28,45,43,0.99607843,0.49607843,0
ketchup,4,28,45,44,0.99607843,0.49607843,0
ketchup,4,28,45,45,0.99607843,0.49607843,0
ketchup,5,9,26,9,0.99607843,0.49607843,0
ketchup,5,9,26,10,0.99607843,0.49607843,0
ketchup,5,9,26,11,0.99607843,0.49607843,0
ketchup,5,9,26,12,0.99607843,0.49607843,0
ketchup,5,9,26,13,0.99607843,0.49607843,0
ketchup,5,9,26,14,0.99607843,0.49607843,0
ketchup,5,9,26,15,0.99607843,0.49607843,0
ketchup,5,9,26,16,0.99607843,0.49607843,0
ketchup,5,9,26,17,0.99607843,0.49607843,0
ketchup,5,9,26,18,0.99607843,0.49607843,0
ketchup,5,9,26,19,0.99607843,0.49607843,0
ketchup,5,9,26,20,0.99607843,0.49607843,0
ketchup,5,9,26,21,0.99607843,0.49607843,0
ketchup,5,9,26,22,0.99607843,0.49607843,0
ketchup,5,9,26,23,0.99607843,0.49607843,0
ketchup,5,9,26,24,0.99607843,0.49607843,0
ketchup,5,9,26,25,0.99607843,0.49607843,0
ketchup,5,9,26,26,0.99607843,0.49607843,0
milk,1,18,35,18,0.99607843,0.49607843,0
milk,1,18,35,19,0.99607843,0.49607843,0
milk,1,18,35,20,0.99607843,0.49607843,0
milk,1,18,35,21,0.99607843,0.49607843,0
milk,1,18,35,22,0.99607843,0.49607843,0
milk,1,18,35,23,0.99607843,0.49607843,0
milk,1,18,35,24,0.99607843,0.49607843,0
milk,1,18,35,25,0.99607843,0.49607843,0
milk,1,18,35,26,0.99607843,0.49607843,0
milk,1,18,35,27,0.99607843,0.49607843,0
milk,1,18,35,28,0.99607843,0.49607843,0
milk,1,18,35,29,0.99607843,0.49607843,0
milk,1,18,35,30,0.99607843,0.49607843,0
milk,1,18,35,31,0.99607843,0.49607843,0
milk,1,18,35,32,0.99607843,0.49607843,0
milk,1,18,35,33,0.99607843,0.49607843,0
milk,1,18,35,34,0.99607843,0.49607843,0
milk,1,18,35,35,0.99607843,0.49607843,0
milk,1,8,25,8,0.99607843,0.49607843,0
milk,1,8,25,9,0.99607843,0.49607843,0
milk,1,8,25,10,0.99607843,0.49607843,0
milk,1,8,25,11,0.99607843,0.49607843,0
milk,1,8,25,12,0.99607843,0.49607843,0
milk,1,8,25,13,0.99607843,0.49607843,0
milk,1,8,25,14,0.99607843,0.49607843,0
milk,1,8,25,15,0.99607843,0.49607843,0
milk,1,8,25,16,0.99607843,0.49607843,0
milk,1,8,25,17,0.99607843,0.49607843,0
milk,1,8,25,18,0.99607843,0.49607843,0
milk,1,8,25,19,0.99607843,0.49607843,0
milk,1,8,25,20,0.99607843,0.49607843,0
milk,1,8,25,21,0.99607843,0.49607843,0
milk,1,8,25,22,0.99607843,0.49607843,0
milk,1,8,25,23,0.99607843,0.49607843,0
milk,1,8,25,24,0.99607843,0.49607843,0
milk,1,8,25,25,0.99607843,0.49607843,0
milk,4,19,36,19,0.99607843,0.49607843,0
milk,4,19,36,20,0.99607843,0.49607843,0
milk,4,19,36,21,0.99607843,0.49607843,0
milk,4,19,36,22,0.99607843,0.49607843,0
milk,4,19,36,23,0.99607843,0.49607843,0
milk,4,19,36,24,0.99607843,0.49607843,0
milk,4,19,36,25,0.99607843,0.49607843,0
milk,4,19,36,26,0.99607843,0.49607843,0
milk,4,19,36,27,0.99607843,0.49607843,0
milk,4,19,36,28,0.99607843,0.49607843,0
milk,4,19,36,29,0.99607843,0.49607843,0
milk,4,19,36,30,0.99607843,0.49607843,0
milk,4,19,36,31,0.99607843,0.49607843,0
milk,4,19,36,32,0.99607843,0.49607843,0
milk,4,19,36,33,0.99607843,0.49607843,0
milk,4,19,36,34,0.99607843,0.49607843,0
milk,4,19,36,35,0.99607843,0.49607843,0
milk,4,19,36,36,0.99607843,0.49607843,0
milk,5,25,42,25,0.99607843,0.49607843,0
milk,5,25,42,26,0.99607843,0.49607843,0
milk,5,25,42,27,0.99607843,0.49607843,0
milk,5,25,42,28,0.99607843,0.49607843,0
milk,5,25,42,29,0.99607843,0.49607843,0
milk,5,25,42,30,0.99607843,0.49607843,0
milk,5,25,42,31,0.99607843,0.49607843,0
milk,5,25,42,32,0.99607843,0.49607843,0
milk,5,25,42,33,0.99607843,0.49607843,0
milk,5,25,42,34,0.99607843,0.49607843,0
milk,5,25,42,35,0.99607843,0.49607843,0
milk,5,25,42,36,0.99607843,0.49607843,0
milk,5,25,42,37,0.99607843,0.49607843,0
milk,5,25,42,38,0.99607843,0.49607843,0
milk,5,25,42,39,0.99607843,0.49607843,0
milk,5,25,42,40,0.99607843,0.49607843,0
milk,5,25,42,41,0.99607843,0.49607843,0
milk,5,25,42,42,0.99607843,0.49607843,0
milk,8,8,25,8,0.99607843,0.49607843,0
milk,8,8,25,9,0.99607843,0.49607843,0
milk,8,8,25,10,0.99607843,0.49607843,0
milk,8,8,25,11,0.99607843,0.49607843,0
milk,8,8,25,12,0.99607843,0.49607843,0
milk,8,8,25,13,0.99607843,0.49607843,0
milk,8,8,25,14,0.99607843,0.49607843,0
milk,8,8,25,15,0.99607843,0.49607843,0
milk,8,8,25,16,0.99607843,0.49607843,0
milk,8,8,25,17,0.99607843,0.49607843,0
milk,8,8,25,18,0.99607843,0.49607843,0
milk,8,8,25,19,0.99607843,0.49607843,0
milk,8,8,25,20,0.99607843,0.49607843,0
milk,8,8,25,21,0.99607843,0.49607843,0
milk,8,8,25,22,0.99607843,0.49607843,0
milk,8,8,25,23,0.99607843,0.49607843,0
milk,8,8,25,24,0.99607843,0.49607843,0
milk,8,8,25,25,0.99607843,0.49607843,0
milk,9,5,22,5,0.99607843,0.49607843,0
milk,9,5,22,6,0.99607843,0.49607843,0
milk,9,5,22,7,0.99607843,0.49607843,0
milk,9,5,22,8,0.99607843,0.49607843,0
milk,9,5,22,9,0.99607843,0.49607843,0
milk,9,5,22,10,0.99607843,0.49607843,0
milk,9,5,22,11,0.99607843,0.49607843,0
milk,9,5,22,12,0.99607843,0.49607843,0
milk,9,5,22,13,0.99607843,0.49607843,0
milk,9,5,22,14,0.99607843,0.49607843,0
milk,9,5,22,15,0.99607843,0.49607843,0
milk,9,5,22,16,0.99607843,0.49607843,0
milk,9,5,22,17,0.99607843,0.49607843,0
milk,9,5,22,18,0.99607843,0.49607843,0
milk,9,5,22,19,0.99607843,0.49607843,0
milk,9,5,22,20,0.99607843,0.49607843,0
milk,9,5,22,21,0.99607843,0.49607843,0
milk,9,5,22,22,0.99607843,0.49607843,0
orange_juice,2,17,34,17,0.99607843,0.49607843,0
orange_juice,2,17,34,18,0.99607843,0.49607843,0
orange_juice,2,17,34,19,0.99607843,0.49607843,0
orange_juice,2,17,34,20,0.99607843,0.49607843,0
orange_juice,2,17,34,21,0.99607843,0.49607843,0
orange_juice,2,17,34,22,0.99607843,0.49607843,0
orange_juice,2,17,34,23,0.99607843,0.49607843,0
orange_juice,2,17,34,24,0.99607843,0.49607843,0
orange_juice,2,17,34,25,0.99607843,0.49607843,0
orange_juice,2,17,34,26,0.99607843,0.49607843,0
orange_juice,2,17,34,27,0.99607843,0.49607843,0
orange_juice,2,17,34,28,0.99607843,0.49607843,0
orange_juice,2,17,34,29,0.99607843,0.49607843,0
orange_juice,2,17,34,30,0.99607843,0.49607843,0
orange_juice,2,17,34,31,0.99607843,0.49607843,0
orange_juice,2,17,34,32,0.99607843,0.49607843,0
orange_juice,2,17,34,33,0.99607843,0.49607843,0
orange_juice,2,17,34,34,0.99607843,0.49607843,0
salad_dressing,0,31,48,31,0.99607843,0.49607843,0
salad_dressing,0,31,48,32,0.99607843,0.49607843,0
salad_dressing,0,31,48,33,0.99607843,0.49607843,0
salad_dressing,0,31,48,34,0.99607843,0.49607843,0
salad_dressing,0,31,48,35,0.99607843,0.49607843,0
salad_dressing,0,31,48,36,0.99607843,0.49607843,0
salad_dressing,0,31,48,37,0.99607843,0.49607843,0
salad_dressing,0,31,48,38,0.99607843,0.49607843,0
salad_dressing,0,31,48,39,0.99607843,0.49607843,0
salad_dressing,0,31,48,40,0.99607843,0.49607843,0
salad_dressing,0,31,48,41,0.99607843,0.49607843,0
salad_dressing,0,31,48,42,0.99607843,0.49607843,0
salad_dressing,0,31,48,43,0.99607843,0.49607843,0
salad_dressing,0,31,48,44,0.99607843,0.49607843,0
salad_dressing,0,31,48,45,0.99607843,0.49607843,0
salad_dressing,0,31,48,46,0.99607843,0.49607843,0
salad_dressing,0,31,48,47,0.99607843,0.49607843,0
salad_dressing,0,31,48,48,0.99607843,0.49607843,0
salad_dressing,0,7,24,7,0.99607843,0.49607843,0
salad_dressing,0,7,24,8,0.99607843,0.49607843,0
salad_dressing,0,7,24,9,0.99607843,0.49607843,0
salad_dressing,0,7,24,10,0.99607843,0.49607843,0
salad_dressing,0,7,24,11,0.99607843,0.49607843,0
salad_dressing,0,7,24,12,0.99607843,0.49607843,0
salad_dressing,0,7,24,13,0.99607843,0.49607843,0
salad_dressing,0,7,24,14,0.99607843,0.49607843,0
salad_dressing,0,7,24,15,0.99607843,0.49607843,0
salad_dressing,0,7,24,16,0.99607843,0.49607843,0
salad_dressing,0,7,24,17,0.99607843,0.49607843,0
salad_dressing,0,7,24,18,0.99607843,0.49607843,0
salad_dressing,0,7,24,19,0.99607843,0.49607843,0
salad_dressing,0,7,24,20,0.99607843,0.49607843,0
salad_dressing,0,7,24,21,0.99607843,0.49607843,0
salad_dressing,0,7,24,22,0.99607843,0.49607843,0
salad_dressing,0,7,24,23,0.99607843,0.49607843,0
salad_dressing,0,7,24,24,0.99607843,0.49607843,0
salad_dressing,5,28,45,28,0.99607843,0.49607843,0
salad_dressing,5,28,45,29,0.99607843,0.49607843,0
salad_dressing,5,28,45,30,0.99607843,0.49607843,0
salad_dressing,5,28,45,31,0.99607843,0.49607843,0
