run_id,episode_key,suite,task_name,state_id,seed,condition,num_steps,has_frames,has_trace_csv,has_gripper,has_qpos,has_eef,has_action,has_language,has_privileged_object_pose,parse_status,notes
obj100_ketchup_ketchup_s2,libero_object::4::pick_up_the_ketchup_and_place_it_in_the_basket::2::0::obj100_ketchup_ketchup_s2,libero_object,pick_up_the_ketchup_and_place_it_in_the_basket,2,0,clean,140,True,False,True,True,True,True,True,False,OK,
obj100_ketchup_ketchup_s3,libero_object::4::pick_up_the_ketchup_and_place_it_in_the_basket::3::0::obj100_ketchup_ketchup_s3,libero_object,pick_up_the_ketchup_and_place_it_in_the_basket,3,0,clean,155,True,False,True,True,True,True,True,False,OK,
obj100_ketchup_ketchup_s4,libero_object::4::pick_up_the_ketchup_and_place_it_in_the_basket::4::0::obj100_ketchup_ketchup_s4,libero_object,pick_up_the_ketchup_and_place_it_in_the_basket,4,0,clean,133,True,False,True,True,True,True,True,False,OK,
obj100_ketchup_ketchup_s5,libero_object::4::pick_up_the_ketchup_and_place_it_in_the_basket::5::0::obj100_ketchup_ketchup_s5,libero_object,pick_up_the_ketchup_and_place_it_in_the_basket,5,0,clean,124,True,False,True,True,True,True,True,False,OK,
obj100_ketchup_ketchup_s6,libero_object::4::pick_up_the_ketchup_and_place_it_in_the_basket::6::0::obj100_ketchup_ketchup_s6,libero_object,pick_up_the_ketchup_and_place_it_in_the_basket,6,0,clean,269,True,False,True,True,True,True,True,False,OK,
obj100_ketchup_ketchup_s7,libero_object::4::pick_up_the_ketchup_and_place_it_in_the_basket::7::0::obj100_ketchup_ketchup_s7,libero_object,pick_up_the_ketchup_and_place_it_in_the_basket,7,0,clean,152,True,False,True,True,True,True,True,False,OK,
obj100_ketchup_ketchup_s8,libero_object::4::pick_up_the_ketchup_and_place_it_in_the_basket::8::0::obj100_ketchup_ketchup_s8,libero_object,pick_up_the_ketchup_and_place_it_in_the_basket,8,0,clean,194,True,False,True,True,True,True,True,False,OK,
obj100_ketchup_ketchup_s9,libero_object::4::pick_up_the_ketchup_and_place_it_in_the_basket::9::0::obj100_ketchup_ketchup_s9,libero_object,pick_up_the_ketchup_and_place_it_in_the_basket,9,0,clean,159,True,False,True,True,True,True,True,False,OK,
obj100_tomato_sauce_tomato_sauce_s0,libero_object::5::pick_up_the_tomato_sauce_and_place_it_in_the_basket::0::0::obj100_tomato_sauce_tomato_sauce_s0,libero_object,pick_up_the_tomato_sauce_and_place_it_in_the_basket,0,0,clean,209,True,False,True,True,True,True,True,False,OK,
obj100_tomato_sauce_tomato_sauce_s1,libero_object::5::pick_up_the_tomato_sauce_and_place_it_in_the_basket::1::0::obj100_tomato_sauce_tomato_sauce_s1,libero_object,pick_up_the_tomato_sauce_and_place_it_in_the_basket,1,0,clean,185,True,False,True,True,True,True,True,False,OK,
obj100_tomato_sauce_tomato_sauce_s2,libero_object::5::pick_up_the_tomato_sauce_and_place_it_in_the_basket::2::0::obj100_tomato_sauce_tomato_sauce_s2,libero_object,pick_up_the_tomato_sauce_and_place_it_in_the_basket,2,0,clean,168,True,False,True,True,True,True,True,False,OK,
obj100_tomato_sauce_tomato_sauce_s3,libero_object::5::pick_up_the_tomato_sauce_and_place_it_in_the_basket::3::0::obj100_tomato_sauce_tomato_sauce_s3,libero_object,pick_up_the_tomato_sauce_and_place_it_in_the_basket,3,0,clean,141,True,False,True,True,True,True,True,False,OK,
obj100_tomato_sauce_tomato_sauce_s4,libero_object::5::pick_up_the_tomato_sauce_and_place_it_in_the_basket::4::0::obj100_tomato_sauce_tomato_sauce_s4,libero_object,pick_up_the_tomato_sauce_and_place_it_in_the_basket,4,0,clean,162,True,False,True,True,True,True,True,False,OK,
obj100_tomato_sauce_tomato_sauce_s5,libero_object::5::pick_up_the_tomato_sauce_and_place_it_in_the_basket::5::0::obj100_tomato_sauce_tomato_sauce_s5,libero_object,pick_up_the_tomato_sauce_and_place_it_in_the_basket,5,0,clean,166,True,False,True,True,True,True,True,False,OK,
obj100_tomato_sauce_tomato_sauce_s6,libero_object::5::pick_up_the_tomato_sauce_and_place_it_in_the_basket::6::0::obj100_tomato_sauce_tomato_sauce_s6,libero_object,pick_up_the_tomato_sauce_and_place_it_in_the_basket,6,0,clean,149,True,False,True,True,True,True,True,False,OK,
obj100_tomato_sauce_tomato_sauce_s7,libero_object::5::pick_up_the_tomato_sauce_and_place_it_in_the_basket::7::0::obj100_tomato_sauce_tomato_sauce_s7,libero_object,pick_up_the_tomato_sauce_and_place_it_in_the_basket,7,0,clean,280,True,False,True,True,True,True,True,False,OK,
obj100_tomato_sauce_tomato_sauce_s8,libero_object::5::pick_up_the_tomato_sauce_and_place_it_in_the_basket::8::0::obj100_tomato_sauce_tomato_sauce_s8,libero_object,pick_up_the_tomato_sauce_and_place_it_in_the_basket,8,0,clean,132,True,False,True,True,True,True,True,False,OK,
obj100_tomato_sauce_tomato_sauce_s9,libero_object::5::pick_up_the_tomato_sauce_and_place_it_in_the_basket::9::0::obj100_tomato_sauce_tomato_sauce_s9,libero_object,pick_up_the_tomato_sauce_and_place_it_in_the_basket,9,0,clean,140,True,False,True,True,True,True,True,False,OK,
obj100_butter_butter_s0,libero_object::6::pick_up_the_butter_and_place_it_in_the_basket::0::0::obj100_butter_butter_s0,libero_object,pick_up_the_butter_and_place_it_in_the_basket,0,0,clean,141,True,False,True,True,True,True,True,False,OK,
obj100_butter_butter_s1,libero_object::6::pick_up_the_butter_and_place_it_in_the_basket::1::0::obj100_butter_butter_s1,libero_object,pick_up_the_butter_and_place_it_in_the_basket,1,0,clean,280,True,False,True,True,True,True,True,False,OK,
obj100_butter_butter_s2,libero_object::6::pick_up_the_butter_and_place_it_in_the_basket::2::0::obj100_butter_butter_s2,libero_object,pick_up_the_butter_and_place_it_in_the_basket,2,0,clean,198,True,False,True,True,True,True,True,False,OK,
obj100_butter_butter_s3,libero_object::6::pick_up_the_butter_and_place_it_in_the_basket::3::0::obj100_butter_butter_s3,libero_object,pick_up_the_butter_and_place_it_in_the_basket,3,0,clean,233,True,False,True,True,True,True,True,False,OK,
obj100_butter_butter_s4,libero_object::6::pick_up_the_butter_and_place_it_in_the_basket::4::0::obj100_butter_butter_s4,libero_object,pick_up_the_butter_and_place_it_in_the_basket,4,0,clean,280,True,False,True,True,True,True,True,False,OK,
obj100_butter_butter_s5,libero_object::6::pick_up_the_butter_and_place_it_in_the_basket::5::0::obj100_butter_butter_s5,libero_object,pick_up_the_butter_and_place_it_in_the_basket,5,0,clean,167,True,False,True,True,True,True,True,False,OK,
obj100_butter_butter_s6,libero_object::6::pick_up_the_butter_and_place_it_in_the_basket::6::0::obj100_butter_butter_s6,libero_object,pick_up_the_butter_and_place_it_in_the_basket,6,0,clean,225,True,False,True,True,True,True,True,False,OK,
obj100_butter_butter_s7,libero_object::6::pick_up_the_butter_and_place_it_in_the_basket::7::0::obj100_butter_butter_s7,libero_object,pick_up_the_butter_and_place_it_in_the_basket,7,0,clean,150,True,False,True,True,True,True,True,False,OK,
obj100_butter_butter_s8,libero_object::6::pick_up_the_butter_and_place_it_in_the_basket::8::0::obj100_butter_butter_s8,libero_object,pick_up_the_butter_and_place_it_in_the_basket,8,0,clean,170,True,False,True,True,True,True,True,False,OK,
obj100_butter_butter_s9,libero_object::6::pick_up_the_butter_and_place_it_in_the_basket::9::0::obj100_butter_butter_s9,libero_object,pick_up_the_butter_and_place_it_in_the_basket,9,0,clean,140,True,False,True,True,True,True,True,False,OK,
obj100_milk_milk_s0,libero_object::7::pick_up_the_milk_and_place_it_in_the_basket::0::0::obj100_milk_milk_s0,libero_object,pick_up_the_milk_and_place_it_in_the_basket,0,0,clean,140,True,False,True,True,True,True,True,False,OK,
obj100_milk_milk_s1,libero_object::7::pick_up_the_milk_and_place_it_in_the_basket::1::0::obj100_milk_milk_s1,libero_object,pick_up_the_milk_and_place_it_in_the_basket,1,0,clean,123,True,False,True,True,True,True,True,False,OK,
obj100_milk_milk_s2,libero_object::7::pick_up_the_milk_and_place_it_in_the_basket::2::0::obj100_milk_milk_s2,libero_object,pick_up_the_milk_and_place_it_in_the_basket,2,0,clean,209,True,False,True,True,True,True,True,False,OK,
obj100_milk_milk_s3,libero_object::7::pick_up_the_milk_and_place_it_in_the_basket::3::0::obj100_milk_milk_s3,libero_object,pick_up_the_milk_and_place_it_in_the_basket,3,0,clean,280,True,False,True,True,True,True,True,False,OK,
obj100_milk_milk_s4,libero_object::7::pick_up_the_milk_and_place_it_in_the_basket::4::0::obj100_milk_milk_s4,libero_object,pick_up_the_milk_and_place_it_in_the_basket,4,0,clean,125,True,False,True,True,True,True,True,False,OK,
obj100_milk_milk_s5,libero_object::7::pick_up_the_milk_and_place_it_in_the_basket::5::0::obj100_milk_milk_s5,libero_object,pick_up_the_milk_and_place_it_in_the_basket,5,0,clean,241,True,False,True,True,True,True,True,False,OK,
obj100_milk_milk_s6,libero_object::7::pick_up_the_milk_and_place_it_in_the_basket::6::0::obj100_milk_milk_s6,libero_object,pick_up_the_milk_and_place_it_in_the_basket,6,0,clean,280,True,False,True,True,True,True,True,False,OK,
obj100_milk_milk_s7,libero_object::7::pick_up_the_milk_and_place_it_in_the_basket::7::0::obj100_milk_milk_s7,libero_object,pick_up_the_milk_and_place_it_in_the_basket,7,0,clean,128,True,False,True,True,True,True,True,False,OK,
obj100_milk_milk_s8,libero_object::7::pick_up_the_milk_and_place_it_in_the_basket::8::0::obj100_milk_milk_s8,libero_object,pick_up_the_milk_and_place_it_in_the_basket,8,0,clean,152,True,False,True,True,True,True,True,False,OK,
obj100_milk_milk_s9,libero_object::7::pick_up_the_milk_and_place_it_in_the_basket::9::0::obj100_milk_milk_s9,libero_object,pick_up_the_milk_and_place_it_in_the_basket,9,0,clean,156,True,False,True,True,True,True,True,False,OK,
obj100_chocolate_pudding_chocolate_pudding_s0,libero_object::8::pick_up_the_chocolate_pudding_and_place_it_in_the_basket::0::0::obj100_chocolate_pudding_chocolate_pudding_s0,libero_object,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,0,0,clean,280,True,False,True,True,True,True,True,False,OK,
obj100_chocolate_pudding_rerun_chocolate_pudding_s0,libero_object::8::pick_up_the_chocolate_pudding_and_place_it_in_the_basket::0::0::obj100_chocolate_pudding_rerun_chocolate_pudding_s0,libero_object,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,0,0,clean,280,True,False,True,True,True,True,True,False,OK,
obj100_chocolate_pudding_chocolate_pudding_s1,libero_object::8::pick_up_the_chocolate_pudding_and_place_it_in_the_basket::1::0::obj100_chocolate_pudding_chocolate_pudding_s1,libero_object,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,1,0,clean,280,True,False,True,True,True,True,True,False,OK,
obj100_chocolate_pudding_rerun_chocolate_pudding_s1,libero_object::8::pick_up_the_chocolate_pudding_and_place_it_in_the_basket::1::0::obj100_chocolate_pudding_rerun_chocolate_pudding_s1,libero_object,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,1,0,clean,280,True,False,True,True,True,True,True,False,OK,
obj100_chocolate_pudding_chocolate_pudding_s2,libero_object::8::pick_up_the_chocolate_pudding_and_place_it_in_the_basket::2::0::obj100_chocolate_pudding_chocolate_pudding_s2,libero_object,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,2,0,clean,155,True,False,True,True,True,True,True,False,OK,
obj100_chocolate_pudding_rerun_chocolate_pudding_s2,libero_object::8::pick_up_the_chocolate_pudding_and_place_it_in_the_basket::2::0::obj100_chocolate_pudding_rerun_chocolate_pudding_s2,libero_object,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,2,0,clean,155,True,False,True,True,True,True,True,False,OK,
obj100_chocolate_pudding_chocolate_pudding_s3,libero_object::8::pick_up_the_chocolate_pudding_and_place_it_in_the_basket::3::0::obj100_chocolate_pudding_chocolate_pudding_s3,libero_object,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,3,0,clean,145,True,False,True,True,True,True,True,False,OK,
obj100_chocolate_pudding_rerun_chocolate_pudding_s3,libero_object::8::pick_up_the_chocolate_pudding_and_place_it_in_the_basket::3::0::obj100_chocolate_pudding_rerun_chocolate_pudding_s3,libero_object,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,3,0,clean,160,True,False,True,True,True,True,True,False,OK,
obj100_chocolate_pudding_rerun_chocolate_pudding_s4,libero_object::8::pick_up_the_chocolate_pudding_and_place_it_in_the_basket::4::0::obj100_chocolate_pudding_rerun_chocolate_pudding_s4,libero_object,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,4,0,clean,218,True,False,True,True,True,True,True,False,OK,
obj100_chocolate_pudding_rerun_chocolate_pudding_s5,libero_object::8::pick_up_the_chocolate_pudding_and_place_it_in_the_basket::5::0::obj100_chocolate_pudding_rerun_chocolate_pudding_s5,libero_object,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,5,0,clean,157,True,False,True,True,True,True,True,False,OK,
obj100_chocolate_pudding_rerun_chocolate_pudding_s6,libero_object::8::pick_up_the_chocolate_pudding_and_place_it_in_the_basket::6::0::obj100_chocolate_pudding_rerun_chocolate_pudding_s6,libero_object,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,6,0,clean,163,True,False,True,True,True,True,True,False,OK,
obj100_chocolate_pudding_rerun_chocolate_pudding_s7,libero_object::8::pick_up_the_chocolate_pudding_and_place_it_in_the_basket::7::0::obj100_chocolate_pudding_rerun_chocolate_pudding_s7,libero_object,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,7,0,clean,235,True,False,True,True,True,True,True,False,OK,
obj100_chocolate_pudding_rerun_chocolate_pudding_s8,libero_object::8::pick_up_the_chocolate_pudding_and_place_it_in_the_basket::8::0::obj100_chocolate_pudding_rerun_chocolate_pudding_s8,libero_object,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,8,0,clean,280,True,False,True,True,True,True,True,False,OK,
obj100_chocolate_pudding_rerun_chocolate_pudding_s9,libero_object::8::pick_up_the_chocolate_pudding_and_place_it_in_the_basket::9::0::obj100_chocolate_pudding_rerun_chocolate_pudding_s9,libero_object,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,9,0,clean,190,True,False,True,True,True,True,True,False,OK,
obj100_orange_juice_orange_juice_s0,libero_object::9::pick_up_the_orange_juice_and_place_it_in_the_basket::0::0::obj100_orange_juice_orange_juice_s0,libero_object,pick_up_the_orange_juice_and_place_it_in_the_basket,0,0,clean,213,True,False,True,True,True,True,True,False,OK,
obj100_orange_juice_orange_juice_s1,libero_object::9::pick_up_the_orange_juice_and_place_it_in_the_basket::1::0::obj100_orange_juice_orange_juice_s1,libero_object,pick_up_the_orange_juice_and_place_it_in_the_basket,1,0,clean,136,True,False,True,True,True,True,True,False,OK,
obj100_orange_juice_orange_juice_s2,libero_object::9::pick_up_the_orange_juice_and_place_it_in_the_basket::2::0::obj100_orange_juice_orange_juice_s2,libero_object,pick_up_the_orange_juice_and_place_it_in_the_basket,2,0,clean,133,True,False,True,True,True,True,True,False,OK,
obj100_orange_juice_orange_juice_s3,libero_object::9::pick_up_the_orange_juice_and_place_it_in_the_basket::3::0::obj100_orange_juice_orange_juice_s3,libero_object,pick_up_the_orange_juice_and_place_it_in_the_basket,3,0,clean,132,True,False,True,True,True,True,True,False,OK,
obj100_orange_juice_orange_juice_s4,libero_object::9::pick_up_the_orange_juice_and_place_it_in_the_basket::4::0::obj100_orange_juice_orange_juice_s4,libero_object,pick_up_the_orange_juice_and_place_it_in_the_basket,4,0,clean,143,True,False,True,True,True,True,True,False,OK,
