Warning: Permanently added '10.60.133.3' (ED25519) to the list of known hosts.
Warning: Permanently added '10.60.133.4' (ED25519) to the list of known hosts.
parent_id,pair_id,task_key,state_id,seed,window_start,window_end,source_batch,cmd_any_raw,cmd_specific,random_sensitive,phys_any_raw,vis_specific_physical,label_tier,silver_status,n_silver_repeats,vis_cmd_rate,rand_cmd_rate,vis_phys_rate,bronze_cmd_orig,bronze_phys_orig,bronze_rand_orig,clean_open_count,clean_open_frac,raw_gripper_mean,raw_gripper_max,qpos_pre,qpos_mean,qpos_max,qpos_slope,eef_disp,stratum,actual_max_step,trace_version,source_snapshot_id,prompt_style,image_preprocess_style,qpos_source,open_convention,freeze_sha,source_feature_table
bronze_butter_s0_w85_95,bronze_butter_s0_w85_95,butter,0,0,85,95,rescue,-1,-1,-1,-1,-1,rescue_unstable,unstable,2,0.5,0.5,0.0,0,1,0,1,0.091,0.0906,0.9961,0.009634,0.003755,0.008975,-0.0005994,0.002989,high_opportunity,261,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,obs_robot0_gripper_qpos,env_action_6_lt_neg_0p5_means_OPEN,d4a3827,rescue_override
bronze_butter_s0_w90_100,bronze_butter_s0_w90_100,butter,0,0,90,100,rescue,-1,0,1,-1,0,rescue_rand,stable_rand,1,0.0,1.0,0.0,0,1,1,4,0.364,0.3622,0.9961,0.002733,0.002865,0.006165,0.0003755,0.001875,medium_opportunity,261,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,obs_robot0_gripper_qpos,env_action_6_lt_neg_0p5_means_OPEN,d4a3827,rescue_override
bronze_butter_s0_w95_105,bronze_butter_s0_w95_105,butter,0,0,95,105,rescue,-1,0,1,-1,1,rescue_phys,stable_rand,1,0.0,1.0,0.0,0,1,1,8,0.727,0.7244,0.9961,0.003513,0.015302,0.048384,0.0045403,0.022698,hard_negative_or_idle,261,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,obs_robot0_gripper_qpos,env_action_6_lt_neg_0p5_means_OPEN,d4a3827,rescue_override
bronze_butter_s0_w125_135,bronze_butter_s0_w125_135,butter,0,0,125,135,bronze,-1,0,0,-1,0,bronze,,0,,,,,,,2,0.182,0.1811,0.9961,0.05943,0.017422,0.05059,-0.0047711,0.023865,high_opportunity,261,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,obs_robot0_gripper_qpos,env_action_6_lt_neg_0p5_means_OPEN,d4a3827,bronze
bronze_butter_s0_w135_145,bronze_butter_s0_w135_145,butter,0,0,135,145,rescue,-1,1,0,-1,1,rescue_cmd,stable_rand,2,0.5,1.0,0.5,1,1,0,8,0.727,0.7244,0.9961,0.003571,0.010446,0.029676,0.0026797,0.013409,hard_negative_or_idle,261,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,obs_robot0_gripper_qpos,env_action_6_lt_neg_0p5_means_OPEN,d4a3827,rescue_override
bronze_cream_cheese_s0_w90_100,bronze_cream_cheese_s0_w90_100,cream_cheese,0,0,90,100,bronze,-1,0,0,-1,0,bronze,,0,,,,,,,0,0.0,0.0,0.0,0.036837,0.036826,0.036835,-1.6e-06,0.000126,medium_opportunity,147,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,obs_robot0_gripper_qpos,env_action_6_lt_neg_0p5_means_OPEN,d4a3827,bronze
bronze_cream_cheese_s0_w95_105,bronze_cream_cheese_s0_w95_105,cream_cheese,0,0,95,105,bronze,-1,0,0,-1,0,bronze,,0,,,,,,,0,0.0,0.0,0.0,0.036827,0.036819,0.036826,-1.2e-06,0.00013,medium_opportunity,147,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,obs_robot0_gripper_qpos,env_action_6_lt_neg_0p5_means_OPEN,d4a3827,bronze
bronze_cream_cheese_s1_w80_90,bronze_cream_cheese_s1_w80_90,cream_cheese,1,1,80,90,bronze,-1,0,0,-1,0,bronze,,0,,,,,,,0,0.0,0.0,0.0,0.038849,0.008554,0.030263,-0.0028172,0.014084,high_opportunity,299,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,obs_robot0_gripper_qpos,env_action_6_lt_neg_0p5_means_OPEN,d4a3827,bronze
bronze_cream_cheese_s1_w85_95,bronze_cream_cheese_s1_w85_95,cream_cheese,1,1,85,95,silver,-1,1,0,-1,0,silver_cmd,stable_cmd,2,1.0,0.0,0.5,1,1,0,3,0.273,0.2717,0.9961,0.00544,0.003132,0.00677,0.0002846,0.001407,high_opportunity,299,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,obs_robot0_gripper_qpos,env_action_6_lt_neg_0p5_means_OPEN,d4a3827,silver_override
bronze_cream_cheese_s2_w65_75,bronze_cream_cheese_s2_w65_75,cream_cheese,2,2,65,75,bronze,-1,0,0,-1,0,bronze,,0,,,,,,,9,0.818,0.815,0.9961,0.002284,0.017424,0.048642,0.0045285,0.022639,hard_negative_or_idle,299,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,obs_robot0_gripper_qpos,env_action_6_lt_neg_0p5_means_OPEN,d4a3827,bronze
bronze_milk_s0_w70_80,bronze_milk_s0_w70_80,milk,0,0,70,80,silver,-1,1,0,-1,1,silver_cmd,stable_cmd+phys,2,1.0,0.0,1.0,1,0,0,1,0.091,0.0906,0.9961,0.031765,0.006203,0.021902,-0.0019415,0.009799,high_opportunity,299,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,obs_robot0_gripper_qpos,env_action_6_lt_neg_0p5_means_OPEN,d4a3827,silver_override
bronze_milk_s0_w75_85,bronze_milk_s0_w75_85,milk,0,0,75,85,rescue,-1,1,0,-1,1,rescue_cmd,stable_rand,1,0.0,1.0,1.0,0,1,1,5,0.455,0.4528,0.9961,0.004008,0.005674,0.02072,0.0017597,0.008739,medium_opportunity,299,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,obs_robot0_gripper_qpos,env_action_6_lt_neg_0p5_means_OPEN,d4a3827,rescue_override
bronze_milk_s0_w80_90,bronze_milk_s0_w80_90,milk,0,0,80,90,rescue,-1,0,1,-1,0,rescue_rand,stable_rand,1,1.0,1.0,1.0,0,1,1,9,0.818,0.815,0.9961,0.002089,0.020994,0.049879,0.0047392,0.023639,hard_negative_or_idle,299,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,obs_robot0_gripper_qpos,env_action_6_lt_neg_0p5_means_OPEN,d4a3827,rescue_override
bronze_milk_s0_w235_245,bronze_milk_s0_w235_245,milk,0,0,235,245,bronze,-1,0,0,-1,0,bronze,,0,,,,,,,0,0.0,0.0,0.0,0.003997,0.002109,0.003116,-0.0001504,0.000753,medium_opportunity,299,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,obs_robot0_gripper_qpos,env_action_6_lt_neg_0p5_means_OPEN,d4a3827,bronze
bronze_orange_juice_s0_w70_80,bronze_orange_juice_s0_w70_80,orange_juice,0,0,70,80,bronze,-1,0,0,-1,0,bronze,,0,,,,,,,0,0.0,0.0,0.0,0.053959,0.048809,0.049154,-7.29e-05,0.001026,high_opportunity,210,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,obs_robot0_gripper_qpos,env_action_6_lt_neg_0p5_means_OPEN,d4a3827,bronze
bronze_orange_juice_s0_w75_85,bronze_orange_juice_s0_w75_85,orange_juice,0,0,75,85,bronze,-1,0,0,-1,0,bronze,,0,,,,,,,0,0.0,0.0,0.0,0.048889,0.048429,0.048808,-7.47e-05,0.000105,medium_opportunity,210,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,obs_robot0_gripper_qpos,env_action_6_lt_neg_0p5_means_OPEN,d4a3827,bronze
bronze_orange_juice_s0_w80_90,bronze_orange_juice_s0_w80_90,orange_juice,0,0,80,90,silver,-1,1,0,-1,0,silver_cmd,stable_cmd,2,1.0,0.0,0.5,1,0,0,0,0.0,0.0,0.0,0.0485,0.048063,0.048425,-7.16e-05,0.000102,medium_opportunity,210,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,obs_robot0_gripper_qpos,env_action_6_lt_neg_0p5_means_OPEN,d4a3827,silver_override
bronze_orange_juice_s1_w50_60,bronze_orange_juice_s1_w50_60,orange_juice,1,1,50,60,rescue,-1,0,0,-1,0,rescue_hard_neg,stable_rand,1,0.0,1.0,0.0,0,0,1,8,0.727,0.7244,0.9961,0.008861,0.012263,0.038803,0.0032693,0.016347,hard_negative_or_idle,299,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,obs_robot0_gripper_qpos,env_action_6_lt_neg_0p5_means_OPEN,d4a3827,rescue_override
bronze_salad_dressing_s1_w55_65,bronze_salad_dressing_s1_w55_65,salad_dressing,1,1,55,65,bronze,-1,0,0,-1,0,bronze,,0,,,,,,,0,0.0,0.0,0.0,0.042817,0.035861,0.037508,-0.0002574,0.000745,medium_opportunity,114,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,obs_robot0_gripper_qpos,env_action_6_lt_neg_0p5_means_OPEN,d4a3827,bronze
bronze_salad_dressing_s1_w60_70,bronze_salad_dressing_s1_w60_70,salad_dressing,1,1,60,70,bronze,-1,0,0,-1,0,bronze,,0,,,,,,,0,0.0,0.0,0.0,0.035947,0.034948,0.035777,-0.0001613,0.000597,medium_opportunity,114,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,obs_robot0_gripper_qpos,env_action_6_lt_neg_0p5_means_OPEN,d4a3827,bronze
bronze_salad_dressing_s2_w70_80,bronze_salad_dressing_s2_w70_80,salad_dressing,2,2,70,80,silver,-1,1,0,-1,0,silver_cmd,stable_cmd,2,1.0,0.0,0.0,1,0,0,0,0.0,0.0,0.0,0.067934,0.022046,0.059749,-0.0057122,0.028595,high_opportunity,262,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,obs_robot0_gripper_qpos,env_action_6_lt_neg_0p5_means_OPEN,d4a3827,silver_override
bronze_salad_dressing_s2_w75_85,bronze_salad_dressing_s2_w75_85,salad_dressing,2,2,75,85,bronze,-1,0,0,-1,0,bronze,,0,,,,,,,0,0.0,0.0,0.0,0.021846,0.004334,0.01341,-0.00115,0.005806,high_opportunity,262,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,obs_robot0_gripper_qpos,env_action_6_lt_neg_0p5_means_OPEN,d4a3827,bronze
bronze_tomato_sauce_s0_w50_60,bronze_tomato_sauce_s0_w50_60,tomato_sauce,0,0,50,60,rescue,-1,1,0,-1,0,rescue_cmd,unstable,2,0.5,0.0,0.0,1,0,0,2,0.182,0.1811,0.9961,0.059749,0.054873,0.055118,-1.05e-05,0.000212,medium_opportunity,140,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,obs_robot0_gripper_qpos,env_action_6_lt_neg_0p5_means_OPEN,d4a3827,rescue_override
bronze_tomato_sauce_s0_w55_65,bronze_tomato_sauce_s0_w55_65,tomato_sauce,0,0,55,65,rescue,-1,1,0,-1,0,rescue_cmd,unstable,2,0.5,0.0,0.0,1,0,0,0,0.0,0.0,0.0,0.054948,0.054743,0.054897,-2.39e-05,0.000163,medium_opportunity,140,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,obs_robot0_gripper_qpos,env_action_6_lt_neg_0p5_means_OPEN,d4a3827,rescue_override
bronze_tomato_sauce_s2_w85_95,bronze_tomato_sauce_s2_w85_95,tomato_sauce,2,2,85,95,rescue,-1,-1,-1,-1,-1,rescue_unstable,unstable,2,1.0,0.5,1.0,1,0,0,0,0.0,0.0,0.0,0.033528,0.006369,0.022899,-0.0020886,0.011005,high_opportunity,299,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,obs_robot0_gripper_qpos,env_action_6_lt_neg_0p5_means_OPEN,d4a3827,rescue_override
bronze_tomato_sauce_s2_w95_105,bronze_tomato_sauce_s2_w95_105,tomato_sauce,2,2,95,105,silver,-1,1,0,-1,1,silver_cmd,stable_cmd+phys,2,1.0,0.0,1.0,1,1,0,3,0.273,0.2717,0.9961,0.002104,0.003997,0.009932,0.0007168,0.003561,high_opportunity,299,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,obs_robot0_gripper_qpos,env_action_6_lt_neg_0p5_means_OPEN,d4a3827,silver_override
bronze_tomato_sauce_s2_w115_125,bronze_tomato_sauce_s2_w115_125,tomato_sauce,2,2,115,125,silver,-1,1,0,-1,1,silver_cmd,stable_cmd+phys,1,1.0,0.0,1.0,0,1,1,8,0.727,0.7244,0.9961,0.009372,0.015534,0.03133,0.0023618,0.011822,hard_negative_or_idle,299,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,obs_robot0_gripper_qpos,env_action_6_lt_neg_0p5_means_OPEN,d4a3827,silver_override
bronze_tomato_sauce_s2_w165_175,bronze_tomato_sauce_s2_w165_175,tomato_sauce,2,2,165,175,silver,-1,1,0,-1,0,silver_cmd,stable_cmd,1,1.0,0.0,0.0,1,1,0,8,0.727,0.7244,0.9961,0.00205,0.015375,0.048386,0.0045181,0.022595,hard_negative_or_idle,299,corrected_stageb_v1_1,f9840cb1,official_in_out,official_rot180_only,obs_robot0_gripper_qpos,env_action_6_lt_neg_0p5_means_OPEN,d4a3827,silver_override
