seed,condition,step,in_window,clean_token,clean_class,executed_token,executed_class,clean_env,executed_env,score_argmax,score_invariant_ok,score_gap,score_31744,score_31872,qpos_before,qpos_after,qpos_delta,eef_step_delta,eef_object_dist,obj_step_z_delta,success_primary
80,vis_pgd,70,1,31744,CLIP_MEDIATED_OPEN,31744,CLIP_MEDIATED_OPEN,-1.0,-1.0,31744,1,39.375,63.0,23.625,-1.755e-05,-2.024e-05,-2.68e-06,0.006798051338435152,0.11483270089134019,0.0,0
80,vis_pgd,71,1,31744,CLIP_MEDIATED_OPEN,31744,CLIP_MEDIATED_OPEN,-1.0,-1.0,31744,1,30.625,60.5,29.875,-2.024e-05,-1.856e-05,1.68e-06,0.005990200747888189,0.10962560635636183,0.0,0
80,vis_pgd,72,1,31744,CLIP_MEDIATED_OPEN,31744,CLIP_MEDIATED_OPEN,-1.0,-1.0,31744,1,39.75,61.75,11.8125,-1.856e-05,-1.613e-05,2.42e-06,0.0053494924992937435,0.10455663763243346,0.0,0
80,vis_pgd,73,1,31744,CLIP_MEDIATED_OPEN,31744,CLIP_MEDIATED_OPEN,-1.0,-1.0,31744,1,28.625,56.0,27.375,-1.613e-05,-1.144e-05,4.7e-06,0.006073597451263948,0.09857454289521206,0.0,0
80,vis_pgd,74,1,31744,CLIP_MEDIATED_OPEN,31744,CLIP_MEDIATED_OPEN,-1.0,-1.0,31744,1,23.125,52.25,29.125,-1.144e-05,-8.34e-06,3.1e-06,0.005334514598349134,0.09339749862282179,0.0,0
80,vis_pgd,75,1,31744,CLIP_MEDIATED_OPEN,31744,CLIP_MEDIATED_OPEN,-1.0,-1.0,31744,1,19.125,45.5,26.375,-8.34e-06,-5.32e-06,3.02e-06,0.004936654130076362,0.08868408800342933,0.0,0
80,vis_pgd,76,1,31744,CLIP_MEDIATED_OPEN,31744,CLIP_MEDIATED_OPEN,-1.0,-1.0,31744,1,17.25,41.25,24.0,-5.32e-06,-1.42e-06,3.9e-06,0.0054504119110393755,0.0834677129014567,0.0,0
80,vis_pgd,77,1,31744,CLIP_MEDIATED_OPEN,31744,CLIP_MEDIATED_OPEN,-1.0,-1.0,31744,1,22.75,58.5,35.75,-1.42e-06,-3.68e-06,-2.26e-06,0.005869450229791548,0.07786522854907703,0.0,0
80,vis_pgd,78,1,31744,CLIP_MEDIATED_OPEN,31744,CLIP_MEDIATED_OPEN,-1.0,-1.0,31744,1,7.25,41.5,34.25,-3.68e-06,2.54e-06,6.22e-06,0.006866146007768846,0.07123638700832602,0.0,0
80,vis_pgd,79,1,31744,CLIP_MEDIATED_OPEN,31744,CLIP_MEDIATED_OPEN,-1.0,-1.0,31744,1,5.25,41.25,36.0,2.54e-06,-0.00010671,-0.00010926,0.006586041451433472,0.06499077609938197,-0.00015999999999999348,0
80,vis_pgd,80,0,31744,CLIP_MEDIATED_OPEN,31744,CLIP_MEDIATED_OPEN,-1.0,-1.0,31744,1,23.25,52.25,29.0,-0.00010671,-0.00027843,-0.00017172,0.005849701701796425,0.05967308890949085,-2.8000000000000247e-05,0
80,vis_pgd,81,0,31872,NATIVE_CLOSE,31872,NATIVE_CLOSE,1.0,1.0,31872,1,1.25,43.5,44.75,-0.00027843,0.00010576,0.00038419,0.0018113679913258948,0.059435586604323166,7.199999999999568e-05,0
80,vis_pgd,82,0,31744,CLIP_MEDIATED_OPEN,31744,CLIP_MEDIATED_OPEN,-1.0,-1.0,31744,1,11.25,47.0,35.75,0.00010576,0.00041068,0.00030492,0.0009861044569415642,0.059403177372931826,2.8000000000000247e-05,0
80,vis_pgd,83,0,31744,CLIP_MEDIATED_OPEN,31744,CLIP_MEDIATED_OPEN,-1.0,-1.0,31744,1,16.625,42.0,25.375,0.00041068,0.00037851,-3.217e-05,0.0020050423935667775,0.05846450227274667,8.299999999999974e-05,0
80,vis_pgd,84,0,31872,NATIVE_CLOSE,31872,NATIVE_CLOSE,1.0,1.0,31872,1,7.75,39.25,47.0,0.00037851,0.00033091,-4.76e-05,0.0033901811161057374,0.055953036709369054,4.000000000004e-06,0
80,vis_pgd,85,0,31872,NATIVE_CLOSE,31872,NATIVE_CLOSE,1.0,1.0,31872,1,27.75,27.75,55.5,0.00033091,0.00029671,-3.42e-05,0.0035499726759511824,0.05321179480152873,5.7999999999995555e-05,0
81,random_linf,68,0,31744,CLIP_MEDIATED_OPEN,31744,CLIP_MEDIATED_OPEN,-1.0,-1.0,31744,1,38.75,59.0,16.75,-3.051e-05,-2.458e-05,5.93e-06,0.00693742257614455,0.12522605648985358,0.0,0
81,random_linf,69,0,31744,CLIP_MEDIATED_OPEN,31744,CLIP_MEDIATED_OPEN,-1.0,-1.0,31744,1,31.875,60.5,28.625,-2.458e-05,-1.755e-05,7.03e-06,0.006991643154509516,0.11982201883627233,0.0,0
81,random_linf,70,1,31744,CLIP_MEDIATED_OPEN,31744,CLIP_MEDIATED_OPEN,-1.0,-1.0,31744,1,11.25,44.5,33.25,-1.755e-05,-1.236e-05,5.2e-06,0.006798051338435152,0.11483270089134019,0.0,0
81,random_linf,71,1,31744,CLIP_MEDIATED_OPEN,31744,CLIP_MEDIATED_OPEN,-1.0,-1.0,31744,1,3.5,50.25,46.75,-1.236e-05,-1.137e-05,9.9e-07,0.003871776207375631,0.11206287853254529,0.0,0
81,random_linf,72,1,31744,CLIP_MEDIATED_OPEN,31744,CLIP_MEDIATED_OPEN,-1.0,-1.0,31744,1,25.25,54.25,29.0,-1.137e-05,-7.96e-06,3.4e-06,0.003411049252063066,0.11416055445730808,0.0,0
81,random_linf,73,1,31744,CLIP_MEDIATED_OPEN,31744,CLIP_MEDIATED_OPEN,-1.0,-1.0,31744,1,5.0,46.0,41.0,-7.96e-06,-5.95e-06,2.02e-06,0.004246429205815169,0.11788358912503472,0.0,0
81,random_linf,74,1,31744,CLIP_MEDIATED_OPEN,31744,CLIP_MEDIATED_OPEN,-1.0,-1.0,31872,0,0.0,41.5,41.5,-5.95e-06,-3.46e-06,2.49e-06,0.006168667441190185,0.12331703964578455,0.0,0
81,random_linf,75,1,31744,CLIP_MEDIATED_OPEN,31872,NATIVE_CLOSE,-1.0,1.0,31872,1,12.125,29.375,41.5,-3.46e-06,2.489e-05,2.835e-05,0.010374905493545477,0.13243739578759467,0.0,0
81,random_linf,76,1,31744,CLIP_MEDIATED_OPEN,31872,NATIVE_CLOSE,-1.0,1.0,31872,1,10.75,31.75,42.5,2.489e-05,4.034e-05,1.545e-05,0.009070583718813233,0.1402750453858419,0.0,0
81,random_linf,77,1,31744,CLIP_MEDIATED_OPEN,31872,NATIVE_CLOSE,-1.0,1.0,31872,1,6.0,38.5,44.5,4.034e-05,2.239e-05,-1.794e-05,0.00924138393315635,0.14843678173215696,0.0,0
81,random_linf,78,1,31744,CLIP_MEDIATED_OPEN,31872,NATIVE_CLOSE,-1.0,1.0,31872,1,8.75,42.75,51.5,2.239e-05,9.932e-05,7.693e-05,0.004097701916928545,0.15217869762223618,0.0,0
81,random_linf,79,1,31744,CLIP_MEDIATED_OPEN,31872,NATIVE_CLOSE,-1.0,1.0,31872,1,26.625,25.625,52.25,9.932e-05,0.00016636,6.704e-05,0.005047767328235334,0.15673705791866838,0.0,0
81,random_linf,80,0,31744,CLIP_MEDIATED_OPEN,31744,CLIP_MEDIATED_OPEN,-1.0,-1.0,31744,1,39.625,59.5,16.375,0.00016636,6.612e-05,-0.00010024,0.01131870019039288,0.1671519011827266,0.0,0
81,random_linf,81,0,31744,CLIP_MEDIATED_OPEN,31744,CLIP_MEDIATED_OPEN,-1.0,-1.0,31744,1,35.75,59.0,23.25,6.612e-05,2.003e-05,-4.609e-05,0.005216174651983981,0.1720393974559316,0.0,0
81,random_linf,82,0,31744,CLIP_MEDIATED_OPEN,31744,CLIP_MEDIATED_OPEN,-1.0,-1.0,31744,1,46.25,66.5,20.25,2.003e-05,6.46e-06,-1.357e-05,0.004747825818203524,0.16875150365256011,0.0,0
81,random_linf,83,0,31744,CLIP_MEDIATED_OPEN,31744,CLIP_MEDIATED_OPEN,-1.0,-1.0,31744,1,44.625,62.5,16.0,6.46e-06,2.97e-06,-3.49e-06,0.006258454361901199,0.16395125374939956,0.0,0
81,random_linf,84,0,31744,CLIP_MEDIATED_OPEN,31744,CLIP_MEDIATED_OPEN,-1.0,-1.0,31744,1,33.375,54.25,20.875,2.97e-06,-2.546e-05,-2.843e-05,0.006344199319063049,0.15934123356808808,0.0,0
81,random_linf,85,0,31744,CLIP_MEDIATED_OPEN,31744,CLIP_MEDIATED_OPEN,-1.0,-1.0,31744,1,36.625,56.0,19.375,-2.546e-05,-1.72e-05,8.26e-06,0.00721785155014981,0.1547102028245067,0.0,0
81,vis_pgd,68,0,31744,CLIP_MEDIATED_OPEN,31744,CLIP_MEDIATED_OPEN,-1.0,-1.0,31744,1,38.75,59.0,16.75,-3.051e-05,-2.458e-05,5.93e-06,0.00693742257614455,0.12522605648985358,0.0,0
81,vis_pgd,69,0,31744,CLIP_MEDIATED_OPEN,31744,CLIP_MEDIATED_OPEN,-1.0,-1.0,31744,1,31.875,60.5,28.625,-2.458e-05,-1.755e-05,7.03e-06,0.006991643154509516,0.11982201883627233,0.0,0
81,vis_pgd,70,1,31744,CLIP_MEDIATED_OPEN,31744,CLIP_MEDIATED_OPEN,-1.0,-1.0,31744,1,38.75,63.75,25.0,-1.755e-05,-2.024e-05,-2.68e-06,0.006798051338435152,0.11483270089134019,0.0,0
81,vis_pgd,71,1,31744,CLIP_MEDIATED_OPEN,31744,CLIP_MEDIATED_OPEN,-1.0,-1.0,31744,1,29.0,61.0,32.0,-2.024e-05,-1.856e-05,1.68e-06,0.005990200747888189,0.10962560635636183,0.0,0
81,vis_pgd,72,1,31744,CLIP_MEDIATED_OPEN,31744,CLIP_MEDIATED_OPEN,-1.0,-1.0,31744,1,37.375,59.0,21.625,-1.856e-05,-1.771e-05,8.5e-07,0.0053494924992937435,0.10455663763243346,0.0,0
81,vis_pgd,73,1,31744,CLIP_MEDIATED_OPEN,31744,CLIP_MEDIATED_OPEN,-1.0,-1.0,31744,1,40.75,61.25,20.5,-1.771e-05,-1.371e-05,3.99e-06,0.006301007379776663,0.09836515245248187,0.0,0
81,vis_pgd,74,1,31744,CLIP_MEDIATED_OPEN,31744,CLIP_MEDIATED_OPEN,-1.0,-1.0,31744,1,31.25,56.0,24.75,-1.371e-05,-9.28e-06,4.43e-06,0.007017956753927733,0.091420678415772,0.0,0
81,vis_pgd,75,1,31744,CLIP_MEDIATED_OPEN,31744,CLIP_MEDIATED_OPEN,-1.0,-1.0,31744,1,18.75,49.5,30.75,-9.28e-06,-5.06e-06,4.22e-06,0.006513128741242566,0.08499980588213128,0.0,0
81,vis_pgd,76,1,31744,CLIP_MEDIATED_OPEN,31744,CLIP_MEDIATED_OPEN,-1.0,-1.0,31744,1,19.0,57.5,38.5,-5.06e-06,-3.52e-06,1.54e-06,0.00533097064332567,0.07991783705781833,0.0,0
81,vis_pgd,77,1,31744,CLIP_MEDIATED_OPEN,31744,CLIP_MEDIATED_OPEN,-1.0,-1.0,31744,1,14.75,56.75,42.0,-3.52e-06,1.4e-06,4.92e-06,0.006051519230738669,0.07409003377648037,0.0,0
81,vis_pgd,78,1,31744,CLIP_MEDIATED_OPEN,31744,CLIP_MEDIATED_OPEN,-1.0,-1.0,31744,1,4.5,54.75,50.25,1.4e-06,5.81e-06,4.41e-06,0.006079546282412853,0.06823015976824326,0.0,0
81,vis_pgd,79,1,31872,NATIVE_CLOSE,31872,NATIVE_CLOSE,1.0,1.0,31872,1,1.75,46.75,48.5,5.81e-06,0.00040954,0.00040373,0.005308051525748414,0.06328327738826428,-0.00019099999999999673,0
81,vis_pgd,80,0,31872,NATIVE_CLOSE,31872,NATIVE_CLOSE,1.0,1.0,31872,1,3.5,49.25,52.75,0.00040954,0.00274955,0.00234002,0.004626602749318334,0.059349015493098116,0.0002720000000000014,0
81,vis_pgd,81,0,31872,NATIVE_CLOSE,31872,NATIVE_CLOSE,1.0,1.0,31872,1,33.625,14.5,50.25,0.00274955,0.00476221,0.00201266,0.0013425758823991986,0.058571736332466706,0.0002009999999999998,0
81,vis_pgd,82,0,31872,NATIVE_CLOSE,31872,NATIVE_CLOSE,1.0,1.0,31872,1,32.5,16.625,50.25,0.00476221,0.0049807,0.00021849,0.00174416369644595,0.05877945461638786,0.00023000000000000104,0
81,vis_pgd,83,0,31872,NATIVE_CLOSE,31872,NATIVE_CLOSE,1.0,1.0,31872,1,23.625,25.875,49.5,0.0049807,0.00578466,0.00080396,0.0017671290275472196,0.058781833460687494,0.0007699999999999999,0
81,vis_pgd,84,0,31872,NATIVE_CLOSE,31872,NATIVE_CLOSE,1.0,1.0,31872,1,9.0,34.75,43.75,0.00578466,0.00638193,0.00059727,0.0019228803914960527,0.05847737882292605,0.0008589999999999987,0
81,vis_pgd,85,0,31872,NATIVE_CLOSE,31872,NATIVE_CLOSE,1.0,1.0,31872,1,7.0,35.75,42.75,0.00638193,0.00637112,-1.081e-05,0.0022521760588373125,0.05831228181095299,0.0009849999999999998,0
82,random_linf,68,0,31744,CLIP_MEDIATED_OPEN,31744,CLIP_MEDIATED_OPEN,-1.0,-1.0,31744,1,36.375,59.75,23.375,-5.021e-05,-4.706e-05,3.15e-06,0.006658864843199622,0.09080256677539461,0.0,0
82,random_linf,69,0,31744,CLIP_MEDIATED_OPEN,31744,CLIP_MEDIATED_OPEN,-1.0,-1.0,31744,1,34.25,58.75,24.5,-4.706e-05,-4.505e-05,2.01e-06,0.004862499048843097,0.08595743664163095,0.0,0
82,random_linf,70,1,31744,CLIP_MEDIATED_OPEN,31872,NATIVE_CLOSE,-1.0,1.0,31872,1,6.5,32.5,39.0,-4.505e-05,-3.726e-05,7.79e-06,0.004900066734239427,0.0810865885951555,0.0,0
82,random_linf,71,1,31744,CLIP_MEDIATED_OPEN,31744,CLIP_MEDIATED_OPEN,-1.0,-1.0,31744,1,15.75,50.25,34.5,-3.726e-05,7.9e-07,3.805e-05,0.0022450917575903223,0.08134868142139737,0.0,0
82,random_linf,72,1,31744,CLIP_MEDIATED_OPEN,31744,CLIP_MEDIATED_OPEN,-1.0,-1.0,31744,1,9.75,44.75,35.0,7.9e-07,2.477e-05,2.398e-05,0.0033014096989013577,0.08345264113855236,0.0,0
82,random_linf,73,1,31744,CLIP_MEDIATED_OPEN,31872,NATIVE_CLOSE,-1.0,1.0,31872,1,5.25,42.5,47.75,2.477e-05,2.183e-05,-2.94e-06,0.0014771120472056236,0.08290715612659742,0.0,0
82,random_linf,74,1,31744,CLIP_MEDIATED_OPEN,31744,CLIP_MEDIATED_OPEN,-1.0,-1.0,31744,1,2.75,47.75,45.0,2.183e-05,1.875e-05,-3.08e-06,0.004549010002187287,0.08613167471377763,0.0,0
82,random_linf,75,1,31744,CLIP_MEDIATED_OPEN,31872,NATIVE_CLOSE,-1.0,1.0,31872,1,3.0,32.75,35.75,1.875e-05,3.2e-05,1.325e-05,0.009728691433075668,0.09457754883692006,0.0,0
82,random_linf,76,1,31744,CLIP_MEDIATED_OPEN,31872,NATIVE_CLOSE,-1.0,1.0,31872,1,6.0,34.0,40.0,3.2e-05,4.615e-05,1.415e-05,0.011233545522229393,0.10504001647467502,0.0,0
82,random_linf,77,1,31744,CLIP_MEDIATED_OPEN,31744,CLIP_MEDIATED_OPEN,-1.0,-1.0,31744,1,1.5,41.75,40.25,4.615e-05,1.424e-05,-3.19e-05,0.011215801576347549,0.11546424880455422,0.0,0
82,random_linf,78,1,31744,CLIP_MEDIATED_OPEN,31744,CLIP_MEDIATED_OPEN,-1.0,-1.0,31744,1,4.5,48.75,44.25,1.424e-05,4.164e-05,2.74e-05,0.008654537364873979,0.1231854054383067,0.0,0
82,random_linf,79,1,31744,CLIP_MEDIATED_OPEN,31744,CLIP_MEDIATED_OPEN,-1.0,-1.0,31744,1,4.5,40.5,36.0,4.164e-05,3.68e-06,-3.795e-05,0.001719503998250676,0.1247771519590025,0.0,0
82,random_linf,80,0,31744,CLIP_MEDIATED_OPEN,31744,CLIP_MEDIATED_OPEN,-1.0,-1.0,31744,1,46.0,63.25,14.125,3.68e-06,-3.906e-05,-4.274e-05,0.0008127096652556819,0.12502412011288064,0.0,0
82,random_linf,81,0,31744,CLIP_MEDIATED_OPEN,31744,CLIP_MEDIATED_OPEN,-1.0,-1.0,31744,1,42.625,64.0,11.5625,-3.906e-05,-3.086e-05,8.2e-06,0.0019409394632497038,0.12314189846676882,0.0,0
82,random_linf,82,0,31744,CLIP_MEDIATED_OPEN,31744,CLIP_MEDIATED_OPEN,-1.0,-1.0,31744,1,28.5,56.0,6.28125,-3.086e-05,-4.246e-05,-1.161e-05,0.0059008458715679125,0.1173073700071739,0.0,0
82,random_linf,83,0,31744,CLIP_MEDIATED_OPEN,31744,CLIP_MEDIATED_OPEN,-1.0,-1.0,31744,1,43.875,63.0,12.375,-4.246e-05,-5.249e-05,-1.002e-05,0.0068613760281739196,0.11047364747757722,0.0,0
82,random_linf,84,0,31744,CLIP_MEDIATED_OPEN,31744,CLIP_MEDIATED_OPEN,-1.0,-1.0,31744,1,38.625,58.25,16.75,-5.249e-05,-9.91e-06,4.258e-05,0.007451010468386171,0.10307722564174882,0.0,0
82,random_linf,85,0,31744,CLIP_MEDIATED_OPEN,31744,CLIP_MEDIATED_OPEN,-1.0,-1.0,31744,1,37.0,58.0,11.25,-9.91e-06,-3.764e-05,-2.773e-05,0.007752266765275814,0.09532957894588646,0.0,0
82,vis_pgd,68,0,31744,CLIP_MEDIATED_OPEN,31744,CLIP_MEDIATED_OPEN,-1.0,-1.0,31744,1,43.25,59.75,15.8125,-5.704e-05,-6.1e-05,-3.96e-06,0.008106085491777139,0.09533302776058254,0.0,0
82,vis_pgd,69,0,31744,CLIP_MEDIATED_OPEN,31744,CLIP_MEDIATED_OPEN,-1.0,-1.0,31744,1,36.0,61.5,25.5,-6.1e-05,-5.087e-05,1.013e-05,0.009075689340209931,0.08650069917058474,0.0,0
82,vis_pgd,70,1,31744,CLIP_MEDIATED_OPEN,31744,CLIP_MEDIATED_OPEN,-1.0,-1.0,31744,1,36.875,58.75,21.875,-5.087e-05,-4.752e-05,3.35e-06,0.0067954539215566755,0.07974500623236541,0.0,0
