row_id,episode_key,task_key,state_id,seed,window_start,window_end,stratum,train_use,exclude_reason,mechanism_type,teacher_window_original,opportunity_label,window_start,window_end,gripper_qpos_mean,gripper_qpos_std,gripper_qpos_min,gripper_qpos_max,gripper_qpos_at_start,gripper_qpos_range,gripper_is_closed,gripper_width_mean,gripper_width_std,gripper_command_mean,gripper_command_std,gripper_command_open_rate,clean_open_count,clean_open_rate,clean_longest_open_streak,eef_displacement,eef_z_mean,eef_z_trend,qpos_delta_from_pre,grip_command_delta_from_pre,window_start_frac,window_len_frac,n_window_frames,n_total_steps
10,alphabet_soup_s3,alphabet_soup,3,0,68,98,early_pregrasp_control,train,,,,0,68,98,0.032674,0.000247,0.032607,0.034004,0.034004,0.001397,0.0,0.032674,0.000247,0.0,0.0,0.0,0,0.0,0,0.24549,0.1666,0.1944,-0.006849,-0.7969,0.4121,0.1879,31,165
11,alphabet_soup_s3,alphabet_soup,3,0,40,53,random_noncritical_control,train,,,,0,40,53,0.039672,5.3e-05,0.039589,0.039756,0.039589,0.000167,0.0,0.039672,5.3e-05,0.996078,0.0,1.0,14,1.0,14,0.096359,0.2229,-0.063,0.000237,0.0,0.2424,0.0848,14,165
12,alphabet_soup_s4,alphabet_soup,4,0,132,141,teacher_positive,train,,pick_place_transfer,132-141,1,132,141,0.029583,3e-06,0.029579,0.029588,0.029588,9e-06,1.0,0.029583,3e-06,0.0,0.0,0.0,0,0.0,0,0.028815,0.1729,-0.0283,1e-06,0.0,0.8684,0.0658,10,152
13,alphabet_soup_s4,alphabet_soup,4,0,5,20,far_too_early_control,train,,,,0,5,20,0.038604,0.000767,0.03616,0.039168,0.03616,0.003007,0.0,0.026798,0.018067,0.684804,0.461695,0.6875,11,0.6875,11,0.061963,0.2764,0.0025,0.011722,0.6848,0.0329,0.1053,16,152
14,alphabet_soup_s4,alphabet_soup,4,0,72,102,early_pregrasp_control,train,,,,0,72,102,0.029405,3.6e-05,0.029367,0.029478,0.029381,0.00011,1.0,0.029405,3.6e-05,0.0,0.0,0.0,0,0.0,0,0.303533,0.2407,0.1782,-0.005115,-0.2988,0.4737,0.2039,31,152
15,alphabet_soup_s4,alphabet_soup,4,0,33,44,random_noncritical_control,train,,,,0,33,44,0.039573,6.9e-05,0.03946,0.039679,0.03946,0.000219,0.0,0.039573,6.9e-05,0.996078,0.0,1.0,12,1.0,12,0.077272,0.252,-0.0551,0.000358,0.0,0.2171,0.0789,12,152
16,alphabet_soup_s6,alphabet_soup,6,0,136,145,teacher_positive,train,,pick_place_transfer,136-145,1,136,145,0.035983,9e-06,0.035969,0.035997,0.035997,2.8e-05,0.0,0.035983,9e-06,0.0,0.0,0.0,0,0.0,0,0.067931,0.2059,-0.0633,1.5e-05,0.0,0.8718,0.0641,10,156
17,alphabet_soup_s6,alphabet_soup,6,0,5,20,far_too_early_control,train,,,,0,5,20,0.038637,0.00078,0.036171,0.039222,0.036171,0.003052,0.0,0.026828,0.018088,0.684804,0.461695,0.6875,11,0.6875,11,0.024954,0.2702,-0.0024,0.011743,0.6848,0.0321,0.1026,16,156
18,alphabet_soup_s6,alphabet_soup,6,0,76,106,early_pregrasp_control,train,,,,0,76,106,0.036137,0.000305,0.035871,0.036532,0.036532,0.000661,0.0,0.036137,0.000305,0.0,0.0,0.0,0,0.0,0,0.279599,0.1757,0.216,-0.003021,-0.6475,0.4872,0.1987,31,156
19,alphabet_soup_s6,alphabet_soup,6,0,68,86,random_noncritical_control,train,,,,0,68,86,0.037228,0.001176,0.036477,0.040133,0.040133,0.003656,0.0,0.037228,0.001176,0.052425,0.222421,0.0526,1,0.0526,1,0.07608,0.0692,0.0748,-0.00243,-0.9437,0.4359,0.1218,19,156
20,alphabet_soup_s7,alphabet_soup,7,0,151,160,teacher_positive,train,,pick_place_transfer,151-160,1,151,160,0.031458,1.8e-05,0.031429,0.031486,0.031429,5.7e-05,0.0,0.031458,1.8e-05,0.0,0.0,0.0,0,0.0,0,0.096581,0.2879,-0.0044,9.5e-05,0.0,0.8436,0.0559,10,179
21,alphabet_soup_s7,alphabet_soup,7,0,5,20,far_too_early_control,train,,,,0,5,20,0.038641,0.000784,0.036168,0.039237,0.036168,0.003069,0.0,0.026833,0.018091,0.684804,0.461695,0.6875,11,0.6875,11,0.002958,0.2624,-0.0007,0.011749,0.6848,0.0279,0.0894,16,179
22,alphabet_soup_s7,alphabet_soup,7,0,91,121,early_pregrasp_control,train,,,,0,91,121,0.034908,0.00414,0.03125,0.039965,0.039935,0.008715,0.0,0.034908,0.00414,0.321316,0.465631,0.3226,10,0.3226,10,0.051329,0.1094,0.0442,-0.004972,-0.6748,0.5084,0.1732,31,179
23,alphabet_soup_s7,alphabet_soup,7,0,36,52,random_noncritical_control,train,,,,0,36,52,0.039728,5.8e-05,0.039622,0.039813,0.039622,0.000191,0.0,0.039728,5.8e-05,0.996078,0.0,1.0,17,1.0,17,0.005232,0.2619,-0.0003,0.000347,0.0,0.2011,0.095,17,179
24,alphabet_soup_s8,alphabet_soup,8,0,131,140,teacher_positive,train,,pick_place_transfer,131-140,1,131,140,0.030784,2e-06,0.030781,0.030787,0.030786,6e-06,0.0,0.030784,2e-06,0.0,0.0,0.0,0,0.0,0,0.069761,0.2419,-0.0639,4.7e-05,0.0,0.8618,0.0658,10,152
25,alphabet_soup_s8,alphabet_soup,8,0,5,20,far_too_early_control,train,,,,0,5,20,0.038639,0.000787,0.036155,0.039234,0.036155,0.003079,0.0,0.026833,0.018091,0.684804,0.461695,0.6875,11,0.6875,11,0.017164,0.2515,-0.0018,0.011761,0.6848,0.0329,0.1053,16,152
26,alphabet_soup_s8,alphabet_soup,8,0,71,101,early_pregrasp_control,train,,,,0,71,101,0.030519,4e-05,0.030478,0.030603,0.030482,0.000125,0.0,0.030519,4e-05,0.0,0.0,0.0,0,0.0,0,0.269561,0.2543,0.1594,-0.003668,-0.3486,0.4671,0.2039,31,152
27,alphabet_soup_s8,alphabet_soup,8,0,27,37,random_noncritical_control,train,,,,0,27,37,0.039477,5e-05,0.039397,0.039556,0.039397,0.00016,0.0,0.039477,5e-05,0.996078,0.0,1.0,11,1.0,11,0.107678,0.2439,-0.0096,0.000448,0.1494,0.1776,0.0724,11,152
28,alphabet_soup_s9,alphabet_soup,9,0,146,155,teacher_positive,train,,pick_place_transfer,146-155,1,146,155,0.031406,3e-06,0.031401,0.031412,0.031404,1.1e-05,0.0,0.031406,3e-06,0.0,0.0,0.0,0,0.0,0,0.043838,0.1868,-0.0415,2.6e-05,0.0,0.8439,0.0578,10,173
29,alphabet_soup_s9,alphabet_soup,9,0,5,20,far_too_early_control,train,,,,0,5,20,0.038616,0.000769,0.03617,0.039198,0.03617,0.003028,0.0,0.026807,0.018074,0.622549,0.482224,0.625,10,0.625,9,0.034124,0.2759,0.0002,0.011722,0.6225,0.0289,0.0925,16,173
30,alphabet_soup_s9,alphabet_soup,9,0,86,116,early_pregrasp_control,train,,,,0,86,116,0.03122,3.4e-05,0.031184,0.03131,0.03131,0.000126,0.0,0.03122,3.4e-05,0.0,0.0,0.0,0,0.0,0,0.305052,0.247,0.1659,-0.002806,-0.1494,0.4971,0.1792,31,173
31,alphabet_soup_s9,alphabet_soup,9,0,30,43,random_noncritical_control,train,,,,0,30,43,0.039198,0.000138,0.038972,0.039419,0.038972,0.000446,0.0,0.039198,0.000138,0.996078,0.0,1.0,14,1.0,14,0.114341,0.2657,-0.0304,0.000331,0.0498,0.1734,0.0809,14,173
32,bbq_sauce_s0,bbq_sauce,0,0,157,166,teacher_positive,train,,pick_place_transfer,157-166,1,157,166,0.013456,7e-06,0.013441,0.013463,0.013458,2.2e-05,1.0,0.013456,7e-06,0.0,0.0,0.0,0,0.0,0,0.084356,0.2709,-0.0428,-9e-06,0.0,0.887,0.0565,10,177
33,bbq_sauce_s0,bbq_sauce,0,0,5,20,far_too_early_control,train,,,,0,5,20,0.038638,0.000783,0.036165,0.039229,0.036165,0.003064,0.0,0.026831,0.01809,0.684804,0.461695,0.6875,11,0.6875,11,0.02435,0.2512,-0.0006,0.01175,0.6848,0.0282,0.0904,16,177
34,bbq_sauce_s0,bbq_sauce,0,0,97,127,early_pregrasp_control,train,,,,0,97,127,0.028314,0.010451,0.013846,0.039025,0.019411,0.025179,1.0,0.028314,0.010451,0.449842,0.495702,0.4516,14,0.4516,13,0.070391,0.1373,-0.0696,0.0236,0.0514,0.548,0.1751,31,177
35,bbq_sauce_s0,bbq_sauce,0,0,54,72,random_noncritical_control,train,,,,0,54,72,0.021112,0.015354,0.001393,0.039838,0.039815,0.038445,1.0,0.021112,0.015354,0.209701,0.406084,0.2105,4,0.2105,3,0.023394,0.1278,0.022,-0.018584,-0.7864,0.3051,0.1073,19,177
36,bbq_sauce_s4,bbq_sauce,4,0,127,136,teacher_positive,train,,pick_place_transfer,127-136,1,127,136,0.017726,3.4e-05,0.017666,0.017775,0.017666,0.000109,1.0,0.017726,3.4e-05,0.0,0.0,0.0,0,0.0,0,0.080315,0.2463,-0.0656,0.000284,0.0,0.8639,0.068,10,147
37,bbq_sauce_s4,bbq_sauce,4,0,5,20,far_too_early_control,train,,,,0,5,20,0.038636,0.000788,0.036151,0.039232,0.036151,0.003081,0.0,0.026831,0.01809,0.684804,0.461695,0.6875,11,0.6875,11,0.005248,0.2638,-0.0033,0.011765,0.6848,0.034,0.1088,16,147
38,bbq_sauce_s4,bbq_sauce,4,0,67,97,early_pregrasp_control,train,,,,0,67,97,0.019976,0.00723,0.015879,0.039017,0.039017,0.023138,1.0,0.019976,0.00723,0.0,0.0,0.0,0,0.0,0,0.134483,0.1016,0.1329,-0.019641,-0.9463,0.4558,0.2109,31,147
39,bbq_sauce_s4,bbq_sauce,4,0,103,113,random_noncritical_control,train,,,,0,103,113,0.017231,8.5e-05,0.017094,0.017365,0.017094,0.000271,1.0,0.017231,8.5e-05,0.0,0.0,0.0,0,0.0,0,0.109851,0.2704,0.0357,0.000493,0.0,0.7007,0.0748,11,147
40,bbq_sauce_s5,bbq_sauce,5,0,180,189,teacher_positive,train,,pick_place_transfer,180-189,1,180,189,0.006539,0.000169,0.006271,0.006795,0.006795,0.000524,1.0,0.006539,0.000169,0.0,0.0,0.0,0,0.0,0,0.076684,0.2797,-0.0303,-0.000759,0.0,0.9,0.05,10,200
41,bbq_sauce_s5,bbq_sauce,5,0,5,20,far_too_early_control,train,,,,0,5,20,0.038641,0.000782,0.036174,0.039236,0.036174,0.003062,0.0,0.026832,0.018091,0.684804,0.461695,0.6875,11,0.6875,11,0.002137,0.2609,-0.0006,0.011743,0.6848,0.025,0.08,16,200
42,bbq_sauce_s5,bbq_sauce,5,0,120,150,early_pregrasp_control,train,,,,0,120,150,0.008564,0.000219,0.008132,0.008855,0.008855,0.000723,1.0,0.008564,0.000219,0.0,0.0,0.0,0,0.0,0,0.089387,0.0914,0.089,-0.013338,-0.1494,0.6,0.155,31,200
43,bbq_sauce_s5,bbq_sauce,5,0,96,109,random_noncritical_control,train,,,,0,96,109,0.034511,0.005459,0.020557,0.038819,0.033236,0.018262,0.0,0.034511,0.005459,0.498039,0.498039,0.5,7,0.5,7,0.049521,0.0929,-0.0493,0.019517,0.0498,0.48,0.07,14,200
44,bbq_sauce_s9,bbq_sauce,9,0,128,137,teacher_positive,train,,pick_place_transfer,128-137,1,128,137,0.014625,0.000414,0.013976,0.015284,0.013976,0.001308,1.0,0.014625,0.000414,0.0,0.0,0.0,0,0.0,0,0.065693,0.2262,-0.0601,0.002689,0.0,0.8649,0.0676,10,148
45,bbq_sauce_s9,bbq_sauce,9,0,5,20,far_too_early_control,train,,,,0,5,20,0.038638,0.000784,0.036162,0.039232,0.036162,0.00307,0.0,0.026831,0.01809,0.684804,0.461695,0.6875,11,0.6875,11,0.008781,0.2638,-0.0019,0.011754,0.6848,0.0338,0.1081,16,148
46,bbq_sauce_s9,bbq_sauce,9,0,68,98,early_pregrasp_control,train,,,,0,68,98,0.019005,0.012986,0.007186,0.039913,0.039897,0.032727,1.0,0.019005,0.012986,0.128526,0.333921,0.129,4,0.129,3,0.117154,0.1006,0.1081,-0.020816,-0.8676,0.4595,0.2095,31,148
47,bbq_sauce_s9,bbq_sauce,9,0,106,124,random_noncritical_control,train,,,,0,106,124,0.011518,0.00074,0.010522,0.013303,0.010522,0.002781,1.0,0.011518,0.00074,0.0,0.0,0.0,0,0.0,0,0.195188,0.2689,0.0283,0.002068,0.0,0.7162,0.1284,19,148
48,butter_s0,butter,0,0,130,139,teacher_positive,train,,pick_place_transfer,130-139,1,130,139,0.019716,1.2e-05,0.019697,0.019734,0.019734,3.7e-05,1.0,0.019716,1.2e-05,0.0,0.0,0.0,0,0.0,0,0.072929,0.2079,-0.0696,-2.5e-05,0.0,0.8609,0.0662,10,151
49,butter_s0,butter,0,0,5,20,far_too_early_control,train,,,,0,5,20,0.038637,0.000784,0.036161,0.039227,0.036161,0.003066,0.0,0.02683,0.018089,0.684804,0.461695,0.6875,11,0.6875,11,0.013839,0.2562,-0.0001,0.011754,0.6848,0.0331,0.106,16,151
50,butter_s0,butter,0,0,70,100,early_pregrasp_control,train,,,,0,70,100,0.019774,0.000194,0.019632,0.020309,0.020309,0.000677,1.0,0.019774,0.000194,0.0,0.0,0.0,0,0.0,0,0.336498,0.1613,0.2568,-0.014729,-0.5976,0.4636,0.2053,31,151
51,butter_s0,butter,0,0,51,64,random_noncritical_control,train,,,,0,51,64,0.038166,0.003537,0.028214,0.039854,0.039756,0.01164,0.0,0.038166,0.003537,0.782633,0.408717,0.7857,11,0.7857,11,0.127292,0.0521,-0.1111,-0.001437,-0.2134,0.3377,0.0927,14,151
52,butter_s2,butter,2,0,161,170,teacher_positive,train,,pick_place_transfer,161-170,1,161,170,0.01964,2.4e-05,0.019621,0.019685,0.019657,6.5e-05,1.0,0.01964,2.4e-05,0.298824,0.45646,0.3,3,0.3,2,0.008559,0.1819,-0.0048,-4.5e-05,0.249,0.774,0.0481,10,208
53,butter_s2,butter,2,0,5,20,far_too_early_control,train,,,,0,5,20,0.038447,0.000702,0.036169,0.038993,0.036169,0.002824,0.0,0.026639,0.017961,0.560294,0.494133,0.5625,9,0.5625,4,0.009051,0.2535,0.0006,0.011555,0.5603,0.024,0.0769,16,208
54,butter_s2,butter,2,0,101,131,early_pregrasp_control,train,,,,0,101,131,0.019438,0.000439,0.018033,0.019692,0.018033,0.001659,1.0,0.019438,0.000439,0.0,0.0,0.0,0,0.0,0,0.333819,0.2773,0.1232,0.00369,0.0,0.4856,0.149,31,208
55,butter_s2,butter,2,0,82,96,random_noncritical_control,train,,,,0,82,96,0.015256,0.002215,0.010846,0.017393,0.010968,0.006546,1.0,0.015256,0.002215,0.0,0.0,0.0,0,0.0,0,0.127845,0.0584,0.1233,-0.020879,-0.5976,0.3942,0.0721,15,208
56,butter_s3,butter,3,0,223,232,teacher_positive,train,,pick_place_transfer,223-232,1,223,232,0.019787,1.2e-05,0.019766,0.019803,0.0198,3.7e-05,1.0,0.019787,1.2e-05,0.0,0.0,0.0,0,0.0,0,0.085496,0.2206,-0.0748,1e-05,0.0,0.9177,0.0412,10,243
57,butter_s3,butter,3,0,5,20,far_too_early_control,train,,,,0,5,20,0.038638,0.00078,0.036178,0.039234,0.036178,0.003056,0.0,0.026829,0.018088,0.684804,0.461695,0.6875,11,0.6875,11,0.018483,0.2645,-0.001,0.011737,0.6848,0.0206,0.0658,16,243
58,butter_s3,butter,3,0,163,193,early_pregrasp_control,train,,,,0,163,193,0.018876,0.000928,0.017478,0.019931,0.017478,0.002453,1.0,0.018876,0.000928,0.0,0.0,0.0,0,0.0,0,0.295832,0.1654,0.2199,-0.002026,-0.0498,0.6708,0.1276,31,243
59,butter_s3,butter,3,0,26,38,random_noncritical_control,train,,,,0,26,38,0.039501,6.1e-05,0.039394,0.039589,0.039394,0.000195,0.0,0.039501,6.1e-05,0.996078,0.0,1.0,13,1.0,13,0.117971,0.2664,-0.0017,0.000569,0.1992,0.107,0.0535,13,243
60,butter_s5,butter,5,0,150,159,teacher_positive,train,,pick_place_transfer,150-159,1,150,159,0.019746,1.1e-05,0.019727,0.019759,0.019759,3.3e-05,1.0,0.019746,1.1e-05,0.0,0.0,0.0,0,0.0,0,0.115496,0.2399,-0.0977,-1e-05,0.0,0.8475,0.0565,10,177
61,butter_s5,butter,5,0,5,20,far_too_early_control,train,,,,0,5,20,0.038379,0.000682,0.036173,0.03892,0.036173,0.002747,0.0,0.02657,0.017914,0.560294,0.494133,0.5625,9,0.5625,6,0.01273,0.2548,-0.0012,0.01148,0.5603,0.0282,0.0904,16,177
62,butter_s5,butter,5,0,90,120,early_pregrasp_control,train,,,,0,90,120,0.01821,0.001419,0.014866,0.019754,0.014866,0.004888,1.0,0.01821,0.001419,0.0,0.0,0.0,0,0.0,0,0.269167,0.1194,0.2395,-0.008398,-0.1992,0.5085,0.1751,31,177
63,butter_s5,butter,5,0,79,94,random_noncritical_control,train,,,,0,79,94,0.016644,0.007015,0.007496,0.033512,0.033512,0.026015,1.0,0.016644,0.007015,0.0,0.0,0.0,0,0.0,0,0.011214,0.0147,0.0103,-0.022501,-0.7471,0.4463,0.0904,16,177
64,butter_s6,butter,6,0,207,216,teacher_positive,train,,pick_place_transfer,207-216,1,207,216,0.019438,1.9e-05,0.019403,0.019464,0.019403,6.1e-05,1.0,0.019438,1.9e-05,0.0,0.0,0.0,0,0.0,0,0.088553,0.2066,-0.0826,0.000203,0.0,0.8809,0.0426,10,235
65,butter_s6,butter,6,0,5,20,far_too_early_control,train,,,,0,5,20,0.038447,0.000716,0.036171,0.039058,0.036171,0.002887,0.0,0.026639,0.017961,0.622549,0.482224,0.625,10,0.625,10,0.023599,0.2679,0.0015,0.011553,0.6225,0.0213,0.0681,16,235
66,butter_s6,butter,6,0,147,177,early_pregrasp_control,train,,,,0,147,177,0.018097,0.000427,0.017097,0.018711,0.017097,0.001614,1.0,0.018097,0.000427,0.0,0.0,0.0,0,0.0,0,0.330373,0.2078,0.2375,-0.011518,-0.2988,0.6255,0.1319,31,235
67,butter_s6,butter,6,0,60,72,random_noncritical_control,train,,,,0,60,72,0.029524,0.011085,0.007802,0.039823,0.039798,0.032021,1.0,0.029524,0.011085,0.229864,0.419673,0.2308,3,0.2308,3,0.042898,0.0275,-0.0149,-0.010145,-0.7662,0.2553,0.0553,13,235
68,butter_s7,butter,7,0,131,140,teacher_positive,train,,pick_place_transfer,131-140,1,131,140,0.01975,8e-06,0.019739,0.019761,0.019761,2.2e-05,1.0,0.01975,8e-06,0.0,0.0,0.0,0,0.0,0,0.076513,0.2105,-0.0712,3.9e-05,0.0,0.8187,0.0625,10,160
69,butter_s7,butter,7,0,5,20,far_too_early_control,train,,,,0,5,20,0.038626,0.000786,0.036142,0.039214,0.036142,0.003072,0.0,0.026822,0.018084,0.684804,0.461695,0.6875,11,0.6875,11,0.023193,0.2463,-0.0025,0.011767,0.6848,0.0312,0.1,16,160
70,butter_s7,butter,7,0,71,101,early_pregrasp_control,train,,,,0,71,101,0.019257,0.000102,0.019142,0.019478,0.019231,0.000336,1.0,0.019257,0.000102,0.0,0.0,0.0,0,0.0,0,0.302806,0.1566,0.2454,-0.01374,-0.5976,0.4437,0.1938,31,160
71,butter_s7,butter,7,0,38,53,random_noncritical_control,train,,,,0,38,53,0.039701,6.9e-05,0.039575,0.039801,0.039575,0.000226,0.0,0.039701,6.9e-05,0.996078,0.0,1.0,16,1.0,16,0.166264,0.1522,-0.1641,0.000327,0.0,0.2375,0.1,16,160
72,butter_s8,butter,8,0,151,160,teacher_positive,train,,pick_place_transfer,151-160,1,151,160,0.019682,1.3e-05,0.019663,0.019701,0.019701,3.8e-05,1.0,0.019682,1.3e-05,0.0,0.0,0.0,0,0.0,0,0.083074,0.2412,-0.0788,-3.8e-05,0.0,0.8389,0.0556,10,180
73,butter_s8,butter,8,0,5,20,far_too_early_control,train,,,,0,5,20,0.03863,0.000779,0.036167,0.039226,0.036167,0.003059,0.0,0.026822,0.018084,0.684804,0.461695,0.6875,11,0.6875,11,0.01826,0.2626,-0.0027,0.01174,0.6848,0.0278,0.0889,16,180
74,butter_s8,butter,8,0,91,121,early_pregrasp_control,train,,,,0,91,121,0.019565,0.000142,0.019325,0.019758,0.019604,0.000433,1.0,0.019565,0.000142,0.0,0.0,0.0,0,0.0,0,0.334565,0.2031,0.2485,-0.013678,-0.4482,0.5056,0.1722,31,180
75,butter_s8,butter,8,0,38,49,random_noncritical_control,train,,,,0,38,49,0.039704,4e-05,0.039631,0.039753,0.039631,0.000122,0.0,0.039704,4e-05,0.996078,0.0,1.0,12,1.0,12,0.088903,0.2694,-0.0086,0.000277,0.0,0.2111,0.0667,12,180
76,butter_s9,butter,9,0,130,139,teacher_positive,train,,pick_place_transfer,130-139,1,130,139,0.019723,1.1e-05,0.019702,0.019736,0.019736,3.3e-05,1.0,0.019723,1.1e-05,0.0,0.0,0.0,0,0.0,0,0.079535,0.2565,-0.0651,6e-06,0.0,0.8667,0.0667,10,150
77,butter_s9,butter,9,0,5,20,far_too_early_control,train,,,,0,5,20,0.038631,0.00078,0.036165,0.039219,0.036165,0.003053,0.0,0.026824,0.018085,0.684804,0.461695,0.6875,11,0.6875,11,0.025668,0.2533,-0.0012,0.011744,0.6848,0.0333,0.1067,16,150
78,butter_s9,butter,9,0,70,100,early_pregrasp_control,train,,,,0,70,100,0.019499,0.000258,0.019082,0.0206,0.0206,0.001518,1.0,0.019499,0.000258,0.0,0.0,0.0,0,0.0,0,0.313846,0.1623,0.2632,-0.018421,-0.6475,0.4667,0.2067,31,150
79,butter_s9,butter,9,0,49,60,random_noncritical_control,train,,,,0,49,60,0.039777,2.8e-05,0.039727,0.039816,0.039727,8.9e-05,0.0,0.039777,2.8e-05,0.996078,0.0,1.0,12,1.0,12,0.131818,0.1208,-0.1291,0.000198,0.0,0.3267,0.08,12,150
80,cream_cheese_s0,cream_cheese,0,0,143,152,teacher_positive,train,,pick_place_transfer,143-152,1,143,152,0.020065,6e-06,0.020048,0.020073,0.020048,2.4e-05,1.0,0.020065,6e-06,0.0,0.0,0.0,0,0.0,0,0.075989,0.2151,-0.0537,-3.2e-05,0.0,0.8773,0.0613,10,163
81,cream_cheese_s0,cream_cheese,0,0,5,20,far_too_early_control,train,,,,0,5,20,0.03864,0.000786,0.03616,0.039236,0.03616,0.003076,0.0,0.026833,0.018091,0.684804,0.461695,0.6875,11,0.6875,11,0.012369,0.2695,-0.0029,0.011758,0.6848,0.0307,0.0982,16,163
82,cream_cheese_s0,cream_cheese,0,0,83,113,early_pregrasp_control,train,,,,0,83,113,0.03068,0.008265,0.020862,0.039265,0.039167,0.018403,0.0,0.03068,0.008265,0.353447,0.476588,0.3548,11,0.3548,8,0.129566,0.0354,0.1274,-0.008748,-0.5928,0.5092,0.1902,31,163
83,cream_cheese_s0,cream_cheese,0,0,47,62,random_noncritical_control,train,,,,0,47,62,0.039784,3.5e-05,0.039723,0.039835,0.039723,0.000111,0.0,0.039784,3.5e-05,0.996078,0.0,1.0,16,1.0,16,0.133598,0.1766,-0.1241,0.000198,0.0,0.2883,0.0982,16,163
84,cream_cheese_s1,cream_cheese,1,0,128,137,teacher_positive,train,,pick_place_transfer,128-137,1,128,137,0.020088,3.4e-05,0.02006,0.020186,0.020099,0.000126,1.0,0.020088,3.4e-05,0.199216,0.398431,0.2,2,0.2,2,0.051384,0.1944,-0.0421,9.4e-05,0.1992,0.7853,0.0613,10,163
85,cream_cheese_s1,cream_cheese,1,0,5,20,far_too_early_control,train,,,,0,5,20,0.038573,0.000759,0.03617,0.039163,0.03617,0.002993,0.0,0.026765,0.018046,0.622549,0.482224,0.625,10,0.625,8,0.020381,0.2589,-0.0041,0.011684,0.6225,0.0307,0.0982,16,163
