suite,task_id,task_name,state_id,seed,run_id,run_dir,step_idx,n_steps,clean_success,mechanism_type,mechanism_eligible,teacher_label_available,full_eef_position_available,full_eef_velocity_available,gripper_feature_available,action_feature_available,eef_x,eef_y,eef_z,eef_vx,eef_vy,eef_vz,gripper_qpos,gripper_width,gripper_command,action_dx,action_dy,action_dz,action_gripper,available_features,available_labels,missing_fields,label_source,split_candidate,notes
libero_spatial,spatial_pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,4,0,official_clean_libero_spatial_pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,,0,220,false,pick_place_transfer,false,true,false,false,true,true,,,1.1685739755630493,,,-0.00028502941131591797,0.07769008725881577,0.07769008725881577,-1.0,0.05641402304172516,0.04684874787926674,-0.0026785731315612793,-1.0,action_dx;action_dy;action_dz;action_gripper;eef_vz;eef_z;gripper_command;gripper_qpos;gripper_width,teacher_window,eef_vx;eef_vy;eef_x;eef_y,clean_only_teacher,partial_eef_z_only,episode_aggregate_no_training
libero_spatial,spatial_pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,5,0,official_clean_libero_spatial_pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,,0,189,true,pick_place_transfer,true,true,false,false,true,true,,,1.1797593832015991,,,6.35385513305664e-05,0.07769010961055756,0.07769010961055756,-1.0,-0.002985029947012663,-0.0013865478103980422,0.004653359763324261,-1.0,action_dx;action_dy;action_dz;action_gripper;eef_vz;eef_z;gripper_command;gripper_qpos;gripper_width,teacher_window,eef_vx;eef_vy;eef_x;eef_y,clean_only_teacher,partial_eef_z_only,episode_aggregate_no_training
libero_spatial,spatial_pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,6,0,official_clean_libero_spatial_pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,,0,91,true,pick_place_transfer,true,true,false,false,true,true,,,1.1717147827148438,,,-0.00023186206817626953,0.07769008725881577,0.07769008725881577,-1.0,0.26761066913604736,0.05890757218003273,0.06330882012844086,-1.0,action_dx;action_dy;action_dz;action_gripper;eef_vz;eef_z;gripper_command;gripper_qpos;gripper_width,teacher_window,eef_vx;eef_vy;eef_x;eef_y,clean_only_teacher,partial_eef_z_only,episode_aggregate_no_training
libero_spatial,spatial_pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,7,0,official_clean_libero_spatial_pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,,0,106,true,pick_place_transfer,true,true,false,false,true,true,,,1.1689159870147705,,,-0.00012671947479248047,0.07769010961055756,0.07769010961055756,-1.0,-0.002985029947012663,0.022731099277734756,-0.0026785731315612793,-1.0,action_dx;action_dy;action_dz;action_gripper;eef_vz;eef_z;gripper_command;gripper_qpos;gripper_width,teacher_window,eef_vx;eef_vy;eef_x;eef_y,clean_only_teacher,partial_eef_z_only,episode_aggregate_no_training
libero_spatial,spatial_pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,8,0,official_clean_libero_spatial_pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,,0,176,true,pick_place_transfer,true,true,false,false,true,true,,,1.1927270889282227,,,8.189678192138672e-05,0.07769011706113815,0.07769011706113815,-1.0,-0.002985029947012663,0.01067227590829134,-0.0026785731315612793,-1.0,action_dx;action_dy;action_dz;action_gripper;eef_vz;eef_z;gripper_command;gripper_qpos;gripper_width,teacher_window,eef_vx;eef_vy;eef_x;eef_y,clean_only_teacher,partial_eef_z_only,episode_aggregate_no_training
libero_spatial,spatial_pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,9,0,official_clean_libero_spatial_pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,,0,111,true,pick_place_transfer,true,true,false,false,true,true,,,1.1822737455368042,,,-0.0002580881118774414,0.07769012451171875,0.07769012451171875,-1.0,0.07621371001005173,-0.0013865478103980422,-0.0026785731315612793,-1.0,action_dx;action_dy;action_dz;action_gripper;eef_vz;eef_z;gripper_command;gripper_qpos;gripper_width,teacher_window,eef_vx;eef_vy;eef_x;eef_y,clean_only_teacher,partial_eef_z_only,episode_aggregate_no_training
libero_spatial,spatial_pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,0,0,official_clean_libero_spatial_pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,,0,143,true,multi_object_transfer,true,true,false,false,true,true,,,1.1741503477096558,,,0.0020009279251098633,0.07769010961055756,0.07769010961055756,-1.0,0.3534092903137207,0.04081933572888374,0.2686029374599457,-1.0,action_dx;action_dy;action_dz;action_gripper;eef_vz;eef_z;gripper_command;gripper_qpos;gripper_width,teacher_window,eef_vx;eef_vy;eef_x;eef_y,clean_only_teacher,partial_eef_z_only,episode_aggregate_no_training
libero_spatial,spatial_pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,1,0,official_clean_libero_spatial_pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,,0,220,false,multi_object_transfer,false,true,false,false,true,true,,,1.1856433153152466,,,0.002228379249572754,0.07769005000591278,0.07769005000591278,-1.0,0.4260081350803375,-0.0013865478103980422,0.23927520215511322,-1.0,action_dx;action_dy;action_dz;action_gripper;eef_vz;eef_z;gripper_command;gripper_qpos;gripper_width,teacher_window,eef_vx;eef_vy;eef_x;eef_y,clean_only_teacher,partial_eef_z_only,episode_aggregate_no_training
libero_spatial,spatial_pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,2,0,official_clean_libero_spatial_pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,,0,164,true,multi_object_transfer,true,true,false,false,true,true,,,1.164350152015686,,,0.0002980232238769531,0.0776900127530098,0.0776900127530098,-1.0,0.1422126591205597,-0.08579831570386887,0.048644956201314926,-1.0,action_dx;action_dy;action_dz;action_gripper;eef_vz;eef_z;gripper_command;gripper_qpos;gripper_width,teacher_window,eef_vx;eef_vy;eef_x;eef_y,clean_only_teacher,partial_eef_z_only,episode_aggregate_no_training
libero_spatial,spatial_pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,3,0,official_clean_libero_spatial_pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,,0,220,false,multi_object_transfer,false,true,false,false,true,true,,,1.1899731159210205,,,0.002403855323791504,0.07769626379013062,0.07769626379013062,-1.0,0.6306048631668091,0.354348748922348,0.2759348750114441,-1.0,action_dx;action_dy;action_dz;action_gripper;eef_vz;eef_z;gripper_command;gripper_qpos;gripper_width,teacher_window,eef_vx;eef_vy;eef_x;eef_y,clean_only_teacher,partial_eef_z_only,episode_aggregate_no_training
libero_spatial,spatial_pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,4,0,official_clean_libero_spatial_pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,,0,220,false,multi_object_transfer,false,true,false,false,true,true,,,1.1804434061050415,,,0.0019451379776000977,0.07769012451171875,0.07769012451171875,-1.0,0.34680941700935364,-0.0013865478103980422,0.26127099990844727,-1.0,action_dx;action_dy;action_dz;action_gripper;eef_vz;eef_z;gripper_command;gripper_qpos;gripper_width,teacher_window,eef_vx;eef_vy;eef_x;eef_y,clean_only_teacher,partial_eef_z_only,episode_aggregate_no_training
libero_spatial,spatial_pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,5,0,official_clean_libero_spatial_pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,,0,133,true,multi_object_transfer,true,true,false,false,true,true,,,1.1758060455322266,,,0.0004118680953979492,0.07769006490707397,0.07769006490707397,-1.0,0.3666090965270996,-0.061680667102336884,0.20261554419994354,-1.0,action_dx;action_dy;action_dz;action_gripper;eef_vz;eef_z;gripper_command;gripper_qpos;gripper_width,teacher_window,eef_vx;eef_vy;eef_x;eef_y,clean_only_teacher,partial_eef_z_only,episode_aggregate_no_training
libero_spatial,spatial_pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,6,0,official_clean_libero_spatial_pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,,0,150,true,multi_object_transfer,true,true,false,false,true,true,,,1.1760321855545044,,,0.001024007797241211,0.07769012451171875,0.07769012451171875,-1.0,0.16861224174499512,-0.0013865478103980422,0.14396008849143982,-1.0,action_dx;action_dy;action_dz;action_gripper;eef_vz;eef_z;gripper_command;gripper_qpos;gripper_width,teacher_window,eef_vx;eef_vy;eef_x;eef_y,clean_only_teacher,partial_eef_z_only,episode_aggregate_no_training
libero_spatial,spatial_pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,7,0,official_clean_libero_spatial_pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,,0,113,true,multi_object_transfer,true,true,false,false,true,true,,,1.1688719987869263,,,0.0016417503356933594,0.07769007980823517,0.07769007980823517,-1.0,0.2148115038871765,-0.0013865478103980422,0.1366281509399414,-1.0,action_dx;action_dy;action_dz;action_gripper;eef_vz;eef_z;gripper_command;gripper_qpos;gripper_width,teacher_window,eef_vx;eef_vy;eef_x;eef_y,clean_only_teacher,partial_eef_z_only,episode_aggregate_no_training
libero_spatial,spatial_pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,8,0,official_clean_libero_spatial_pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,,0,112,true,multi_object_transfer,true,true,false,false,true,true,,,1.1814426183700562,,,0.0012404918670654297,0.07768979668617249,0.07768979668617249,-1.0,0.7494029998779297,-0.27873948216438293,0.30526259541511536,-1.0,action_dx;action_dy;action_dz;action_gripper;eef_vz;eef_z;gripper_command;gripper_qpos;gripper_width,teacher_window,eef_vx;eef_vy;eef_x;eef_y,clean_only_teacher,partial_eef_z_only,episode_aggregate_no_training
libero_spatial,spatial_pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,9,0,official_clean_libero_spatial_pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,,0,136,true,multi_object_transfer,true,true,false,false,true,true,,,1.187337875366211,,,0.002160191535949707,0.07768997550010681,0.07768997550010681,-1.0,0.5976054072380066,-0.07976890355348587,0.334590345621109,-1.0,action_dx;action_dy;action_dz;action_gripper;eef_vz;eef_z;gripper_command;gripper_qpos;gripper_width,teacher_window,eef_vx;eef_vy;eef_x;eef_y,clean_only_teacher,partial_eef_z_only,episode_aggregate_no_training
libero_spatial,spatial_pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,0,0,official_clean_libero_spatial_pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,,0,113,true,pick_place_transfer,true,true,false,false,true,true,,,1.1808186769485474,,,-0.00025153160095214844,0.07769012451171875,0.07769012451171875,-1.0,0.2808104455471039,-0.0013865478103980422,-0.0026785731315612793,-1.0,action_dx;action_dy;action_dz;action_gripper;eef_vz;eef_z;gripper_command;gripper_qpos;gripper_width,teacher_window,eef_vx;eef_vy;eef_x;eef_y,clean_only_teacher,partial_eef_z_only,episode_aggregate_no_training
libero_spatial,spatial_pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,1,0,official_clean_libero_spatial_pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,,0,139,true,pick_place_transfer,true,true,false,false,true,true,,,1.1772621870040894,,,0.0002536773681640625,0.07769010215997696,0.07769010215997696,-1.0,0.412808358669281,-0.013445371761918068,-0.0026785731315612793,-1.0,action_dx;action_dy;action_dz;action_gripper;eef_vz;eef_z;gripper_command;gripper_qpos;gripper_width,teacher_window,eef_vx;eef_vy;eef_x;eef_y,clean_only_teacher,partial_eef_z_only,episode_aggregate_no_training
libero_spatial,spatial_pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,2,0,official_clean_libero_spatial_pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,,0,97,true,pick_place_transfer,true,true,false,false,true,true,,,1.1610729694366455,,,-0.00040793418884277344,0.07769010961055756,0.07769010961055756,-1.0,0.10921318084001541,-0.0375630185008049,-0.0026785731315612793,-1.0,action_dx;action_dy;action_dz;action_gripper;eef_vz;eef_z;gripper_command;gripper_qpos;gripper_width,teacher_window,eef_vx;eef_vy;eef_x;eef_y,clean_only_teacher,partial_eef_z_only,episode_aggregate_no_training
libero_spatial,spatial_pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,3,0,official_clean_libero_spatial_pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,,0,102,true,pick_place_transfer,true,true,false,false,true,true,,,1.169930100440979,,,-0.00042569637298583984,0.07769013196229935,0.07769013196229935,-1.0,0.5382063388824463,-0.0013865478103980422,0.06330882012844086,-1.0,action_dx;action_dy;action_dz;action_gripper;eef_vz;eef_z;gripper_command;gripper_qpos;gripper_width,teacher_window,eef_vx;eef_vy;eef_x;eef_y,clean_only_teacher,partial_eef_z_only,episode_aggregate_no_training
libero_spatial,spatial_pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,4,0,official_clean_libero_spatial_pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,,0,100,true,pick_place_transfer,true,true,false,false,true,true,,,1.1635828018188477,,,-0.0007241964340209961,0.07769013941287994,0.07769013941287994,-1.0,0.1554124504327774,-0.0013865478103980422,-0.0026785731315612793,-1.0,action_dx;action_dy;action_dz;action_gripper;eef_vz;eef_z;gripper_command;gripper_qpos;gripper_width,teacher_window,eef_vx;eef_vy;eef_x;eef_y,clean_only_teacher,partial_eef_z_only,episode_aggregate_no_training
libero_spatial,spatial_pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,5,0,official_clean_libero_spatial_pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,,0,128,true,pick_place_transfer,true,true,false,false,true,true,,,1.1685073375701904,,,-8.416175842285156e-05,0.07769010961055756,0.07769010961055756,-1.0,-0.002985029947012663,0.004642864223569632,-0.0026785731315612793,-1.0,action_dx;action_dy;action_dz;action_gripper;eef_vz;eef_z;gripper_command;gripper_qpos;gripper_width,teacher_window,eef_vx;eef_vy;eef_x;eef_y,clean_only_teacher,partial_eef_z_only,episode_aggregate_no_training
