task_name,scene_id,state_id,seed,run_id,num_steps,label_validity,T_close_onset,T_grasp_formation,T_qpos_min,T_qpos_stable,T_release,qpos_missing_count,gripper_missing_count,notes
pick_up_the_bbq_sauce_and_place_it_in_the_basket,pick_up_the_bbq_sauce_and_place_it_in_the_basket_s2,2,0,obj100_bbq_sauce_bbq_sauce_s2,280,heuristic,51,100,100,101,61,0,0,
pick_up_the_bbq_sauce_and_place_it_in_the_basket,pick_up_the_bbq_sauce_and_place_it_in_the_basket_s3,3,0,obj100_bbq_sauce_bbq_sauce_s3,280,heuristic,66,89,89,93,89,0,0,
pick_up_the_bbq_sauce_and_place_it_in_the_basket,pick_up_the_bbq_sauce_and_place_it_in_the_basket_s4,4,0,obj100_bbq_sauce_bbq_sauce_s4,137,heuristic,57,64,64,65,132,0,0,
pick_up_the_bbq_sauce_and_place_it_in_the_basket,pick_up_the_bbq_sauce_and_place_it_in_the_basket_s5,5,0,obj100_bbq_sauce_bbq_sauce_s5,190,heuristic,64,77,77,89,77,0,0,
pick_up_the_bbq_sauce_and_place_it_in_the_basket,pick_up_the_bbq_sauce_and_place_it_in_the_basket_s6,6,0,obj100_bbq_sauce_bbq_sauce_s6,280,heuristic,120,151,151,152,151,0,0,
pick_up_the_bbq_sauce_and_place_it_in_the_basket,pick_up_the_bbq_sauce_and_place_it_in_the_basket_s7,7,0,obj100_bbq_sauce_bbq_sauce_s7,280,incomplete_no_grasp_formation,,,,,,0,0,
pick_up_the_bbq_sauce_and_place_it_in_the_basket,pick_up_the_bbq_sauce_and_place_it_in_the_basket_s8,8,0,obj100_bbq_sauce_bbq_sauce_s8,280,heuristic,64,110,110,118,74,0,0,
pick_up_the_bbq_sauce_and_place_it_in_the_basket,pick_up_the_bbq_sauce_and_place_it_in_the_basket_s9,9,0,obj100_bbq_sauce_bbq_sauce_s9,138,heuristic,61,72,72,73,63,0,0,
pick_up_the_ketchup_and_place_it_in_the_basket,pick_up_the_ketchup_and_place_it_in_the_basket_s0,0,0,obj100_ketchup_ketchup_s0,159,heuristic,58,66,66,67,145,0,0,
pick_up_the_ketchup_and_place_it_in_the_basket,pick_up_the_ketchup_and_place_it_in_the_basket_s1,1,0,obj100_ketchup_ketchup_s1,180,heuristic,45,71,71,72,71,0,0,
pick_up_the_ketchup_and_place_it_in_the_basket,pick_up_the_ketchup_and_place_it_in_the_basket_s2,2,0,obj100_ketchup_ketchup_s2,140,heuristic,56,75,75,76,,0,0,
pick_up_the_ketchup_and_place_it_in_the_basket,pick_up_the_ketchup_and_place_it_in_the_basket_s3,3,0,obj100_ketchup_ketchup_s3,155,heuristic,59,108,108,109,137,0,0,
pick_up_the_ketchup_and_place_it_in_the_basket,pick_up_the_ketchup_and_place_it_in_the_basket_s4,4,0,obj100_ketchup_ketchup_s4,133,heuristic,45,83,83,84,,0,0,
pick_up_the_ketchup_and_place_it_in_the_basket,pick_up_the_ketchup_and_place_it_in_the_basket_s5,5,0,obj100_ketchup_ketchup_s5,124,heuristic,47,59,59,60,,0,0,
pick_up_the_ketchup_and_place_it_in_the_basket,pick_up_the_ketchup_and_place_it_in_the_basket_s6,6,0,obj100_ketchup_ketchup_s6,269,heuristic,132,179,179,180,224,0,0,
pick_up_the_ketchup_and_place_it_in_the_basket,pick_up_the_ketchup_and_place_it_in_the_basket_s7,7,0,obj100_ketchup_ketchup_s7,152,heuristic,63,112,112,113,146,0,0,
pick_up_the_ketchup_and_place_it_in_the_basket,pick_up_the_ketchup_and_place_it_in_the_basket_s8,8,0,obj100_ketchup_ketchup_s8,194,heuristic,5,10,10,14,7,0,0,
pick_up_the_ketchup_and_place_it_in_the_basket,pick_up_the_ketchup_and_place_it_in_the_basket_s9,9,0,obj100_ketchup_ketchup_s9,159,heuristic,71,91,91,92,148,0,0,
pick_up_the_tomato_sauce_and_place_it_in_the_basket,pick_up_the_tomato_sauce_and_place_it_in_the_basket_s0,0,0,obj100_tomato_sauce_tomato_sauce_s0,209,heuristic,80,99,99,113,82,0,0,
pick_up_the_tomato_sauce_and_place_it_in_the_basket,pick_up_the_tomato_sauce_and_place_it_in_the_basket_s1,1,0,obj100_tomato_sauce_tomato_sauce_s1,185,heuristic,53,73,73,85,73,0,0,
pick_up_the_tomato_sauce_and_place_it_in_the_basket,pick_up_the_tomato_sauce_and_place_it_in_the_basket_s2,2,0,obj100_tomato_sauce_tomato_sauce_s2,168,heuristic,97,146,146,147,156,0,0,
pick_up_the_tomato_sauce_and_place_it_in_the_basket,pick_up_the_tomato_sauce_and_place_it_in_the_basket_s3,3,0,obj100_tomato_sauce_tomato_sauce_s3,141,heuristic,63,67,67,68,121,0,0,
pick_up_the_tomato_sauce_and_place_it_in_the_basket,pick_up_the_tomato_sauce_and_place_it_in_the_basket_s4,4,0,obj100_tomato_sauce_tomato_sauce_s4,162,heuristic,81,90,90,91,83,0,0,
pick_up_the_tomato_sauce_and_place_it_in_the_basket,pick_up_the_tomato_sauce_and_place_it_in_the_basket_s5,5,0,obj100_tomato_sauce_tomato_sauce_s5,166,heuristic,64,113,113,114,122,0,0,
pick_up_the_tomato_sauce_and_place_it_in_the_basket,pick_up_the_tomato_sauce_and_place_it_in_the_basket_s6,6,0,obj100_tomato_sauce_tomato_sauce_s6,149,heuristic,66,115,115,116,123,0,0,
pick_up_the_tomato_sauce_and_place_it_in_the_basket,pick_up_the_tomato_sauce_and_place_it_in_the_basket_s7,7,0,obj100_tomato_sauce_tomato_sauce_s7,280,heuristic,16,25,25,26,18,0,0,
pick_up_the_tomato_sauce_and_place_it_in_the_basket,pick_up_the_tomato_sauce_and_place_it_in_the_basket_s8,8,0,obj100_tomato_sauce_tomato_sauce_s8,132,heuristic,52,101,101,102,106,0,0,
pick_up_the_tomato_sauce_and_place_it_in_the_basket,pick_up_the_tomato_sauce_and_place_it_in_the_basket_s9,9,0,obj100_tomato_sauce_tomato_sauce_s9,140,heuristic,64,113,113,114,120,0,0,
pick_up_the_butter_and_place_it_in_the_basket,pick_up_the_butter_and_place_it_in_the_basket_s0,0,0,obj100_butter_butter_s0,141,heuristic,52,79,79,80,130,0,0,
pick_up_the_butter_and_place_it_in_the_basket,pick_up_the_butter_and_place_it_in_the_basket_s1,1,0,obj100_butter_butter_s1,280,heuristic,8,40,40,41,11,0,0,
pick_up_the_butter_and_place_it_in_the_basket,pick_up_the_butter_and_place_it_in_the_basket_s2,2,0,obj100_butter_butter_s2,198,heuristic,64,73,73,78,149,0,0,
pick_up_the_butter_and_place_it_in_the_basket,pick_up_the_butter_and_place_it_in_the_basket_s3,3,0,obj100_butter_butter_s3,233,heuristic,58,79,79,80,63,0,0,
pick_up_the_butter_and_place_it_in_the_basket,pick_up_the_butter_and_place_it_in_the_basket_s4,4,0,obj100_butter_butter_s4,280,heuristic,48,94,94,95,75,0,0,
pick_up_the_butter_and_place_it_in_the_basket,pick_up_the_butter_and_place_it_in_the_basket_s5,5,0,obj100_butter_butter_s5,167,heuristic,65,75,75,81,150,0,0,
pick_up_the_butter_and_place_it_in_the_basket,pick_up_the_butter_and_place_it_in_the_basket_s6,6,0,obj100_butter_butter_s6,225,heuristic,53,84,84,85,72,0,0,
pick_up_the_butter_and_place_it_in_the_basket,pick_up_the_butter_and_place_it_in_the_basket_s7,7,0,obj100_butter_butter_s7,150,heuristic,52,60,60,61,57,0,0,
pick_up_the_butter_and_place_it_in_the_basket,pick_up_the_butter_and_place_it_in_the_basket_s8,8,0,obj100_butter_butter_s8,170,heuristic,70,86,86,87,151,0,0,
pick_up_the_butter_and_place_it_in_the_basket,pick_up_the_butter_and_place_it_in_the_basket_s9,9,0,obj100_butter_butter_s9,140,heuristic,54,61,61,62,133,0,0,
pick_up_the_milk_and_place_it_in_the_basket,pick_up_the_milk_and_place_it_in_the_basket_s0,0,0,obj100_milk_milk_s0,140,heuristic,52,87,87,88,132,0,0,
pick_up_the_milk_and_place_it_in_the_basket,pick_up_the_milk_and_place_it_in_the_basket_s1,1,0,obj100_milk_milk_s1,123,heuristic,47,96,96,97,,0,0,
pick_up_the_milk_and_place_it_in_the_basket,pick_up_the_milk_and_place_it_in_the_basket_s2,2,0,obj100_milk_milk_s2,209,heuristic,4,7,7,10,6,0,0,
pick_up_the_milk_and_place_it_in_the_basket,pick_up_the_milk_and_place_it_in_the_basket_s3,3,0,obj100_milk_milk_s3,280,heuristic,55,75,75,76,75,0,0,
pick_up_the_milk_and_place_it_in_the_basket,pick_up_the_milk_and_place_it_in_the_basket_s4,4,0,obj100_milk_milk_s4,125,heuristic,48,69,69,70,,0,0,
pick_up_the_milk_and_place_it_in_the_basket,pick_up_the_milk_and_place_it_in_the_basket_s5,5,0,obj100_milk_milk_s5,241,heuristic,68,75,75,76,156,0,0,
pick_up_the_milk_and_place_it_in_the_basket,pick_up_the_milk_and_place_it_in_the_basket_s6,6,0,obj100_milk_milk_s6,280,heuristic,63,94,94,95,94,0,0,
pick_up_the_milk_and_place_it_in_the_basket,pick_up_the_milk_and_place_it_in_the_basket_s7,7,0,obj100_milk_milk_s7,128,heuristic,49,98,98,99,127,0,0,
pick_up_the_milk_and_place_it_in_the_basket,pick_up_the_milk_and_place_it_in_the_basket_s8,8,0,obj100_milk_milk_s8,152,heuristic,53,58,58,59,141,0,0,
pick_up_the_milk_and_place_it_in_the_basket,pick_up_the_milk_and_place_it_in_the_basket_s9,9,0,obj100_milk_milk_s9,156,heuristic,49,91,91,92,125,0,0,
pick_up_the_chocolate_pudding_and_place_it_in_the_basket,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_s0,0,0,obj100_chocolate_pudding_chocolate_pudding_s0,280,heuristic,49,55,55,56,55,0,0,
pick_up_the_chocolate_pudding_and_place_it_in_the_basket,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_s0,0,0,obj100_chocolate_pudding_rerun_chocolate_pudding_s0,280,heuristic,49,55,55,56,55,0,0,
pick_up_the_chocolate_pudding_and_place_it_in_the_basket,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_s1,1,0,obj100_chocolate_pudding_chocolate_pudding_s1,280,heuristic,12,57,57,58,15,0,0,
pick_up_the_chocolate_pudding_and_place_it_in_the_basket,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_s1,1,0,obj100_chocolate_pudding_rerun_chocolate_pudding_s1,280,heuristic,12,57,57,58,15,0,0,
pick_up_the_chocolate_pudding_and_place_it_in_the_basket,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_s2,2,0,obj100_chocolate_pudding_chocolate_pudding_s2,155,heuristic,58,64,64,65,140,0,0,
pick_up_the_chocolate_pudding_and_place_it_in_the_basket,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_s2,2,0,obj100_chocolate_pudding_rerun_chocolate_pudding_s2,155,heuristic,58,64,64,65,140,0,0,
pick_up_the_chocolate_pudding_and_place_it_in_the_basket,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_s3,3,0,obj100_chocolate_pudding_chocolate_pudding_s3,145,heuristic,61,90,90,91,,0,0,
pick_up_the_chocolate_pudding_and_place_it_in_the_basket,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_s3,3,0,obj100_chocolate_pudding_rerun_chocolate_pudding_s3,160,heuristic,61,90,90,91,148,0,0,
pick_up_the_chocolate_pudding_and_place_it_in_the_basket,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_s4,4,0,obj100_chocolate_pudding_rerun_chocolate_pudding_s4,218,heuristic,60,65,65,66,70,0,0,
pick_up_the_chocolate_pudding_and_place_it_in_the_basket,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_s5,5,0,obj100_chocolate_pudding_rerun_chocolate_pudding_s5,157,heuristic,55,82,82,83,131,0,0,
pick_up_the_chocolate_pudding_and_place_it_in_the_basket,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_s6,6,0,obj100_chocolate_pudding_rerun_chocolate_pudding_s6,163,heuristic,57,86,86,87,141,0,0,
pick_up_the_chocolate_pudding_and_place_it_in_the_basket,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_s7,7,0,obj100_chocolate_pudding_rerun_chocolate_pudding_s7,235,heuristic,49,96,96,97,57,0,0,
pick_up_the_chocolate_pudding_and_place_it_in_the_basket,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_s8,8,0,obj100_chocolate_pudding_rerun_chocolate_pudding_s8,280,heuristic,12,37,37,42,14,0,0,
pick_up_the_chocolate_pudding_and_place_it_in_the_basket,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_s9,9,0,obj100_chocolate_pudding_rerun_chocolate_pudding_s9,190,heuristic,50,78,78,79,131,0,0,
pick_up_the_orange_juice_and_place_it_in_the_basket,pick_up_the_orange_juice_and_place_it_in_the_basket_s0,0,0,obj100_orange_juice_orange_juice_s0,213,heuristic,70,100,100,101,72,0,0,
pick_up_the_orange_juice_and_place_it_in_the_basket,pick_up_the_orange_juice_and_place_it_in_the_basket_s1,1,0,obj100_orange_juice_orange_juice_s1,136,heuristic,41,60,60,61,44,0,0,
pick_up_the_orange_juice_and_place_it_in_the_basket,pick_up_the_orange_juice_and_place_it_in_the_basket_s2,2,0,obj100_orange_juice_orange_juice_s2,133,heuristic,56,83,83,84,132,0,0,
pick_up_the_orange_juice_and_place_it_in_the_basket,pick_up_the_orange_juice_and_place_it_in_the_basket_s3,3,0,obj100_orange_juice_orange_juice_s3,132,heuristic,53,102,102,103,125,0,0,
pick_up_the_orange_juice_and_place_it_in_the_basket,pick_up_the_orange_juice_and_place_it_in_the_basket_s4,4,0,obj100_orange_juice_orange_juice_s4,143,heuristic,54,103,103,104,123,0,0,
pick_up_the_orange_juice_and_place_it_in_the_basket,pick_up_the_orange_juice_and_place_it_in_the_basket_s5,5,0,obj100_orange_juice_orange_juice_s5,280,heuristic,215,221,221,222,,0,0,
pick_up_the_orange_juice_and_place_it_in_the_basket,pick_up_the_orange_juice_and_place_it_in_the_basket_s6,6,0,obj100_orange_juice_orange_juice_s6,134,heuristic,64,81,81,82,123,0,0,
pick_up_the_orange_juice_and_place_it_in_the_basket,pick_up_the_orange_juice_and_place_it_in_the_basket_s7,7,0,obj100_orange_juice_orange_juice_s7,190,heuristic,62,87,87,88,180,0,0,
pick_up_the_orange_juice_and_place_it_in_the_basket,pick_up_the_orange_juice_and_place_it_in_the_basket_s8,8,0,obj100_orange_juice_orange_juice_s8,108,heuristic,42,49,49,50,,0,0,
pick_up_the_orange_juice_and_place_it_in_the_basket,pick_up_the_orange_juice_and_place_it_in_the_basket_s9,9,0,obj100_orange_juice_orange_juice_s9,280,incomplete_no_grasp_formation,,,,,,0,0,
