phase,parent_id,task,state_id,seed,job_id,condition,trigger_found,C2O_count,success_primary,infra_status,summary_path,summary_sha256,trace_path,trace_sha256,trace_exists,included,exclusion_reason
P2_rand,alphabet_soup_s10,alphabet_soup,10,93,r_alphabet_soup_s10_s93,online_random_linf,True,0,False,ok,/data/liuyu/outputs/stageb_v6_rand_veto/summary_alphabet_soup_s10_v6_online_random_linf_seed93_jobr_alphabet_soup_s10_s93.json,b18333c9beeeabfa4ece4f192a10f1ab651ebda225670b388cd4bcfc7ab9ed37,/data/liuyu/outputs/stageb_v6_rand_veto/trace_alphabet_soup_s10_v6_online_random_linf_seed93_jobr_alphabet_soup_s10_s93.csv,dc0923acac53c6fdb0135a7793521a4c5c79ff1336efbdd48ec0332cfa86b827,True,True,
P2_rand,bbq_sauce_s0,bbq_sauce,0,91,r_bbq_sauce_s0_s91,online_random_linf,True,0,True,ok,/data/liuyu/outputs/stageb_v6_rand_veto/summary_bbq_sauce_s0_v6_online_random_linf_seed91_jobr_bbq_sauce_s0_s91.json,510f141eeb024635cfa74b84406845900f73b969b91693f2995c04c8d5ca8fc2,/data/liuyu/outputs/stageb_v6_rand_veto/trace_bbq_sauce_s0_v6_online_random_linf_seed91_jobr_bbq_sauce_s0_s91.csv,925206042028058103ac66ce78a58961677dbfb2f92bfe8d857d34210691780d,True,True,
P2_rand,bbq_sauce_s0,bbq_sauce,0,92,r_bbq_sauce_s0_s92,online_random_linf,True,0,True,ok,/data/liuyu/outputs/stageb_v6_rand_veto/summary_bbq_sauce_s0_v6_online_random_linf_seed92_jobr_bbq_sauce_s0_s92.json,4426e667e9a8a60d8d8738ec678763a90d241856354e5fd6195beb6e3843d4e0,/data/liuyu/outputs/stageb_v6_rand_veto/trace_bbq_sauce_s0_v6_online_random_linf_seed92_jobr_bbq_sauce_s0_s92.csv,b48270b4eff5d68757b1356dc03c4418a198cabed8e1663c7486e91246903321,True,True,
P2_rand,bbq_sauce_s0,bbq_sauce,0,93,r_bbq_sauce_s0_s93,online_random_linf,True,0,True,ok,/data/liuyu/outputs/stageb_v6_rand_veto/summary_bbq_sauce_s0_v6_online_random_linf_seed93_jobr_bbq_sauce_s0_s93.json,4b340098549ded5d3b9ec8208015b63c5bbc283c50b10d619bf8708a91d253f1,/data/liuyu/outputs/stageb_v6_rand_veto/trace_bbq_sauce_s0_v6_online_random_linf_seed93_jobr_bbq_sauce_s0_s93.csv,932fea2e973494e2d6369c7c1ae02bbe2e29819b3d30c5d3e53a5966f2f458ba,True,True,
P2_rand,butter_s2,butter,2,91,r_butter_s2_s91,online_random_linf,True,0,False,ok,/data/liuyu/outputs/stageb_v6_rand_veto/summary_butter_s2_v6_online_random_linf_seed91_jobr_butter_s2_s91.json,328574112da2008a8f82ec70ca8a21c7cfda8ac8499207da2230b0b1372492ee,/data/liuyu/outputs/stageb_v6_rand_veto/trace_butter_s2_v6_online_random_linf_seed91_jobr_butter_s2_s91.csv,f2d466fbf4e97083a2bec5d6b46a34974a5bcaef5a522a7813e6813470b2450a,True,True,
P2_rand,butter_s2,butter,2,92,r_butter_s2_s92,online_random_linf,True,0,True,ok,/data/liuyu/outputs/stageb_v6_rand_veto/summary_butter_s2_v6_online_random_linf_seed92_jobr_butter_s2_s92.json,0745505ed3a8603e7a1e2c857a5d5170792d5c0dee56b20efcdb26ba0e59c98c,/data/liuyu/outputs/stageb_v6_rand_veto/trace_butter_s2_v6_online_random_linf_seed92_jobr_butter_s2_s92.csv,16b3f14db13fbd8546d55ac783b1b58603547887d1d9ed1b8128cd31c795ff07,True,True,
P2_rand,butter_s2,butter,2,93,r_butter_s2_s93,online_random_linf,True,0,True,ok,/data/liuyu/outputs/stageb_v6_rand_veto/summary_butter_s2_v6_online_random_linf_seed93_jobr_butter_s2_s93.json,ed421c35c6af0d9c195de84c1d91b3f436db4da6aac0d9cc441bd10b15c2ba28,/data/liuyu/outputs/stageb_v6_rand_veto/trace_butter_s2_v6_online_random_linf_seed93_jobr_butter_s2_s93.csv,0521cf6d20dbc4c086acda02e11e3202a620eea06678e14e1a0f916e143ad80a,True,True,
P2_rand,chocolate_pudding_s2,chocolate_pudding,2,91,r_chocolate_pudding_s2_s91,online_random_linf,True,0,True,ok,/data/liuyu/outputs/stageb_v6_rand_veto/summary_chocolate_pudding_s2_v6_online_random_linf_seed91_jobr_chocolate_pudding_s2_s91.json,6263b02483d7ce7bca8108814a104bf4cc215542c7b411e03773a8aa8e2e4cd2,/data/liuyu/outputs/stageb_v6_rand_veto/trace_chocolate_pudding_s2_v6_online_random_linf_seed91_jobr_chocolate_pudding_s2_s91.csv,1d4e88d09551d8bb38f4a6354c3bfaa01c492f3cecf7e4eb420a135e3cc75217,True,True,
P2_rand,chocolate_pudding_s2,chocolate_pudding,2,92,r_chocolate_pudding_s2_s92,online_random_linf,True,0,True,ok,/data/liuyu/outputs/stageb_v6_rand_veto/summary_chocolate_pudding_s2_v6_online_random_linf_seed92_jobr_chocolate_pudding_s2_s92.json,2c25de149462062fff7ff76badc462833ee5217eb931371d47a55b65a584669a,/data/liuyu/outputs/stageb_v6_rand_veto/trace_chocolate_pudding_s2_v6_online_random_linf_seed92_jobr_chocolate_pudding_s2_s92.csv,14664484192570d8059a1bb6c783e50865b69ea2df288a16431f00563ed13abc,True,True,
P2_rand,chocolate_pudding_s2,chocolate_pudding,2,93,r_chocolate_pudding_s2_s93,online_random_linf,True,0,True,ok,/data/liuyu/outputs/stageb_v6_rand_veto/summary_chocolate_pudding_s2_v6_online_random_linf_seed93_jobr_chocolate_pudding_s2_s93.json,453cd6e40fb5bfadb795151c5cc5bfd18680522731e9b91476bdfe7e79b6f913,/data/liuyu/outputs/stageb_v6_rand_veto/trace_chocolate_pudding_s2_v6_online_random_linf_seed93_jobr_chocolate_pudding_s2_s93.csv,96d8bf3a50861732ee6cd2ea3a86ab2d5aa946e7f30eaee5689d252719a89bd2,True,True,
P2_rand,cream_cheese_s2,cream_cheese,2,91,r_cream_cheese_s2_s91,online_random_linf,True,1,True,ok,/data/liuyu/outputs/stageb_v6_rand_veto/summary_cream_cheese_s2_v6_online_random_linf_seed91_jobr_cream_cheese_s2_s91.json,8d5e4a0a6c98fa94379a16a82781175cc9fe8954e6f0d214e9c6a81dd88828d1,/data/liuyu/outputs/stageb_v6_rand_veto/trace_cream_cheese_s2_v6_online_random_linf_seed91_jobr_cream_cheese_s2_s91.csv,ba61d917319843170ba9f830a6900e85446af8074642ad4e86e2069f7065ebdc,True,True,
P2_rand,cream_cheese_s2,cream_cheese,2,92,r_cream_cheese_s2_s92,online_random_linf,True,0,True,ok,/data/liuyu/outputs/stageb_v6_rand_veto/summary_cream_cheese_s2_v6_online_random_linf_seed92_jobr_cream_cheese_s2_s92.json,a240eae41d1dc7fb8d05153259fac18b3f25a890f9c3bde5f82d10c2967cb9e1,/data/liuyu/outputs/stageb_v6_rand_veto/trace_cream_cheese_s2_v6_online_random_linf_seed92_jobr_cream_cheese_s2_s92.csv,67b16185b56fbfae73aa9620fb1c7f1bd2179b9d455a51149d08a66dae41e78f,True,True,
P2_rand,cream_cheese_s2,cream_cheese,2,93,r_cream_cheese_s2_s93,online_random_linf,True,0,True,ok,/data/liuyu/outputs/stageb_v6_rand_veto/summary_cream_cheese_s2_v6_online_random_linf_seed93_jobr_cream_cheese_s2_s93.json,df86999f2ebc132c9bf5731403b995662d0cef63f5f05255675b516e63af37cb,/data/liuyu/outputs/stageb_v6_rand_veto/trace_cream_cheese_s2_v6_online_random_linf_seed93_jobr_cream_cheese_s2_s93.csv,5bdbe559229454017788075cf7d8fb23be32d597b7c7a2a9612c16645db27cd7,True,True,
P2_rand,ketchup_s11,ketchup,11,91,r_ketchup_s11_s91,online_random_linf,True,0,True,ok,/data/liuyu/outputs/stageb_v6_rand_veto/summary_ketchup_s11_v6_online_random_linf_seed91_jobr_ketchup_s11_s91.json,d7325eee9d1c5ce47b93ff6089b886c98038c6f6abed58a271b6a1970482ac3d,/data/liuyu/outputs/stageb_v6_rand_veto/trace_ketchup_s11_v6_online_random_linf_seed91_jobr_ketchup_s11_s91.csv,b288e693a895e9bbd5300d656d667b27c2d7b3459a3d04f90908aa48cb93edb2,True,True,
P2_rand,ketchup_s11,ketchup,11,92,r_ketchup_s11_s92,online_random_linf,True,0,False,ok,/data/liuyu/outputs/stageb_v6_rand_veto/summary_ketchup_s11_v6_online_random_linf_seed92_jobr_ketchup_s11_s92.json,026a60ab9bd4a4cb653bb35fb2b8436d80aa0b7e9abfe4570ea3335ba97ebd18,/data/liuyu/outputs/stageb_v6_rand_veto/trace_ketchup_s11_v6_online_random_linf_seed92_jobr_ketchup_s11_s92.csv,dfd85cb643ff7a4da589dd10bd315e32b07e0fd8744d659377a693771474db42,True,True,
P2_rand,ketchup_s11,ketchup,11,93,r_ketchup_s11_s93,online_random_linf,True,0,False,ok,/data/liuyu/outputs/stageb_v6_rand_veto/summary_ketchup_s11_v6_online_random_linf_seed93_jobr_ketchup_s11_s93.json,a1b93a686f83ba1c34ea155851dea19e6b87b270f27f53471470c04964aa9c6b,/data/liuyu/outputs/stageb_v6_rand_veto/trace_ketchup_s11_v6_online_random_linf_seed93_jobr_ketchup_s11_s93.csv,02f08d9c1ca40aadb30973e1e2c6647a39b1ac5e2f5e1afd5854249a6c5540a5,True,True,
P3_vis,bbq_sauce_s0,bbq_sauce,0,199,v_vis_bbq_sauce_s0_s199,online_vis_pgd,True,1,True,ok,/data/liuyu/outputs/stageb_v6_vis_pilot/summary_bbq_sauce_s0_v6_online_vis_pgd_seed199_jobv_vis_bbq_sauce_s0_s199.json,cc4a980f966cee0b5c20cc2fe2f140b0e6d813e13b85bcbcdbacd6c768af6752,/data/liuyu/outputs/stageb_v6_vis_pilot/trace_bbq_sauce_s0_v6_online_vis_pgd_seed199_jobv_vis_bbq_sauce_s0_s199.csv,ab7eb3905d5cc0b477d99a3a07450b842a3f35a1e954eda4af64076b63c486d2,True,True,
P3_vis,bbq_sauce_s0,bbq_sauce,0,299,v_vis_bbq_sauce_s0_s299,online_vis_pgd,True,0,True,ok,/data/liuyu/outputs/stageb_v6_vis_pilot/summary_bbq_sauce_s0_v6_online_vis_pgd_seed299_jobv_vis_bbq_sauce_s0_s299.json,10b1bcd06c8f4ba4021856c4768227dc580f8ec30a95f6fbdf0ae3a802e76337,/data/liuyu/outputs/stageb_v6_vis_pilot/trace_bbq_sauce_s0_v6_online_vis_pgd_seed299_jobv_vis_bbq_sauce_s0_s299.csv,07b3bebf00f1937a54516b7c9ad2e6a951894a7ad2d014875cbff8237fa35774,True,True,
P3_vis,bbq_sauce_s0,bbq_sauce,0,99,v_vis_bbq_sauce_s0_s99,online_vis_pgd,True,0,True,ok,/data/liuyu/outputs/stageb_v6_vis_pilot/summary_bbq_sauce_s0_v6_online_vis_pgd_seed99_jobv_vis_bbq_sauce_s0_s99.json,bbdecec14f82266c9c2bd2c0f384865878fb5c8bd9c9040246e9a37ce367a812,/data/liuyu/outputs/stageb_v6_vis_pilot/trace_bbq_sauce_s0_v6_online_vis_pgd_seed99_jobv_vis_bbq_sauce_s0_s99.csv,7c1f8b9b068a9e759d8cb2ee542042c285b9177a733161e6cf4f112e5e867c04,True,True,
P3_vis,butter_s2,butter,2,199,v_vis_butter_s2_s199,online_vis_pgd,True,2,True,ok,/data/liuyu/outputs/stageb_v6_vis_pilot/summary_butter_s2_v6_online_vis_pgd_seed199_jobv_vis_butter_s2_s199.json,fac52c1b8ee455e3c8885585d10c718a1d2adef5e4b02fc195a0dff1fa256041,/data/liuyu/outputs/stageb_v6_vis_pilot/trace_butter_s2_v6_online_vis_pgd_seed199_jobv_vis_butter_s2_s199.csv,9eb3ae50203ab3bb84675d9605fe11142f37aac581d096cceb820675d352005b,True,True,
P3_vis,butter_s2,butter,2,299,v_vis_butter_s2_s299,online_vis_pgd,True,1,True,ok,/data/liuyu/outputs/stageb_v6_vis_pilot/summary_butter_s2_v6_online_vis_pgd_seed299_jobv_vis_butter_s2_s299.json,d7cd1b20379f0e93413612deea11ac2d0fc2285c2196fce6595a3623b2318236,/data/liuyu/outputs/stageb_v6_vis_pilot/trace_butter_s2_v6_online_vis_pgd_seed299_jobv_vis_butter_s2_s299.csv,357d7725f5ab53ad7d2b5a78b3134ac0fd07d51afa33bb57ac3bbf90b880c002,True,True,
P3_vis,butter_s2,butter,2,99,v_vis_butter_s2_s99,online_vis_pgd,True,1,True,ok,/data/liuyu/outputs/stageb_v6_vis_pilot/summary_butter_s2_v6_online_vis_pgd_seed99_jobv_vis_butter_s2_s99.json,9d5814865d0358276cfd8fee793128bc5eb627ca7ba291bffbb00086c41f68e4,/data/liuyu/outputs/stageb_v6_vis_pilot/trace_butter_s2_v6_online_vis_pgd_seed99_jobv_vis_butter_s2_s99.csv,8f2ee437d24fae7ab6aa1178c160f0fc5c014b2f4f0a2810ea6cad20b46ce7b0,True,True,
P3_vis,chocolate_pudding_s2,chocolate_pudding,2,199,v_vis_chocolate_pudding_s2_s199,online_vis_pgd,True,0,True,ok,/data/liuyu/outputs/stageb_v6_vis_pilot/summary_chocolate_pudding_s2_v6_online_vis_pgd_seed199_jobv_vis_chocolate_pudding_s2_s199.json,69544d4518a98887cd8aa6ffcc3824da72f6a58fd365cc46f6146691c69126ef,/data/liuyu/outputs/stageb_v6_vis_pilot/trace_chocolate_pudding_s2_v6_online_vis_pgd_seed199_jobv_vis_chocolate_pudding_s2_s199.csv,58e37649371fc422c5afea01ebf2013cf666a94ea43a5c63c8e83aa53d5f52ed,True,True,
P3_vis,chocolate_pudding_s2,chocolate_pudding,2,299,v_vis_chocolate_pudding_s2_s299,online_vis_pgd,True,0,True,ok,/data/liuyu/outputs/stageb_v6_vis_pilot/summary_chocolate_pudding_s2_v6_online_vis_pgd_seed299_jobv_vis_chocolate_pudding_s2_s299.json,abf38c8325a8cc73e62407724c4e192f41d37d0851712b622aeebfffb884ecf1,/data/liuyu/outputs/stageb_v6_vis_pilot/trace_chocolate_pudding_s2_v6_online_vis_pgd_seed299_jobv_vis_chocolate_pudding_s2_s299.csv,38d26a7cb46ab5a9330f13f40ec03c162660086424a80adfb1a5804f505c884e,True,True,
P3_vis,chocolate_pudding_s2,chocolate_pudding,2,99,v_vis_chocolate_pudding_s2_s99,online_vis_pgd,True,0,True,ok,/data/liuyu/outputs/stageb_v6_vis_pilot/summary_chocolate_pudding_s2_v6_online_vis_pgd_seed99_jobv_vis_chocolate_pudding_s2_s99.json,ec3af7ec14df4110e8df3b774a84413ae444d462ce66296141351e9277151ac4,/data/liuyu/outputs/stageb_v6_vis_pilot/trace_chocolate_pudding_s2_v6_online_vis_pgd_seed99_jobv_vis_chocolate_pudding_s2_s99.csv,356ea3c832b26bdd3ba53aa4c5ea0d07c1d99585f9e41923c92639d78b3b00a4,True,True,
