step,task,state_id,raw_gripper,env_gripper,gripper_qpos_before,gripper_qpos_after,eef_x,eef_y,eef_z,decoded_open,raw_valid,env_valid,qpos_valid,eef_valid,convention_ok,semantics_ok,success_done,success_check
29,salad_dressing,19,0.996078,-1.0,-9.345e-05,-9.556e-05,0.011267,-0.077459,0.243397,1,1,1,1,1,1,1,0,0
30,salad_dressing,19,0.996078,-1.0,-9.556e-05,-9.68e-05,0.020399,-0.081783,0.241788,1,1,1,1,1,1,1,0,0
31,salad_dressing,19,0.996078,-1.0,-9.68e-05,-9.375e-05,0.028562,-0.085947,0.239677,1,1,1,1,1,1,1,0,0
32,salad_dressing,19,0.996078,-1.0,-9.375e-05,-9.13e-05,0.035135,-0.089152,0.237063,1,1,1,1,1,1,1,0,0
33,salad_dressing,19,0.996078,-1.0,-9.13e-05,-8.879e-05,0.040916,-0.091399,0.233358,1,1,1,1,1,1,1,0,0
34,salad_dressing,19,0.996078,-1.0,-8.879e-05,-8.667e-05,0.046072,-0.092872,0.229056,1,1,1,1,1,1,1,0,0
35,salad_dressing,19,0.996078,-1.0,-8.667e-05,-8.575e-05,0.050657,-0.093688,0.224165,1,1,1,1,1,1,1,0,0
36,salad_dressing,19,0.996078,-1.0,-8.575e-05,-8.799e-05,0.054808,-0.094147,0.218155,1,1,1,1,1,1,1,0,0
37,salad_dressing,19,0.996078,-1.0,-8.799e-05,-8.608e-05,0.058628,-0.094901,0.212472,1,1,1,1,1,1,1,0,0
38,salad_dressing,19,0.996078,-1.0,-8.608e-05,-8.538e-05,0.061895,-0.095488,0.206178,1,1,1,1,1,1,1,0,0
39,salad_dressing,19,0.996078,-1.0,-8.538e-05,-8.525e-05,0.064823,-0.095756,0.198849,1,1,1,1,1,1,1,0,0
40,salad_dressing,19,0.996078,-1.0,-8.525e-05,-8.54e-05,0.067321,-0.09594,0.191172,1,1,1,1,1,1,1,0,0
41,salad_dressing,19,0.996078,-1.0,-8.54e-05,-8.542e-05,0.069012,-0.096099,0.183391,1,1,1,1,1,1,1,0,0
42,salad_dressing,19,0.996078,-1.0,-8.542e-05,-8.877e-05,0.070205,-0.096255,0.175629,1,1,1,1,1,1,1,0,0
43,salad_dressing,19,0.996078,-1.0,-8.877e-05,-9.054e-05,0.07086,-0.097032,0.167517,1,1,1,1,1,1,1,0,0
44,salad_dressing,19,0.996078,-1.0,-9.054e-05,-8.768e-05,0.070786,-0.098379,0.160025,1,1,1,1,1,1,1,0,0
45,salad_dressing,19,0.996078,-1.0,-8.768e-05,-8.996e-05,0.069802,-0.099242,0.15332,1,1,1,1,1,1,1,0,0
46,salad_dressing,19,0.996078,-1.0,-8.996e-05,-8.681e-05,0.06882,-0.100321,0.145901,1,1,1,1,1,1,1,0,0
47,salad_dressing,19,0.996078,-1.0,-8.681e-05,-8.291e-05,0.067931,-0.101029,0.139068,1,1,1,1,1,1,1,0,0
48,salad_dressing,19,0.996078,-1.0,-8.291e-05,-8.467e-05,0.067244,-0.100716,0.133492,1,1,1,1,1,1,1,0,0
49,salad_dressing,19,0.996078,-1.0,-8.467e-05,-8.496e-05,0.066459,-0.100435,0.127976,1,1,1,1,1,1,1,0,0
50,salad_dressing,19,0.996078,-1.0,-8.496e-05,-8.646e-05,0.06549,-0.100462,0.121706,1,1,1,1,1,1,1,0,0
51,salad_dressing,19,0.996078,-1.0,-8.646e-05,-8.492e-05,0.064525,-0.100764,0.116787,1,1,1,1,1,1,1,0,0
52,salad_dressing,19,0.0,1.0,-8.492e-05,-8.816e-05,0.063194,-0.100821,0.113308,0,1,1,1,1,1,1,0,0
53,salad_dressing,19,0.996078,-1.0,-8.816e-05,-8.696e-05,0.062735,-0.100755,0.112759,1,1,1,1,1,1,1,0,0
54,salad_dressing,19,0.0,1.0,-8.696e-05,-8.711e-05,0.062864,-0.100739,0.112853,0,1,1,1,1,1,1,0,0
55,salad_dressing,19,0.0,1.0,-8.711e-05,-8.69e-05,0.063031,-0.100733,0.112931,0,1,1,1,1,1,1,0,0
56,salad_dressing,19,0.0,1.0,-8.69e-05,-8.429e-05,0.063011,-0.100744,0.113034,0,1,1,1,1,1,1,0,0
57,salad_dressing,19,0.0,1.0,-8.429e-05,-8.512e-05,0.062931,-0.100713,0.113242,0,1,1,1,1,1,1,0,0
58,salad_dressing,19,0.0,1.0,-8.512e-05,-9.149e-05,0.063249,-0.100721,0.113392,0,1,1,1,1,1,1,0,0
59,salad_dressing,19,0.0,1.0,-9.149e-05,-0.00010173,0.063236,-0.100839,0.113506,0,1,1,1,1,1,1,0,0
60,salad_dressing,19,0.0,1.0,-0.00010173,-0.00031803,0.063769,-0.101182,0.114193,0,1,1,1,1,1,1,0,0
61,salad_dressing,19,0.0,1.0,-0.00031803,-0.00035308,0.063573,-0.101227,0.115047,0,1,1,1,1,1,1,0,0
62,salad_dressing,19,0.0,1.0,-0.00035308,-0.00035356,0.063668,-0.101304,0.118657,0,1,1,1,1,1,1,0,0
63,salad_dressing,19,0.0,1.0,-0.00035356,-0.00035793,0.064098,-0.101599,0.124466,0,1,1,1,1,1,1,0,0
64,salad_dressing,19,0.0,1.0,-0.00035793,-0.00036704,0.064406,-0.101578,0.132171,0,1,1,1,1,1,1,0,0
65,salad_dressing,19,0.0,1.0,-0.00036704,-0.00037216,0.064684,-0.101899,0.141404,0,1,1,1,1,1,1,0,0
66,salad_dressing,19,0.0,1.0,-0.00037216,-0.00038035,0.064446,-0.101202,0.151895,0,1,1,1,1,1,1,0,0
67,salad_dressing,19,0.0,1.0,-0.00038035,-0.00039135,0.063441,-0.099782,0.162751,0,1,1,1,1,1,1,0,0
68,salad_dressing,19,0.0,1.0,-0.00039135,-0.00040069,0.063106,-0.098691,0.17402,0,1,1,1,1,1,1,0,0
69,salad_dressing,19,0.0,1.0,-0.00040069,-0.00042058,0.062268,-0.09684,0.184829,0,1,1,1,1,1,1,0,0
70,salad_dressing,19,0.0,1.0,-0.00042058,-0.00043532,0.061576,-0.095031,0.196276,0,1,1,1,1,1,1,0,0
71,salad_dressing,19,0.0,1.0,-0.00043532,-0.00049288,0.061075,-0.092508,0.208277,0,1,1,1,1,1,1,0,0
72,salad_dressing,19,0.0,1.0,-0.00049288,-0.00051379,0.061012,-0.088518,0.219577,0,1,1,1,1,1,1,0,0
73,salad_dressing,19,0.0,1.0,-0.00051379,-0.00053503,0.061404,-0.083119,0.229586,0,1,1,1,1,1,1,0,0
74,salad_dressing,19,0.0,1.0,-0.00053503,-0.00055279,0.061617,-0.076995,0.238582,0,1,1,1,1,1,1,0,0
75,salad_dressing,19,0.0,1.0,-0.00055279,-0.00056406,0.061621,-0.070321,0.247513,0,1,1,1,1,1,1,0,0
76,salad_dressing,19,0.0,1.0,-0.00056406,-0.00057965,0.061573,-0.062479,0.255118,0,1,1,1,1,1,1,0,0
77,salad_dressing,19,0.0,1.0,-0.00057965,-0.00058788,0.061526,-0.054576,0.262173,0,1,1,1,1,1,1,0,0
78,salad_dressing,19,0.0,1.0,-0.00058788,-0.00059447,0.06141,-0.046304,0.268675,0,1,1,1,1,1,1,0,0
79,salad_dressing,19,0.0,1.0,-0.00059447,-0.0005995,0.061261,-0.037362,0.275017,0,1,1,1,1,1,1,0,0
80,salad_dressing,19,0.0,1.0,-0.0005995,-0.00060285,0.061011,-0.028166,0.28171,0,1,1,1,1,1,1,0,0
81,salad_dressing,19,0.0,1.0,-0.00060285,-0.0006009,0.060684,-0.018869,0.288425,0,1,1,1,1,1,1,0,0
82,salad_dressing,19,0.0,1.0,-0.0006009,-0.00059818,0.060358,-0.009034,0.293657,0,1,1,1,1,1,1,0,0
83,salad_dressing,19,0.0,1.0,-0.00059818,-0.00059386,0.060174,0.001236,0.297944,0,1,1,1,1,1,1,0,0
84,salad_dressing,19,0.0,1.0,-0.00059386,-0.00058861,0.059912,0.011675,0.301814,0,1,1,1,1,1,1,0,0
85,salad_dressing,19,0.0,1.0,-0.00058861,-0.00058234,0.059626,0.022207,0.305329,0,1,1,1,1,1,1,0,0
86,salad_dressing,19,0.0,1.0,-0.00058234,-0.000575,0.059461,0.032818,0.307866,0,1,1,1,1,1,1,0,0
87,salad_dressing,19,0.0,1.0,-0.000575,-0.00056061,0.059293,0.04337,0.309371,0,1,1,1,1,1,1,0,0
88,salad_dressing,19,0.0,1.0,-0.00056061,-0.00054508,0.059388,0.054079,0.31056,0,1,1,1,1,1,1,0,0
89,salad_dressing,19,0.0,1.0,-0.00054508,-0.00052918,0.059758,0.064785,0.311937,0,1,1,1,1,1,1,0,0
90,salad_dressing,19,0.0,1.0,-0.00052918,-0.00051519,0.059762,0.075548,0.312629,0,1,1,1,1,1,1,0,0
91,salad_dressing,19,0.0,1.0,-0.00051519,-0.00050048,0.059868,0.086289,0.313161,0,1,1,1,1,1,1,0,0
92,salad_dressing,19,0.0,1.0,-0.00050048,-0.00048587,0.060025,0.096955,0.313845,0,1,1,1,1,1,1,0,0
93,salad_dressing,19,0.0,1.0,-0.00048587,-0.00047031,0.058955,0.107611,0.314182,0,1,1,1,1,1,1,0,0
94,salad_dressing,19,0.0,1.0,-0.00047031,-0.00045334,0.058076,0.118279,0.314385,0,1,1,1,1,1,1,0,0
95,salad_dressing,19,0.0,1.0,-0.00045334,-0.00043613,0.057334,0.128938,0.31402,0,1,1,1,1,1,1,0,0
96,salad_dressing,19,0.0,1.0,-0.00043613,-0.00041865,0.05737,0.139602,0.314157,0,1,1,1,1,1,1,0,0
97,salad_dressing,19,0.0,1.0,-0.00041865,-0.00040229,0.056968,0.150334,0.314128,0,1,1,1,1,1,1,0,0
98,salad_dressing,19,0.0,1.0,-0.00040229,-0.00038826,0.055776,0.161014,0.313637,0,1,1,1,1,1,1,0,0
99,salad_dressing,19,0.0,1.0,-0.00038826,-0.0003747,0.053837,0.171269,0.311548,0,1,1,1,1,1,1,0,0
100,salad_dressing,19,0.0,1.0,-0.0003747,-0.00035779,0.052082,0.181191,0.308694,0,1,1,1,1,1,1,0,0
101,salad_dressing,19,0.0,1.0,-0.00035779,-0.000345,0.050089,0.191395,0.304043,0,1,1,1,1,1,1,0,0
102,salad_dressing,19,0.0,1.0,-0.000345,-0.00033993,0.04762,0.201587,0.299968,0,1,1,1,1,1,1,0,0
103,salad_dressing,19,0.0,1.0,-0.00033993,-0.0003329,0.044064,0.21065,0.297947,0,1,1,1,1,1,1,0,0
104,salad_dressing,19,0.0,1.0,-0.0003329,-0.00033215,0.040386,0.218944,0.295842,0,1,1,1,1,1,1,0,0
105,salad_dressing,19,0.0,1.0,-0.00033215,-0.00032374,0.036016,0.226021,0.29163,0,1,1,1,1,1,1,0,0
106,salad_dressing,19,0.0,1.0,-0.00032374,-0.00032298,0.031885,0.233103,0.287998,0,1,1,1,1,1,1,0,0
107,salad_dressing,19,0.0,1.0,-0.00032298,-0.00032108,0.027461,0.23958,0.283267,0,1,1,1,1,1,1,0,0
108,salad_dressing,19,0.0,1.0,-0.00032108,-0.00031667,0.022998,0.245093,0.277117,0,1,1,1,1,1,1,0,0
109,salad_dressing,19,0.0,1.0,-0.00031667,-0.00031355,0.018522,0.25061,0.270023,0,1,1,1,1,1,1,0,0
110,salad_dressing,19,0.0,1.0,-0.00031355,-0.00031721,0.014103,0.255885,0.262255,0,1,1,1,1,1,1,0,0
111,salad_dressing,19,0.0,1.0,-0.00031721,-0.00031998,0.009378,0.259829,0.254145,0,1,1,1,1,1,1,0,0
112,salad_dressing,19,0.0,1.0,-0.00031998,-0.00031506,0.004566,0.262206,0.246155,0,1,1,1,1,1,1,0,0
113,salad_dressing,19,0.0,1.0,-0.00031506,-0.00031456,-0.000303,0.264641,0.238897,0,1,1,1,1,1,1,0,0
114,salad_dressing,19,0.0,1.0,-0.00031456,-0.00031392,-0.004688,0.266907,0.231634,0,1,1,1,1,1,1,0,0
115,salad_dressing,19,0.0,1.0,-0.00031392,-0.00031507,-0.008492,0.268275,0.223985,0,1,1,1,1,1,1,0,0
116,salad_dressing,19,0.0,1.0,-0.00031507,-0.00031067,-0.01166,0.268437,0.217177,0,1,1,1,1,1,1,0,0
117,salad_dressing,19,0.0,1.0,-0.00031067,-0.00030529,-0.014537,0.268102,0.211117,0,1,1,1,1,1,1,0,0
118,salad_dressing,19,0.0,1.0,-0.00030529,-0.00030007,-0.016809,0.267657,0.203929,0,1,1,1,1,1,1,0,0
119,salad_dressing,19,0.0,1.0,-0.00030007,-0.00028651,-0.018215,0.267115,0.195984,0,1,1,1,1,1,1,0,0
120,salad_dressing,19,0.996078,-1.0,-0.00028651,-0.00027691,-0.018679,0.266654,0.189001,1,1,1,1,1,1,1,0,0
121,salad_dressing,19,0.996078,-1.0,-0.00027691,-0.00026709,-0.019193,0.266288,0.185245,1,1,1,1,1,1,1,0,0
122,salad_dressing,19,0.996078,-1.0,-0.00026709,-0.00023859,-0.02007,0.266208,0.182886,1,1,1,1,1,1,1,0,0
123,salad_dressing,19,0.0,1.0,-0.00023859,-0.00021711,-0.020861,0.266116,0.181204,0,1,1,1,1,1,1,1,1
